run_id,stage,count
"baseline_2025","symbols_scanned","445734"
"baseline_2025","parent_anchor_states_available","4453"
"baseline_2025","parent_flips_detected","4453"
"baseline_2025","parent_wave1_confirmed","4453"
"baseline_2025","parent_wave2_pending","4445"
"baseline_2025","parent_wave2_started_first_close","0"
"baseline_2025","parent_wave2_started_confirmed_pivot","0"
"baseline_2025","parent_wave2_started_child_trend","3963"
"baseline_2025","child_countertrend_confirmed","4373"
"baseline_2025","child_anchor_created","3964"
"baseline_2025","child_anchor_updated","4160"
"baseline_2025","child_flip_detected","3143"
"baseline_2025","fresh_first_flip_signal","3142"
"baseline_2025","valid_candidate","174"
"baseline_2025","signal_reserved","174"
"baseline_2025","portfolio_selected","174"
"baseline_2025","trades_taken","173"
"baseline_2025","candidate_invalid","2968"
"baseline_2025","position_cap_reject","1"
"baseline_2025","risk_reject","0"
"baseline_2025","order_failure","0"
"baseline_2025","expired","1"
"baseline_2025","parent_invalidated","495"
"baseline_2025","signals_consumed","3143"
