run_id,run_mode,symbols,parent_tf,child_tf,top_context_tf,parent_wave2_start_mode,child_anchor_mode,symbols_scanned,parent_flips_detected,parent_wave1_confirmed,parent_wave2_pending,parent_wave2_started,parent_wave2_started_first_close,parent_wave2_started_confirmed_pivot,parent_wave2_started_child_trend,parent_wave2_invalidated,child_countertrend_confirmed,child_anchor_created,child_anchor_updated,child_trend_flips_detected,fresh_first_flip_signals,valid_candidates,signals_reserved,signals_consumed,portfolio_selected,trades_taken,candidate_invalid,position_cap_reject,risk_reject,order_failure,expired_signals,daily_stopped,drawdown_stopped
"baseline_2025","base_first_child_flip","USDJPY,EURJPY,GBPJPY,AUDJPY,EURUSD,GBPUSD","PERIOD_M15","PERIOD_M5","PERIOD_H1","child_countertrend_started","latest_valid","445734","4453","4453","4445","3963","0","0","3963","495","4373","3964","4160","3143","3142","174","174","3143","174","173","2968","1","0","0","1","false","false"
