episode_id,direction,score,long_score,short_score,symbol,market_cluster_id,t0_msc,signal_processing_msc,distance_index,distance_atr,atr14_m5,entry_msc,entry_bid,entry_ask,entry_price,entry_spread,pip_size,tick_size,stops_distance,distance,sl,tp,status,exit_msc,exit_price,gross_pips,gross_r,mfe_60,mae_60,mfe_300,mae_300,mfe_900,mae_900,tp_touch_seconds,sl_touch_seconds,entry_eligible_msc,source_quote_msc,calendar_segment
tstech_discovery_r2_202504_GBPUSD_mh_13,-1,-0.14413591156793,-0.15050433079167,-0.14413591156793,GBPUSD,298,1743705119000,1743705119434,3,1,0.001110607105,1743705119564,1.31232,1.31252,1.31232,0.0002,0.0001,1e-05,0,0.00112,1.31344,1.3112,TP,1743705532773,1.3112,11.2,1,0,0.00057,0.00063,0.00057,0.00168,0.00057,413.209,,1743705119434,1743705118859,0
tstech_discovery_r2_202504_EURUSD_mh_4,-1,-0.14413591156793,-0.15050433079167,-0.14413591156793,EURUSD,304,1743705464000,1743705464327,3,1,0.001339610922,1743705464327,1.10556,1.10574,1.10556,0.00018,0.0001,1e-05,0,0.00134,1.1069,1.10422,TP,1743705830213,1.10422,13.399999999999,1,0.00011,0.00065,0.00122,0.00065,0.00136,0.00065,365.886,,1743705464327,1743705463913,0
tstech_discovery_r2_202504_USDJPY_mh_38,-1,0.16623879600843,-0.3462857962514,0.16623879600843,USDJPY,316,1743705773500,1743705773600,3,1,0.191224300282,1743705773731,146.208,146.224,146.208,0.016,0.01,0.001,0,0.192,146.4,146.016,TP,1743706255277,146.016,19.200000000001,1,0,0.057,0.094,0.057,0.283,0.057,481.546,,1743705773600,1743705773319,0
tstech_discovery_r2_202504_USDCAD_mh_7,-1,0.16623879600843,-0.3462857962514,0.16623879600843,USDCAD,321,1743705985500,1743705986262,3,1,0.001299835019,1743705988220,1.40634,1.40658,1.40634,0.00024,0.0001,1e-05,0,0.0013,1.40764,1.40504,TIME,1743706888671,1.40608,2.599999999999,0.2,0,0.00072,0,0.00099,0.00045,0.00099,,,1743705986262,1743705985203,0
tstech_discovery_r2_202504_USDCHF_mh_10,1,-0.17652697911591,-0.17652697911591,-0.469716604009,USDCHF,323,1743706020500,1743706021083,3,1,0.000946722007,1743706021374,0.85906,0.85929,0.85929,0.00023,0.0001,1e-05,0,0.00095,0.85834,0.86024,TIME,1743706921540,0.85912,-1.7,-0.178947368421,0,0.00028,3e-05,0.00069,3e-05,0.00091,,,1743706021083,1743706020323,0
tstech_discovery_r2_202504_EURUSD_mh_5,-1,-0.14413591156793,-0.14504900184201,-0.14413591156793,EURUSD,327,1743706553000,1743706554354,3,1,0.001318621864,1743706554354,1.10521,1.10539,1.10521,0.00018,0.0001,1e-05,0,0.00132,1.10653,1.10389,TIME,1743707454418,1.10482,3.900000000001,0.295454545455,0,0.00073,0.00029,0.00073,0.00072,0.00073,,,1743706554354,1743706552851,0
tstech_discovery_r2_202504_USDJPY_mh_39,-1,-0.14413591156793,-0.15050433079167,-0.14413591156793,USDJPY,332,1743706848000,1743706848108,3,1,0.185332263628,1743706848313,146.116,146.135,146.116,0.019,0.01,0.001,0,0.186,146.302,145.93,SL,1743707524604,146.304,-18.799999999999,-1.010752688172,0.041,0.036,0.074,0.053,0.074,0.188,,676.291,1743706848108,1743706847606,0
tstech_discovery_r2_202504_GBPUSD_mh_14,-1,-0.14413591156793,-0.14504900184201,-0.14413591156793,GBPUSD,333,1743707238500,1743707239387,3,1,0.001020376029,1743707239892,1.31094,1.31114,1.31094,0.0002,0.0001,1e-05,0,0.00103,1.31197,1.30991,SL,1743707712135,1.31197,-10.300000000001,-1,0.00017,0.00027,0.00042,0.00045,0.00042,0.00132,,472.243,1743707239387,1743707238081,0
tstech_discovery_r2_202504_USDCHF_mh_11,1,-0.39150333213076,-0.39150333213076,-0.469716604009,USDCHF,338,1743708536500,1743708539300,3,1,0.000834650347,1743708539560,0.86013,0.86037,0.86037,0.00024,0.0001,1e-05,0,0.00084,0.85953,0.86121,SL,1743708948574,0.85953,-8.4,-1,0,0.00024,2e-05,0.00064,0.00011,0.00098,,409.014,1743708539300,1743708536478,0
tstech_discovery_r2_202504_USDJPY_mh_40,-1,0.16623879600843,-0.15050433079167,0.16623879600843,USDJPY,339,1743708645750,1743708646450,3,1,0.168047943263,1743708646691,146.352,146.373,146.352,0.021,0.01,0.001,0,0.169,146.521,146.183,TP,1743708969992,146.183,16.900000000001,1,0.039,0.039,0.135,0.061,0.193,0.061,323.301,,1743708646450,1743708645383,0
tstech_discovery_r2_202504_GBPUSD_mh_15,1,0.18433782862125,0.18433782862125,-0.47709429344079,GBPUSD,341,1743708805000,1743708805133,3,1,0.000980152777,1743708805309,1.31078,1.31098,1.31098,0.0002,0.0001,1e-05,0,0.00099,1.30999,1.31197,TIME,1743709706072,1.31045,-5.300000000001,-0.535353535354,0,0.00034,0.00023,0.00038,0.00042,0.00055,,,1743708805133,1743708804802,0
tstech_discovery_r2_202504_EURUSD_mh_6,1,0.18433782862125,0.18433782862125,-0.47709429344079,EURUSD,344,1743709175000,1743709175588,3,1,0.001099447304,1743709175588,1.10344,1.10362,1.10362,0.00018,0.0001,1e-05,0,0.0011,1.10252,1.10472,TIME,1743710075960,1.10389,2.7,0.245454545455,0.00044,0.00026,0.00061,0.00026,0.00061,0.00035,,,1743709175588,1743709174687,0
tstech_discovery_r2_202504_GBPUSD_mh_16,1,-0.39150333213076,-0.39150333213076,-0.469716604009,GBPUSD,346,1743725222750,1743725228682,3,1,0.000409315732,1743725234246,1.30947,1.31084,1.31084,0.00137,0.0001,1e-05,0,0.00041,1.31043,1.31125,COST_DISTANCE_REJECT,0,0,,,0,0.00142,0,0.00202,0,0.00202,,2.394,1743725228682,1743725222250,0
tstech_discovery_r2_202504_GBPUSD_mh_17,1,-0.39150333213076,-0.39150333213076,-0.469716604009,GBPUSD,347,1743726885500,1743726891876,3,1,0.000446110319,1743726891894,1.30939,1.31029,1.31029,0.0009,0.0001,1e-05,0,0.00045,1.30984,1.31074,COST_DISTANCE_REJECT,0,0,,,0,0.00104,0,0.00104,0,0.00143,,0.406,1743726891876,1743726885061,0
tstech_discovery_r2_202504_GBPUSD_mh_18,1,-0.17652697911591,-0.17652697911591,-0.469716604009,GBPUSD,350,1743727998750,1743728000581,3,1,0.000464897095,1743728000856,1.30929,1.31128,1.31128,0.00199,0.0001,1e-05,0,0.00047,1.31081,1.31175,COST_DISTANCE_REJECT,0,0,,,0,0.00227,0,0.00231,0,0.00231,,0.636,1743728000581,1743727998565,0
tstech_discovery_r2_202504_USDJPY_mh_41,-1,-0.18011448748955,-0.57366167947715,-0.18011448748955,USDJPY,354,1743728167750,1743728175522,3,1,0.048609959187,1743728178083,145.899,145.976,145.899,0.077,0.01,0.001,0,0.049,145.948,145.85,COST_DISTANCE_REJECT,0,0,,,0,0.082,0,0.108,0,0.126,,3.616,1743728175522,1743728167725,0
tstech_discovery_r2_202504_USDJPY_mh_42,-1,-0.469716604009,-0.57366167947715,-0.469716604009,USDJPY,359,1743729248000,1743729248223,3,1,0.051112638499,1743729248242,145.811,145.833,145.811,0.022,0.01,0.001,0,0.052,145.863,145.759,COST_DISTANCE_REJECT,0,0,,,0.002,0.026,0.134,0.035,0.257,0.035,217.476,,1743729248223,1743729247638,0
tstech_discovery_r2_202504_GBPUSD_mh_19,1,-0.17652697911591,-0.17652697911591,-0.469716604009,GBPUSD,365,1743729880750,1743729881883,3,1,0.000487618547,1743729882702,1.31033,1.31053,1.31053,0.0002,0.0001,1e-05,0,0.00049,1.31004,1.31102,COST_DISTANCE_REJECT,0,0,,,0,0.00032,0,0.00056,0.00022,0.00056,,144.225,1743729881883,1743729880692,0
tstech_discovery_r2_202504_USDJPY_mh_43,-1,-0.14413591156793,-0.14504900184201,-0.14413591156793,USDJPY,369,1743730752250,1743730754707,3,1,0.085620323465,1743730754863,145.642,145.664,145.642,0.022,0.01,0.001,0,0.086,145.728,145.556,SL,1743731124099,145.733,-9.100000000001,-1.058139534884,0.044,0.024,0.048,0.055,0.048,0.144,,369.236,1743730754707,1743730752148,0
tstech_discovery_r2_202504_USDJPY_mh_44,1,-0.14504900184201,-0.14504900184201,-0.469716604009,USDJPY,371,1743731761250,1743731765378,3,1,0.093615942443,1743731765452,145.63,145.652,145.652,0.022,0.01,0.001,0,0.094,145.558,145.746,TP,1743732202427,145.746,9.399999999999,1,0,0.029,0.064,0.055,0.235,0.055,436.975,,1743731765378,1743731761025,0
tstech_discovery_r2_202504_USDJPY_mh_45,1,0.18433782862125,0.18433782862125,-0.47709429344079,USDJPY,373,1743732851250,1743732851533,3,1,0.099722020988,1743732851600,145.795,145.817,145.817,0.022,0.01,0.001,0,0.1,145.717,145.917,TP,1743733117419,145.917,9.999999999999,1,0,0.052,0.117,0.052,0.215,0.052,265.819,,1743732851533,1743732851197,0
tstech_discovery_r2_202504_GBPUSD_mh_20,1,-0.17652697911591,-0.17652697911591,-0.18011448748955,GBPUSD,374,1743733218250,1743733218509,3,1,0.000510836431,1743733219820,1.30871,1.30891,1.30891,0.0002,0.0001,1e-05,0,0.00052,1.30839,1.30943,COST_DISTANCE_REJECT,0,0,,,0,0.00035,0.00039,0.00035,0.00061,0.00035,792.889,,1743733218509,1743733217808,0
tstech_discovery_r2_202504_USDJPY_mh_46,1,0.18433782862125,0.18433782862125,-0.14413591156793,USDJPY,376,1743734764500,1743734764720,3,1,0.094477966052,1743734764819,146.143,146.163,146.163,0.02,0.01,0.001,0,0.095,146.068,146.258,TP,1743735601923,146.258,9.5,1,0.048,0.048,0.083,0.048,0.13,0.051,837.104,,1743734764720,1743734764221,0
tstech_discovery_r2_202504_GBPUSD_mh_21,1,-0.39150333213076,-0.39150333213076,-0.469716604009,GBPUSD,378,1743736589750,1743736590451,3,1,0.000505931903,1743736590534,1.30856,1.30876,1.30876,0.0002,0.0001,1e-05,0,0.00051,1.30825,1.30927,COST_DISTANCE_REJECT,0,0,,,0,0.00022,0,0.0005,0.00016,0.0005,,,1743736590451,1743736589447,0
tstech_discovery_r2_202504_USDJPY_mh_47,-1,-0.14413591156793,-0.15050433079167,-0.14413591156793,USDJPY,379,1743738285250,1743738285633,3,1,0.111704422887,1743738285736,145.934,145.956,145.934,0.022,0.01,0.001,0,0.112,146.046,145.822,SL,1743738640303,146.049,-11.500000000001,-1.026785714286,0.031,0.053,0.031,0.085,0.107,0.121,,354.567,1743738285633,1743738285132,0
tstech_discovery_r2_202504_USDJPY_mh_48,-1,-0.14413591156793,-0.15050433079167,-0.14413591156793,USDJPY,382,1743739336250,1743739337524,3,1,0.125514577824,1743739337926,146.043,146.065,146.043,0.022,0.01,0.001,0,0.126,146.169,145.917,SL,1743739578832,146.169,-12.6,-1,0,0.045,0,0.161,0,0.371,,240.906,1743739337524,1743739335915,0
tstech_discovery_r2_202504_USDJPY_mh_49,-1,-0.14413591156793,-0.3462857962514,-0.14413591156793,USDJPY,393,1743740463750,1743740467323,3,1,0.137462876268,1743740467468,146.223,146.244,146.223,0.021,0.01,0.001,0,0.138,146.361,146.085,SL,1743740583773,146.364,-14.099999999999,-1.021739130435,0,0.08,0,0.151,0.073,0.151,,116.305,1743740467323,1743740463550,0
tstech_discovery_r2_202504_USDJPY_mh_50,-1,-0.14413591156793,-0.3462857962514,-0.14413591156793,USDJPY,397,1743741645500,1743741645798,3,1,0.138435917602,1743741645999,146,146.022,146,0.022,0.01,0.001,0,0.139,146.139,145.861,TIME,1743742546364,145.996,0.399999999999,0.028776978417,0.017,0.048,0.031,0.051,0.101,0.117,,,1743741645798,1743741645496,0
tstech_discovery_r2_202504_USDJPY_mh_51,-1,-0.14413591156793,-0.15050433079167,-0.14413591156793,USDJPY,404,1743742651750,1743742653182,3,1,0.138599748968,1743742653411,146.045,146.067,146.045,0.022,0.01,0.001,0,0.139,146.184,145.906,SL,1743743389353,146.184,-13.900000000001,-1,0,0.043,0,0.064,0.04,0.163,,735.942,1743742653182,1743742651402,0
tstech_discovery_r2_202504_USDJPY_mh_52,-1,-0.14413591156793,-0.3462857962514,-0.14413591156793,USDJPY,412,1743744323250,1743744323946,3,1,0.130858357218,1743744324052,146.149,146.167,146.149,0.018,0.01,0.001,0,0.131,146.28,146.018,SL,1743744608152,146.281,-13.200000000001,-1.007633587786,0.001,0.047,0.001,0.132,0.132,0.132,439.726,284.1,1743744323946,1743744323134,0
tstech_discovery_r2_202504_USDJPY_mh_53,-1,-0.14413591156793,-0.15050433079167,-0.14413591156793,USDJPY,423,1743745483000,1743745483823,3,1,0.13551195733,1743745489349,146.168,146.189,146.168,0.021,0.01,0.001,0,0.136,146.304,146.032,TIME,1743746389352,146.133,3.5,0.257352941176,0,0.034,0.006,0.049,0.044,0.049,,,1743745483823,1743745482595,0
tstech_discovery_r2_202504_USDJPY_mh_54,-1,-0.14413591156793,-0.15050433079167,-0.14413591156793,USDJPY,426,1743746565500,1743746567949,3,1,0.1208626358,1743746569405,146.134,146.156,146.134,0.022,0.01,0.001,0,0.121,146.255,146.013,TP,1743747370970,146.013,12.100000000001,1,0,0.054,0.098,0.054,0.162,0.054,801.565,,1743746567949,1743746565197,0
tstech_discovery_r2_202504_USDCAD_mh_8,1,-0.17652697911591,-0.17652697911591,-0.18011448748955,USDCAD,434,1743748367500,1743748369317,3,1,0.000518113183,1743748369811,1.40944,1.40969,1.40969,0.00025,0.0001,1e-05,0,0.00052,1.40917,1.41021,COST_DISTANCE_REJECT,0,0,,,1e-05,0.00025,4e-05,0.00028,0.00014,0.00118,,524.929,1743748369317,1743748367298,0
tstech_discovery_r2_202504_USDJPY_mh_55,-1,-0.14413591156793,-0.15050433079167,-0.14413591156793,USDJPY,438,1743748629250,1743748629941,3,1,0.113310979381,1743748630582,145.776,145.798,145.776,0.022,0.01,0.001,0,0.114,145.89,145.662,TIME,1743749531010,145.676,10.000000000002,0.877192982456,0.002,0.04,0.067,0.059,0.11,0.059,,,1743748629941,1743748629145,0
tstech_discovery_r2_202504_USDJPY_mh_56,-1,-0.14413591156793,-0.15050433079167,-0.14413591156793,USDJPY,445,1743749623750,1743749624015,3,1,0.111863054703,1743749624193,145.65,145.672,145.65,0.022,0.01,0.001,0,0.112,145.762,145.538,SL,1743750086663,145.774,-12.4,-1.107142857143,0,0.07,0.008,0.106,0.008,0.126,,462.47,1743749624015,1743749623578,0
tstech_discovery_r2_202504_USDCAD_mh_9,1,-0.17652697911591,-0.17652697911591,-0.34903240873589,USDCAD,446,1743749761000,1743749763954,3,1,0.000575608429,1743749764357,1.4078,1.40806,1.40806,0.00026,0.0001,1e-05,0,0.00058,1.40748,1.40864,COST_DISTANCE_REJECT,0,0,,,0,0.00027,0.00033,0.00036,0.00033,0.00039,,,1743749763954,1743749760635,0
tstech_discovery_r2_202504_GBPUSD_mh_22,-1,0.00033540251226757,-0.39150333213076,0.00033540251226757,GBPUSD,446,1743749761250,1743749763954,3,1,0.000569483817,1743749764028,1.31047,1.31067,1.31047,0.0002,0.0001,1e-05,0,0.00057,1.31104,1.3099,COST_DISTANCE_REJECT,0,0,,,0,0.0003,0.00018,0.0003,0.00044,0.00046,,,1743749763954,1743749760915,0
tstech_discovery_r2_202504_USDJPY_mh_57,-1,-0.14413591156793,-0.15050433079167,-0.14413591156793,USDJPY,460,1743750598250,1743750600078,3,1,0.111073662856,1743750600146,145.785,145.807,145.785,0.022,0.01,0.001,0,0.112,145.897,145.673,TP,1743751219259,145.673,11.199999999999,1,0.036,0.022,0.037,0.022,0.189,0.022,619.113,,1743750600078,1743750597930,0
tstech_discovery_r2_202504_GBPUSD_mh_23,-1,0.00033540251226757,-0.39150333213076,0.00033540251226757,GBPUSD,465,1743750731250,1743750731739,3,1,0.000585534237,1743750732342,1.31027,1.31047,1.31027,0.0002,0.0001,1e-05,0,0.00059,1.31086,1.30968,COST_DISTANCE_REJECT,0,0,,,-0,0.00027,0.00039,0.00027,0.00051,0.00027,,,1743750731739,1743750731143,0
tstech_discovery_r2_202504_USDCAD_mh_10,-1,0.00033540251226757,-0.17652697911591,0.00033540251226757,USDCAD,466,1743750806250,1743750806687,3,1,0.000568601208,1743750807966,1.4085,1.40874,1.4085,0.00024,0.0001,1e-05,0,0.00057,1.40907,1.40793,COST_DISTANCE_REJECT,0,0,,,0,0.00042,0,0.00126,0,0.00126,,127.093,1743750806687,1743750805875,0
tstech_discovery_r2_202504_USDCAD_mh_11,1,-0.17652697911591,-0.17652697911591,-0.34903240873589,USDCAD,473,1743751801500,1743751801584,3,1,0.000582533037,1743751801786,1.40897,1.40918,1.40918,0.00021,0.0001,1e-05,0,0.00059,1.40859,1.40977,COST_DISTANCE_REJECT,0,0,,,0,0.00021,0,0.00036,0,0.0005,,,1743751801584,1743751801370,0
tstech_discovery_r2_202504_GBPUSD_mh_24,1,-0.39150333213076,-0.39150333213076,-0.469716604009,GBPUSD,474,1743751861500,1743751862704,3,1,0.000565352804,1743751862901,1.30978,1.30998,1.30998,0.0002,0.0001,1e-05,0,0.00057,1.30941,1.31055,COST_DISTANCE_REJECT,0,0,,,0,0.00034,0,0.00049,0.0002,0.00049,,,1743751862704,1743751861298,0
tstech_discovery_r2_202504_USDJPY_mh_58,-1,-0.14413591156793,-0.14504900184201,-0.14413591156793,USDJPY,475,1743751864250,1743751866743,3,1,0.104028264519,1743751866924,145.662,145.684,145.662,0.022,0.01,0.001,0,0.105,145.767,145.557,SL,1743752031274,145.775,-11.3,-1.07619047619,0,0.051,0,0.113,0.096,0.113,,164.35,1743751866743,1743751864212,0
tstech_discovery_r2_202504_USDJPY_mh_59,-1,-0.14413591156793,-0.14504900184201,-0.14413591156793,USDJPY,484,1743752926750,1743752927526,3,1,0.102889612612,1743752928222,145.527,145.549,145.527,0.022,0.01,0.001,0,0.103,145.63,145.424,TP,1743753265573,145.424,10.300000000001,1,0,0.047,0.073,0.047,0.158,0.047,337.351,,1743752927526,1743752926686,0
tstech_discovery_r2_202504_USDCAD_mh_12,1,-0.39150333213076,-0.39150333213076,-0.469716604009,USDCAD,485,1743753117500,1743753117905,3,1,0.000527581634,1743753117906,1.4096,1.40986,1.40986,0.00026,0.0001,1e-05,0,0.00053,1.40933,1.41039,COST_DISTANCE_REJECT,0,0,,,0,0.00028,0.00036,0.00028,0.0004,0.00063,,865.303,1743753117905,1743753117406,0
tstech_discovery_r2_202504_GBPUSD_mh_25,1,-0.17652697911591,-0.17652697911591,-0.469716604009,GBPUSD,487,1743753342500,1743753344076,3,1,0.000533231482,1743753346186,1.3096,1.3098,1.3098,0.0002,0.0001,1e-05,0,0.00054,1.30926,1.31034,COST_DISTANCE_REJECT,0,0,,,0,0.0003,2e-05,0.0003,0.00076,0.00042,609.36,,1743753344076,1743753342265,0
tstech_discovery_r2_202504_USDJPY_mh_60,1,-0.14504900184201,-0.14504900184201,-0.47709429344079,USDJPY,492,1743753922500,1743753922893,3,1,0.10726096481,1743753922893,145.361,145.381,145.381,0.02,0.01,0.001,0,0.108,145.273,145.489,TIME,1743754823110,145.402,2.099999999999,0.194444444444,0.01,0.041,0.107,0.041,0.107,0.041,,,1743753922893,1743753922402,0
tstech_discovery_r2_202504_GBPUSD_mh_26,1,-0.39150333213076,-0.39150333213076,-0.469716604009,GBPUSD,497,1743754645500,1743754645888,3,1,0.000519877768,1743754645891,1.31074,1.31094,1.31094,0.0002,0.0001,1e-05,0,0.00052,1.31042,1.31146,COST_DISTANCE_REJECT,0,0,,,0,0.00033,0.0003,0.00033,0.00033,0.00113,,816.627,1743754645888,1743754645188,0
tstech_discovery_r2_202504_USDCHF_mh_12,1,-0.17652697911591,-0.17652697911591,-0.469716604009,USDCHF,500,1743754894250,1743754898259,3,1,0.000414876131,1743754898501,0.85241,0.85265,0.85265,0.00024,0.0001,1e-05,0,0.00042,0.85223,0.85307,COST_DISTANCE_REJECT,0,0,,,0.00012,0.00026,0.00035,0.00026,0.00138,0.00026,524.874,,1743754898259,1743754893963,0
tstech_discovery_r2_202504_USDJPY_mh_61,1,-0.14504900184201,-0.14504900184201,-0.47709429344079,USDJPY,501,1743755004000,1743755005415,3,1,0.107612004239,1743755005918,145.407,145.429,145.429,0.022,0.01,0.001,0,0.108,145.321,145.537,TP,1743755333212,145.537,10.8,1,0.032,0.031,0.102,0.031,0.291,0.031,327.294,,1743755005415,1743755003862,0
tstech_discovery_r2_202504_GBPUSD_mh_27,-1,-0.34903240873589,-0.39150333213076,-0.34903240873589,GBPUSD,505,1743755891750,1743755892923,3,1,0.000580458375,1743755894264,1.3092,1.3094,1.3092,0.0002,0.0001,1e-05,0,0.00059,1.30979,1.30861,COST_DISTANCE_REJECT,0,0,,,0,0.00022,0.00019,0.00022,0.00019,0.00045,,,1743755892923,1743755891549,0
tstech_discovery_r2_202504_USDJPY_mh_62,1,0.18433782862125,0.18433782862125,0.16623879600843,USDJPY,507,1743756202000,1743756206230,3,1,0.112125168031,1743756207090,145.774,145.796,145.796,0.022,0.01,0.001,0,0.113,145.683,145.909,TIME,1743757107891,145.857,6.100000000001,0.53982300885,0.011,0.023,0.075,0.023,0.093,0.058,,,1743756206230,1743756201958,0
tstech_discovery_r2_202504_USDCHF_mh_13,-1,0.00033540251226757,-0.39150333213076,0.00033540251226757,USDCHF,508,1743756301250,1743756301727,3,1,0.000496976249,1743756301833,0.85481,0.8551,0.85481,0.00029,0.0001,1e-05,0,0.0005,0.85531,0.85431,COST_DISTANCE_REJECT,0,0,,,0,0.00042,0,0.00042,0.00049,0.00042,,,1743756301727,1743756300984,0
tstech_discovery_r2_202504_GBPUSD_mh_28,1,-0.39150333213076,-0.39150333213076,-0.469716604009,GBPUSD,514,1743757002250,1743757002634,3,1,0.000566039974,1743757002735,1.30925,1.30945,1.30945,0.0002,0.0001,1e-05,0,0.00057,1.30888,1.31002,COST_DISTANCE_REJECT,0,0,,,0.00019,0.00019,0.0005,0.00019,0.0005,0.00085,,507.988,1743757002634,1743757002249,0
tstech_discovery_r2_202504_USDJPY_mh_63,1,0.18433782862125,0.18433782862125,-0.14413591156793,USDJPY,515,1743757209500,1743757210931,3,1,0.110156053027,1743757210931,145.841,145.86,145.86,0.019,0.01,0.001,0,0.111,145.749,145.971,TP,1743757621738,145.971,11.099999999999,1,0.052,0.042,0.102,0.047,0.141,0.075,410.807,,1743757210931,1743757209321,0
tstech_discovery_r2_202504_USDCAD_mh_13,1,-0.39150333213076,-0.39150333213076,-0.469716604009,USDCAD,528,1743758018250,1743758019023,3,1,0.000563207083,1743758019319,1.40934,1.40959,1.40959,0.00025,0.0001,1e-05,0,0.00057,1.40902,1.41016,COST_DISTANCE_REJECT,0,0,,,0,0.00025,0.00038,0.00025,0.00153,0.00025,337.165,,1743758019023,1743758018012,0
tstech_discovery_r2_202504_USDJPY_mh_64,-1,-0.14413591156793,-0.15050433079167,-0.14413591156793,USDJPY,530,1743758220000,1743758220396,3,1,0.116974434574,1743758220396,145.791,145.81,145.791,0.019,0.01,0.001,0,0.117,145.908,145.674,SL,1743758644256,145.913,-12.200000000001,-1.042735042735,0,0.046,0.007,0.098,0.007,0.342,,423.86,1743758220396,1743758219994,0
tstech_discovery_r2_202504_USDCHF_mh_14,-1,-0.34903240873589,-0.39150333213076,-0.34903240873589,USDCHF,531,1743758256000,1743758258018,3,1,0.000538901977,1743758258098,0.85425,0.85451,0.85425,0.00026,0.0001,1e-05,0,0.00054,0.85479,0.85371,COST_DISTANCE_REJECT,0,0,,,0,0.00034,0,0.00076,0,0.001,,102.63,1743758258018,1743758255638,0
tstech_discovery_r2_202504_GBPUSD_mh_29,-1,0.00033540251226757,-0.39150333213076,0.00033540251226757,GBPUSD,532,1743758289000,1743758290375,3,1,0.000599848701,1743758290376,1.30889,1.30909,1.30889,0.0002,0.0001,1e-05,0,0.0006,1.30949,1.30829,TP,1743758702989,1.30829,5.999999999999,1,6e-05,0.00023,0.00035,0.00023,0.00124,0.00023,412.613,,1743758290375,1743758288968,0
tstech_discovery_r2_202504_USDCAD_mh_14,1,-0.17652697911591,-0.17652697911591,-0.18011448748955,USDCAD,545,1743759012750,1743759012949,3,1,0.000563707505,1743759012961,1.41093,1.41118,1.41118,0.00025,0.0001,1e-05,0,0.00057,1.41061,1.41175,COST_DISTANCE_REJECT,0,0,,,0,0.00038,0,0.00056,0.00041,0.00056,,,1743759012949,1743759012559,0
tstech_discovery_r2_202504_USDJPY_mh_65,-1,-0.14413591156793,-0.15050433079167,-0.14413591156793,USDJPY,551,1743759373000,1743759374741,3,1,0.127152692331,1743759375266,145.936,145.954,145.936,0.018,0.01,0.001,0,0.128,146.064,145.808,SL,1743759696044,146.095,-15.899999999999,-1.2421875,0.001,0.084,0.001,0.126,0.001,0.2,,320.778,1743759374741,1743759372672,0
