feature_a,feature_b,spearman
m1_ema20_slope_x_adx,m1_rsi21_centered,0.93154240566699
m1_ema20_slope_x_adx,m1_di_balance,0.92887157446738
m1_ema20_slope_x_adx,m1_ema5_20_gap_atr,0.98225122200691
m1_ema20_slope_x_adx,m1_ema10_20_gap_atr,0.93525125860066
m1_ema20_slope_x_adx,m1_rsi14_x_adx14,0.9616984470698
m1_body_x_tick_activity,m1_body_atr,0.98997618965577
m1_body_x_tick_activity,m1_ema10_accel_atr,0.92228234621246
m1_body_x_tick_activity,m1_ema20_accel_atr,0.95231822824925
m1_body_x_tick_activity,m1_ema50_accel_atr,0.97117832608302
m1_body_x_tick_activity,m1_rsi7_slope1,0.94744665720642
m1_body_x_tick_activity,m1_rsi14_slope1,0.96846120941336
m1_body_x_tick_activity,m1_rsi21_slope1,0.9743549042916
m1_body_x_tick_activity,m1_roc1_atr,0.98415721265781
m1_body_x_tick_activity,m1_roc1_pct,0.9525914687944
m1_shock_x_di_balance,m1_shock_x_rsi14_centered,0.93613935969227
m5_atr7,m1_atr7,0.95992132070113
m5_atr7,m1_atr14,0.98071120610514
m5_atr7,m1_atr28,0.99025491642983
m5_atr14,m1_atr7,0.93630549490719
m5_atr14,m1_atr14,0.96027387169657
m5_atr14,m1_atr28,0.98083492432142
m5_atr14,m5_atr7,0.98870879971227
m5_atr28,m1_atr7,0.90617808845281
m5_atr28,m1_atr14,0.92888137856043
m5_atr28,m1_atr28,0.95317310819729
m5_atr28,m5_atr7,0.95926708946855
m5_atr28,m5_atr14,0.98799532892219
m5_atr14_price,m1_atr14_price,0.93636665683965
m5_atr14_price,m1_realized_vol60,0.94404586014384
m5_atr14_z64,m5_atr14_pct64,0.97820102923306
m5_spread_atr,m1_spread_atr,0.96186485446579
m5_ema5_value,quote_mid,0.99990428582238
m5_ema5_value,m1_ema5_value,0.99995420457298
m5_ema5_value,m1_sma5_value,0.99995172995474
m5_ema5_value,m1_ema10_value,0.99997581644235
m5_ema5_value,m1_sma10_value,0.99997375043225
m5_ema5_value,m1_ema20_value,0.9999950161646
m5_ema5_value,m1_sma20_value,0.9999918325975
m5_ema5_value,m1_ema50_value,0.99996877740917
m5_ema5_value,m1_sma50_value,0.99994303933427
m5_ema5_price_gap_atr,m1_ema10_price_gap_atr,0.90794477640814
m5_ema5_price_gap_atr,m1_ema20_price_gap_atr,0.98033568079721
m5_ema5_price_gap_atr,m1_sma20_price_gap_atr,0.96256610094256
m5_ema5_price_gap_atr,m1_ema50_price_gap_atr,0.93365650950659
m5_ema5_price_gap_atr,m1_sma50_price_gap_atr,0.91142051144067
m5_ema5_price_gap_atr,m1_range20_position,0.93427862024392
m5_ema5_price_gap_atr,m1_range20_high_distance_atr,-0.90916615491001
m5_ema5_price_gap_atr,m1_range20_low_distance_atr,0.90236507467053
m5_ema5_price_gap_atr,m1_bb20_price_z,0.93405103116984
m5_ema5_price_gap_atr,m1_bb20_position,0.93405103116984
m5_ema5_close_gap_atr,m1_ema5_20_gap_atr,0.91279582953577
m5_ema5_close_gap_atr,m1_ema10_20_gap_atr,0.91756816447492
m5_ema5_slope1_atr,m1_ema5_20_gap_atr,0.91279582953577
m5_ema5_slope1_atr,m1_ema10_20_gap_atr,0.91756816447492
m5_ema5_slope1_atr,m5_ema5_close_gap_atr,1
m5_ema5_slope3_atr,m1_macd_atr,0.93168402901545
m5_ema5_slope3_atr,m1_macd_signal_atr,0.95692546819943
m5_ema5_accel_atr,m5_body_atr,0.90373567748024
m5_ema5_gap_pct64,m5_ema5_close_gap_atr,0.95312556079261
m5_ema5_gap_pct64,m5_ema5_slope1_atr,0.95312556079261
m5_ema5_gap_z64,m5_ema5_close_gap_atr,0.956364937032
m5_ema5_gap_z64,m5_ema5_slope1_atr,0.956364937032
m5_ema5_gap_z64,m5_ema5_gap_pct64,0.99126587125067
m5_sma5_value,quote_mid,0.99988081198182
m5_sma5_value,m1_ema5_value,0.99993392775536
m5_sma5_value,m1_sma5_value,0.99993080512117
m5_sma5_value,m1_ema10_value,0.99996122659468
m5_sma5_value,m1_sma10_value,0.99995895813066
m5_sma5_value,m1_ema20_value,0.9999879384955
m5_sma5_value,m1_sma20_value,0.99999227940884
m5_sma5_value,m1_ema50_value,0.99996530364039
m5_sma5_value,m1_sma50_value,0.99994269853103
m5_sma5_value,m5_ema5_value,0.99999362133267
m5_sma5_price_gap_atr,m1_ema20_price_gap_atr,0.96699203452549
m5_sma5_price_gap_atr,m1_sma20_price_gap_atr,0.97222273412084
m5_sma5_price_gap_atr,m1_ema50_price_gap_atr,0.90365794004111
m5_sma5_price_gap_atr,m1_range20_position,0.94102511548533
m5_sma5_price_gap_atr,m1_range20_high_distance_atr,-0.92036241071511
m5_sma5_price_gap_atr,m1_range20_low_distance_atr,0.91312305879498
m5_sma5_price_gap_atr,m1_bb20_price_z,0.93394119034404
m5_sma5_price_gap_atr,m1_bb20_position,0.93394119034404
m5_sma5_price_gap_atr,m5_ema5_price_gap_atr,0.98337938257817
m5_sma5_slope1_atr,m5_ema5_slope3_atr,0.91750054792349
m5_sma5_slope3_atr,m1_macd_signal_atr,0.92970005505079
m5_sma5_slope3_atr,m5_ema5_slope3_atr,0.91990160946089
m5_sma5_gap_pct64,m5_ema5_close_gap_atr,0.92660024566923
m5_sma5_gap_pct64,m5_ema5_slope1_atr,0.92660024566923
m5_sma5_gap_pct64,m5_ema5_gap_pct64,0.96958756729203
m5_sma5_gap_pct64,m5_ema5_gap_z64,0.9663310871345
m5_ema10_value,quote_mid,0.99982780255469
m5_ema10_value,m1_ema5_value,0.99988215385976
m5_ema10_value,m1_sma5_value,0.99987848873735
m5_ema10_value,m1_ema10_value,0.99991277288521
m5_ema10_value,m1_sma10_value,0.99990859852888
m5_ema10_value,m1_ema20_value,0.99995561141853
m5_ema10_value,m1_sma20_value,0.99995255212052
m5_ema10_value,m1_ema50_value,0.99999818296066
m5_ema10_value,m1_sma50_value,0.99998650469139
m5_ema10_value,m5_ema5_value,0.99997099503139
m5_ema10_value,m5_sma5_value,0.99996741977137
m5_ema10_price_gap_atr,m1_ema20_price_gap_atr,0.90875809555707
m5_ema10_price_gap_atr,m1_ema50_price_gap_atr,0.99018753277629
m5_ema10_price_gap_atr,m1_sma50_price_gap_atr,0.97322211921305
m5_ema10_price_gap_atr,m1_range60_position,0.94467301773553
m5_ema10_price_gap_atr,m5_ema5_price_gap_atr,0.946423916918
m5_ema10_price_gap_atr,m5_sma5_price_gap_atr,0.91612286278191
m5_ema10_close_gap_atr,m1_ema50_close_gap_atr,0.90851321274428
m5_ema10_close_gap_atr,m1_ema50_slope1_atr,0.90851321274428
m5_ema10_close_gap_atr,m1_ema50_slope3_atr,0.94439213997274
m5_ema10_close_gap_atr,m1_macd_atr,0.93910434174702
m5_ema10_close_gap_atr,m1_ema10_20_gap_atr,0.91093095417969
m5_ema10_close_gap_atr,m5_ema5_close_gap_atr,0.93889774669991
m5_ema10_close_gap_atr,m5_ema5_slope1_atr,0.93889774669991
m5_ema10_close_gap_atr,m5_ema5_slope3_atr,0.90422458586404
m5_ema10_slope1_atr,m1_ema50_close_gap_atr,0.90851321274428
m5_ema10_slope1_atr,m1_ema50_slope1_atr,0.90851321274428
m5_ema10_slope1_atr,m1_ema50_slope3_atr,0.94439213997274
m5_ema10_slope1_atr,m1_macd_atr,0.93910434174702
m5_ema10_slope1_atr,m1_ema10_20_gap_atr,0.91093095417969
m5_ema10_slope1_atr,m5_ema5_close_gap_atr,0.93889774669991
m5_ema10_slope1_atr,m5_ema5_slope1_atr,0.93889774669991
m5_ema10_slope1_atr,m5_ema5_slope3_atr,0.90422458586404
m5_ema10_slope1_atr,m5_ema10_close_gap_atr,1
m5_ema10_slope3_atr,m1_macd_signal_atr,0.95794082317024
m5_ema10_slope3_atr,m1_ema20_50_gap_atr,0.9684495497676
m5_ema10_slope3_atr,m5_ema5_slope3_atr,0.94144004903651
m5_ema10_slope3_atr,m5_sma5_slope3_atr,0.91965506184522
m5_ema10_accel_atr,m5_body_atr,0.94525114889909
m5_ema10_accel_atr,m5_ema5_accel_atr,0.98537522739268
m5_ema10_gap_pct64,m5_ema5_close_gap_atr,0.90312624301354
m5_ema10_gap_pct64,m5_ema5_slope1_atr,0.90312624301354
m5_ema10_gap_pct64,m5_ema5_gap_pct64,0.93570036615006
m5_ema10_gap_pct64,m5_ema5_gap_z64,0.93566263663567
m5_ema10_gap_pct64,m5_ema10_close_gap_atr,0.91303629125939
m5_ema10_gap_pct64,m5_ema10_slope1_atr,0.91303629125939
m5_ema10_gap_z64,m5_ema5_close_gap_atr,0.90602308940357
m5_ema10_gap_z64,m5_ema5_slope1_atr,0.90602308940357
m5_ema10_gap_z64,m5_ema5_gap_pct64,0.9322648228527
m5_ema10_gap_z64,m5_ema5_gap_z64,0.94194628257824
m5_ema10_gap_z64,m5_ema10_close_gap_atr,0.91937757217267
m5_ema10_gap_z64,m5_ema10_slope1_atr,0.91937757217267
m5_ema10_gap_z64,m5_ema10_gap_pct64,0.98999269572274
m5_ema10_sma_gap_atr,m1_ema50_sma_gap_atr,0.97607168457432
m5_sma10_value,quote_mid,0.99978012156152
m5_sma10_value,m1_ema5_value,0.99983621720012
m5_sma10_value,m1_sma5_value,0.99983152928409
m5_sma10_value,m1_ema10_value,0.99987084599492
m5_sma10_value,m1_sma10_value,0.99986470380394
m5_sma10_value,m1_ema20_value,0.99992533535842
m5_sma10_value,m1_sma20_value,0.99992207375066
m5_sma10_value,m1_ema50_value,0.99998749019447
m5_sma10_value,m1_sma50_value,0.99999838873032
m5_sma10_value,m5_ema5_value,0.99994475709281
m5_sma10_value,m5_sma5_value,0.99994430177554
m5_sma10_value,m5_ema10_value,0.99998779956978
m5_sma10_price_gap_atr,m1_ema50_price_gap_atr,0.97483519880625
m5_sma10_price_gap_atr,m1_sma50_price_gap_atr,0.99068029094759
m5_sma10_price_gap_atr,m1_rsi21_value,0.90047241697514
m5_sma10_price_gap_atr,m1_rsi21_centered,0.90047241697514
m5_sma10_price_gap_atr,m1_range60_position,0.94120582806306
m5_sma10_price_gap_atr,m5_ema5_price_gap_atr,0.92145306162999
m5_sma10_price_gap_atr,m5_ema10_price_gap_atr,0.98325248881186
m5_sma10_slope1_atr,m1_sma50_slope1_atr,0.9428767933603
m5_sma10_slope1_atr,m1_sma50_slope3_atr,0.96354405104652
m5_sma10_slope1_atr,m1_ema20_50_gap_atr,0.9091182513804
m5_sma10_slope3_atr,m1_sma50_slope3_atr,0.90846141615719
m5_sma10_slope3_atr,m1_range60_signed_efficiency,0.92580757502907
m5_sma10_slope3_atr,m1_ema20_50_gap_atr,0.90670277082255
m5_sma10_slope3_atr,m5_sma10_slope1_atr,0.93553252319433
m5_sma10_gap_pct64,m5_ema5_gap_pct64,0.9244688338999
m5_sma10_gap_pct64,m5_ema5_gap_z64,0.92438242465646
m5_sma10_gap_pct64,m5_ema10_gap_pct64,0.97470242109198
m5_sma10_gap_pct64,m5_ema10_gap_z64,0.97023817818279
m5_ema20_value,quote_mid,0.99968225814362
m5_ema20_value,m1_ema5_value,0.99973855739072
m5_ema20_value,m1_sma5_value,0.9997346214322
m5_ema20_value,m1_ema10_value,0.99977487818682
m5_ema20_value,m1_sma10_value,0.99977041723284
m5_ema20_value,m1_ema20_value,0.99983492409999
m5_ema20_value,m1_sma20_value,0.99982928311829
m5_ema20_value,m1_ema50_value,0.99994598512739
m5_ema20_value,m1_sma50_value,0.99993727259384
m5_ema20_value,m5_ema5_value,0.99986035246317
m5_ema20_value,m5_sma5_value,0.99985331900372
m5_ema20_value,m5_ema10_value,0.99994678033438
m5_ema20_value,m5_sma10_value,0.99993866271633
m5_ema20_price_gap_atr,m1_ema50_price_gap_atr,0.93823776026001
m5_ema20_price_gap_atr,m1_sma50_price_gap_atr,0.9003912321935
m5_ema20_price_gap_atr,m5_ema10_price_gap_atr,0.94541907378791
m5_ema20_price_gap_atr,m5_sma10_price_gap_atr,0.91024361840014
m5_ema20_close_gap_atr,m1_ema20_50_gap_atr,0.94414261950967
m5_ema20_close_gap_atr,m5_ema10_close_gap_atr,0.93998966893672
m5_ema20_close_gap_atr,m5_ema10_slope1_atr,0.93998966893672
m5_ema20_close_gap_atr,m5_ema10_slope3_atr,0.92402203102207
m5_ema20_close_gap_atr,m5_ema20_price_gap_atr,0.90129191397111
m5_ema20_slope1_atr,m1_ema20_50_gap_atr,0.94414261950967
m5_ema20_slope1_atr,m5_ema10_close_gap_atr,0.93998966893672
m5_ema20_slope1_atr,m5_ema10_slope1_atr,0.93998966893672
m5_ema20_slope1_atr,m5_ema10_slope3_atr,0.92402203102207
m5_ema20_slope1_atr,m5_ema20_price_gap_atr,0.90129191397111
m5_ema20_slope1_atr,m5_ema20_close_gap_atr,1
m5_ema20_slope3_atr,m1_ema20_50_gap_atr,0.94885062264481
m5_ema20_slope3_atr,m5_ema10_slope3_atr,0.94119852523805
m5_ema20_slope3_atr,m5_sma10_slope3_atr,0.90443870347365
m5_ema20_slope3_atr,m5_ema20_close_gap_atr,0.94500876062461
m5_ema20_slope3_atr,m5_ema20_slope1_atr,0.94500876062461
m5_ema20_accel_atr,m5_body_atr,0.96923489824128
m5_ema20_accel_atr,m5_ema5_accel_atr,0.95924096219971
m5_ema20_accel_atr,m5_ema10_accel_atr,0.99167701756944
m5_ema20_gap_pct64,m5_ema10_gap_pct64,0.93885026411667
m5_ema20_gap_pct64,m5_ema10_gap_z64,0.93934023105083
m5_ema20_gap_z64,m5_ema10_gap_pct64,0.93481582369618
m5_ema20_gap_z64,m5_ema10_gap_z64,0.94592444465404
m5_ema20_gap_z64,m5_ema20_gap_pct64,0.98959658383044
m5_sma20_value,quote_mid,0.99958086050355
m5_sma20_value,m1_ema5_value,0.99963855924535
m5_sma20_value,m1_sma5_value,0.99963422553876
m5_sma20_value,m1_ema10_value,0.99967825577881
m5_sma20_value,m1_sma10_value,0.99967264857906
m5_sma20_value,m1_ema20_value,0.99974877826074
m5_sma20_value,m1_sma20_value,0.99974247335708
m5_sma20_value,m1_ema50_value,0.99989517208248
m5_sma20_value,m1_sma50_value,0.99989310222802
m5_sma20_value,m5_ema5_value,0.99977931636233
m5_sma20_value,m5_sma5_value,0.99977112560435
m5_sma20_value,m5_ema10_value,0.99989524887368
m5_sma20_value,m5_sma10_value,0.99989401007481
m5_sma20_value,m5_ema20_value,0.99997787466754
m5_sma20_price_gap_atr,m1_ema50_price_gap_atr,0.91848341024668
m5_sma20_price_gap_atr,m1_ema20_50_gap_atr,0.91099342857852
m5_sma20_price_gap_atr,m5_ema10_price_gap_atr,0.92383375283869
m5_sma20_price_gap_atr,m5_ema20_price_gap_atr,0.98381138795808
m5_sma20_price_gap_atr,m5_ema20_close_gap_atr,0.90866074757353
m5_sma20_price_gap_atr,m5_ema20_slope1_atr,0.90866074757353
m5_sma20_slope3_atr,m5_sma20_slope1_atr,0.96929160104477
m5_sma20_gap_pct64,m5_ema10_gap_pct64,0.92165417438309
m5_sma20_gap_pct64,m5_ema10_gap_z64,0.92270693185782
m5_sma20_gap_pct64,m5_ema20_gap_pct64,0.9763004727206
m5_sma20_gap_pct64,m5_ema20_gap_z64,0.97109301091275
m5_ema50_value,quote_mid,0.99933887883826
m5_ema50_value,m1_ema5_value,0.99939239957506
m5_ema50_value,m1_sma5_value,0.99938913532193
m5_ema50_value,m1_ema10_value,0.99943061775773
m5_ema50_value,m1_sma10_value,0.99942898039357
m5_ema50_value,m1_ema20_value,0.99949828281882
m5_ema50_value,m1_sma20_value,0.99948928705145
m5_ema50_value,m1_ema50_value,0.99965869915567
m5_ema50_value,m1_sma50_value,0.99964024461549
m5_ema50_value,m5_ema5_value,0.99952918036855
m5_ema50_value,m5_sma5_value,0.99951704274367
m5_ema50_value,m5_ema10_value,0.99965960027493
m5_ema50_value,m5_sma10_value,0.99964201186988
m5_ema50_value,m5_ema20_value,0.99983775182301
m5_ema50_value,m5_sma20_value,0.99982227435935
m5_ema50_price_gap_atr,m5_ema20_price_gap_atr,0.90600224698395
m5_ema50_close_gap_atr,m5_ema20_close_gap_atr,0.9034225493511
m5_ema50_close_gap_atr,m5_ema20_slope1_atr,0.9034225493511
m5_ema50_close_gap_atr,m5_ema20_slope3_atr,0.90375887866201
m5_ema50_close_gap_atr,m5_ema50_price_gap_atr,0.95675858890757
m5_ema50_slope1_atr,m5_ema20_close_gap_atr,0.9034225493511
m5_ema50_slope1_atr,m5_ema20_slope1_atr,0.9034225493511
m5_ema50_slope1_atr,m5_ema20_slope3_atr,0.90375887866201
m5_ema50_slope1_atr,m5_ema50_price_gap_atr,0.95675858890757
m5_ema50_slope1_atr,m5_ema50_close_gap_atr,1
m5_ema50_slope3_atr,m5_ema20_slope3_atr,0.90139388826406
m5_ema50_slope3_atr,m5_ema50_price_gap_atr,0.93273733056451
m5_ema50_slope3_atr,m5_ema50_close_gap_atr,0.97591470279358
m5_ema50_slope3_atr,m5_ema50_slope1_atr,0.97591470279358
m5_ema50_accel_atr,m5_body_atr,0.98512235788608
m5_ema50_accel_atr,m5_ema5_accel_atr,0.93233271148313
m5_ema50_accel_atr,m5_ema10_accel_atr,0.97287644463412
m5_ema50_accel_atr,m5_ema20_accel_atr,0.99301389816081
m5_ema50_gap_pct64,m5_ema20_gap_pct64,0.91440276506188
m5_ema50_gap_pct64,m5_ema20_gap_z64,0.91928322010423
m5_ema50_gap_z64,m5_ema20_gap_pct64,0.90577074133066
m5_ema50_gap_z64,m5_ema20_gap_z64,0.91747232540482
m5_ema50_gap_z64,m5_ema50_gap_pct64,0.98833115444888
m5_sma50_value,quote_mid,0.99912263375781
m5_sma50_value,m1_ema5_value,0.99917308049497
m5_sma50_value,m1_sma5_value,0.99917034541789
m5_sma50_value,m1_ema10_value,0.999209919031
m5_sma50_value,m1_sma10_value,0.99920946462582
m5_sma50_value,m1_ema20_value,0.99927694890682
m5_sma50_value,m1_sma20_value,0.99926603326324
m5_sma50_value,m1_ema50_value,0.99945220881934
m5_sma50_value,m1_sma50_value,0.99942718445071
m5_sma50_value,m5_ema5_value,0.99930879976308
m5_sma50_value,m5_sma5_value,0.99929383979637
m5_sma50_value,m5_ema10_value,0.99945298086404
m5_sma50_value,m5_sma10_value,0.9994285397811
m5_sma50_value,m5_ema20_value,0.99968103371761
m5_sma50_value,m5_sma20_value,0.99966404907028
m5_sma50_value,m5_ema50_value,0.99994086524949
m5_sma50_price_gap_atr,m5_ema50_price_gap_atr,0.98234896672898
m5_sma50_price_gap_atr,m5_ema50_close_gap_atr,0.94947893228211
m5_sma50_price_gap_atr,m5_ema50_slope1_atr,0.94947893228211
m5_sma50_price_gap_atr,m5_ema50_slope3_atr,0.93482511972246
m5_sma50_slope3_atr,m5_sma50_slope1_atr,0.98660915644053
m5_sma50_gap_pct64,m5_ema50_gap_pct64,0.97032532837261
m5_sma50_gap_pct64,m5_ema50_gap_z64,0.96646618781812
m5_rsi7_value,m1_ema50_slope3_atr,0.93335380993595
m5_rsi7_value,m1_macd_atr,0.9142616549505
m5_rsi7_value,m1_macd_signal_atr,0.90457118808835
m5_rsi7_value,m1_ema20_50_gap_atr,0.93282469396206
m5_rsi7_value,m5_ema10_close_gap_atr,0.98180418131365
m5_rsi7_value,m5_ema10_slope1_atr,0.98180418131365
m5_rsi7_value,m5_ema10_slope3_atr,0.92529322909163
m5_rsi7_value,m5_ema20_close_gap_atr,0.97207956418415
m5_rsi7_value,m5_ema20_slope1_atr,0.97207956418415
m5_rsi7_centered,m1_ema50_slope3_atr,0.93335380993595
m5_rsi7_centered,m1_macd_atr,0.9142616549505
m5_rsi7_centered,m1_macd_signal_atr,0.90457118808835
m5_rsi7_centered,m1_ema20_50_gap_atr,0.93282469396206
m5_rsi7_centered,m5_ema10_close_gap_atr,0.98180418131365
m5_rsi7_centered,m5_ema10_slope1_atr,0.98180418131365
m5_rsi7_centered,m5_ema10_slope3_atr,0.92529322909163
m5_rsi7_centered,m5_ema20_close_gap_atr,0.97207956418415
m5_rsi7_centered,m5_ema20_slope1_atr,0.97207956418415
m5_rsi7_centered,m5_rsi7_value,1
m5_rsi7_slope1,m5_body_atr,0.96413867136566
m5_rsi7_slope1,m5_ema5_accel_atr,0.94192101173138
m5_rsi7_slope1,m5_ema10_accel_atr,0.97048669283247
m5_rsi7_slope1,m5_ema20_accel_atr,0.97859492156205
m5_rsi7_slope1,m5_ema50_accel_atr,0.97640981560765
m5_rsi7_pct64,m5_ema10_close_gap_atr,0.90067498080696
m5_rsi7_pct64,m5_ema10_slope1_atr,0.90067498080696
m5_rsi7_pct64,m5_ema10_gap_pct64,0.97319598099922
m5_rsi7_pct64,m5_ema10_gap_z64,0.97038699061368
m5_rsi7_pct64,m5_sma10_gap_pct64,0.93697697069326
m5_rsi7_pct64,m5_ema20_gap_pct64,0.96721465690853
m5_rsi7_pct64,m5_ema20_gap_z64,0.96218678088152
m5_rsi7_pct64,m5_sma20_gap_pct64,0.95279411834552
m5_rsi14_value,m1_ema20_50_gap_atr,0.91553710123612
m5_rsi14_value,m5_ema20_close_gap_atr,0.98546137654739
m5_rsi14_value,m5_ema20_slope1_atr,0.98546137654739
m5_rsi14_value,m5_ema20_slope3_atr,0.95616740661424
m5_rsi14_value,m5_ema50_price_gap_atr,0.91576660447262
m5_rsi14_value,m5_ema50_close_gap_atr,0.95316846554932
m5_rsi14_value,m5_ema50_slope1_atr,0.95316846554932
m5_rsi14_value,m5_ema50_slope3_atr,0.90130009305087
m5_rsi14_value,m5_sma50_price_gap_atr,0.9107908020699
m5_rsi14_value,m5_rsi7_value,0.93557104022483
m5_rsi14_value,m5_rsi7_centered,0.93557104022483
m5_rsi14_centered,m1_ema20_50_gap_atr,0.91553710123612
m5_rsi14_centered,m5_ema20_close_gap_atr,0.98546137654739
m5_rsi14_centered,m5_ema20_slope1_atr,0.98546137654739
m5_rsi14_centered,m5_ema20_slope3_atr,0.95616740661424
m5_rsi14_centered,m5_ema50_price_gap_atr,0.91576660447262
m5_rsi14_centered,m5_ema50_close_gap_atr,0.95316846554932
m5_rsi14_centered,m5_ema50_slope1_atr,0.95316846554932
m5_rsi14_centered,m5_ema50_slope3_atr,0.90130009305087
m5_rsi14_centered,m5_sma50_price_gap_atr,0.9107908020699
m5_rsi14_centered,m5_rsi7_value,0.93557104022483
m5_rsi14_centered,m5_rsi7_centered,0.93557104022483
m5_rsi14_centered,m5_rsi14_value,1
m5_rsi14_slope1,m5_body_atr,0.98250890194622
m5_rsi14_slope1,m5_ema5_accel_atr,0.93211454348843
m5_rsi14_slope1,m5_ema10_accel_atr,0.96924464977592
m5_rsi14_slope1,m5_ema20_accel_atr,0.9861066686143
m5_rsi14_slope1,m5_ema50_accel_atr,0.99137138463092
m5_rsi14_slope1,m5_rsi7_slope1,0.9926048104911
m5_rsi14_slope3,m5_rsi7_slope3,0.97988020979296
m5_rsi14_pct64,m5_ema20_gap_pct64,0.97970585718223
m5_rsi14_pct64,m5_ema20_gap_z64,0.9763639711428
m5_rsi14_pct64,m5_sma20_gap_pct64,0.94817653342004
m5_rsi14_pct64,m5_ema50_gap_pct64,0.95586080586353
m5_rsi14_pct64,m5_ema50_gap_z64,0.94675555442262
m5_rsi14_pct64,m5_sma50_gap_pct64,0.93041748429208
m5_rsi14_pct64,m5_rsi7_pct64,0.93810940338556
m5_rsi21_value,m5_ema20_close_gap_atr,0.93701317646731
m5_rsi21_value,m5_ema20_slope1_atr,0.93701317646731
m5_rsi21_value,m5_ema20_slope3_atr,0.93012473381306
m5_rsi21_value,m5_ema50_price_gap_atr,0.95121636384733
m5_rsi21_value,m5_ema50_close_gap_atr,0.99271831854725
m5_rsi21_value,m5_ema50_slope1_atr,0.99271831854725
m5_rsi21_value,m5_ema50_slope3_atr,0.96079891129753
m5_rsi21_value,m5_sma50_price_gap_atr,0.94818809277271
m5_rsi21_value,m5_rsi14_value,0.97888248835185
m5_rsi21_value,m5_rsi14_centered,0.97888248835185
m5_rsi21_centered,m5_ema20_close_gap_atr,0.93701317646731
m5_rsi21_centered,m5_ema20_slope1_atr,0.93701317646731
m5_rsi21_centered,m5_ema20_slope3_atr,0.93012473381306
m5_rsi21_centered,m5_ema50_price_gap_atr,0.95121636384733
m5_rsi21_centered,m5_ema50_close_gap_atr,0.99271831854725
m5_rsi21_centered,m5_ema50_slope1_atr,0.99271831854725
m5_rsi21_centered,m5_ema50_slope3_atr,0.96079891129753
m5_rsi21_centered,m5_sma50_price_gap_atr,0.94818809277271
m5_rsi21_centered,m5_rsi14_value,0.97888248835185
m5_rsi21_centered,m5_rsi14_centered,0.97888248835185
m5_rsi21_centered,m5_rsi21_value,1
m5_rsi21_slope1,m5_body_atr,0.98726131734254
m5_rsi21_slope1,m5_ema5_accel_atr,0.92541039879549
m5_rsi21_slope1,m5_ema10_accel_atr,0.96490719784204
m5_rsi21_slope1,m5_ema20_accel_atr,0.98484432306542
m5_rsi21_slope1,m5_ema50_accel_atr,0.9936876256331
m5_rsi21_slope1,m5_rsi7_slope1,0.98541777654891
m5_rsi21_slope1,m5_rsi14_slope1,0.99845302099592
m5_rsi21_slope3,m5_sma5_gap_pct64,0.90014213110846
m5_rsi21_slope3,m5_rsi7_slope3,0.95961583453829
m5_rsi21_slope3,m5_rsi14_slope3,0.9954597736234
m5_rsi21_pct64,m5_ema20_gap_pct64,0.93915264521819
m5_rsi21_pct64,m5_ema20_gap_z64,0.9420555218767
m5_rsi21_pct64,m5_ema50_gap_pct64,0.9873604650054
m5_rsi21_pct64,m5_ema50_gap_z64,0.97797842064298
m5_rsi21_pct64,m5_sma50_gap_pct64,0.96507161357446
m5_rsi21_pct64,m5_rsi14_pct64,0.97936666410587
m5_macd_atr,m5_sma20_slope3_atr,0.91967303491753
m5_macd_atr,m5_ema50_close_gap_atr,0.9394300940552
m5_macd_atr,m5_ema50_slope1_atr,0.9394300940552
m5_macd_atr,m5_ema50_slope3_atr,0.97121574295155
m5_macd_atr,m5_sma50_price_gap_atr,0.93051147371173
m5_macd_atr,m5_rsi21_value,0.92820153558842
m5_macd_atr,m5_rsi21_centered,0.92820153558842
m5_macd_signal_atr,m5_ema50_slope3_atr,0.90151181398267
m5_macd_signal_atr,m5_macd_atr,0.95045772752951
m5_macd_hist_pct64,m5_macd_hist_atr,0.92400246151457
m5_stoch14_k,m1_ema20_50_gap_atr,0.9010219350215
m5_stoch14_k,m5_ema10_close_gap_atr,0.93908534711421
m5_stoch14_k,m5_ema10_slope1_atr,0.93908534711421
m5_stoch14_k,m5_ema20_close_gap_atr,0.91166890521923
m5_stoch14_k,m5_ema20_slope1_atr,0.91166890521923
m5_stoch14_k,m5_rsi7_value,0.9469729635217
m5_stoch14_k,m5_rsi7_centered,0.9469729635217
m5_stoch14_d,m1_ema20_50_gap_atr,0.94103154238576
m5_stoch14_d,m5_ema10_slope3_atr,0.94285741175266
m5_stoch14_d,m5_sma10_slope3_atr,0.90565391138419
m5_stoch14_d,m5_ema20_slope3_atr,0.91127985028457
m5_stoch14_d,m5_stoch14_k,0.9177942251637
m5_williams14_r,m1_ema20_50_gap_atr,0.90102206626331
m5_williams14_r,m5_ema10_close_gap_atr,0.9390853923365
m5_williams14_r,m5_ema10_slope1_atr,0.9390853923365
m5_williams14_r,m5_ema20_close_gap_atr,0.91166896879968
m5_williams14_r,m5_ema20_slope1_atr,0.91166896879968
m5_williams14_r,m5_rsi7_value,0.94697298856068
m5_williams14_r,m5_rsi7_centered,0.94697298856068
m5_williams14_r,m5_stoch14_k,0.99999999995195
m5_williams14_r,m5_stoch14_d,0.91779425779671
m5_cci20,m1_ema20_50_gap_atr,0.94114592605302
m5_cci20,m5_ema10_close_gap_atr,0.90202511673585
m5_cci20,m5_ema10_slope1_atr,0.90202511673585
