distance_index,direction,feature,spearman_net_r,rows
0,-1,m1_shock_x_rsi14_centered,-0.13233095004817,72
0,-1,m1_shock_x_macd_hist_atr,-0.029653453869099,72
0,-1,m1_shock_x_di_balance,-0.038578435917554,72
0,-1,m1_shock_x_roc5_atr,-0.060110960174997,72
0,-1,m1_shock_x_range20_signed_efficiency,-0.14538876162176,72
0,-1,m5_atr7,0.051845301124716,72
0,-1,m5_atr14,0.057216371402525,72
0,-1,m5_atr28,0.019618879457864,72
0,-1,m5_atr14_price,0.13789499291081,72
0,-1,m5_atr7_atr28,0.14452038499002,72
0,-1,m5_atr14_pct64,0.095084618790151,72
0,-1,m5_atr14_z64,0.121926511516,72
0,-1,m5_atr14_change3,0.0095682239978927,72
0,-1,m5_spread_atr,-0.11702179165154,72
0,-1,m5_tick_volume,0.057394185741488,72
0,-1,m5_tick_volume_rel20,0.051362869662637,72
0,-1,m5_tick_volume_pct64,0.1213147506514,72
0,-1,m5_body_atr,0.055013267725699,72
0,-1,m5_upper_wick_atr,-0.086996381193399,72
0,-1,m5_lower_wick_atr,-0.017838903061275,72
0,-1,m5_bar_range_atr,0.093318325814742,72
0,-1,m5_bar_close_location,0.074077946524749,72
0,-1,m5_ema5_value,-0.04340275053834,72
0,-1,m5_ema5_price_gap_atr,0.12784433745084,72
0,-1,m5_ema5_close_gap_atr,0.09666318395182,72
0,-1,m5_ema5_slope1_atr,0.09666318395182,72
0,-1,m5_ema5_slope3_atr,0.1399051240028,72
0,-1,m5_ema5_accel_atr,0.028720753042414,72
0,-1,m5_ema5_gap_pct64,0.067407328202835,72
0,-1,m5_ema5_gap_z64,0.052810164048873,72
0,-1,m5_ema5_sma_gap_atr,0.075371875425417,72
0,-1,m5_sma5_value,-0.037018574190166,72
0,-1,m5_sma5_price_gap_atr,0.12121894537162,72
0,-1,m5_sma5_slope1_atr,0.14164187726628,72
0,-1,m5_sma5_slope3_atr,0.13992120505154,72
0,-1,m5_sma5_gap_pct64,0.1037845234673,72
0,-1,m5_ema10_value,-0.04575058365379,72
0,-1,m5_ema10_price_gap_atr,0.10010452838131,72
0,-1,m5_ema10_close_gap_atr,0.074455255647468,72
0,-1,m5_ema10_slope1_atr,0.074455255647468,72
0,-1,m5_ema10_slope3_atr,0.10296695505631,72
0,-1,m5_ema10_accel_atr,0.035313983024155,72
0,-1,m5_ema10_gap_pct64,0.08937190670143,72
0,-1,m5_ema10_gap_z64,0.057666640767132,72
0,-1,m5_ema10_sma_gap_atr,0.12906649715477,72
0,-1,m5_sma10_value,-0.056476643160671,72
0,-1,m5_sma10_price_gap_atr,0.14305700955505,72
0,-1,m5_sma10_slope1_atr,-0.010163222801123,72
0,-1,m5_sma10_slope3_atr,-0.058422450057721,72
0,-1,m5_sma10_gap_pct64,0.13708283097252,72
0,-1,m5_ema20_value,-0.046072204628509,72
0,-1,m5_ema20_price_gap_atr,0.061622578756176,72
0,-1,m5_ema20_close_gap_atr,0.035716009242554,72
0,-1,m5_ema20_slope1_atr,0.035716009242554,72
0,-1,m5_ema20_slope3_atr,0.029958993795083,72
0,-1,m5_ema20_accel_atr,0.043885182000419,72
0,-1,m5_ema20_gap_pct64,0.025501175822281,72
0,-1,m5_ema20_gap_z64,0.023076304936094,72
0,-1,m5_ema20_sma_gap_atr,-0.094749539152242,72
0,-1,m5_sma20_value,-0.022400900889184,72
0,-1,m5_sma20_price_gap_atr,0.0013025649476123,72
0,-1,m5_sma20_slope1_atr,0.0034413444294942,72
0,-1,m5_sma20_slope3_atr,0.070933505974294,72
0,-1,m5_sma20_gap_pct64,0.016015380379122,72
0,-1,m5_ema50_value,-0.013942269254072,72
0,-1,m5_ema50_price_gap_atr,0.017946450389325,72
0,-1,m5_ema50_close_gap_atr,0.010179303849859,72
0,-1,m5_ema50_slope1_atr,0.010179303849859,72
0,-1,m5_ema50_slope3_atr,0.001752834312219,72
0,-1,m5_ema50_accel_atr,0.044190721926402,72
0,-1,m5_ema50_gap_pct64,-0.0069281846593663,72
0,-1,m5_ema50_gap_z64,-0.016434831808145,72
0,-1,m5_ema50_sma_gap_atr,0.062909062655053,72
0,-1,m5_sma50_value,-0.034718984220925,72
0,-1,m5_sma50_price_gap_atr,0.023430088008285,72
0,-1,m5_sma50_slope1_atr,0.020487256089606,72
0,-1,m5_sma50_slope3_atr,0.0058695827886233,72
0,-1,m5_sma50_gap_pct64,-0.004410322056548,72
0,-1,m5_rsi7_value,0.051137734980334,72
0,-1,m5_rsi7_centered,0.051137734980334,72
0,-1,m5_rsi7_slope1,0.062989467898732,72
0,-1,m5_rsi7_slope3,0.11961084049803,72
0,-1,m5_rsi7_pct64,0.061264063911734,72
0,-1,m5_rsi14_value,0.013620648279353,72
0,-1,m5_rsi14_centered,0.013620648279353,72
0,-1,m5_rsi14_slope1,0.058888800471064,72
0,-1,m5_rsi14_slope3,0.11242261171306,72
0,-1,m5_rsi14_pct64,0.032607740746418,72
0,-1,m5_rsi21_value,0.019602798409128,72
0,-1,m5_rsi21_centered,0.019602798409128,72
0,-1,m5_rsi21_slope1,0.053775026973031,72
0,-1,m5_rsi21_slope3,0.11872638281755,72
0,-1,m5_rsi21_pct64,0.018778934801459,72
0,-1,m5_macd_atr,0.0072525529799153,72
0,-1,m5_macd_signal_atr,0.012752271647612,72
0,-1,m5_macd_hist_atr,0.012961325281179,72
0,-1,m5_macd_hist_slope1_atr,0.098785882384966,72
0,-1,m5_macd_hist_pct64,0.053494435604366,72
0,-1,m5_stoch14_k,0.0085551179275276,72
0,-1,m5_stoch14_d,0.029187103455757,72
0,-1,m5_stoch14_k_minus_d,0.028447375213903,72
0,-1,m5_williams14_r,0.0085551179275276,72
0,-1,m5_cci20,-0.0047921525233143,72
0,-1,m5_adx14,0.17039479240617,72
0,-1,m5_plus_di14,0.076368900447046,72
0,-1,m5_minus_di14,0.044930450168256,72
0,-1,m5_di_balance,0.040910187984267,72
0,-1,m5_adx14_slope3,0.012269840185533,72
0,-1,m5_roc1_atr,0.054981105628227,72
0,-1,m5_roc1_pct,0.065240814721766,72
0,-1,m5_roc3_atr,0.13504864728454,72
0,-1,m5_roc3_pct,0.15563238966656,72
0,-1,m5_roc5_atr,0.14164187726628,72
0,-1,m5_roc5_pct,0.14411835877162,72
0,-1,m5_roc10_atr,-0.010163222801123,72
0,-1,m5_roc10_pct,-0.013540243035673,72
0,-1,m5_roc20_atr,0.0034413444294942,72
0,-1,m5_roc20_pct,0.023703465836796,72
0,-1,m5_range5_width_atr,0.15978130024044,72
0,-1,m5_range5_position,0.15732089978384,72
0,-1,m5_range5_high_distance_atr,-0.099380881188197,72
0,-1,m5_range5_low_distance_atr,0.21858969546782,72
0,-1,m5_range5_signed_efficiency,0.12116363575181,72
0,-1,m5_realized_vol5,0.14736673061628,72
0,-1,m5_realized_vol5_atr,0.092240895549433,72
0,-1,m5_range20_width_atr,0.11539760572921,72
0,-1,m5_range20_position,-0.0021709415793538,72
0,-1,m5_range20_high_distance_atr,0.028431294165167,72
0,-1,m5_range20_low_distance_atr,0.050446249884688,72
0,-1,m5_range20_signed_efficiency,0.0011095923627808,72
0,-1,m5_realized_vol20,0.11608909082485,72
0,-1,m5_realized_vol20_atr,0.046249096164604,72
0,-1,m5_range60_width_atr,-0.063632709848171,72
0,-1,m5_range60_position,0.001415132288764,72
0,-1,m5_range60_high_distance_atr,-0.0066897162741569,72
0,-1,m5_range60_low_distance_atr,-0.022143604109409,72
0,-1,m5_range60_signed_efficiency,0.028704671993678,72
0,-1,m5_realized_vol60,0.00053067460828649,72
0,-1,m5_realized_vol60_atr,-0.15905765304732,72
0,-1,m5_bb20_width_atr,0.098641152946343,72
0,-1,m5_bb20_price_z,0.01347591884073,72
0,-1,m5_bb20_position,0.01347591884073,72
0,-1,m5_consecutive_signed_bars,0.088557583913162,72
0,-1,m5_ema5_20_gap_atr,0.017335370537359,72
0,-1,m5_ema10_20_gap_atr,0.0036825601605335,72
0,-1,m5_ema20_50_gap_atr,-0.0063520142507019,72
0,-1,m5_ema_alignment,-0.033863621803905,72
0,-1,m5_ema_alignment_x_rsi14,-0.0328721124722,72
0,-1,m5_ema20_gap_x_rsi14,-0.024491437224858,72
0,-1,m5_rsi14_x_adx14,0.029187103455757,72
0,-1,m5_macd_hist_x_atr_expansion,0.032483718446627,72
0,-1,m5_ema20_slope_x_adx,0.059419475079351,72
0,-1,m5_body_x_tick_activity,0.048822063962357,72
0,-1,m5_shock_x_ema20_price_gap_atr,-0.083621453426961,72
0,-1,m5_shock_x_ema20_50_gap_atr,0.084795369984686,72
0,-1,m5_shock_x_rsi14_centered,-0.068360538176541,72
0,-1,m5_shock_x_macd_hist_atr,-0.1364155364271,72
0,-1,m5_shock_x_di_balance,-0.0033931012832863,72
0,-1,m5_shock_x_roc5_atr,-0.11108788466797,72
0,-1,m5_shock_x_range20_signed_efficiency,-0.11645895494578,72
0,-1,m15_atr7,0.055318807651682,72
0,-1,m15_atr14,-0.016032805589746,72
0,-1,m15_atr28,-0.048307470402806,72
0,-1,m15_atr14_price,0.086146178078506,72
0,-1,m15_atr7_atr28,0.2245718455976,72
0,-1,m15_atr14_pct64,0.17557042896248,72
0,-1,m15_atr14_z64,0.19837581720673,72
0,-1,m15_atr14_change3,0.14564605840154,72
0,-1,m15_spread_atr,-0.012221597039325,72
0,-1,m15_tick_volume,0.038064148360812,72
0,-1,m15_tick_volume_rel20,0.11530111943679,72
0,-1,m15_tick_volume_pct64,0.073155014301758,72
0,-1,m15_body_atr,0.13821661388553,72
0,-1,m15_upper_wick_atr,-0.083171184062355,72
0,-1,m15_lower_wick_atr,0.11679665696923,72
0,-1,m15_bar_range_atr,0.10451073573497,72
0,-1,m15_bar_close_location,0.18327571244367,72
0,-1,m15_ema5_value,-0.04288815697879,72
0,-1,m15_ema5_price_gap_atr,0.057409343987356,72
0,-1,m15_ema5_close_gap_atr,0.088252795462916,72
0,-1,m15_ema5_slope1_atr,0.088252795462916,72
0,-1,m15_ema5_slope3_atr,-0.0025408057002808,72
0,-1,m15_ema5_accel_atr,0.082254564284405,72
0,-1,m15_ema5_gap_pct64,0.065597376281006,72
0,-1,m15_ema5_gap_z64,0.066559460718114,72
0,-1,m15_ema5_sma_gap_atr,-0.061992442877103,72
0,-1,m15_sma5_value,-0.028334807872751,72
0,-1,m15_sma5_price_gap_atr,0.066012705061092,72
0,-1,m15_sma5_slope1_atr,0.027064405022611,72
0,-1,m15_sma5_slope3_atr,0.064115141310249,72
0,-1,m15_sma5_gap_pct64,0.052068084979435,72
0,-1,m15_ema10_value,-0.01979577099396,72
0,-1,m15_ema10_price_gap_atr,0.040475999668397,72
0,-1,m15_ema10_close_gap_atr,0.058969205714744,72
0,-1,m15_ema10_slope1_atr,0.058969205714744,72
0,-1,m15_ema10_slope3_atr,0.016193616077106,72
0,-1,m15_ema10_accel_atr,0.084473749009967,72
0,-1,m15_ema10_gap_pct64,0.021204199757668,72
0,-1,m15_ema10_gap_z64,0.012768352696348,72
0,-1,m15_ema10_sma_gap_atr,0.034188309612638,72
0,-1,m15_sma10_value,-0.02865642884747,72
0,-1,m15_sma10_price_gap_atr,0.04702098650393,72
0,-1,m15_sma10_slope1_atr,0.1051539776844,72
0,-1,m15_sma10_slope3_atr,0.054370025776261,72
0,-1,m15_sma10_gap_pct64,0.052753937721098,72
0,-1,m15_ema20_value,-0.029749940161515,72
0,-1,m15_ema20_price_gap_atr,0.034542092684829,72
0,-1,m15_ema20_close_gap_atr,0.033754121296768,72
0,-1,m15_ema20_slope1_atr,0.033754121296768,72
0,-1,m15_ema20_slope3_atr,0.010243628044803,72
0,-1,m15_ema20_accel_atr,0.10433384419887,72
0,-1,m15_ema20_gap_pct64,-0.00064382707979149,72
0,-1,m15_ema20_gap_z64,-0.020889282308004,72
0,-1,m15_ema20_sma_gap_atr,0.023944681567836,72
0,-1,m15_sma20_value,-0.039253839964464,72
0,-1,m15_sma20_price_gap_atr,0.025472381197751,72
0,-1,m15_sma20_slope1_atr,0.029766021210251,72
0,-1,m15_sma20_slope3_atr,0.020792796015589,72
0,-1,m15_sma20_gap_pct64,0.0061882894361612,72
0,-1,m15_ema50_value,-0.056267589527104,72
0,-1,m15_ema50_price_gap_atr,0.0392699210132,72
0,-1,m15_ema50_close_gap_atr,0.03505668624438,72
0,-1,m15_ema50_slope1_atr,0.03505668624438,72
0,-1,m15_ema50_slope3_atr,0.017801720950701,72
0,-1,m15_ema50_accel_atr,0.11893543645112,72
0,-1,m15_ema50_gap_pct64,-0.0075421611268611,72
0,-1,m15_ema50_gap_z64,-0.033914931784127,72
0,-1,m15_ema50_sma_gap_atr,-0.063455818312075,72
0,-1,m15_sma50_value,-0.067572566788479,72
0,-1,m15_sma50_price_gap_atr,0.030811289378088,72
0,-1,m15_sma50_slope1_atr,0.0087320094636231,72
0,-1,m15_sma50_slope3_atr,-0.001752834312219,72
0,-1,m15_sma50_gap_pct64,-0.018184912065412,72
0,-1,m15_rsi7_value,0.040090054498734,72
0,-1,m15_rsi7_centered,0.040090054498734,72
0,-1,m15_rsi7_slope1,0.10205033527836,72
0,-1,m15_rsi7_slope3,-0.039688028280335,72
0,-1,m15_rsi7_pct64,0.0065588299080657,72
0,-1,m15_rsi14_value,0.036294926997048,72
0,-1,m15_rsi14_centered,0.036294926997048,72
0,-1,m15_rsi14_slope1,0.10820937694424,72
0,-1,m15_rsi14_slope3,-0.033609391858144,72
0,-1,m15_rsi14_pct64,-0.017954872292042,72
0,-1,m15_rsi21_value,0.040974512179211,72
0,-1,m15_rsi21_centered,0.040974512179211,72
0,-1,m15_rsi21_slope1,0.11290504317513,72
0,-1,m15_rsi21_slope3,-0.024813058199577,72
0,-1,m15_rsi21_pct64,0.0041315702454273,72
0,-1,m15_macd_atr,0.013347270450842,72
0,-1,m15_macd_signal_atr,0.013427675694522,72
0,-1,m15_macd_hist_atr,0.035635603998874,72
0,-1,m15_macd_hist_slope1_atr,0.05596204960112,72
0,-1,m15_macd_hist_pct64,0.038035087766114,72
0,-1,m15_stoch14_k,0.043579642074436,72
0,-1,m15_stoch14_d,-0.0049529630106739,72
0,-1,m15_stoch14_k_minus_d,0.17513870178328,72
0,-1,m15_williams14_r,0.043579642074436,72
0,-1,m15_cci20,0.0092626840719096,72
0,-1,m15_adx14,0.054932862482019,72
0,-1,m15_plus_di14,0.0095038998029489,72
0,-1,m15_minus_di14,0.039720190377807,72
0,-1,m15_di_balance,-0.0066093110304771,72
0,-1,m15_adx14_slope3,0.12647744830828,72
0,-1,m15_roc1_atr,0.13434108114016,72
0,-1,m15_roc1_pct,0.15807670907443,72
0,-1,m15_roc3_atr,0.00032162097471908,72
0,-1,m15_roc3_pct,0.0056766102037918,72
0,-1,m15_roc5_atr,0.027064405022611,72
0,-1,m15_roc5_pct,0.031534936571206,72
0,-1,m15_roc10_atr,0.1051539776844,72
0,-1,m15_roc10_pct,0.1094476176969,72
0,-1,m15_roc20_atr,0.029766021210251,72
0,-1,m15_roc20_pct,0.046635041334267,72
0,-1,m15_range5_width_atr,0.083910912304209,72
0,-1,m15_range5_position,0.073281339089743,72
0,-1,m15_range5_high_distance_atr,-0.024861301345785,72
0,-1,m15_range5_low_distance_atr,0.09885020657991,72
0,-1,m15_range5_signed_efficiency,-0.020748055875668,72
0,-1,m15_realized_vol5,0.16759668992611,72
0,-1,m15_realized_vol5_atr,0.16113210833426,72
0,-1,m15_range20_width_atr,-0.0025247246515448,72
0,-1,m15_range20_position,0.02022995930983,72
0,-1,m15_range20_high_distance_atr,-0.010742140555617,72
0,-1,m15_range20_low_distance_atr,0.0047760714745784,72
0,-1,m15_range20_signed_efficiency,0.039671947231599,72
0,-1,m15_realized_vol20,0.084232533278928,72
0,-1,m15_realized_vol20_atr,0.040411675473453,72
0,-1,m15_range60_width_atr,0.0079440380755613,72
0,-1,m15_range60_position,0.027144810266291,72
0,-1,m15_range60_high_distance_atr,-0.020648066576965,72
0,-1,m15_range60_low_distance_atr,0.04197153720084,72
0,-1,m15_range60_signed_efficiency,0.079633353340445,72
0,-1,m15_realized_vol60,0.03235507005674,72
0,-1,m15_realized_vol60_atr,-0.024989949735673,72
0,-1,m15_bb20_width_atr,0.028350888921487,72
0,-1,m15_bb20_price_z,0.027000080827667,72
0,-1,m15_bb20_position,0.027000080827667,72
0,-1,m15_consecutive_signed_bars,0.13987479932662,72
0,-1,m15_ema5_20_gap_atr,0.024169816250139,72
0,-1,m15_ema10_20_gap_atr,0.020680228674437,72
0,-1,m15_ema20_50_gap_atr,0.017817801999437,72
0,-1,m15_ema_alignment,0.014296302613253,72
0,-1,m15_ema_alignment_x_rsi14,0.10056406737015,72
0,-1,m15_ema20_gap_x_rsi14,0.015228753152949,72
0,-1,m15_rsi14_x_adx14,0.036857763702807,72
0,-1,m15_macd_hist_x_atr_expansion,0.043016805368677,72
0,-1,m15_ema20_slope_x_adx,-0.00011256734115168,72
0,-1,m15_body_x_tick_activity,0.14000161029522,72
0,-1,m15_shock_x_ema20_price_gap_atr,0.02174157789101,72
0,-1,m15_shock_x_ema20_50_gap_atr,0.058036504888058,72
0,-1,m15_shock_x_rsi14_centered,0.057152047207581,72
0,-1,m15_shock_x_macd_hist_atr,0.067910268811934,72
0,-1,m15_shock_x_di_balance,0.078169977905473,72
0,-1,m15_shock_x_roc5_atr,0.0012382407526685,72
0,-1,m15_shock_x_range20_signed_efficiency,0.12876095722878,72
0,-1,m1_m5_alignment_product,-0.10119125937911,72
0,-1,m1_m5_rsi14_difference,0.11676449487176,72
0,-1,m1_m5_ema20_slope_product,-0.067749458324575,72
0,-1,m1_m5_macd_hist_product,-0.048822063962357,72
0,-1,m1_m5_atr_ratio,0.080549973118394,72
0,-1,m1_m5_rsi_x_trend,-0.12090251536385,72
0,-1,m1_m15_alignment_product,0.0046633559143949,72
0,-1,m1_m15_rsi14_difference,0.047278283283705,72
0,-1,m1_m15_ema20_slope_product,-0.078169977905473,72
0,-1,m1_m15_macd_hist_product,-0.16878668753257,72
0,-1,m1_m15_atr_ratio,0.10488059985589,72
0,-1,m1_m15_rsi_x_trend,-0.037606027129865,72
0,-1,m5_m15_alignment_product,0.096288507229001,72
0,-1,m5_m15_rsi14_difference,-0.059339069835671,72
0,-1,m5_m15_ema20_slope_product,0.052778001951401,72
0,-1,m5_m15_macd_hist_product,-0.056492724209407,72
0,-1,m5_m15_atr_ratio,0.067476080496064,72
0,-1,m5_m15_rsi_x_trend,0.099363011691425,72
0,1,quote_mid,0.15995851390973,72
0,1,quote_spread,0.31140893231907,72
0,1,shock_direction,0.20995062082494,72
0,1,m1_atr7,0.32838869161525,72
0,1,m1_atr14,0.33025398826726,72
0,1,m1_atr28,0.34741150143705,72
0,1,m1_atr14_price,0.32075062342814,72
0,1,m1_atr7_atr28,0.2108267621079,72
0,1,m1_atr14_pct64,0.17923770995289,72
0,1,m1_atr14_z64,0.20310829320303,72
0,1,m1_atr14_change3,0.10979522017182,72
0,1,m1_spread_atr,-0.37310757083286,72
0,1,m1_tick_volume,0.39796230224198,72
0,1,m1_tick_volume_rel20,0.20219172502057,72
0,1,m1_tick_volume_pct64,0.31853603454999,72
0,1,m1_body_atr,-0.20820569870896,72
0,1,m1_upper_wick_atr,-0.057509859012776,72
0,1,m1_lower_wick_atr,0.091199400073793,72
0,1,m1_bar_range_atr,0.019601694989668,72
