distance_index,direction,feature,spearman_net_r,rows
0,-1,quote_mid,-0.021685468552833,72
0,-1,quote_spread,-0.0073976553545495,72
0,-1,shock_direction,-0.10899324082172,72
0,-1,m1_atr7,0.028704671993678,72
0,-1,m1_atr14,0.029138860309549,72
0,-1,m1_atr28,0.031406288181318,72
0,-1,m1_atr14_price,0.11218139598202,72
0,-1,m1_atr7_atr28,-0.033770202345504,72
0,-1,m1_atr14_pct64,0.10351031613356,72
0,-1,m1_atr14_z64,0.085921043396203,72
0,-1,m1_atr14_change3,-0.13770202032598,72
0,-1,m1_spread_atr,-0.076401062544518,72
0,-1,m1_tick_volume,-0.069626615415323,72
0,-1,m1_tick_volume_rel20,-0.14892659234367,72
0,-1,m1_tick_volume_pct64,-0.12381373678514,72
0,-1,m1_body_atr,0.034043580174015,72
0,-1,m1_upper_wick_atr,0.088820953181028,72
0,-1,m1_lower_wick_atr,-0.033978475135411,72
0,-1,m1_bar_range_atr,-0.18206963378847,72
0,-1,m1_bar_close_location,0.065251831540763,72
0,-1,m1_ema5_value,-0.031406288181318,72
0,-1,m1_ema5_price_gap_atr,0.045621935263902,72
0,-1,m1_ema5_close_gap_atr,0.059789339200277,72
0,-1,m1_ema5_slope1_atr,0.059789339200277,72
0,-1,m1_ema5_slope3_atr,0.044013830390306,72
0,-1,m1_ema5_accel_atr,-0.024571842468538,72
0,-1,m1_ema5_gap_pct64,0.076492362903649,72
0,-1,m1_ema5_gap_z64,0.067878106714462,72
0,-1,m1_ema5_sma_gap_atr,-0.01112808572528,72
0,-1,m1_sma5_value,-0.030827370426824,72
0,-1,m1_sma5_price_gap_atr,0.043772614659267,72
0,-1,m1_sma5_slope1_atr,-0.045252071142975,72
0,-1,m1_sma5_slope3_atr,0.07770362749213,72
0,-1,m1_sma5_gap_pct64,0.075678341581708,72
0,-1,m1_ema10_value,-0.036536142728088,72
0,-1,m1_ema10_price_gap_atr,0.058776233129912,72
0,-1,m1_ema10_close_gap_atr,0.061188390440305,72
0,-1,m1_ema10_slope1_atr,0.061188390440305,72
0,-1,m1_ema10_slope3_atr,0.081563079188759,72
0,-1,m1_ema10_accel_atr,-0.02814183528792,72
0,-1,m1_ema10_gap_pct64,0.074455166862172,72
0,-1,m1_ema10_gap_z64,0.080373081582299,72
0,-1,m1_ema10_sma_gap_atr,0.051668409588621,72
0,-1,m1_sma10_value,-0.037436681457301,72
0,-1,m1_sma10_price_gap_atr,0.077816194833282,72
0,-1,m1_sma10_slope1_atr,0.039575460939183,72
0,-1,m1_sma10_slope3_atr,0.057714883913339,72
0,-1,m1_sma10_gap_pct64,0.075975839187166,72
0,-1,m1_ema20_value,-0.041424781543818,72
0,-1,m1_ema20_price_gap_atr,0.074197958867692,72
0,-1,m1_ema20_close_gap_atr,0.10663343416811,72
0,-1,m1_ema20_slope1_atr,0.10663343416811,72
0,-1,m1_ema20_slope3_atr,0.11034815642612,72
0,-1,m1_ema20_accel_atr,-0.026533730414324,72
0,-1,m1_ema20_gap_pct64,0.11111558245013,72
0,-1,m1_ema20_gap_z64,0.11838868079409,72
0,-1,m1_ema20_sma_gap_atr,-0.0007718903393258,72
0,-1,m1_sma20_value,-0.034590335831037,72
0,-1,m1_sma20_price_gap_atr,0.068810807541148,72
0,-1,m1_sma20_slope1_atr,0.13072284517457,72
0,-1,m1_sma20_slope3_atr,0.13083541251572,72
0,-1,m1_sma20_gap_pct64,0.079020831021368,72
0,-1,m1_ema50_value,-0.04078153959438,72
0,-1,m1_ema50_price_gap_atr,0.080340919484827,72
0,-1,m1_ema50_close_gap_atr,0.10192168688848,72
0,-1,m1_ema50_slope1_atr,0.10192168688848,72
0,-1,m1_ema50_slope3_atr,0.10459114097865,72
0,-1,m1_ema50_accel_atr,0.00070756614438198,72
0,-1,m1_ema50_gap_pct64,0.13265495379503,72
0,-1,m1_ema50_gap_z64,0.12174961997991,72
0,-1,m1_ema50_sma_gap_atr,0.17057168394227,72
0,-1,m1_sma50_value,-0.052022192660812,72
0,-1,m1_sma50_price_gap_atr,0.13908499051727,72
0,-1,m1_sma50_slope1_atr,0.058615422642553,72
0,-1,m1_sma50_slope3_atr,0.039093029477105,72
0,-1,m1_sma50_gap_pct64,0.19432469204524,72
0,-1,m1_rsi7_value,0.084152128035248,72
0,-1,m1_rsi7_centered,0.084152128035248,72
0,-1,m1_rsi7_slope1,0.022786846058847,72
0,-1,m1_rsi7_slope3,-0.041858969859689,72
0,-1,m1_rsi7_pct64,0.10340001297656,72
0,-1,m1_rsi14_value,0.13689796788918,72
0,-1,m1_rsi14_centered,0.13689796788918,72
0,-1,m1_rsi14_slope1,0.023349682764605,72
0,-1,m1_rsi14_slope3,-0.017480099975982,72
0,-1,m1_rsi14_pct64,0.11715030295199,72
0,-1,m1_rsi21_value,0.12178178207738,72
0,-1,m1_rsi21_centered,0.12178178207738,72
0,-1,m1_rsi21_slope1,0.033512905565728,72
0,-1,m1_rsi21_slope3,-0.011144166774016,72
0,-1,m1_rsi21_pct64,0.10577495486064,72
0,-1,m1_macd_atr,0.13733215620505,72
0,-1,m1_macd_signal_atr,0.13471094526109,72
0,-1,m1_macd_hist_atr,0.05958028556671,72
0,-1,m1_macd_hist_slope1_atr,-0.039125191574576,72
0,-1,m1_macd_hist_pct64,0.0067086023285724,72
0,-1,m1_stoch14_k,0.049184282957982,72
0,-1,m1_stoch14_d,0.094588728664882,72
0,-1,m1_stoch14_k_minus_d,-0.023526574300701,72
0,-1,m1_williams14_r,0.049184282957982,72
0,-1,m1_cci20,0.14939294275701,72
0,-1,m1_adx14,0.061638659804912,72
0,-1,m1_plus_di14,0.088670902730051,72
0,-1,m1_minus_di14,-0.12540001804297,72
0,-1,m1_di_balance,0.086596447443113,72
0,-1,m1_adx14_slope3,-0.12991879273777,72
0,-1,m1_roc1_atr,0.031760071253509,72
0,-1,m1_roc1_pct,0.045171665899295,72
0,-1,m1_roc3_atr,-0.0072203908824434,72
0,-1,m1_roc3_pct,-0.032917906762498,72
0,-1,m1_roc5_atr,-0.045252071142975,72
0,-1,m1_roc5_pct,-0.06184771343848,72
0,-1,m1_roc10_atr,0.039575460939183,72
0,-1,m1_roc10_pct,0.055141916115587,72
0,-1,m1_roc20_atr,0.13072284517457,72
0,-1,m1_roc20_pct,0.14072525748833,72
0,-1,m1_range5_width_atr,-0.0076867412957861,72
0,-1,m1_range5_position,0.029235346601965,72
0,-1,m1_range5_high_distance_atr,-0.041424781543818,72
0,-1,m1_range5_low_distance_atr,0.013443756743258,72
0,-1,m1_range5_signed_efficiency,-0.053648103741235,72
0,-1,m1_realized_vol5,0.015453887835252,72
0,-1,m1_realized_vol5_atr,-0.028318726824015,72
0,-1,m1_range20_width_atr,-0.013282946255898,72
0,-1,m1_range20_position,0.14230120026446,72
0,-1,m1_range20_high_distance_atr,-0.15104929077682,72
0,-1,m1_range20_low_distance_atr,0.11282463793145,72
0,-1,m1_range20_signed_efficiency,0.13699445418159,72
0,-1,m1_realized_vol20,0.15241617991937,72
0,-1,m1_realized_vol20_atr,0.068440943420221,72
0,-1,m1_range60_width_atr,0.14056444700098,72
0,-1,m1_range60_position,0.049867332130194,72
0,-1,m1_range60_high_distance_atr,-0.019023880654634,72
0,-1,m1_range60_low_distance_atr,0.092755489108983,72
0,-1,m1_range60_signed_efficiency,-0.099187908603365,72
0,-1,m1_realized_vol60,0.13364959604451,72
0,-1,m1_realized_vol60_atr,0.12671866403932,72
0,-1,m1_bb20_width_atr,-0.053453405998312,72
0,-1,m1_bb20_price_z,0.13126960083159,72
0,-1,m1_bb20_position,0.13126960083159,72
0,-1,m1_consecutive_signed_bars,0.096881629216039,72
0,-1,m1_ema5_20_gap_atr,0.11774543884466,72
0,-1,m1_ema10_20_gap_atr,0.13311892143623,72
0,-1,m1_ema20_50_gap_atr,0.056669615745502,72
0,-1,m1_ema_alignment,0.072109655675537,72
0,-1,m1_ema_alignment_x_rsi14,-0.023510250590866,72
0,-1,m1_ema20_gap_x_rsi14,-0.16536142415182,72
0,-1,m1_rsi14_x_adx14,0.14468119547738,72
0,-1,m1_macd_hist_x_atr_expansion,0.057521911328508,72
0,-1,m1_ema20_slope_x_adx,0.11396639239171,72
0,-1,m1_body_x_tick_activity,0.033207365639745,72
0,-1,m1_shock_x_ema20_price_gap_atr,-0.078845381952383,72
0,-1,m1_shock_x_ema20_50_gap_atr,-0.11555841621657,72
