symbol,trades,win_rate,expectancy_r,total_r,expectancy_pips,total_pips,pf,maxdd_r,long,short,tp,sl,timeout,gross_expectancy_r,max_day_profit_share,top5_removed_total_r,positive_segments,min_segment_trades
AUDUSD,29,0.6551724137931,0.21132252386386,6.128353192052,2.1793103448277,63.200000000003,1.7207693540649,2.1357852619879,5,24,13,7,9,0.23206661008441,0.22695750499754,1.211260694787,3,0
EURUSD,68,0.55882352941176,0.010093931211246,0.68638732236472,0.32352941176485,22.00000000001,1.0243973977947,6.9964852672552,27,41,26,25,17,0.031162866062941,0.22164898954227,-4.26246330978,2,9
GBPUSD,68,0.58823529411765,0.090239111494411,6.1362595816199,1.1485294117647,78.100000000002,1.2419017384192,10.15225631596,14,54,28,22,18,0.11433837338303,0.22645852839447,1.2126256180023,3,11
USDCAD,36,0.44444444444444,-0.093568280043533,-3.3684580815672,-0.45277777777792,-16.300000000005,0.79781662648464,7.8564691267258,2,34,12,15,9,-0.071384602753083,0.45471431520895,-8.2903903012047,2,4
USDCHF,51,0.49019607843137,-0.053651618418159,-2.7362325393261,-0.23137254901961,-11.8,0.87938041335093,6.8911006748257,4,47,18,20,13,-0.033235063173216,0.35338942490848,-7.6632576365373,2,4
USDJPY,99,0.63636363636364,0.19011297523801,18.821184548563,3.0535353535354,302.3,1.6047030388381,3.8483608063567,40,59,44,27,28,0.20539312589361,0.18932675681314,13.857402327912,3,17
