candidate_id,trades,wins,losses,tp,sl,timeout,total_r,expectancy_r,total_pips,expectancy_pips,pf,maxdd_r
g3_SHALLOW_TREE_absolute_0,351,202,149,141,116,94,25.667494023711605,0.07312676360031796,437.5000000000262,1.2464387464388211,1.193756733694788,12.974213361568232
