day,trades,win_rate,expectancy_r,total_r,expectancy_pips,total_pips,pf,maxdd_r,long,short,tp,sl,timeout,gross_expectancy_r,max_day_profit_share,top5_removed_total_r,positive_segments,min_segment_trades
2025-04-02,1,1,0.64814814814774,0.64814814814774,14,14,inf,0,0,1,0,0,1,0.657407407407,1,0,1,0
2025-04-03,12,0.58333333333333,0.10359838662178,1.2431806394614,2.4500000000003,29.400000000003,1.2962453892514,2.1319169960471,5,7,5,4,3,0.11897868629283,1,-3.693320860347,1,0
2025-04-04,31,0.61290322580645,0.20817104923256,6.4533025262094,2.1903225806453,67.900000000003,1.6489697728158,2.8593345099564,13,18,16,8,7,0.22620629686748,1,1.5116345654281,1,0
2025-04-07,40,0.65,0.15931526177936,6.3726104711743,2.6450000000003,105.80000000001,1.5465334247256,3.1075467316857,16,24,14,9,17,0.1752959092103,1,1.4235113204043,1,0
2025-04-08,21,0.38095238095238,-0.22352484143988,-4.6940216702375,-2.561904761905,-53.800000000005,0.61419770434959,9.0377799320715,4,17,7,11,3,-0.19999436403314,,-9.5717603866687,1,0
2025-04-09,39,0.56410256410256,0.103029485565,4.0181499370349,3.0461538461539,118.8,1.3058295286346,4.1684136266236,7,32,15,12,12,0.12029463308126,1,-0.93693609300706,1,0
2025-04-10,25,0.64,0.20024823954162,5.0062059885406,2.1400000000002,53.500000000006,1.6473447800234,3.6832884986741,8,17,12,5,8,0.21991954141752,1,0.082963117396728,1,0
2025-04-11,38,0.57894736842105,0.068699213396344,2.6105701090611,0.87368421052626,33.199999999998,1.1752013615169,3.224555135364,17,21,16,14,8,0.081682088698605,1,-2.3454527104686,1,0
2025-04-14,17,0.64705882352941,0.091007093778217,1.5471205942297,1.2117647058822,20.599999999997,1.2477291048366,3.1455098645575,9,8,6,6,5,0.10983868226629,1,-3.3671254293897,1,0
2025-04-15,12,0.58333333333333,0.080010104934635,0.96012125921561,0.20833333333333,2.5,1.1798202157015,2.2172126817669,0,12,6,5,1,0.10406690049833,1,-3.9201091679967,1,0
2025-04-16,19,0.47368421052632,0.085677688322173,1.6278760781213,1.2894736842105,24.499999999999,1.2272240017724,2.9033193363412,1,18,9,6,4,0.10980731432821,1,-3.2690441702005,1,0
2025-04-17,11,0.45454545454545,-0.1637896484604,-1.8016861330644,-1.5909090909095,-17.500000000004,0.65322112730317,2.8599236874235,2,9,3,5,3,-0.13828532578527,,-5.1954899070206,0,0
2025-04-18,1,0,-0.33333333333303,-0.33333333333303,-2.2,-2.2,0,0.33333333333303,0,1,0,0,1,-0.30303030303,,0,0,0
2025-04-21,7,0.57142857142857,-0.067424349277507,-0.47197044494255,-0.24285714285671,-1.699999999997,0.84918716659429,3.1295111581974,0,7,2,3,2,-0.041939197049429,,-2.0992081278944,0,0
2025-04-22,11,0.81818181818182,0.34332993038004,3.7766292341804,2.7272727272722,29.999999999994,2.8387708808785,1.0285714285714,0,11,4,2,5,0.36896270045327,1,-0.8894205357907,1,0
2025-04-23,24,0.58333333333333,0.067207328315539,1.6129758795729,1.0583333333333,25.399999999998,1.1807757626239,2.1661158058875,6,18,9,8,7,0.087267496196417,1,-3.3047015930917,2,0
2025-04-24,10,0.8,0.51239499275623,5.1239499275623,3.3899999999997,33.899999999997,3.4494082564585,1.0645161290321,1,9,7,2,1,0.5403143093466,1,0.25713350678047,1,0
2025-04-25,8,0.5,-0.17177313530287,-1.3741850824229,-0.61250000000025,-4.900000000002,0.62828131526153,2.4069110045871,0,8,2,3,3,-0.14336323040212,,-3.1643740276762,0,0
2025-04-28,8,0,-0.97880247683823,-7.8304198147058,-6.8499999999995,-54.799999999996,0,7.8304198147058,0,8,0,7,1,-0.95022848740263,,-3.2855907245381,0,0
2025-04-29,7,0.57142857142857,0.096264224326027,0.67384957028219,1.214285714286,8.500000000002,1.20887274414,2.1619047619045,3,4,4,3,0,0.12179159125429,1,-2.1785058977716,1,0
2025-04-30,9,0.55555555555556,0.055380015513204,0.49842013961884,0.48888888888922,4.400000000003,1.1422316363395,1.4300967634297,0,9,4,3,2,0.082842793041778,1,-3.5042846475393,1,0
