model_key,fold,status,scope,threshold_name,threshold,train_episodes,valid_episodes,threshold_signals,overlap_skips,entry_rejections,trades,win_rate,expectancy_r,total_r,expectancy_pips,total_pips,pf,maxdd_r,long,short,tp,sl,timeout,gross_expectancy_r,max_day_profit_share,top5_removed_total_r,positive_segments,min_segment_trades
g2_ELASTICNET_LOGISTIC,2,EXECUTED,PURGED_FORWARD_DIAGNOSTIC,train_fraction_500_per_month,0.032018972527433,2165,583,62,1,40,21,0.28571428571429,-0.46017268001901,-9.6636262803992,-2.9047619047624,-61.00000000001,0.35252951538191,10.57622807474,5,16,5,14,2,-0.43377426715552,1,-14.547841205756,0,0
g2_ELASTICNET_LOGISTIC,2,EXECUTED,PURGED_FORWARD_DIAGNOSTIC,train_fraction_800_per_month,-0.02167194623586,2165,583,87,4,54,29,0.48275862068966,-0.064554220743577,-1.8720724015637,-0.034482758621103,-1.000000000012,0.87456969155159,7.2169256664912,9,20,13,14,2,-0.038250331388483,0.55276877859768,-6.7637467297494,0,0
g2_ELASTICNET_LOGISTIC,2,EXECUTED,PURGED_FORWARD_DIAGNOSTIC,train_fraction_1000_per_month,-0.049422203810225,2165,583,108,8,64,36,0.41666666666667,-0.13938077724673,-5.0177079808823,-0.77500000000031,-27.900000000011,0.73650181587164,8.4516611362719,13,23,14,17,5,-0.113067177739,0.53163288585063,-9.9093823090679,0,0
g2_ELASTICNET_LOGISTIC,3,EXECUTED,PURGED_FORWARD_DIAGNOSTIC,absolute_-0.1,-0.1,2749,600,104,10,42,52,0.28846153846154,-0.45883209093839,-23.859268728796,-3.9384615384617,-204.80000000001,0.37845431197217,25.616381373546,8,44,14,35,3,-0.43329138896206,1,-28.750740954903,0,0
g2_ELASTICNET_LOGISTIC,3,EXECUTED,PURGED_FORWARD_DIAGNOSTIC,absolute_0,0,2749,600,55,5,25,25,0.32,-0.39791249904326,-9.9478124760815,-3.5240000000003,-88.100000000007,0.43698835882518,9.9478124760815,2,23,7,17,1,-0.3733364378864,,-14.829693416281,0,0
g2_ELASTICNET_LOGISTIC,3,EXECUTED,PURGED_FORWARD_DIAGNOSTIC,absolute_0.05,0.05,2749,600,38,2,17,19,0.31578947368421,-0.40607461696784,-7.715417722389,-3.7263157894741,-70.800000000007,0.42798615593308,7.715417722389,2,17,5,13,1,-0.38214043696063,,-12.589176169743,0,0
g2_ELASTICNET_LOGISTIC,3,EXECUTED,PURGED_FORWARD_DIAGNOSTIC,absolute_0.1,0.1,2749,600,28,2,9,17,0.29411764705882,-0.45067248324369,-7.6614322151427,-4.0764705882356,-69.300000000005,0.38527400077231,7.6614322151427,2,15,4,12,1,-0.42709813542659,,-12.463166068733,0,0
g2_ELASTICNET_LOGISTIC,3,EXECUTED,PURGED_FORWARD_DIAGNOSTIC,absolute_0.2,0.2,2749,600,10,0,4,6,0.16666666666667,-0.71500461252087,-4.2900276751252,-5.5000000000005,-33.000000000003,0.18657467510855,4.2900276751252,1,5,1,5,0,-0.69191909040533,,-1.0882352941179,0,0
g2_ELASTICNET_LOGISTIC,3,EXECUTED,PURGED_FORWARD_DIAGNOSTIC,absolute_0.3,0.3,2749,600,5,0,2,3,0.33333333333333,-0.38127278501111,-1.1438183550333,-1.6000000000007,-4.800000000002,0.4624454891426,2.1278183550333,0,3,1,2,0,-0.35889700434,,0,1,0
g2_ELASTICNET_LOGISTIC,3,EXECUTED,PURGED_FORWARD_DIAGNOSTIC,train_fraction_200_per_month,0.11749303806623,2749,600,24,2,9,13,0.30769230769231,-0.42757783621566,-5.5585118708036,-4.0307692307692,-52.4,0.40782235725069,5.5585118708036,2,11,3,9,1,-0.40466679248092,,-8.3716361407334,0,0
g2_ELASTICNET_LOGISTIC,3,EXECUTED,PURGED_FORWARD_DIAGNOSTIC,train_fraction_300_per_month,0.067181355504938,2749,600,34,2,14,18,0.33333333333333,-0.37168987346606,-6.690417722389,-3.4777777777781,-62.600000000006,0.46318474090034,6.690417722389,2,16,5,12,1,-0.34781490568067,,-11.564176169743,0,0
g2_ELASTICNET_LOGISTIC,3,EXECUTED,PURGED_FORWARD_DIAGNOSTIC,train_fraction_500_per_month,0.0097802273814583,2749,600,52,4,24,24,0.33333333333333,-0.37120214321335,-8.9088514371204,-3.3375000000003,-80.100000000007,0.46428930684287,8.9088514371204,2,22,7,16,1,-0.34668433059054,,-13.79073237732,0,0
g2_ELASTICNET_LOGISTIC,3,EXECUTED,PURGED_FORWARD_DIAGNOSTIC,train_fraction_800_per_month,-0.042524752746079,2749,600,75,6,34,35,0.31428571428571,-0.40113475623358,-14.039716468175,-3.68,-128.8,0.43109042466982,15.005818163091,4,31,10,23,2,-0.37651023535397,,-18.928682428618,0,0
g2_ELASTICNET_LOGISTIC,3,EXECUTED,PURGED_FORWARD_DIAGNOSTIC,train_fraction_1000_per_month,-0.080196845416578,2749,600,94,7,39,48,0.29166666666667,-0.45232071708346,-21.711394420006,-3.9229166666668,-188.30000000001,0.38437580354166,23.468507064755,7,41,13,32,3,-0.42697476228465,1,-26.602866646113,0,0
g2_ELASTICNET_LOGISTIC,4,EXECUTED,PURGED_FORWARD_DIAGNOSTIC,absolute_-0.1,-0.1,3350,616,62,4,40,18,0.33333333333333,-0.35785698580779,-6.4414257445402,-2.422222222222,-43.599999999996,0.43876280226502,6.4414257445402,0,18,5,10,3,-0.32801575213633,1,-11.292979101415,0,0
g2_ELASTICNET_LOGISTIC,4,EXECUTED,PURGED_FORWARD_DIAGNOSTIC,absolute_0,0,3350,616,26,1,16,9,0.33333333333333,-0.32728986848552,-2.9456088163697,-2.4888888888886,-22.399999999997,0.4191247013502,3.7668779646992,0,9,2,4,3,-0.29890975891556,1,-4.3031509213377,0,0
g2_ELASTICNET_LOGISTIC,4,EXECUTED,PURGED_FORWARD_DIAGNOSTIC,absolute_0.05,0.05,3350,616,17,1,10,6,0.16666666666667,-0.51197472136537,-3.0718483281922,-3.8999999999997,-23.399999999998,0.24001727711813,3.9510884910146,0,6,1,3,2,-0.4834523576715,,-1.1549295774645,0,0
g2_ELASTICNET_LOGISTIC,4,EXECUTED,PURGED_FORWARD_DIAGNOSTIC,absolute_0.1,0.1,3350,616,10,0,4,6,0.16666666666667,-0.51197472136537,-3.0718483281922,-3.8999999999997,-23.399999999998,0.24001727711813,3.9510884910146,0,6,1,3,2,-0.4834523576715,,-1.1549295774645,0,0
g2_ELASTICNET_LOGISTIC,4,EXECUTED,PURGED_FORWARD_DIAGNOSTIC,absolute_0.2,0.2,3350,616,3,0,0,3,0,-0.73671497584528,-2.2101449275358,-5.766666666666,-17.299999999998,0,2.2101449275358,0,3,0,2,1,-0.70926657883167,,0,0,0
g2_ELASTICNET_LOGISTIC,4,EXECUTED,PURGED_FORWARD_DIAGNOSTIC,absolute_0.3,0.3,3350,616,0,0,0,0,,,0,,0,,0,0,0,0,0,0,,,0,0,0
g2_ELASTICNET_LOGISTIC,4,EXECUTED,PURGED_FORWARD_DIAGNOSTIC,train_fraction_200_per_month,0.099871828650887,3350,616,10,0,4,6,0.16666666666667,-0.51197472136537,-3.0718483281922,-3.8999999999997,-23.399999999998,0.24001727711813,3.9510884910146,0,6,1,3,2,-0.4834523576715,,-1.1549295774645,0,0
g2_ELASTICNET_LOGISTIC,4,EXECUTED,PURGED_FORWARD_DIAGNOSTIC,train_fraction_300_per_month,0.052219490809821,3350,616,17,1,10,6,0.16666666666667,-0.51197472136537,-3.0718483281922,-3.8999999999997,-23.399999999998,0.24001727711813,3.9510884910146,0,6,1,3,2,-0.4834523576715,,-1.1549295774645,0,0
g2_ELASTICNET_LOGISTIC,4,EXECUTED,PURGED_FORWARD_DIAGNOSTIC,train_fraction_500_per_month,-0.0056305675610216,3350,616,28,1,16,11,0.36363636363636,-0.28130243318978,-3.0943267650875,-2.0363636363632,-22.399999999995,0.49981525301035,3.7668779646992,0,11,3,5,3,-0.25155553701482,0.52763549949322,-6.0954586136455,0,0
g2_ELASTICNET_LOGISTIC,4,EXECUTED,PURGED_FORWARD_DIAGNOSTIC,train_fraction_800_per_month,-0.062889548632907,3350,616,44,2,28,14,0.28571428571429,-0.44362783670747,-6.2107897139046,-3.135714285714,-43.899999999996,0.33237635453961,6.2107897139046,0,14,3,8,3,-0.41385908058557,,-9.2119215624625,0,0
g2_ELASTICNET_LOGISTIC,4,EXECUTED,PURGED_FORWARD_DIAGNOSTIC,train_fraction_1000_per_month,-0.096685347834256,3350,616,61,4,39,18,0.33333333333333,-0.35785698580779,-6.4414257445402,-2.422222222222,-43.599999999996,0.43876280226502,6.4414257445402,0,18,5,10,3,-0.32801575213633,1,-11.292979101415,0,0
g2_LIGHTGBM,1,EXECUTED,PURGED_FORWARD_DIAGNOSTIC,absolute_-0.1,-0.1,1571,595,111,19,31,61,0.44262295081967,-0.16735782857907,-10.208827543323,-2.2327868852458,-136.19999999999,0.70474877700003,16.604270102447,36,25,23,32,6,-0.14783559347852,1,-15.150308442599,0,0
g2_LIGHTGBM,1,EXECUTED,PURGED_FORWARD_DIAGNOSTIC,absolute_0,0,1571,595,18,2,7,9,0.44444444444444,-0.073577205684109,-0.66219485115698,1.1888888888892,10.700000000003,0.85631643838194,2.6038761125133,6,3,4,4,1,-0.056908420483,1,-4.0901844096371,0,0
g2_LIGHTGBM,1,EXECUTED,PURGED_FORWARD_DIAGNOSTIC,absolute_0.05,0.05,1571,595,12,1,3,8,0.375,-0.20637770834993,-1.6510216667994,-0.87499999999962,-6.999999999997,0.64176001522838,3.5927029281557,6,2,3,4,1,-0.18902197304337,1,-3.074436378141,0,0
g2_LIGHTGBM,1,EXECUTED,PURGED_FORWARD_DIAGNOSTIC,absolute_0.1,0.1,1571,595,2,0,0,2,0,-1.0187435809654,-2.0374871619308,-11.149999999999,-22.299999999998,0,2.0374871619308,1,1,0,2,0,-1,,0,0,0
g2_LIGHTGBM,1,EXECUTED,PURGED_FORWARD_DIAGNOSTIC,absolute_0.2,0.2,1571,595,0,0,0,0,,,0,,0,,0,0,0,0,0,0,,,0,0,0
g2_LIGHTGBM,1,EXECUTED,PURGED_FORWARD_DIAGNOSTIC,absolute_0.3,0.3,1571,595,0,0,0,0,,,0,,0,,0,0,0,0,0,0,,,0,0,0
g2_LIGHTGBM,1,EXECUTED,PURGED_FORWARD_DIAGNOSTIC,train_fraction_200_per_month,0.014957863312586,1571,595,17,2,7,8,0.375,-0.20637770834993,-1.6510216667994,-0.87499999999962,-6.999999999997,0.64176001522838,3.5927029281557,6,2,3,4,1,-0.18902197304337,1,-3.074436378141,0,0
g2_LIGHTGBM,1,EXECUTED,PURGED_FORWARD_DIAGNOSTIC,train_fraction_300_per_month,-0.0057765847292586,1571,595,20,2,7,11,0.45454545454545,-0.070572492296339,-0.77629741525973,0.48181818181836,5.300000000002,0.86361692378667,3.6872094458468,7,4,5,5,1,-0.052453690832909,1,-5.6920362614893,0,0
g2_LIGHTGBM,1,EXECUTED,PURGED_FORWARD_DIAGNOSTIC,train_fraction_500_per_month,-0.040171455817995,1571,595,42,3,14,25,0.44,-0.2004629904919,-5.0115747622975,-1.1799999999998,-29.499999999996,0.65139949740605,8.2207666567383,16,9,9,13,3,-0.180935032161,1,-9.9452313093061,0,0
g2_LIGHTGBM,1,EXECUTED,PURGED_FORWARD_DIAGNOSTIC,train_fraction_800_per_month,-0.073275627798421,1571,595,78,12,20,46,0.3695652173913,-0.33188480809193,-15.266701172229,-3.441304347826,-158.3,0.49205041691823,17.653423754852,23,23,14,28,4,-0.31284270507765,1,-20.208182071505,0,0
g2_LIGHTGBM,1,EXECUTED,PURGED_FORWARD_DIAGNOSTIC,train_fraction_1000_per_month,-0.093069589132544,1571,595,99,15,29,55,0.41818181818182,-0.21719176739695,-11.945547206832,-2.7272727272726,-149.99999999999,0.63150535837104,16.395535220501,30,25,19,30,6,-0.19837669781358,1,-16.887028106109,0,0
g2_LIGHTGBM,2,EXECUTED,PURGED_FORWARD_DIAGNOSTIC,absolute_-0.1,-0.1,2165,583,40,2,24,14,0.5,-0.011501760545035,-0.16102464763049,0.37142857142814,5.199999999994,0.97700596698647,5.3135180400585,5,9,7,6,1,0.012159288073929,1,-5.057373228382,0,0
g2_LIGHTGBM,2,EXECUTED,PURGED_FORWARD_DIAGNOSTIC,absolute_0,0,2165,583,4,0,3,1,0,-0.65322580645206,-0.65322580645206,-8.100000000001,-8.100000000001,0,0.65322580645206,1,0,0,0,1,-0.637096774194,,0,0,0
g2_LIGHTGBM,2,EXECUTED,PURGED_FORWARD_DIAGNOSTIC,absolute_0.05,0.05,2165,583,1,0,1,0,,,0,,0,,0,0,0,0,0,0,,,0,0,0
g2_LIGHTGBM,2,EXECUTED,PURGED_FORWARD_DIAGNOSTIC,absolute_0.1,0.1,2165,583,0,0,0,0,,,0,,0,,0,0,0,0,0,0,,,0,0,0
g2_LIGHTGBM,2,EXECUTED,PURGED_FORWARD_DIAGNOSTIC,absolute_0.2,0.2,2165,583,0,0,0,0,,,0,,0,,0,0,0,0,0,0,,,0,0,0
g2_LIGHTGBM,2,EXECUTED,PURGED_FORWARD_DIAGNOSTIC,absolute_0.3,0.3,2165,583,0,0,0,0,,,0,,0,,0,0,0,0,0,0,,,0,0,0
g2_LIGHTGBM,2,EXECUTED,PURGED_FORWARD_DIAGNOSTIC,train_fraction_200_per_month,-0.033389910213358,2165,583,10,1,5,4,0.5,0.061364994026171,0.24545997610469,1.6749999999998,6.699999999999,1.1427182105516,1.0666666666667,2,2,2,1,1,0.0807258064515,1,-1.1102230246252e-16,1,0
g2_LIGHTGBM,2,EXECUTED,PURGED_FORWARD_DIAGNOSTIC,train_fraction_300_per_month,-0.051109922436783,2165,583,15,1,9,5,0.4,-0.15654180759596,-0.78270903797982,-0.1200000000002,-0.600000000001,0.7151777565296,2.0948356807512,2,3,2,2,1,-0.1354193548388,1,0,0,0
g2_LIGHTGBM,2,EXECUTED,PURGED_FORWARD_DIAGNOSTIC,train_fraction_500_per_month,-0.086619424627839,2165,583,30,2,16,12,0.5,-0.001976170130824,-0.023714041569888,0.60833333333283,7.299999999994,0.99597268803137,4.1989347067252,3,9,6,5,1,0.02199833608625,1,-4.9164741055749,0,0
g2_LIGHTGBM,2,EXECUTED,PURGED_FORWARD_DIAGNOSTIC,train_fraction_800_per_month,-0.11855684911113,2165,583,53,2,34,17,0.41176470588235,-0.19885496999638,-3.3805344899385,-1.1000000000005,-18.700000000009,0.66930123425068,8.5330278823665,6,11,7,9,1,-0.17416260577676,1,-8.2768830706899,0,0
g2_LIGHTGBM,2,EXECUTED,PURGED_FORWARD_DIAGNOSTIC,train_fraction_1000_per_month,-0.13767282159742,2165,583,75,2,50,23,0.34782608695652,-0.31356309003478,-7.2119510707999,-1.9608695652177,-45.100000000006,0.52030328238468,11.25273308069,9,14,8,13,2,-0.28841255712004,1,-12.113882175823,0,0
g2_LIGHTGBM,3,EXECUTED,PURGED_FORWARD_DIAGNOSTIC,absolute_-0.1,-0.1,2749,600,30,1,10,19,0.31578947368421,-0.3647347210233,-6.9299596994428,-2.9473684210525,-55.999999999998,0.4585312433272,7.9052683414181,7,12,6,11,2,-0.34184087756021,1,-11.829217181905,0,0
g2_LIGHTGBM,3,EXECUTED,PURGED_FORWARD_DIAGNOSTIC,absolute_0,0,2749,600,5,0,0,5,0.4,-0.17644900452288,-0.88224502261439,-1.4199999999996,-7.099999999998,0.68849975352768,2.8322450226144,1,4,2,2,1,-0.1517357222844,,-2.2204460492503e-16,1,0
g2_LIGHTGBM,3,EXECUTED,PURGED_FORWARD_DIAGNOSTIC,absolute_0.05,0.05,2749,600,0,0,0,0,,,0,,0,,0,0,0,0,0,0,,,0,0,0
g2_LIGHTGBM,3,EXECUTED,PURGED_FORWARD_DIAGNOSTIC,absolute_0.1,0.1,2749,600,0,0,0,0,,,0,,0,,0,0,0,0,0,0,,,0,0,0
g2_LIGHTGBM,3,EXECUTED,PURGED_FORWARD_DIAGNOSTIC,absolute_0.2,0.2,2749,600,0,0,0,0,,,0,,0,,0,0,0,0,0,0,,,0,0,0
g2_LIGHTGBM,3,EXECUTED,PURGED_FORWARD_DIAGNOSTIC,absolute_0.3,0.3,2749,600,0,0,0,0,,,0,,0,,0,0,0,0,0,0,,,0,0,0
g2_LIGHTGBM,3,EXECUTED,PURGED_FORWARD_DIAGNOSTIC,train_fraction_200_per_month,-0.044892265495389,2749,600,13,0,2,11,0.36363636363636,-0.28759740838339,-3.1635714922172,-2.2181818181814,-24.399999999995,0.55271806785986,6.0548621161745,3,8,4,6,1,-0.26419785604673,1,-6.3623538184029,1,0
g2_LIGHTGBM,3,EXECUTED,PURGED_FORWARD_DIAGNOSTIC,train_fraction_300_per_month,-0.069131871526021,2749,600,21,0,5,16,0.3125,-0.3643828427672,-5.8301254842752,-3.2249999999999,-51.599999999998,0.4563126355939,7.7862033570198,5,11,5,9,2,-0.34248291710275,1,-10.723305093992,0,0
g2_LIGHTGBM,3,EXECUTED,PURGED_FORWARD_DIAGNOSTIC,train_fraction_500_per_month,-0.095199591623777,2749,600,27,0,8,19,0.31578947368421,-0.36532244032155,-6.9411263661095,-3.1105263157894,-59.099999999998,0.45813152282793,7.9164350080848,6,13,6,11,2,-0.34268298282337,1,-11.840383848571,0,0
g2_LIGHTGBM,3,EXECUTED,PURGED_FORWARD_DIAGNOSTIC,train_fraction_800_per_month,-0.13213755826918,2749,600,66,5,31,30,0.4,-0.21057967340586,-6.3173902021759,-1.6833333333333,-50.499999999999,0.64979131601496,8.216871665865,10,20,12,16,2,-0.18717005571047,1,-11.233179770491,0,0
g2_LIGHTGBM,3,EXECUTED,PURGED_FORWARD_DIAGNOSTIC,train_fraction_1000_per_month,-0.15068016164684,2749,600,86,8,44,34,0.35294117647059,-0.31089222962633,-10.570335807295,-2.4176470588234,-82.199999999994,0.52582117207781,12.469817270984,12,22,12,20,2,-0.28696926432588,1,-15.48612537561,0,0
g2_LIGHTGBM,4,EXECUTED,PURGED_FORWARD_DIAGNOSTIC,absolute_-0.1,-0.1,3350,616,50,0,31,19,0.31578947368421,-0.40386773098477,-7.6734868887106,-2.9684210526311,-56.39999999999,0.39683141519522,7.6734868887106,2,17,5,12,2,-0.37614225649953,,-12.537749937183,0,0
g2_LIGHTGBM,4,EXECUTED,PURGED_FORWARD_DIAGNOSTIC,absolute_0,0,3350,616,4,0,1,3,0.33333333333333,-0.6578511496133,-1.9735534488399,-5.333333333333,-15.999999999999,0.085371026876128,1.9735534488399,0,3,0,2,1,-0.63230903345333,,0,0,0
g2_LIGHTGBM,4,EXECUTED,PURGED_FORWARD_DIAGNOSTIC,absolute_0.05,0.05,3350,616,2,0,0,2,0.5,-0.42963386727723,-0.85926773455447,-4.1,-8.2,0.17653508771881,1.0434782608698,0,2,0,1,1,-0.405606407323,,0,0,0
g2_LIGHTGBM,4,EXECUTED,PURGED_FORWARD_DIAGNOSTIC,absolute_0.1,0.1,3350,616,0,0,0,0,,,0,,0,,0,0,0,0,0,0,,,0,0,0
g2_LIGHTGBM,4,EXECUTED,PURGED_FORWARD_DIAGNOSTIC,absolute_0.2,0.2,3350,616,0,0,0,0,,,0,,0,,0,0,0,0,0,0,,,0,0,0
g2_LIGHTGBM,4,EXECUTED,PURGED_FORWARD_DIAGNOSTIC,absolute_0.3,0.3,3350,616,0,0,0,0,,,0,,0,,0,0,0,0,0,0,,,0,0,0
g2_LIGHTGBM,4,EXECUTED,PURGED_FORWARD_DIAGNOSTIC,train_fraction_200_per_month,-0.042463935626687,3350,616,19,0,10,9,0.22222222222222,-0.58680930526315,-5.2812837473683,-4.6555555555553,-41.899999999998,0.17968248437882,5.2812837473683,0,9,1,6,2,-0.56027035105167,,-4.2883160714602,0,0
g2_LIGHTGBM,4,EXECUTED,PURGED_FORWARD_DIAGNOSTIC,train_fraction_300_per_month,-0.066284981108231,3350,616,26,0,13,13,0.23076923076923,-0.56979335975178,-7.4073136767732,-4.5230769230765,-58.799999999995,0.22308589303751,7.4073136767732,0,13,2,9,2,-0.54289112881669,,-8.4216279752021,0,0
g2_LIGHTGBM,4,EXECUTED,PURGED_FORWARD_DIAGNOSTIC,train_fraction_500_per_month,-0.099162858790613,3350,616,48,0,30,18,0.27777777777778,-0.48025007674801,-8.6445013814642,-3.5055555555551,-63.099999999991,0.32050556152356,8.6445013814642,2,16,4,12,2,-0.45259460408283,,-12.721960463498,0,0
g2_LIGHTGBM,4,EXECUTED,PURGED_FORWARD_DIAGNOSTIC,train_fraction_800_per_month,-0.13576457228582,3350,616,89,3,62,24,0.375,-0.25532438953995,-6.1277853489587,-1.8041666666663,-43.29999999999,0.56510862804218,7.8808825441611,5,19,8,13,3,-0.22712711248242,1,-11.00268840275,0,0
g2_LIGHTGBM,4,EXECUTED,PURGED_FORWARD_DIAGNOSTIC,train_fraction_1000_per_month,-0.15370158035558,3350,616,108,6,77,25,0.36,-0.29130859705693,-7.2827149264232,-2.0599999999996,-51.499999999991,0.52229804418466,9.0358121216256,5,20,8,14,3,-0.26311245051832,1,-12.157617980214,0,0
g3_SHALLOW_TREE,1,EXECUTED,PURGED_FORWARD_DIAGNOSTIC,absolute_-0.1,-0.1,1571,595,191,75,22,94,0.42553191489362,-0.23021810825079,-21.640502175574,-2.3457446808509,-220.49999999999,0.56254299398949,23.837917801988,41,53,22,44,28,-0.21278541067114,,-26.593554355574,0,0
g3_SHALLOW_TREE,1,EXECUTED,PURGED_FORWARD_DIAGNOSTIC,absolute_0,0,1571,595,92,32,1,59,0.49152542372881,-0.12426949474057,-7.3319001896935,-0.96779661016947,-57.099999999999,0.70737353674618,12.392916410114,48,11,15,20,24,-0.10849612144817,1,-12.284952369693,0,0
g3_SHALLOW_TREE,1,EXECUTED,PURGED_FORWARD_DIAGNOSTIC,absolute_0.05,0.05,1571,595,68,20,1,47,0.46808510638298,-0.11173182875083,-5.2513959512892,-0.85531914893608,-40.199999999996,0.73288155500123,10.486223172959,34,13,12,15,20,-0.095477282509638,1,-10.204448131289,0,0
g3_SHALLOW_TREE,1,EXECUTED,PURGED_FORWARD_DIAGNOSTIC,absolute_0.1,0.1,1571,595,68,20,1,47,0.46808510638298,-0.11173182875083,-5.2513959512892,-0.85531914893608,-40.199999999996,0.73288155500123,10.486223172959,34,13,12,15,20,-0.095477282509638,1,-10.204448131289,0,0
g3_SHALLOW_TREE,1,EXECUTED,PURGED_FORWARD_DIAGNOSTIC,absolute_0.2,0.2,1571,595,22,6,0,16,0.5,0.027862188510604,0.44579501616966,0.35625000000031,5.700000000005,1.090698705877,4.6768720589065,0,16,5,4,7,0.040169764860063,0.84964890541106,-4.4930029847556,1,0
g3_SHALLOW_TREE,1,EXECUTED,PURGED_FORWARD_DIAGNOSTIC,absolute_0.3,0.3,1571,595,0,0,0,0,,,0,,0,,0,0,0,0,0,0,,,0,0,0
g3_SHALLOW_TREE,1,EXECUTED,PURGED_FORWARD_DIAGNOSTIC,train_fraction_200_per_month,0.25099173790049,1571,595,22,6,0,16,0.5,0.027862188510604,0.44579501616966,0.35625000000031,5.700000000005,1.090698705877,4.6768720589065,0,16,5,4,7,0.040169764860063,0.84964890541106,-4.4930029847556,1,0
g3_SHALLOW_TREE,1,EXECUTED,PURGED_FORWARD_DIAGNOSTIC,train_fraction_300_per_month,0.17099640837086,1571,595,68,20,1,47,0.46808510638298,-0.11173182875083,-5.2513959512892,-0.85531914893608,-40.199999999996,0.73288155500123,10.486223172959,34,13,12,15,20,-0.095477282509638,1,-10.204448131289,0,0
g3_SHALLOW_TREE,1,EXECUTED,PURGED_FORWARD_DIAGNOSTIC,train_fraction_500_per_month,0.17099640837086,1571,595,68,20,1,47,0.46808510638298,-0.11173182875083,-5.2513959512892,-0.85531914893608,-40.199999999996,0.73288155500123,10.486223172959,34,13,12,15,20,-0.095477282509638,1,-10.204448131289,0,0
g3_SHALLOW_TREE,1,EXECUTED,PURGED_FORWARD_DIAGNOSTIC,train_fraction_800_per_month,-0.028331533667306,1571,595,108,44,3,61,0.49180327868852,-0.13649868413133,-8.3264197320108,-1.1901639344262,-72.599999999998,0.68527867226066,12.850307785877,45,16,15,22,24,-0.1206533174491,1,-13.27947191201,0,0
g3_SHALLOW_TREE,1,EXECUTED,PURGED_FORWARD_DIAGNOSTIC,train_fraction_1000_per_month,-0.028331533667306,1571,595,108,44,3,61,0.49180327868852,-0.13649868413133,-8.3264197320108,-1.1901639344262,-72.599999999998,0.68527867226066,12.850307785877,45,16,15,22,24,-0.1206533174491,1,-13.27947191201,0,0
g3_SHALLOW_TREE,2,EXECUTED,PURGED_FORWARD_DIAGNOSTIC,absolute_-0.1,-0.1,2165,583,115,1,80,34,0.41176470588235,-0.34772068636405,-11.822503336378,-2.323529411765,-79.000000000011,0.41888323202222,12.426552233843,22,12,7,19,8,-0.32367810380762,0.63861920172636,-16.72558783995,1,0
g3_SHALLOW_TREE,2,EXECUTED,PURGED_FORWARD_DIAGNOSTIC,absolute_0,0,2165,583,30,0,18,12,0.58333333333333,-0.13952749183061,-1.6743299019674,-0.4250000000005,-5.100000000006,0.68166371006504,3.1618416662274,0,12,3,5,4,-0.11821983793667,0.5523727101663,-5.1912474224017,0,0
g3_SHALLOW_TREE,2,EXECUTED,PURGED_FORWARD_DIAGNOSTIC,absolute_0.05,0.05,2165,583,6,0,4,2,1,0.61334237901407,1.2266847580281,8.9499999999985,17.899999999997,inf,0,0,2,1,0,1,0.634328358209,0.80532409114366,0,1,0
g3_SHALLOW_TREE,2,EXECUTED,PURGED_FORWARD_DIAGNOSTIC,absolute_0.1,0.1,2165,583,6,0,4,2,1,0.61334237901407,1.2266847580281,8.9499999999985,17.899999999997,inf,0,0,2,1,0,1,0.634328358209,0.80532409114366,0,1,0
g3_SHALLOW_TREE,2,EXECUTED,PURGED_FORWARD_DIAGNOSTIC,absolute_0.2,0.2,2165,583,6,0,4,2,1,0.61334237901407,1.2266847580281,8.9499999999985,17.899999999997,inf,0,0,2,1,0,1,0.634328358209,0.80532409114366,0,1,0
g3_SHALLOW_TREE,2,EXECUTED,PURGED_FORWARD_DIAGNOSTIC,absolute_0.3,0.3,2165,583,0,0,0,0,,,0,,0,,0,0,0,0,0,0,,,0,0,0
g3_SHALLOW_TREE,2,EXECUTED,PURGED_FORWARD_DIAGNOSTIC,train_fraction_200_per_month,0.2384401146581,2165,583,6,0,4,2,1,0.61334237901407,1.2266847580281,8.9499999999985,17.899999999997,inf,0,0,2,1,0,1,0.634328358209,0.80532409114366,0,1,0
g3_SHALLOW_TREE,2,EXECUTED,PURGED_FORWARD_DIAGNOSTIC,train_fraction_300_per_month,0.12110510557991,2165,583,6,0,4,2,1,0.61334237901407,1.2266847580281,8.9499999999985,17.899999999997,inf,0,0,2,1,0,1,0.634328358209,0.80532409114366,0,1,0
g3_SHALLOW_TREE,2,EXECUTED,PURGED_FORWARD_DIAGNOSTIC,train_fraction_500_per_month,0.039940606505413,2165,583,30,0,18,12,0.58333333333333,-0.13952749183061,-1.6743299019674,-0.4250000000005,-5.100000000006,0.68166371006504,3.1618416662274,0,12,3,5,4,-0.11821983793667,0.5523727101663,-5.1912474224017,0,0
g3_SHALLOW_TREE,2,EXECUTED,PURGED_FORWARD_DIAGNOSTIC,train_fraction_800_per_month,-0.081719217495974,2165,583,115,1,80,34,0.41176470588235,-0.34772068636405,-11.822503336378,-2.323529411765,-79.000000000011,0.41888323202222,12.426552233843,22,12,7,19,8,-0.32367810380762,0.63861920172636,-16.72558783995,1,0
g3_SHALLOW_TREE,2,EXECUTED,PURGED_FORWARD_DIAGNOSTIC,train_fraction_1000_per_month,-0.081719217495974,2165,583,115,1,80,34,0.41176470588235,-0.34772068636405,-11.822503336378,-2.323529411765,-79.000000000011,0.41888323202222,12.426552233843,22,12,7,19,8,-0.32367810380762,0.63861920172636,-16.72558783995,1,0
