scenario_id,htf_alignment_mode,break_even_mode,exit_type,trades,wins,win_rate,net_profit,gross_profit,gross_loss,profit_factor,sum_r,avg_r,r_profit_factor,max_dd_profit,max_dd_pct,recovery_factor,full_sl_exits,full_sl_rate,break_even_triggered,break_even_trigger_rate,break_even_exits,break_even_exit_rate,tp_exits,tp_exit_rate,time_exits,time_exit_rate,avg_mfe_r,avg_mae_r
all_first120,h1_confirmed_h4_not_opposite,break_even_at_1_0r,break_even,18,1,0.05555555555555555,-3.3,0.03,-3.33,0.009009009009009009,-0.1502,-0.008344444444444444,0.0,3.3,0.033,-1.0,0,0.0,18,1.0,18,1.0,0,0.0,0,0.0,1.2544999999999997,0.6072222222222222
all_first120,h1_confirmed_h4_not_opposite,break_even_at_1_0r,full_sl,220,0,0.0,-5023.68,0,-5023.68,0.0,-227.93800000000005,-1.0360818181818183,0.0,5023.68,50.2368,-1.0,220,1.0,1,0.004545454545454545,0,0.0,0,0.0,0,0.0,0.3780218181818183,1.0435572727272733
all_first120,h1_confirmed_h4_not_opposite,break_even_at_1_0r,time,179,86,0.48044692737430167,65.71999999999998,755.4500000000003,-689.7300000000001,1.0952836617227033,3.998699999999997,0.022339106145251378,1.126263040897264,147.86,1.4786000000000001,0.4444745029081562,0,0.0,17,0.09497206703910614,0,0.0,0,0.0,179,1.0,0.653696648044693,0.5548709497206706
all_first120,h1_confirmed_h4_not_opposite,break_even_at_1_0r,tp,110,110,1.0,3652.3799999999997,3652.3799999999997,0,inf,166.49399999999997,1.513581818181818,inf,0.0,0.0,inf,0,0.0,72,0.6545454545454545,0,0.0,110,1.0,0,0.0,1.515631818181818,0.6045545454545457
all_first120,h1_confirmed_h4_not_opposite,break_even_at_1_1r,break_even,12,1,0.08333333333333333,-2.46,0.03,-2.4899999999999998,0.012048192771084338,-0.1123,-0.009358333333333333,0.0,2.46,0.0246,-1.0,0,0.0,12,1.0,12,1.0,0,0.0,0,0.0,1.3642333333333332,0.6178416666666666
all_first120,h1_confirmed_h4_not_opposite,break_even_at_1_1r,full_sl,221,0,0.0,-5068.69,0,-5068.69,0.0,-228.93800000000007,-1.0359185520361995,0.0,5068.69,50.6869,-1.0,221,1.0,1,0.004524886877828055,0,0.0,0,0.0,0,0.0,0.38247647058823536,1.0433601809954756
all_first120,h1_confirmed_h4_not_opposite,break_even_at_1_1r,time,181,87,0.48066298342541436,80.50999999999998,781.3500000000004,-700.8400000000001,1.1148764339934938,4.7753000000000005,0.026382872928176797,1.149928101825397,142.30999999999995,1.4230999999999996,0.5657367718361325,0,0.0,13,0.0718232044198895,0,0.0,0,0.0,181,1.0,0.6624132596685087,0.5571281767955805
all_first120,h1_confirmed_h4_not_opposite,break_even_at_1_1r,tp,113,113,1.0,3774.199999999999,3774.199999999999,0,inf,171.17599999999996,1.5148318584070792,inf,0.0,0.0,inf,0,0.0,65,0.5752212389380531,0,0.0,113,1.0,0,0.0,1.516827433628318,0.6090469026548674
all_first120,h1_confirmed_h4_not_opposite,no_break_even,full_sl,226,0,0.0,-5245.619999999999,0,-5245.619999999999,0.0,-237.17310000000006,-1.0494384955752216,0.0,5245.619999999999,52.45619999999999,-1.0,226,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,1.0494384955752216
all_first120,h1_confirmed_h4_not_opposite,no_break_even,time,183,88,0.4808743169398907,80.16000000000004,780.2800000000003,-700.1200000000002,1.1144946580586186,4.722,0.025803278688524594,1.147875811876413,144.56999999999994,1.4456999999999993,0.5544718821332232,0,0.0,0,0.0,0,0.0,0,0.0,183,1.0,0.20029617486338797,0.1744928961748634
