scenario_id,htf_alignment_mode,entry_pattern,break_even_mode,trades,wins,win_rate,net_profit,gross_profit,gross_loss,profit_factor,sum_r,avg_r,r_profit_factor,max_dd_profit,max_dd_pct,recovery_factor,full_sl_exits,full_sl_rate,break_even_triggered,break_even_trigger_rate,break_even_exits,break_even_exit_rate,tp_exits,tp_exit_rate,time_exits,time_exit_rate,avg_mfe_r,avg_mae_r
all_first120,h1_confirmed_h4_not_opposite,double_top,no_break_even,86,35,0.4069767441860465,-119.59000000000009,983.0600000000001,-1102.6499999999999,0.8915431007119214,-4.298300000000001,-0.04998023255813955,0.9118818011103187,338.33000000000004,3.3833,-0.3534714627730325,44,0.5116279069767442,0,0.0,0,0.0,28,0.32558139534883723,14,0.16279069767441862,0.5172151162790698,0.5671953488372091
all_first120,h1_confirmed_h4_not_opposite,double_top,time_30min_and_0_5r_break_even,86,23,0.26744186046511625,-256.78999999999996,731.91,-988.6999999999998,0.7402751087286337,-10.5072,-0.1221767441860465,0.7610903187372385,330.47999999999996,3.3047999999999993,-0.7770213023480997,42,0.4883720930232558,39,0.45348837209302323,20,0.23255813953488372,22,0.2558139534883721,2,0.023255813953488372,0.8637744186046513,0.8598767441860464
all_first120,h1_confirmed_h4_not_opposite,head_and_shoulders,break_even_at_1_0r,171,56,0.32748538011695905,-657.46,1141.2599999999995,-1798.7199999999996,0.6344845223269879,-28.148099999999996,-0.16460877192982454,0.6532417616261162,657.77,6.5777,-0.9995287106435381,66,0.38596491228070173,32,0.1871345029239766,8,0.04678362573099415,26,0.15204678362573099,71,0.4152046783625731,0.690076608187135,0.7021491228070178
all_first120,h1_confirmed_h4_not_opposite,head_and_shoulders,break_even_at_1_1r,171,57,0.3333333333333333,-672.7800000000003,1153.5499999999997,-1826.33,0.6316218865155803,-28.5894,-0.16718947368421053,0.6520362211241205,673.1100000000004,6.731100000000004,-0.999509738378571,67,0.391812865497076,26,0.15204678362573099,6,0.03508771929824561,26,0.15204678362573099,72,0.42105263157894735,0.693276608187135,0.7071976608187136
all_first120,h1_confirmed_h4_not_opposite,head_and_shoulders,no_break_even,171,58,0.3391812865497076,-712.5400000000004,1178.2099999999998,-1890.75,0.6231442549252941,-30.1891,-0.17654444444444445,0.646084480359389,712.8700000000005,7.128700000000005,-0.99953708249751,70,0.4093567251461988,0,0.0,0,0.0,27,0.15789473684210525,74,0.4327485380116959,0.3222877192982457,0.4988321637426903
all_first120,h1_confirmed_h4_not_opposite,head_and_shoulders,time_30min_and_0_5r_break_even,169,42,0.2485207100591716,-577.7899999999998,960.1299999999999,-1537.9199999999998,0.6243042550977944,-24.893699999999992,-0.14729999999999996,0.6433919856060071,577.7899999999998,5.777899999999998,-1.0,58,0.3431952662721893,70,0.41420118343195267,38,0.22485207100591717,24,0.14201183431952663,49,0.28994082840236685,0.6527437869822492,0.661183431952663
all_first120,h1_confirmed_h4_not_opposite,inverse_head_and_shoulders,break_even_at_1_0r,173,74,0.4277456647398844,-282.9399999999998,1380.27,-1663.2100000000003,0.8298831777105716,-14.441999999999984,-0.08347976878612708,0.814197273555339,431.0299999999999,4.310299999999999,-0.6564276268473189,62,0.3583815028901734,35,0.2023121387283237,2,0.011560693641618497,31,0.1791907514450867,78,0.4508670520231214,0.6752722543352603,0.7450271676300578
all_first120,h1_confirmed_h4_not_opposite,inverse_head_and_shoulders,break_even_at_1_1r,174,76,0.4367816091954023,-247.79999999999987,1435.8100000000002,-1683.61,0.8528162698012012,-12.430999999999996,-0.07144252873563216,0.8404154256957992,411.0399999999999,4.1103999999999985,-0.6028610354223432,62,0.3563218390804598,30,0.1724137931034483,0,0.0,32,0.1839080459770115,80,0.45977011494252873,0.6830545977011495,0.7451528735632184
all_first120,h1_confirmed_h4_not_opposite,inverse_head_and_shoulders,no_break_even,174,77,0.4425287356321839,-210.64999999999992,1464.67,-1675.32,0.8742628274001386,-10.6088,-0.06097011494252874,0.863251653153559,386.90999999999997,3.8690999999999995,-0.5444418598640509,61,0.3505747126436782,0,0.0,0,0.0,33,0.1896551724137931,80,0.45977011494252873,0.3848862068965516,0.4458563218390806
all_first120,h1_confirmed_h4_not_opposite,inverse_head_and_shoulders,time_30min_and_0_5r_break_even,172,58,0.3372093023255814,-414.8499999999999,1156.8700000000001,-1571.7200000000005,0.7360534955335555,-20.55999999999999,-0.11953488372093019,0.7220584974936597,467.3899999999998,4.673899999999998,-0.8875885235028564,59,0.3430232558139535,68,0.3953488372093023,28,0.16279069767441862,27,0.1569767441860465,58,0.3372093023255814,0.6067848837209301,0.7334191860465117
all_first120,h1_confirmed_h4_not_opposite,sweep_low_reclaim,break_even_at_1_0r,1,1,1.0,33.91,33.91,0,inf,1.5396,1.5396,inf,0.0,0.0,inf,0,0.0,0,0.0,0,0.0,1,1.0,0,0.0,1.5396,0.8614
all_first120,h1_confirmed_h4_not_opposite,sweep_low_reclaim,break_even_at_1_1r,1,1,1.0,33.91,33.91,0,inf,1.5396,1.5396,inf,0.0,0.0,inf,0,0.0,0,0.0,0,0.0,1,1.0,0,0.0,1.5396,0.8614
all_first120,h1_confirmed_h4_not_opposite,sweep_low_reclaim,no_break_even,1,1,1.0,33.91,33.91,0,inf,1.5396,1.5396,inf,0.0,0.0,inf,0,0.0,0,0.0,0,0.0,1,1.0,0,0.0,1.5396,0.0
all_first120,h1_confirmed_h4_not_opposite,sweep_low_reclaim,time_30min_and_0_5r_break_even,1,1,1.0,33.91,33.91,0,inf,1.5396,1.5396,inf,0.0,0.0,inf,0,0.0,1,1.0,0,0.0,1,1.0,0,0.0,1.5396,0.8614
all_first120,h4_bias_h1_reversal_alignment,choch_up,break_even_at_1_0r,1,0,0.0,-23.43,0,-23.43,0.0,-1.002,-1.002,0.0,23.43,0.2343,-1.0,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0851,1.002
all_first120,h4_bias_h1_reversal_alignment,choch_up,break_even_at_1_1r,1,0,0.0,-23.43,0,-23.43,0.0,-1.002,-1.002,0.0,23.43,0.2343,-1.0,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0851,1.002
all_first120,h4_bias_h1_reversal_alignment,choch_up,no_break_even,1,0,0.0,-23.43,0,-23.43,0.0,-1.002,-1.002,0.0,23.43,0.2343,-1.0,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,1.002
all_first120,h4_bias_h1_reversal_alignment,choch_up,time_30min_and_0_5r_break_even,1,0,0.0,-23.43,0,-23.43,0.0,-1.002,-1.002,0.0,23.43,0.2343,-1.0,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0851,1.002
all_first120,h4_bias_h1_reversal_alignment,double_bottom,break_even_at_1_0r,70,30,0.42857142857142855,-2.4700000000000664,812.9399999999997,-815.4100000000002,0.9969708490207374,0.3033999999999982,0.004334285714285689,1.0086180205821285,242.62,2.4261999999999997,-0.010180529222652982,32,0.45714285714285713,15,0.21428571428571427,4,0.05714285714285714,21,0.3,13,0.18571428571428572,0.8610728571428573,0.8778414285714284
all_first120,h4_bias_h1_reversal_alignment,double_bottom,break_even_at_1_1r,70,30,0.42857142857142855,-5.090000000000071,812.9399999999997,-818.0300000000002,0.9937777343129219,0.3033999999999982,0.004334285714285689,1.0086180205821285,242.62,2.4261999999999997,-0.020979309207814982,32,0.45714285714285713,14,0.2,4,0.05714285714285714,21,0.3,13,0.18571428571428572,0.8610728571428573,0.8778414285714284
all_first120,h4_bias_h1_reversal_alignment,double_bottom,no_break_even,70,33,0.4714285714285714,-16.929999999999996,869.4699999999999,-886.4,0.9809002707581227,0.17100000000000215,0.0024428571428571737,1.0044459004118307,295.43,2.9543,-0.057306299292556595,33,0.4714285714285714,0,0.0,0,0.0,22,0.3142857142857143,15,0.21428571428571427,0.5519057142857142,0.549462857142857
all_first120,h4_bias_h1_reversal_alignment,double_bottom,time_30min_and_0_5r_break_even,70,25,0.35714285714285715,-1.9600000000000328,746.2299999999998,-748.19,0.9973803445648829,0.4292999999999997,0.006132857142857139,1.013358434203566,202.84,2.0284,-0.009662788404654076,30,0.42857142857142855,33,0.4714285714285714,14,0.2,20,0.2857142857142857,6,0.08571428571428572,0.8039700000000002,0.8609057142857142
all_first120,h4_bias_h1_reversal_alignment,double_top,break_even_at_1_0r,45,17,0.37777777777777777,-104.85999999999999,449.28000000000003,-554.14,0.8107698415562855,-4.718100000000001,-0.10484666666666669,0.8027962382445142,171.84,1.7184000000000001,-0.6102188081936685,23,0.5111111111111111,8,0.17777777777777778,2,0.044444444444444446,12,0.26666666666666666,8,0.17777777777777778,0.8648222222222224,0.8614022222222223
all_first120,h4_bias_h1_reversal_alignment,double_top,break_even_at_1_1r,45,18,0.4,-97.65999999999998,457.46999999999997,-555.13,0.8240772431682668,-4.3584,-0.09685333333333332,0.8178307210031349,172.82999999999998,1.7283,-0.5650639356593183,23,0.5111111111111111,4,0.08888888888888889,1,0.022222222222222223,12,0.26666666666666666,9,0.2,0.8686022222222222,0.8614022222222223
all_first120,h4_bias_h1_reversal_alignment,double_top,no_break_even,45,19,0.4222222222222222,-81.38999999999999,464.15,-545.54,0.850808373354841,-3.9060999999999995,-0.08680222222222221,0.8364190680397174,169.28,1.6927999999999999,-0.48080103969754245,23,0.5111111111111111,0,0.0,0,0.0,12,0.26666666666666666,10,0.2222222222222222,0.44383555555555554,0.5306377777777778
all_first120,h4_bias_h1_reversal_alignment,double_top,time_30min_and_0_5r_break_even,47,16,0.3404255319148936,-64.66,481.23,-545.8899999999999,0.8815512282694318,-2.6989,-0.05742340425531915,0.8836495475571535,148.65,1.4865,-0.43498150016818027,22,0.46808510638297873,18,0.3829787234042553,8,0.1702127659574468,13,0.2765957446808511,4,0.0851063829787234,0.8480808510638299,0.8583148936170213
all_first120,h4_bias_h1_reversal_alignment,head_and_shoulders,break_even_at_1_0r,102,31,0.30392156862745096,-544.25,691.25,-1235.5000000000002,0.5594900849858356,-23.9494,-0.2347980392156863,0.5586925917463312,839.21,8.392100000000001,-0.6485265904839075,50,0.49019607843137253,24,0.23529411764705882,8,0.0784313725490196,16,0.1568627450980392,28,0.27450980392156865,0.7225352941176467,0.7514431372549017
all_first120,h4_bias_h1_reversal_alignment,head_and_shoulders,break_even_at_1_1r,102,33,0.3235294117647059,-532.45,702.68,-1235.13,0.5689117744690841,-23.357000000000003,-0.2289901960784314,0.5695276359682265,827.4100000000001,8.2741,-0.6435140982100772,50,0.49019607843137253,17,0.16666666666666666,6,0.058823529411764705,16,0.1568627450980392,30,0.29411764705882354,0.7259813725490195,0.7515745098039215
all_first120,h4_bias_h1_reversal_alignment,head_and_shoulders,no_break_even,102,33,0.3235294117647059,-641.8500000000001,700.93,-1342.7800000000002,0.5219991361205856,-28.687699999999996,-0.2812519607843137,0.5185795531778143,919.2400000000002,9.192400000000003,-0.6982398503111266,55,0.5392156862745098,0,0.0,0,0.0,16,0.1568627450980392,31,0.30392156862745096,0.3029607843137255,0.5842127450980392
all_first120,h4_bias_h1_reversal_alignment,head_and_shoulders,time_30min_and_0_5r_break_even,104,25,0.2403846153846154,-468.07,603.0,-1071.0700000000004,0.5629884134557029,-20.4589,-0.1967201923076923,0.5592112775588555,714.14,7.141400000000001,-0.655431708068446,42,0.40384615384615385,43,0.41346153846153844,24,0.23076923076923078,15,0.14423076923076922,23,0.22115384615384615,0.6735384615384614,0.7026971153846154
all_first120,h4_bias_h1_reversal_alignment,inverse_head_and_shoulders,break_even_at_1_0r,120,49,0.4083333333333333,-178.6900000000001,1072.68,-1251.3700000000001,0.8572045038637652,-8.139699999999994,-0.06783083333333328,0.8529202903395429,289.36000000000007,2.8936000000000006,-0.6175352502073544,47,0.39166666666666666,27,0.225,4,0.03333333333333333,21,0.175,48,0.4,0.6450075000000002,0.7517875
all_first120,h4_bias_h1_reversal_alignment,inverse_head_and_shoulders,break_even_at_1_1r,120,51,0.425,-162.7900000000002,1089.52,-1252.3100000000002,0.8700082248005684,-7.380499999999998,-0.06150416666666665,0.8665795334577062,288.2000000000001,2.882000000000001,-0.5648507980569054,47,0.39166666666666666,24,0.2,2,0.016666666666666666,21,0.175,50,0.4166666666666667,0.6493833333333334,0.7517875
all_first120,h4_bias_h1_reversal_alignment,inverse_head_and_shoulders,no_break_even,120,51,0.425,-220.94000000000014,1060.56,-1281.5000000000002,0.8275926648458836,-9.421799999999998,-0.07851499999999997,0.8357395277803448,339.7000000000001,3.3970000000000007,-0.6503974094789522,49,0.4083333333333333,0,0.0,0,0.0,21,0.175,50,0.4166666666666667,0.3994758333333334,0.47799083333333325
all_first120,h4_bias_h1_reversal_alignment,inverse_head_and_shoulders,time_30min_and_0_5r_break_even,122,46,0.3770491803278688,-198.5700000000001,989.5500000000001,-1188.1200000000001,0.8328704171295829,-8.705499999999997,-0.07135655737704916,0.832754427286455,309.2300000000001,3.0923000000000007,-0.6421433884163893,45,0.36885245901639346,42,0.3442622950819672,12,0.09836065573770492,19,0.1557377049180328,46,0.3770491803278688,0.6038827868852461,0.7321877049180329
all_first120,h4_bias_h1_reversal_alignment,sweep_high_reclaim,break_even_at_1_0r,3,1,0.3333333333333333,-15.739999999999998,11.04,-26.779999999999998,0.4122479462285288,-0.6111,-0.2037,0.45266457680250777,22.56,0.22559999999999997,-0.6976950354609929,1,0.3333333333333333,0,0.0,0,0.0,0,0.0,2,0.6666666666666666,0.7271,0.5865666666666667
all_first120,h4_bias_h1_reversal_alignment,sweep_high_reclaim,break_even_at_1_1r,3,1,0.3333333333333333,-15.739999999999998,11.04,-26.779999999999998,0.4122479462285288,-0.6111,-0.2037,0.45266457680250777,22.56,0.22559999999999997,-0.6976950354609929,1,0.3333333333333333,0,0.0,0,0.0,0,0.0,2,0.6666666666666666,0.7271,0.5865666666666667
all_first120,h4_bias_h1_reversal_alignment,sweep_high_reclaim,no_break_even,3,1,0.3333333333333333,-14.8,11.04,-25.84,0.42724458204334365,-0.6111,-0.2037,0.45266457680250777,21.62,0.21620000000000003,-0.6845513413506013,1,0.3333333333333333,0,0.0,0,0.0,0,0.0,2,0.6666666666666666,0.16846666666666665,0.3721666666666667
all_first120,h4_bias_h1_reversal_alignment,sweep_high_reclaim,time_30min_and_0_5r_break_even,3,0,0.0,-28.22,0,-28.22,0.0,-1.1763,-0.39209999999999995,0.0,28.22,0.2822,-1.0,1,0.3333333333333333,1,0.3333333333333333,1,0.3333333333333333,0,0.0,1,0.3333333333333333,0.5477666666666667,0.5865666666666667
all_first120,h4_bias_h1_reversal_alignment,sweep_low_reclaim,break_even_at_1_0r,6,2,0.3333333333333333,-2.3899999999999952,69.06,-71.45,0.9665500349895031,-0.04779999999999978,-0.00796666666666663,0.9845177171730262,47.16,0.47159999999999996,-0.05067854113655631,3,0.5,2,0.3333333333333333,1,0.16666666666666666,2,0.3333333333333333,0,0.0,0.9693999999999998,0.9185666666666665
all_first120,h4_bias_h1_reversal_alignment,sweep_low_reclaim,break_even_at_1_1r,6,2,0.3333333333333333,-34.379999999999995,69.06,-103.44,0.6676334106728539,-1.5214999999999999,-0.2535833333333333,0.6664181885948566,79.15,0.7915,-0.43436512950094747,4,0.6666666666666666,1,0.16666666666666666,0,0.0,2,0.3333333333333333,0,0.0,0.9969666666666664,1.0426333333333333
all_first120,h4_bias_h1_reversal_alignment,sweep_low_reclaim,no_break_even,6,2,0.3333333333333333,-32.54,69.06,-101.60000000000001,0.6797244094488188,-1.5214999999999999,-0.2535833333333333,0.6664181885948566,77.31,0.7731,-0.4209028586211357,4,0.6666666666666666,0,0.0,0,0.0,2,0.3333333333333333,0,0.0,0.5066,0.7601833333333333
all_first120,h4_bias_h1_reversal_alignment,sweep_low_reclaim,time_30min_and_0_5r_break_even,6,2,0.3333333333333333,-1.8899999999999988,70.78999999999999,-72.67999999999999,0.9739955971381398,-0.04779999999999978,-0.00796666666666663,0.9845177171730262,48.39,0.48390000000000005,-0.03905765654060754,3,0.5,3,0.5,1,0.16666666666666666,2,0.3333333333333333,0,0.0,0.9054833333333332,0.9185666666666665
all_first120,htf_soft_alignment,bos_down,break_even_at_1_0r,2,0,0.0,-26.099999999999998,0,-26.099999999999998,0.0,-1.1605,-0.58025,0.0,26.099999999999998,0.261,-1.0,1,0.5,1,0.5,1,0.5,0,0.0,0,0.0,1.0209000000000001,0.6807500000000001
all_first120,htf_soft_alignment,bos_down,break_even_at_1_1r,2,1,0.5,10.130000000000003,33.17,-23.04,1.439670138888889,0.4889999999999999,0.24449999999999994,1.4788015274649955,23.04,0.2304,0.439670138888889,1,0.5,0,0.0,0,0.0,1,0.5,0,0.0,1.1806999999999999,0.6807500000000001
all_first120,htf_soft_alignment,bos_down,no_break_even,2,1,0.5,10.130000000000003,33.17,-23.04,1.439670138888889,0.4889999999999999,0.24449999999999994,1.4788015274649955,23.04,0.2304,0.439670138888889,1,0.5,0,0.0,0,0.0,1,0.5,0,0.0,0.75515,0.51065
all_first120,htf_soft_alignment,bos_down,time_30min_and_0_5r_break_even,2,0,0.0,-26.099999999999998,0,-26.099999999999998,0.0,-1.1605,-0.58025,0.0,26.099999999999998,0.261,-1.0,1,0.5,1,0.5,1,0.5,0,0.0,0,0.0,1.0209000000000001,0.6807500000000001
all_first120,htf_soft_alignment,bos_up,break_even_at_1_0r,2,0,0.0,-51.709999999999994,0,-51.709999999999994,0.0,-2.266,-1.133,0.0,51.709999999999994,0.5170999999999999,-1.0,2,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0.3742,1.133
all_first120,htf_soft_alignment,bos_up,break_even_at_1_1r,2,0,0.0,-51.709999999999994,0,-51.709999999999994,0.0,-2.266,-1.133,0.0,51.709999999999994,0.5170999999999999,-1.0,2,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0.3742,1.133
all_first120,htf_soft_alignment,bos_up,no_break_even,2,0,0.0,-51.709999999999994,0,-51.709999999999994,0.0,-2.266,-1.133,0.0,51.709999999999994,0.5170999999999999,-1.0,2,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,1.133
all_first120,htf_soft_alignment,bos_up,time_30min_and_0_5r_break_even,2,0,0.0,-51.709999999999994,0,-51.709999999999994,0.0,-2.266,-1.133,0.0,51.709999999999994,0.5170999999999999,-1.0,2,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0.3742,1.133
all_first120,htf_soft_alignment,choch_down,break_even_at_1_0r,1,0,0.0,-22.32,0,-22.32,0.0,-1.0213,-1.0213,0.0,22.32,0.2232,-1.0,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0.7744,1.0213
all_first120,htf_soft_alignment,choch_down,break_even_at_1_1r,1,0,0.0,-22.32,0,-22.32,0.0,-1.0213,-1.0213,0.0,22.32,0.2232,-1.0,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0.7744,1.0213
all_first120,htf_soft_alignment,choch_down,no_break_even,1,0,0.0,-22.32,0,-22.32,0.0,-1.0213,-1.0213,0.0,22.32,0.2232,-1.0,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,1.0213
all_first120,htf_soft_alignment,choch_down,time_30min_and_0_5r_break_even,1,0,0.0,-0.16,0,-0.16,0.0,-0.0075,-0.0075,0.0,0.16,0.0015999999999999999,-1.0,0,0.0,1,1.0,1,1.0,0,0.0,0,0.0,0.5739,0.8396
all_first120,htf_soft_alignment,choch_up,break_even_at_1_0r,2,0,0.0,-22.63,0,-22.63,0.0,-1.0944,-0.5472,0.0,22.63,0.22629999999999997,-1.0,1,0.5,0,0.0,0,0.0,0,0.0,1,0.5,0.2908,0.6395500000000001
all_first120,htf_soft_alignment,choch_up,break_even_at_1_1r,2,0,0.0,-22.63,0,-22.63,0.0,-1.0944,-0.5472,0.0,22.63,0.22629999999999997,-1.0,1,0.5,0,0.0,0,0.0,0,0.0,1,0.5,0.2908,0.6395500000000001
all_first120,htf_soft_alignment,choch_up,no_break_even,2,0,0.0,-22.63,0,-22.63,0.0,-1.0944,-0.5472,0.0,22.63,0.22629999999999997,-1.0,1,0.5,0,0.0,0,0.0,0,0.0,1,0.5,0.0,0.5472
all_first120,htf_soft_alignment,choch_up,time_30min_and_0_5r_break_even,2,0,0.0,-22.63,0,-22.63,0.0,-1.0944,-0.5472,0.0,22.63,0.22629999999999997,-1.0,1,0.5,0,0.0,0,0.0,0,0.0,1,0.5,0.2908,0.6395500000000001
all_first120,htf_soft_alignment,double_bottom,break_even_at_1_0r,88,27,0.3068181818181818,-513.78,722.3999999999997,-1236.18,0.5843809154006696,-22.04190000000001,-0.25047613636363647,0.5956237937638967,567.5000000000001,5.675000000000001,-0.9053392070484579,52,0.5909090909090909,17,0.19318181818181818,3,0.03409090909090909,19,0.2159090909090909,14,0.1590909090909091,0.7246397727272723,0.8652034090909093
all_first120,htf_soft_alignment,double_bottom,break_even_at_1_1r,88,27,0.3068181818181818,-531.5400000000001,722.3999999999997,-1253.9399999999998,0.5761041198143451,-23.00190000000001,-0.2613852272727274,0.5853152425525163,585.2600000000001,5.852600000000001,-0.9082117349554044,53,0.6022727272727273,15,0.17045454545454544,2,0.022727272727272728,19,0.2159090909090909,14,0.1590909090909091,0.7312090909090908,0.8652034090909093
all_first120,htf_soft_alignment,double_bottom,no_break_even,88,28,0.3181818181818182,-582.5300000000002,749.59,-1332.1199999999997,0.5627045611506473,-25.085100000000015,-0.28505795454545474,0.5729185288093692,635.0500000000002,6.350500000000002,-0.9172978505629479,54,0.6136363636363636,0,0.0,0,0.0,19,0.2159090909090909,15,0.17045454545454544,0.38239772727272725,0.6674556818181819
all_first120,htf_soft_alignment,double_bottom,time_30min_and_0_5r_break_even,88,25,0.2840909090909091,-461.28999999999996,710.1099999999999,-1171.4,0.6062062489329006,-19.893800000000002,-0.22606590909090912,0.6159097666552111,518.4300000000001,5.1843,-0.8897826128889145,50,0.5681818181818182,31,0.3522727272727273,10,0.11363636363636363,19,0.2159090909090909,9,0.10227272727272728,0.6955011363636361,0.8510477272727275
all_first120,htf_soft_alignment,double_top,break_even_at_1_0r,73,25,0.3424657534246575,-223.79000000000005,739.61,-963.3999999999997,0.767708117085323,-9.777800000000001,-0.13394246575342467,0.7716630314465992,257.86,2.5786,-0.8678740401768403,41,0.5616438356164384,16,0.2191780821917808,6,0.0821917808219178,21,0.2876712328767123,5,0.0684931506849315,0.8927589041095891,0.8455589041095889
