scenario_id,break_even_mode,trades,wins,win_rate,net_profit,gross_profit,gross_loss,profit_factor,sum_r,avg_r,r_profit_factor,max_dd_profit,max_dd_pct,recovery_factor,full_sl_exits,full_sl_rate,break_even_triggered,break_even_trigger_rate,break_even_exits,break_even_exit_rate,tp_exits,tp_exit_rate,time_exits,time_exit_rate,avg_mfe_r,avg_mae_r
all_first120,break_even_at_1_0r,1685,635,0.3768545994065282,-3902.13,14896.83000000001,-18798.960000000006,0.7924284109333711,-172.4514999999999,-0.1023451038575667,0.7952023738029478,3931.3,39.313,-0.9925800625747209,744,0.44154302670623147,356,0.21127596439169138,66,0.03916913946587537,365,0.2166172106824926,510,0.3026706231454006,0.7389654005934725,0.7780178041543021
all_first120,break_even_at_1_1r,1680,648,0.38571428571428573,-3734.189999999999,15191.45000000001,-18925.64000000001,0.802691480975016,-165.12189999999998,-0.09828684523809522,0.8049339840499454,3761.5899999999992,37.61589999999999,-0.9927158462246018,745,0.44345238095238093,292,0.1738095238095238,40,0.023809523809523808,370,0.22023809523809523,525,0.3125,0.743301071428572,0.781094047619047
all_first120,no_break_even,1682,665,0.39536266349583826,-4073.4900000000025,15542.510000000002,-19616.000000000007,0.7923383972267535,-178.44359999999992,-0.10609013079667058,0.797019440081163,4102.660000000003,41.02660000000002,-0.992889978696748,766,0.45541022592152197,0,0.0,0,0.0,379,0.2253269916765755,537,0.3192627824019025,0.41657140309155744,0.5226615338882282
all_first120,time_30min_and_0_5r_break_even,1689,530,0.3137951450562463,-4011.0300000000016,13217.66,-17228.690000000002,0.7671889156981754,-176.92669999999998,-0.10475233866193012,0.7706989141400264,4038.4300000000017,40.38430000000002,-0.9932151851090646,689,0.4079336885731202,664,0.3931320307874482,284,0.16814683244523387,334,0.19775014801657786,382,0.22616933096506808,0.689602960331557,0.7534202486678506
clean_first120,break_even_at_1_0r,151,46,0.304635761589404,-740.9700000000001,1118.1999999999998,-1859.17,0.6014511852063016,-31.765500000000003,-0.2103675496688742,0.6002861435549751,770.2100000000002,7.702100000000002,-0.9620363277547682,69,0.45695364238410596,29,0.19205298013245034,4,0.026490066225165563,19,0.12582781456953643,59,0.39072847682119205,0.6178894039735099,0.8472496688741726
clean_first120,break_even_at_1_1r,151,47,0.31125827814569534,-741.2000000000002,1155.4699999999998,-1896.6699999999998,0.6092098256417826,-31.738000000000007,-0.2101854304635762,0.607903212455973,804.7200000000001,8.047200000000002,-0.9210657122974452,70,0.46357615894039733,25,0.16556291390728478,2,0.013245033112582781,20,0.13245033112582782,59,0.39072847682119205,0.632258940397351,0.8521794701986757
clean_first120,no_break_even,151,47,0.31125827814569534,-801.95,1153.4699999999998,-1955.4199999999998,0.5898835032882961,-34.20600000000001,-0.22652980132450337,0.5899165950345453,814.1700000000001,8.1417,-0.9849908495768697,72,0.4768211920529801,0,0.0,0,0.0,20,0.13245033112582782,59,0.39072847682119205,0.3258695364238411,0.5523993377483444
clean_first120,time_30min_and_0_5r_break_even,151,35,0.23178807947019867,-662.75,928.96,-1591.7100000000005,0.5836239013388116,-28.866700000000005,-0.19117019867549673,0.5760470792810629,755.5,7.555000000000001,-0.8772336201191264,60,0.3973509933774834,63,0.41721854304635764,31,0.2052980132450331,18,0.11920529801324503,42,0.2781456953642384,0.5679880794701988,0.8247953642384109
london_first120,break_even_at_1_0r,230,104,0.45217391304347826,793.8199999999989,3291.1400000000012,-2497.3200000000015,1.3178687553056874,32.20519999999998,0.14002260869565208,1.311187209758492,267.0999999999999,2.670999999999999,2.971995507300633,97,0.4217391304347826,74,0.3217391304347826,9,0.0391304347826087,78,0.3391304347826087,46,0.2,0.9041126086956517,0.8306343478260868
london_first120,break_even_at_1_1r,230,106,0.4608695652173913,826.7899999999989,3342.5200000000013,-2515.7300000000014,1.3286481458662096,33.36589999999997,0.14506913043478248,1.3196653304923658,267.0999999999999,2.670999999999999,3.095432422313737,97,0.4217391304347826,59,0.2565217391304348,6,0.02608695652173913,79,0.34347826086956523,48,0.20869565217391303,0.9124582608695648,0.8342304347826084
london_first120,no_break_even,230,111,0.4826086956521739,895.9899999999989,3476.0000000000014,-2580.0100000000016,1.347281599683722,36.61349999999998,0.15918913043478253,1.343632242593748,228.86,2.2886,3.9150135453989288,98,0.4260869565217391,0,0.0,0,0.0,82,0.3565217391304348,50,0.21739130434782608,0.6224434782608698,0.4632543478260872
london_first120,time_30min_and_0_5r_break_even,230,86,0.3739130434782609,512.1799999999998,2707.5600000000004,-2195.38,1.2332990188486732,20.351799999999987,0.08848608695652169,1.2218588492049218,258.73,2.5873,1.9795926255169474,86,0.3739130434782609,117,0.508695652173913,47,0.20434782608695654,68,0.2956521739130435,29,0.12608695652173912,0.8080813043478255,0.799628260869565
one_first120,break_even_at_1_0r,1105,415,0.3755656108597285,-2307.1299999999983,10304.210000000005,-12611.339999999998,0.8170590912623088,-97.86239999999998,-0.08856325791855202,0.8178926419154855,2371.519999999998,23.71519999999998,-0.9728486371609769,465,0.42081447963800905,236,0.21357466063348415,36,0.03257918552036199,230,0.2081447963800905,374,0.3384615384615385,0.7326910407239824,0.7698631674208155
one_first120,break_even_at_1_1r,1105,426,0.38552036199095024,-2255.349999999998,10445.110000000002,-12700.460000000001,0.8224198178648648,-95.10510000000005,-0.08606796380090502,0.8245352601563454,2332.099999999998,23.32099999999998,-0.9670897474379314,468,0.4235294117647059,191,0.17285067873303167,19,0.017194570135746608,232,0.20995475113122172,386,0.34932126696832577,0.738479728506788,0.7723804524886888
one_first120,no_break_even,1104,435,0.39402173913043476,-2268.1199999999985,10691.810000000003,-12959.929999999997,0.8249897954695747,-95.86460000000001,-0.08683387681159421,0.8265503153643791,2344.8699999999985,23.448699999999985,-0.9672689743994336,477,0.4320652173913043,0,0.0,0,0.0,237,0.21467391304347827,390,0.3532608695652174,0.41379474637681185,0.500628623188406
one_first120,time_30min_and_0_5r_break_even,1098,343,0.3123861566484517,-2792.7799999999993,8542.150000000001,-11334.929999999995,0.7536129468818956,-119.833,-0.10913752276867031,0.754459643400645,2840.4099999999994,28.404099999999993,-0.9832312940737429,427,0.3888888888888889,427,0.3888888888888889,187,0.1703096539162113,200,0.18214936247723132,284,0.2586520947176685,0.6730970856102008,0.746022495446267
tokyo_first120,break_even_at_1_0r,183,73,0.3989071038251366,-184.45000000000007,1949.6099999999997,-2134.06,0.9135685032285876,-8.116699999999998,-0.0443535519125683,0.9096005996407053,303.70000000000005,3.0370000000000004,-0.6073427724728352,81,0.4426229508196721,51,0.2786885245901639,9,0.04918032786885246,43,0.23497267759562843,50,0.273224043715847,0.8117639344262292,0.8006114754098363
tokyo_first120,break_even_at_1_1r,183,78,0.4262295081967213,-133.70000000000007,2048.43,-2182.13,0.9387295898961106,-5.811599999999997,-0.03175737704918031,0.9366244642915562,325.96000000000004,3.2596000000000007,-0.4101730273653211,83,0.453551912568306,39,0.21311475409836064,2,0.01092896174863388,44,0.24043715846994534,54,0.29508196721311475,0.8200666666666663,0.8052612021857927
tokyo_first120,no_break_even,183,78,0.4262295081967213,-180.91000000000003,2048.43,-2229.3399999999997,0.9188504220980201,-7.837199999999997,-0.0428262295081967,0.9163823290293257,348.61,3.4861000000000004,-0.5189466739336221,85,0.4644808743169399,0,0.0,0,0.0,44,0.24043715846994534,54,0.29508196721311475,0.4693409836065573,0.512167213114754
tokyo_first120,time_30min_and_0_5r_break_even,183,52,0.28415300546448086,-427.0900000000001,1424.4599999999998,-1851.55,0.7693338014096297,-18.36699999999999,-0.10036612021857919,0.7653199427578451,444.4600000000001,4.4446,-0.9609188678396257,72,0.39344262295081966,87,0.47540983606557374,48,0.26229508196721313,33,0.18032786885245902,30,0.16393442622950818,0.732621857923497,0.7722054644808747
