scenario_id,htf_alignment_mode,session_label,break_even_mode,trades,wins,win_rate,net_profit,gross_profit,gross_loss,profit_factor,sum_r,avg_r,r_profit_factor,max_dd_profit,max_dd_pct,recovery_factor,full_sl_exits,full_sl_rate,break_even_triggered,break_even_trigger_rate,break_even_exits,break_even_exit_rate,tp_exits,tp_exit_rate,time_exits,time_exit_rate,avg_mfe_r,avg_mae_r
all_first120,h1_confirmed_h4_not_opposite,tokyo,no_break_even,67,30,0.44776119402985076,91.88999999999999,775.9000000000002,-684.01,1.1343401412260057,4.9631,0.07407611940298507,1.1621551862149633,161.88,1.6188,0.5676426982950333,26,0.3880597014925373,0,0.0,0,0.0,19,0.2835820895522388,22,0.3283582089552239,0.5308985074626864,0.4568223880597014
all_first120,h1_confirmed_h4_not_opposite,tokyo,time_30min_and_0_5r_break_even,65,18,0.27692307692307694,-38.12000000000005,523.2299999999999,-561.35,0.9320922775452033,-1.2535000000000038,-0.019284615384615445,0.950936646235019,247.86,2.4786,-0.15379649802307774,22,0.3384615384615385,34,0.5230769230769231,18,0.27692307692307694,14,0.2153846153846154,11,0.16923076923076924,0.7989784615384614,0.7300015384615384
all_first120,h4_bias_h1_reversal_alignment,london,break_even_at_1_0r,62,35,0.5645161290322581,556.8699999999999,1034.5200000000002,-477.65,2.165853658536586,24.6355,0.3973467741935484,2.1897012164792127,101.19,1.0119,5.503211779820139,20,0.3225806451612903,24,0.3870967741935484,5,0.08064516129032258,26,0.41935483870967744,11,0.1774193548387097,1.0460870967741935,0.8304258064516129
all_first120,h4_bias_h1_reversal_alignment,london,break_even_at_1_1r,62,36,0.5806451612903226,565.0499999999998,1042.71,-477.65999999999997,2.1829544027132273,24.995200000000004,0.40314838709677425,2.2070719021794245,101.19,1.0119,5.584049807293209,20,0.3225806451612903,19,0.3064516129032258,4,0.06451612903225806,26,0.41935483870967744,12,0.1935483870967742,1.0503935483870968,0.8304258064516129
all_first120,h4_bias_h1_reversal_alignment,london,no_break_even,62,37,0.5967741935483871,521.2400000000001,1036.83,-515.59,2.010958319595027,23.1907,0.37404354838709675,2.017113659788163,112.47,1.1247,4.634480305859341,22,0.3548387096774194,0,0.0,0,0.0,26,0.41935483870967744,14,0.22580645161290322,0.7417935483870969,0.36774999999999997
all_first120,h4_bias_h1_reversal_alignment,london,time_30min_and_0_5r_break_even,63,31,0.49206349206349204,565.3399999999998,975.0899999999999,-409.74999999999994,2.379719341061623,24.5241,0.3892714285714286,2.381351492928235,98.20999999999998,0.9820999999999999,5.756440281030444,17,0.2698412698412698,37,0.5873015873015873,13,0.20634920634920634,25,0.3968253968253968,8,0.12698412698412698,0.9994063492063492,0.7950666666666666
all_first120,h4_bias_h1_reversal_alignment,london_newyork_overlap,break_even_at_1_0r,91,34,0.37362637362637363,-274.4399999999999,894.38,-1168.82,0.7651990896801903,-13.086,-0.1438021978021978,0.7484946387421274,474.10999999999996,4.741099999999999,-0.578853008795427,49,0.5384615384615384,20,0.21978021978021978,1,0.01098901098901099,22,0.24175824175824176,19,0.2087912087912088,0.7894747252747256,0.8123087912087911
all_first120,h4_bias_h1_reversal_alignment,london_newyork_overlap,break_even_at_1_1r,91,35,0.38461538461538464,-273.82,895.71,-1169.5299999999997,0.7658717604507795,-13.0176,-0.14305054945054946,0.7497520127338579,472.50000000000006,4.7250000000000005,-0.5795132275132274,49,0.5384615384615384,15,0.16483516483516483,0,0.0,22,0.24175824175824176,20,0.21978021978021978,0.7911725274725276,0.8123087912087911
all_first120,h4_bias_h1_reversal_alignment,london_newyork_overlap,no_break_even,91,35,0.38461538461538464,-265.4799999999999,886.1700000000001,-1151.65,0.769478574219598,-13.0176,-0.14305054945054946,0.7497520127338579,466.63,4.6663,-0.5689304159612539,49,0.5384615384615384,0,0.0,0,0.0,22,0.24175824175824176,20,0.21978021978021978,0.42858461538461545,0.5716351648351647
all_first120,h4_bias_h1_reversal_alignment,london_newyork_overlap,time_30min_and_0_5r_break_even,92,31,0.33695652173913043,-225.89,872.9200000000001,-1098.81,0.794423057671481,-10.430199999999997,-0.11337173913043476,0.7835698871181939,441.03999999999996,4.4104,-0.5121757663703973,46,0.5,33,0.358695652173913,10,0.10869565217391304,22,0.2391304347826087,14,0.15217391304347827,0.7556923913043481,0.7914760869565218
all_first120,h4_bias_h1_reversal_alignment,new_york,break_even_at_1_0r,150,44,0.29333333333333333,-1142.7700000000002,701.3899999999999,-1844.1599999999994,0.3803303401006421,-49.17529999999999,-0.3278353333333333,0.3844238592977407,1142.7700000000002,11.427700000000002,-1.0,68,0.4533333333333333,21,0.14,10,0.06666666666666667,12,0.08,60,0.4,0.5741093333333334,0.7591266666666666
all_first120,h4_bias_h1_reversal_alignment,new_york,break_even_at_1_1r,150,46,0.30666666666666664,-1167.0800000000002,712.8199999999998,-1879.8999999999992,0.37917974360338325,-50.056599999999996,-0.33371066666666666,0.38466474489388264,1167.0800000000002,11.670800000000002,-1.0,69,0.46,17,0.11333333333333333,7,0.04666666666666667,12,0.08,62,0.41333333333333333,0.578518,0.7641786666666667
all_first120,h4_bias_h1_reversal_alignment,new_york,no_break_even,150,48,0.32,-1294.99,738.8799999999999,-2033.87,0.36328772242080365,-55.5057,-0.370038,0.3753234198149572,1294.99,12.9499,-1.0,74,0.49333333333333335,0,0.0,0,0.0,13,0.08666666666666667,63,0.42,0.22232933333333335,0.5923673333333332
all_first120,h4_bias_h1_reversal_alignment,new_york,time_30min_and_0_5r_break_even,154,38,0.24675324675324675,-1122.2300000000005,630.3999999999997,-1752.6299999999997,0.35968801173094145,-47.6183,-0.30920974025974024,0.3665007696186231,1122.2300000000005,11.222300000000004,-1.0,64,0.4155844155844156,50,0.3246753246753247,26,0.16883116883116883,11,0.07142857142857142,53,0.34415584415584416,0.5328194805194805,0.7392590909090909
all_first120,h4_bias_h1_reversal_alignment,tokyo,break_even_at_1_0r,44,17,0.38636363636363635,-11.490000000000045,475.96,-487.45000000000005,0.9764283516258077,-0.538899999999999,-0.01224772727272725,0.9747285985603413,182.96000000000004,1.8296000000000003,-0.06280061215566267,20,0.45454545454545453,11,0.25,3,0.06818181818181818,12,0.2727272727272727,9,0.20454545454545456,0.8081454545454545,0.8198022727272729
all_first120,h4_bias_h1_reversal_alignment,tokyo,break_even_at_1_1r,44,18,0.4090909090909091,4.3099999999999525,491.46999999999997,-487.15999999999997,1.008847195993103,0.15190000000000103,0.003452272727272751,1.0071274733834148,182.96000000000004,1.8296000000000003,0.023557061652820024,20,0.45454545454545453,9,0.20454545454545456,2,0.045454545454545456,12,0.2727272727272727,10,0.22727272727272727,0.811084090909091,0.8198022727272729
all_first120,h4_bias_h1_reversal_alignment,tokyo,no_break_even,44,19,0.4318181818181818,7.349999999999984,513.3299999999999,-505.9799999999999,1.0145262658603107,0.3534000000000004,0.00803181818181819,1.0158511587851928,153.75,1.5375,0.047804878048780385,21,0.4772727272727273,0,0.0,0,0.0,12,0.2727272727272727,11,0.25,0.5147340909090908,0.5067022727272728
all_first120,h4_bias_h1_reversal_alignment,tokyo,time_30min_and_0_5r_break_even,44,14,0.3181818181818182,-4.02,412.39000000000004,-416.40999999999997,0.9903460531687521,-0.13569999999999804,-0.0030840909090908645,0.9924412483916069,154.89,1.5489,-0.025953902769707535,17,0.38636363636363635,20,0.45454545454545453,11,0.25,11,0.25,5,0.11363636363636363,0.7381863636363636,0.784859090909091
all_first120,htf_soft_alignment,london,break_even_at_1_0r,111,36,0.32432432432432434,-380.90000000000003,997.3600000000001,-1378.26,0.7236370496132806,-16.291400000000007,-0.14676936936936943,0.7363309288478377,459.5400000000001,4.595400000000001,-0.828872350611481,59,0.5315315315315315,33,0.2972972972972973,8,0.07207207207207207,27,0.24324324324324326,17,0.15315315315315314,0.7802774774774777,0.8652189189189186
all_first120,htf_soft_alignment,london,break_even_at_1_1r,111,38,0.34234234234234234,-408.82999999999987,1037.55,-1446.38,0.7173426070603851,-17.851499999999998,-0.1608243243243243,0.7262526912389821,521.8300000000002,5.218300000000001,-0.7834543816951877,60,0.5405405405405406,24,0.21621621621621623,2,0.018018018018018018,28,0.25225225225225223,21,0.1891891891891892,0.7904612612612615,0.8790099099099095
all_first120,htf_soft_alignment,london,no_break_even,111,41,0.36936936936936937,-337.76000000000016,1111.11,-1448.87,0.7668803964468862,-14.252300000000002,-0.1283990990990991,0.780286644971226,489.2700000000002,4.892700000000002,-0.6903345800887036,59,0.5315315315315315,0,0.0,0,0.0,30,0.2702702702702703,22,0.1981981981981982,0.4559945945945947,0.5843936936936938
all_first120,htf_soft_alignment,london,time_30min_and_0_5r_break_even,112,32,0.2857142857142857,-334.8900000000001,893.9500000000003,-1228.8400000000001,0.7274746915790503,-14.083099999999998,-0.12574196428571427,0.7452898950456406,435.5500000000001,4.355500000000001,-0.7688899093100677,53,0.4732142857142857,47,0.41964285714285715,21,0.1875,25,0.22321428571428573,13,0.11607142857142858,0.7105910714285715,0.8315830357142854
all_first120,htf_soft_alignment,london_newyork_overlap,break_even_at_1_0r,179,71,0.39664804469273746,-219.27000000000004,2036.6200000000006,-2255.8900000000003,0.9028011117563357,-10.390899999999995,-0.05804972067039103,0.8978348568287893,455.26,4.5526,-0.48163686684531926,98,0.547486033519553,42,0.2346368715083799,5,0.027932960893854747,54,0.3016759776536313,22,0.12290502793296089,0.8292430167597766,0.8216815642458102
all_first120,htf_soft_alignment,london_newyork_overlap,break_even_at_1_1r,179,71,0.39664804469273746,-233.62,2036.6200000000006,-2270.2400000000007,0.8970945803086898,-11.392399999999995,-0.06364469273743013,0.8890801531325577,475.87,4.7587,-0.49093239750351986,99,0.553072625698324,35,0.19553072625698323,4,0.0223463687150838,54,0.3016759776536313,22,0.12290502793296089,0.8344927374301679,0.8231435754189944
all_first120,htf_soft_alignment,london_newyork_overlap,no_break_even,179,74,0.4134078212290503,-201.47,2079.7500000000005,-2281.2200000000007,0.9116832221355239,-9.940299999999997,-0.05553240223463685,0.9036931683313164,452.67,4.5267,-0.4450703603066251,99,0.553072625698324,0,0.0,0,0.0,54,0.3016759776536313,26,0.1452513966480447,0.521087150837989,0.5766195530726259
all_first120,htf_soft_alignment,london_newyork_overlap,time_30min_and_0_5r_break_even,179,67,0.3743016759776536,-96.59999999999998,2017.9600000000005,-2114.5600000000004,0.9543167372881356,-4.4085,-0.02462849162011173,0.9537102176675029,373.17999999999995,3.7318,-0.25885631598692316,92,0.5139664804469274,65,0.36312849162011174,16,0.0893854748603352,54,0.3016759776536313,17,0.09497206703910614,0.7962162011173185,0.8068022346368715
all_first120,htf_soft_alignment,new_york,break_even_at_1_0r,260,101,0.38846153846153847,-581.98,1946.3499999999997,-2528.3300000000004,0.7698164401007778,-25.4076,-0.09772153846153846,0.7783417419046967,628.9499999999999,6.289499999999999,-0.9253199777406791,97,0.3730769230769231,43,0.16538461538461538,7,0.026923076923076925,45,0.17307692307692307,111,0.4269230769230769,0.6300788461538462,0.6902123076923077
all_first120,htf_soft_alignment,new_york,break_even_at_1_1r,259,102,0.3938223938223938,-547.3400000000004,1988.0299999999997,-2535.37,0.7841182943712357,-24.060999999999996,-0.09289961389961389,0.7906288097055095,610.8100000000002,6.108100000000002,-0.8960888001178766,97,0.3745173745173745,37,0.14285714285714285,3,0.011583011583011582,46,0.1776061776061776,113,0.4362934362934363,0.6325305019305019,0.6938162162162161
all_first120,htf_soft_alignment,new_york,no_break_even,257,102,0.3968871595330739,-622.51,1999.53,-2622.0400000000004,0.7625856203566688,-26.880900000000008,-0.10459494163424128,0.7721749109240513,659.04,6.590399999999999,-0.9445708909929595,98,0.38132295719844356,0,0.0,0,0.0,46,0.17898832684824903,113,0.4396887159533074,0.3545070038910507,0.4591019455252916
all_first120,htf_soft_alignment,new_york,time_30min_and_0_5r_break_even,264,85,0.32196969696969696,-755.7999999999995,1672.3199999999997,-2428.1199999999994,0.6887303757639656,-33.497299999999996,-0.1268837121212121,0.6966013899493602,783.1999999999995,7.8319999999999945,-0.9650153217568948,94,0.3560606060606061,92,0.3484848484848485,36,0.13636363636363635,39,0.14772727272727273,95,0.35984848484848486,0.5837882575757576,0.6688928030303031
all_first120,htf_soft_alignment,tokyo,break_even_at_1_0r,98,38,0.3877551020408163,-260.74,838.3499999999996,-1099.0900000000001,0.7627673802873282,-12.488599999999998,-0.127434693877551,0.7532150846158099,535.19,5.3519000000000005,-0.4871914647134662,46,0.46938775510204084,19,0.19387755102040816,2,0.02040816326530612,20,0.20408163265306123,30,0.30612244897959184,0.734830612244898,0.7843693877551022
all_first120,htf_soft_alignment,tokyo,break_even_at_1_1r,94,37,0.39361702127659576,-228.62,809.1599999999996,-1037.78,0.7797028271888066,-10.975499999999997,-0.11676063829787231,0.7693011035207563,537.02,5.3702,-0.4257197124874307,43,0.4574468085106383,15,0.1595744680851064,2,0.02127659574468085,19,0.20212765957446807,30,0.3191489361702128,0.7310744680851062,0.78085
all_first120,htf_soft_alignment,tokyo,no_break_even,98,39,0.3979591836734694,-257.66999999999996,865.5199999999996,-1123.19,0.7705909062580681,-12.270299999999999,-0.12520714285714285,0.7620716133360735,562.55,5.625499999999999,-0.45803928539685357,47,0.47959183673469385,0,0.0,0,0.0,20,0.20408163265306123,31,0.3163265306122449,0.4010316326530611,0.5262387755102041
all_first120,htf_soft_alignment,tokyo,time_30min_and_0_5r_break_even,94,29,0.30851063829787234,-264.7099999999999,671.4599999999997,-936.1700000000001,0.7172415266458011,-12.498499999999998,-0.1329627659574468,0.7090889200782994,502.56999999999994,5.0257,-0.5267126967387626,40,0.425531914893617,36,0.3829787234042553,19,0.20212765957446807,17,0.18085106382978725,18,0.19148936170212766,0.6802127659574467,0.749194680851064
all_first120,strict_h4_h1_alignment,london,break_even_at_1_0r,37,20,0.5405405405405406,318.86,581.7099999999999,-262.85,2.213087312155221,13.693200000000001,0.3700864864864865,2.1939002380267323,88.13999999999999,0.8813999999999999,3.617653732697981,10,0.2702702702702703,14,0.3783783783783784,3,0.08108108108108109,14,0.3783783783783784,10,0.2702702702702703,1.0515648648648648,0.7414297297297298
all_first120,strict_h4_h1_alignment,london,break_even_at_1_1r,37,22,0.5945945945945946,363.09,628.52,-265.43,2.367931281317108,15.747100000000003,0.4255972972972974,2.373816773247952,90.88,0.9087999999999998,3.995268485915493,10,0.2702702702702703,11,0.2972972972972973,1,0.02702702702702703,15,0.40540540540540543,11,0.2972972972972973,1.062135135135135,0.7459891891891892
all_first120,strict_h4_h1_alignment,london,no_break_even,37,22,0.5945945945945946,338.94,625.39,-286.45,2.183243148891604,14.718600000000002,0.39780000000000004,2.1783552694783364,88.14000000000001,0.8814000000000001,3.845473110959836,11,0.2972972972972973,0,0.0,0,0.0,15,0.40540540540540543,11,0.2972972972972973,0.7353891891891892,0.3375891891891891
all_first120,strict_h4_h1_alignment,london,time_30min_and_0_5r_break_even,37,15,0.40540540540540543,271.59000000000003,481.33000000000004,-209.73999999999995,2.2948889100791465,11.730400000000005,0.31703783783783795,2.3018589423450417,68.1,0.6809999999999999,3.9881057268722473,8,0.21621621621621623,24,0.6486486486486487,12,0.32432432432432434,12,0.32432432432432434,5,0.13513513513513514,0.976421621621622,0.684454054054054
all_first120,strict_h4_h1_alignment,london_newyork_overlap,break_even_at_1_0r,45,16,0.35555555555555557,-189.39000000000004,408.78000000000003,-598.17,0.6833843221826572,-8.669099999999998,-0.19264666666666663,0.6686351856523632,233.18000000000004,2.3318000000000003,-0.8122051633930869,23,0.5111111111111111,7,0.15555555555555556,0,0.0,10,0.2222222222222222,12,0.26666666666666666,0.7515488888888887,0.8437133333333332
all_first120,strict_h4_h1_alignment,london_newyork_overlap,break_even_at_1_1r,44,15,0.3409090909090909,-195.13,403.04,-598.17,0.6737883879164787,-8.9354,-0.20307727272727272,0.6584562224311783,238.92,2.3892,-0.8167168926837436,23,0.5227272727272727,7,0.1590909090909091,0,0.0,10,0.22727272727272727,11,0.25,0.7537181818181815,0.8559227272727271
all_first120,strict_h4_h1_alignment,london_newyork_overlap,no_break_even,44,15,0.3409090909090909,-193.48000000000002,398.38,-591.8600000000001,0.6730983678572634,-8.9354,-0.20307727272727272,0.6584562224311783,238.12000000000003,2.3812,-0.8125314967243407,23,0.5227272727272727,0,0.0,0,0.0,10,0.22727272727272727,11,0.25,0.391509090909091,0.5945863636363637
all_first120,strict_h4_h1_alignment,london_newyork_overlap,time_30min_and_0_5r_break_even,46,14,0.30434782608695654,-154.04999999999998,401.69,-555.74,0.722802029726131,-7.2023,-0.1565717391304348,0.7038941924237565,233.66,2.3366000000000002,-0.6592912779251904,22,0.4782608695652174,17,0.3695652173913043,6,0.13043478260869565,10,0.21739130434782608,8,0.17391304347826086,0.7139304347826085,0.827386956521739
all_first120,strict_h4_h1_alignment,new_york,break_even_at_1_0r,56,17,0.30357142857142855,-401.43000000000006,293.93999999999994,-695.37,0.42271021182967333,-16.925099999999997,-0.3022339285714285,0.4300833403485142,432.56,4.3256000000000006,-0.9280331052339561,23,0.4107142857142857,7,0.125,3,0.05357142857142857,6,0.10714285714285714,24,0.42857142857142855,0.5678464285714285,0.7976071428571431
all_first120,strict_h4_h1_alignment,new_york,break_even_at_1_1r,57,17,0.2982456140350877,-403.94,295.11999999999995,-699.06,0.4221669098503705,-17.10609999999999,-0.3001070175438595,0.4274779523737805,436.24999999999994,4.3625,-0.9259369627507165,23,0.40350877192982454,7,0.12280701754385964,3,0.05263157894736842,6,0.10526315789473684,25,0.43859649122807015,0.5756157894736841,0.7970684210526318
all_first120,strict_h4_h1_alignment,new_york,no_break_even,57,17,0.2982456140350877,-530.2799999999999,293.36999999999995,-823.6500000000002,0.35618284465488964,-22.68679999999999,-0.39801403508771915,0.3601998917065247,556.7299999999999,5.5672999999999995,-0.9524904352199449,26,0.45614035087719296,0,0.0,0,0.0,6,0.10526315789473684,25,0.43859649122807015,0.22407719298245612,0.6220912280701754
all_first120,strict_h4_h1_alignment,new_york,time_30min_and_0_5r_break_even,59,16,0.2711864406779661,-344.8200000000001,296.87999999999994,-641.6999999999999,0.4626460963066853,-14.486600000000001,-0.245535593220339,0.4713537105155603,375.38,3.7538,-0.9185891629815124,21,0.3559322033898305,18,0.3050847457627119,8,0.13559322033898305,6,0.1016949152542373,24,0.4067796610169492,0.5581694915254236,0.7620355932203392
all_first120,strict_h4_h1_alignment,tokyo,break_even_at_1_0r,25,9,0.36,-6.56999999999999,279.61,-286.18,0.9770424208540079,-0.21180000000000032,-0.008472000000000013,0.9827800678065317,164.1,1.641,-0.04003656307129793,11,0.44,7,0.28,1,0.04,7,0.28,6,0.24,0.8759640000000001,0.79072
all_first120,strict_h4_h1_alignment,tokyo,break_even_at_1_1r,25,10,0.4,8.18000000000001,295.12,-286.94,1.0285077019585975,0.47899999999999965,0.019159999999999986,1.0389839750632777,164.1,1.641,0.04984765386959178,11,0.44,5,0.2,0,0.0,7,0.28,7,0.28,0.8811359999999999,0.79072
all_first120,strict_h4_h1_alignment,tokyo,no_break_even,25,10,0.4,3.439999999999994,289.33,-285.89,1.01203259995103,0.47899999999999965,0.019159999999999986,1.0389839750632777,164.1,1.641,0.020962827544180343,11,0.44,0,0.0,0,0.0,7,0.28,7,0.28,0.5106440000000001,0.4914840000000001
all_first120,strict_h4_h1_alignment,tokyo,time_30min_and_0_5r_break_even,25,6,0.24,-49.880000000000024,183.54,-233.42000000000002,0.7863079427641161,-1.9046000000000012,-0.07618400000000004,0.8083575661833511,157.77,1.5776999999999999,-0.3161564302465616,9,0.36,13,0.52,8,0.32,5,0.2,3,0.12,0.7525359999999999,0.71732
clean_first120,h1_confirmed_h4_not_opposite,london,break_even_at_1_0r,11,4,0.36363636363636365,-13.430000000000001,105.46,-118.89,0.8870384388930944,-0.4807999999999998,-0.04370909090909089,0.9050909019127895,103.05,1.0305,-0.13032508491023775,4,0.36363636363636365,3,0.2727272727272727,0,0.0,2,0.18181818181818182,5,0.45454545454545453,0.6690909090909091,0.8867818181818183
clean_first120,h1_confirmed_h4_not_opposite,london,break_even_at_1_1r,11,4,0.36363636363636365,-13.430000000000001,105.46,-118.89,0.8870384388930944,-0.4807999999999998,-0.04370909090909089,0.9050909019127895,103.05,1.0305,-0.13032508491023775,4,0.36363636363636365,3,0.2727272727272727,0,0.0,2,0.18181818181818182,5,0.45454545454545453,0.6825181818181817,0.8867818181818183
clean_first120,h1_confirmed_h4_not_opposite,london,no_break_even,11,4,0.36363636363636365,-13.430000000000001,105.46,-118.89,0.8870384388930944,-0.4807999999999998,-0.04370909090909089,0.9050909019127895,103.05,1.0305,-0.13032508491023775,4,0.36363636363636365,0,0.0,0,0.0,2,0.18181818181818182,5,0.45454545454545453,0.4168272727272727,0.4605363636363636
clean_first120,h1_confirmed_h4_not_opposite,london,time_30min_and_0_5r_break_even,11,3,0.2727272727272727,-32.53000000000001,79.13,-111.66,0.7086691742790614,-1.3171,-0.11973636363636363,0.7223124117138582,95.81,0.9581000000000001,-0.33952614549629484,4,0.36363636363636365,5,0.45454545454545453,2,0.18181818181818182,2,0.18181818181818182,3,0.2727272727272727,0.6130272727272726,0.8576909090909091
clean_first120,h1_confirmed_h4_not_opposite,london_newyork_overlap,break_even_at_1_0r,11,3,0.2727272727272727,-103.27,45.349999999999994,-148.62,0.3051406271026779,-4.6601,-0.42364545454545455,0.29825169033385035,124.46,1.2446,-0.8297444962236863,5,0.45454545454545453,1,0.09090909090909091,0,0.0,0,0.0,6,0.5454545454545454,0.5757181818181819,0.8430363636363637
