scenario_id,htf_alignment_mode,symbol,break_even_mode,trades,wins,win_rate,net_profit,gross_profit,gross_loss,profit_factor,sum_r,avg_r,r_profit_factor,max_dd_profit,max_dd_pct,recovery_factor,full_sl_exits,full_sl_rate,break_even_triggered,break_even_trigger_rate,break_even_exits,break_even_exit_rate,tp_exits,tp_exit_rate,time_exits,time_exit_rate,avg_mfe_r,avg_mae_r
all_first120,h1_confirmed_h4_not_opposite,GBPUSD,break_even_at_1_0r,96,36,0.375,-288.9,765.74,-1054.64,0.7260676628991883,-13.527700000000003,-0.1409135416666667,0.7222962389684825,370.39,3.7038999999999995,-0.7799886606009881,41,0.4270833333333333,17,0.17708333333333334,4,0.041666666666666664,18,0.1875,33,0.34375,0.7194822916666667,0.8087114583333337
all_first120,h1_confirmed_h4_not_opposite,GBPUSD,break_even_at_1_1r,96,36,0.375,-287.03,769.19,-1056.22,0.7282479028990173,-13.527700000000003,-0.1409135416666667,0.7222962389684825,370.99,3.7099,-0.7736866222809239,41,0.4270833333333333,14,0.14583333333333334,4,0.041666666666666664,18,0.1875,33,0.34375,0.7218125,0.8087114583333337
all_first120,h1_confirmed_h4_not_opposite,GBPUSD,no_break_even,96,37,0.3854166666666667,-299.05999999999995,803.91,-1102.97,0.7288593524755886,-14.124700000000008,-0.14713229166666675,0.7223389679243093,422.37,4.2237,-0.7080521817363922,43,0.4479166666666667,0,0.0,0,0.0,19,0.19791666666666666,34,0.3541666666666667,0.38276666666666664,0.5298989583333334
all_first120,h1_confirmed_h4_not_opposite,GBPUSD,time_30min_and_0_5r_break_even,96,30,0.3125,-284.6000000000001,670.4200000000001,-955.0200000000001,0.7019957697221001,-13.455100000000005,-0.1401572916666667,0.6975525654454967,360.1500000000001,3.601500000000001,-0.7902262945994725,39,0.40625,37,0.3854166666666667,17,0.17708333333333334,16,0.16666666666666666,24,0.25,0.6636437499999998,0.7932395833333334
all_first120,h1_confirmed_h4_not_opposite,USDJPY,break_even_at_1_0r,183,69,0.3770491803278688,-302.76,1712.19,-2014.9499999999994,0.8497431698057026,-12.8545,-0.0702431693989071,0.85856161858895,456.77,4.567699999999999,-0.6628281191847101,81,0.4426229508196721,44,0.24043715846994534,8,0.04371584699453552,43,0.23497267759562843,51,0.2786885245901639,0.7609142076502732,0.7856677595628416
all_first120,h1_confirmed_h4_not_opposite,USDJPY,break_even_at_1_1r,183,73,0.3989071038251366,-240.80999999999995,1819.1600000000003,-2059.9699999999993,0.883100239323874,-9.4119,-0.0514311475409836,0.8975254283791818,456.34000000000003,4.5634,-0.5276986457465923,82,0.44808743169398907,38,0.20765027322404372,3,0.01639344262295082,45,0.2459016393442623,53,0.2896174863387978,0.7725622950819669,0.7903852459016394
all_first120,h1_confirmed_h4_not_opposite,USDJPY,no_break_even,183,76,0.41530054644808745,-160.56999999999994,1916.3700000000003,-2076.9399999999987,0.9226891484587911,-5.713199999999999,-0.031219672131147534,0.9383463190382667,456.3399999999999,4.5634,-0.35186483762107196,82,0.44808743169398907,0,0.0,0,0.0,48,0.26229508196721313,53,0.2896174863387978,0.47515191256830613,0.5063715846994535
all_first120,h1_confirmed_h4_not_opposite,USDJPY,time_30min_and_0_5r_break_even,174,48,0.27586206896551724,-508.72999999999985,1297.6399999999996,-1806.3700000000003,0.7183688834513413,-23.028,-0.1323448275862069,0.7193798279574608,547.4899999999999,5.474899999999999,-0.9292041863778333,73,0.41954022988505746,70,0.40229885057471265,35,0.20114942528735633,35,0.20114942528735633,31,0.1781609195402299,0.7030718390804596,0.7691252873563218
all_first120,h4_bias_h1_reversal_alignment,AUDJPY,break_even_at_1_0r,18,5,0.2777777777777778,-112.54999999999997,118.39,-230.94,0.5126439767905083,-4.7921,-0.26622777777777773,0.5181494590355145,178.95,1.7894999999999999,-0.6289466331377478,9,0.5,4,0.2222222222222222,1,0.05555555555555555,2,0.1111111111111111,6,0.3333333333333333,0.6160611111111112,0.7521722222222222
all_first120,h4_bias_h1_reversal_alignment,AUDJPY,break_even_at_1_1r,18,5,0.2777777777777778,-112.54999999999997,118.39,-230.94,0.5126439767905083,-4.7921,-0.26622777777777773,0.5181494590355145,178.95,1.7894999999999999,-0.6289466331377478,9,0.5,4,0.2222222222222222,1,0.05555555555555555,2,0.1111111111111111,6,0.3333333333333333,0.6212611111111112,0.7521722222222222
all_first120,h4_bias_h1_reversal_alignment,AUDJPY,no_break_even,18,5,0.2777777777777778,-139.09999999999997,113.66000000000001,-252.76000000000002,0.4496755815793638,-5.789299999999999,-0.32162777777777773,0.47092959497002473,203.68,2.0368,-0.682934014139827,10,0.5555555555555556,0,0.0,0,0.0,2,0.1111111111111111,6,0.3333333333333333,0.2862833333333333,0.6079111111111112
all_first120,h4_bias_h1_reversal_alignment,AUDJPY,time_30min_and_0_5r_break_even,18,3,0.16666666666666666,-129.68,102.83,-232.51,0.44226054793342223,-5.514699999999999,-0.30637222222222216,0.4466152888995925,178.97,1.7897,-0.7245907135274069,9,0.5,6,0.3333333333333333,3,0.16666666666666666,2,0.1111111111111111,4,0.2222222222222222,0.5803444444444446,0.7521722222222222
all_first120,h4_bias_h1_reversal_alignment,EURJPY,break_even_at_1_0r,41,16,0.3902439024390244,-15.169999999999982,419.81,-434.9800000000001,0.96512483332567,-0.06759999999999988,-0.0016487804878048751,0.9963483343326798,103.75,1.0375,-0.14621686746987936,16,0.3902439024390244,8,0.1951219512195122,2,0.04878048780487805,11,0.2682926829268293,12,0.2926829268292683,0.8107048780487806,0.7393097560975609
