scenario_id,htf_alignment_mode,symbol,break_even_mode,trades,wins,win_rate,net_profit,gross_profit,gross_loss,profit_factor,sum_r,avg_r,r_profit_factor,max_dd_profit,max_dd_pct,recovery_factor,full_sl_exits,full_sl_rate,break_even_triggered,break_even_trigger_rate,break_even_exits,break_even_exit_rate,tp_exits,tp_exit_rate,time_exits,time_exit_rate,avg_mfe_r,avg_mae_r
all_first120,h4_bias_h1_reversal_alignment,EURJPY,break_even_at_1_1r,41,16,0.3902439024390244,-15.179999999999973,419.81,-434.99000000000007,0.9651026460378398,-0.06759999999999988,-0.0016487804878048751,0.9963483343326798,103.75,1.0375,-0.14631325301204792,16,0.3902439024390244,8,0.1951219512195122,2,0.04878048780487805,11,0.2682926829268293,12,0.2926829268292683,0.8180731707317074,0.7393097560975609
all_first120,h4_bias_h1_reversal_alignment,EURJPY,no_break_even,41,16,0.3902439024390244,-45.24000000000001,413.15,-458.39,0.9013067475293963,-1.307499999999999,-0.031890243902439,0.9338041717294453,101.21,1.0121,-0.4469914040114614,17,0.4146341463414634,0,0.0,0,0.0,11,0.2682926829268293,13,0.3170731707317073,0.4498658536585367,0.48175609756097565
all_first120,h4_bias_h1_reversal_alignment,EURJPY,time_30min_and_0_5r_break_even,41,14,0.34146341463414637,2.7400000000000198,412.49000000000007,-409.75,1.006687004270897,0.5849000000000006,0.0142658536585366,1.033585217680903,100.94999999999999,1.0094999999999998,0.027142149578999703,15,0.36585365853658536,19,0.4634146341463415,7,0.17073170731707318,11,0.2682926829268293,8,0.1951219512195122,0.793239024390244,0.7162000000000001
all_first120,h4_bias_h1_reversal_alignment,EURUSD,break_even_at_1_0r,49,16,0.32653061224489793,-295.34000000000003,322.37999999999994,-617.7200000000001,0.5218869390662434,-13.315100000000001,-0.27173673469387755,0.5126369382922107,331.24,3.3124000000000002,-0.8916193696413477,25,0.5102040816326531,6,0.12244897959183673,1,0.02040816326530612,8,0.16326530612244897,15,0.30612244897959184,0.6309836734693878,0.7945326530612244
all_first120,h4_bias_h1_reversal_alignment,EURUSD,break_even_at_1_1r,49,16,0.32653061224489793,-297.95000000000005,322.37999999999994,-620.3300000000002,0.5196911321393449,-13.315100000000001,-0.27173673469387755,0.5126369382922107,333.85,3.3385000000000007,-0.8924666766511907,25,0.5102040816326531,5,0.10204081632653061,1,0.02040816326530612,8,0.16326530612244897,15,0.30612244897959184,0.6309836734693878,0.7945326530612244
all_first120,h4_bias_h1_reversal_alignment,EURUSD,no_break_even,49,16,0.32653061224489793,-323.01000000000016,314.24999999999994,-637.26,0.49312682421617543,-14.290100000000002,-0.2916346938775511,0.4949727343730673,358.91000000000014,3.5891000000000015,-0.8999749240756737,26,0.5306122448979592,0,0.0,0,0.0,8,0.16326530612244897,15,0.30612244897959184,0.28582857142857143,0.5774632653061225
all_first120,h4_bias_h1_reversal_alignment,EURUSD,time_30min_and_0_5r_break_even,50,15,0.3,-307.76000000000005,293.71999999999997,-601.4800000000001,0.48832878898716486,-13.615299999999998,-0.27230599999999994,0.48414583783251314,343.66,3.4366,-0.8955362858639354,24,0.48,16,0.32,5,0.1,7,0.14,14,0.28,0.58678,0.776968
all_first120,h4_bias_h1_reversal_alignment,GBPJPY,break_even_at_1_0r,39,12,0.3076923076923077,-141.03,274.89000000000004,-415.92,0.6609203693017889,-5.765999999999999,-0.14784615384615382,0.6804867506732719,239.17,2.3916999999999997,-0.5896642555504453,16,0.41025641025641024,10,0.2564102564102564,5,0.1282051282051282,7,0.1794871794871795,11,0.28205128205128205,0.7374076923076922,0.7748641025641025
all_first120,h4_bias_h1_reversal_alignment,GBPJPY,break_even_at_1_1r,39,13,0.3333333333333333,-164.83,283.08000000000004,-447.90999999999997,0.6320019646804047,-6.88,-0.1764102564102564,0.6475391779671001,230.98,2.3098,-0.7136115681011344,17,0.4358974358974359,8,0.20512820512820512,3,0.07692307692307693,7,0.1794871794871795,12,0.3076923076923077,0.7460102564102564,0.7939512820512821
all_first120,h4_bias_h1_reversal_alignment,GBPJPY,no_break_even,39,15,0.38461538461538464,-197.73000000000002,326.12000000000006,-523.85,0.6225446215519711,-8.0737,-0.20701794871794874,0.6454409317072957,299.99,2.9999000000000002,-0.6591219707323578,18,0.46153846153846156,0,0.0,0,0.0,8,0.20512820512820512,13,0.3333333333333333,0.3768564102564103,0.5838743589743591
all_first120,h4_bias_h1_reversal_alignment,GBPJPY,time_30min_and_0_5r_break_even,40,11,0.275,-134.15000000000003,269.25000000000006,-403.4,0.667451660882499,-4.924000000000002,-0.12310000000000006,0.7092909982937674,245.73000000000002,2.4573,-0.5459243885565459,15,0.375,16,0.4,8,0.2,7,0.175,10,0.25,0.6635774999999999,0.7688675
all_first120,h4_bias_h1_reversal_alignment,GBPUSD,break_even_at_1_0r,74,32,0.43243243243243246,-42.97000000000003,690.6199999999999,-733.5899999999998,0.9414250466882047,-2.582099999999998,-0.034893243243243215,0.9205020920502092,362.47,3.6247000000000003,-0.11854774188208686,30,0.40540540540540543,16,0.21621621621621623,5,0.06756756756756757,15,0.20270270270270271,24,0.32432432432432434,0.7954648648648647,0.7479418918918921
all_first120,h4_bias_h1_reversal_alignment,GBPUSD,break_even_at_1_1r,74,34,0.4594594594594595,-31.090000000000046,701.9599999999999,-733.0499999999998,0.9575881590614557,-2.064799999999998,-0.02790270270270268,0.9363943011166731,350.59000000000003,3.5059,-0.08867908383011507,30,0.40540540540540543,10,0.13513513513513514,3,0.04054054054054054,15,0.20270270270270271,26,0.35135135135135137,0.7970608108108106,0.7479418918918921
all_first120,h4_bias_h1_reversal_alignment,GBPUSD,no_break_even,74,35,0.47297297297297297,-66.2,697.8499999999999,-764.05,0.913356455729337,-3.8432000000000004,-0.05193513513513514,0.888698392104166,368.47,3.6847000000000003,-0.17966184492631693,32,0.43243243243243246,0,0.0,0,0.0,15,0.20270270270270271,27,0.36486486486486486,0.41468108108108115,0.46661621621621613
all_first120,h4_bias_h1_reversal_alignment,GBPUSD,time_30min_and_0_5r_break_even,76,28,0.3684210526315789,-53.139999999999986,644.5799999999999,-697.7199999999998,0.9238376426073498,-2.8623000000000003,-0.03766184210526316,0.9062871398964749,344.16999999999996,3.4416999999999995,-0.15440044164221167,28,0.3684210526315789,31,0.40789473684210525,14,0.18421052631578946,14,0.18421052631578946,20,0.2631578947368421,0.7418394736842103,0.7378605263157896
all_first120,h4_bias_h1_reversal_alignment,USDJPY,break_even_at_1_0r,126,49,0.3888888888888889,-264.77,1280.16,-1544.93,0.8286200669285987,-11.641800000000002,-0.09239523809523811,0.8278940085625756,456.35,4.5635,-0.5801906431467075,61,0.48412698412698413,32,0.25396825396825395,5,0.03968253968253968,29,0.23015873015873015,31,0.24603174603174602,0.757975396825397,0.8491785714285713
all_first120,h4_bias_h1_reversal_alignment,USDJPY,break_even_at_1_1r,126,51,0.40476190476190477,-249.94000000000003,1297.0900000000001,-1547.0299999999997,0.8384388150197477,-10.8075,-0.08577380952380952,0.8401874424223784,440.5300000000001,4.4053,-0.5673620411776723,61,0.48412698412698413,25,0.1984126984126984,3,0.023809523809523808,29,0.23015873015873015,33,0.2619047619047619,0.7608547619047621,0.8492849206349207
all_first120,h4_bias_h1_reversal_alignment,USDJPY,no_break_even,126,52,0.4126984126984127,-260.6000000000001,1310.1799999999996,-1570.7800000000002,0.8340951629126927,-11.675399999999998,-0.09266190476190475,0.8324389876360716,448.9000000000001,4.489000000000001,-0.5805301848964135,63,0.5,0,0.0,0,0.0,29,0.23015873015873015,34,0.2698412698412698,0.4603420634920635,0.5530039682539681
all_first120,h4_bias_h1_reversal_alignment,USDJPY,time_30min_and_0_5r_break_even,128,43,0.3359375,-164.80999999999997,1167.93,-1332.7399999999996,0.8763374701742279,-7.328699999999997,-0.057255468749999976,0.8732273766731591,327.96,3.2796,-0.50253079643859,53,0.4140625,52,0.40625,23,0.1796875,28,0.21875,24,0.1875,0.7171078125000001,0.8023507812499999
all_first120,htf_soft_alignment,AUDJPY,break_even_at_1_0r,47,14,0.2978723404255319,-270.77,331.73,-602.5,0.5505892116182572,-12.254599999999998,-0.2607361702127659,0.5586663401423263,276.68999999999994,2.7668999999999997,-0.9786042141024253,26,0.5531914893617021,8,0.1702127659574468,2,0.0425531914893617,9,0.19148936170212766,10,0.2127659574468085,0.6027680851063831,0.7958021276595745
all_first120,htf_soft_alignment,AUDJPY,break_even_at_1_1r,46,15,0.32608695652173914,-230.25,348.23,-578.48,0.6019741391232195,-10.297399999999998,-0.2238565217391304,0.613766873834913,257.39,2.5738999999999996,-0.894556898092389,25,0.5434782608695652,7,0.15217391304347827,1,0.021739130434782608,9,0.1956521739130435,11,0.2391304347826087,0.6037260869565219,0.7911847826086956
all_first120,htf_soft_alignment,AUDJPY,no_break_even,47,15,0.3191489361702128,-273.66999999999996,348.23,-621.9,0.5599453288310018,-12.3028,-0.2617617021276596,0.5708300629654823,279.5899999999999,2.795899999999999,-0.9788261382739012,27,0.574468085106383,0,0.0,0,0.0,9,0.19148936170212766,11,0.23404255319148937,0.348163829787234,0.6099255319148935
all_first120,htf_soft_alignment,AUDJPY,time_30min_and_0_5r_break_even,46,13,0.2826086956521739,-266.24999999999994,296.61,-562.86,0.5269694062466688,-11.7862,-0.2562217391304348,0.5427345453416824,293.38999999999993,2.9338999999999995,-0.9074951429837418,24,0.5217391304347826,12,0.2608695652173913,4,0.08695652173913043,8,0.17391304347826086,10,0.21739130434782608,0.5621217391304348,0.7869239130434782
all_first120,htf_soft_alignment,EURJPY,break_even_at_1_0r,124,52,0.41935483870967744,-125.19000000000005,1213.1099999999994,-1338.2999999999995,0.9064559515803631,-4.954000000000004,-0.03995161290322584,0.9184917183702953,186.97,1.8697,-0.6695726587153022,55,0.4435483870967742,26,0.20967741935483872,2,0.016129032258064516,33,0.2661290322580645,34,0.27419354838709675,0.7634153225806452,0.7462056451612902
all_first120,htf_soft_alignment,EURJPY,break_even_at_1_1r,123,53,0.43089430894308944,-62.69000000000005,1246.2799999999995,-1308.9699999999996,0.9521073821401559,-2.304500000000004,-0.01873577235772361,0.9613597608312558,186.97,1.8697,-0.33529443226186045,54,0.43902439024390244,21,0.17073170731707318,1,0.008130081300813009,34,0.2764227642276423,34,0.2764227642276423,0.7696186991869919,0.7441422764227641
all_first120,htf_soft_alignment,EURJPY,no_break_even,124,54,0.43548387096774194,-80.75000000000004,1251.2499999999995,-1331.9999999999995,0.9393768768768769,-3.0635000000000043,-0.024705645161290358,0.9494655405628323,188.0,1.8800000000000001,-0.4295212765957449,55,0.4435483870967742,0,0.0,0,0.0,34,0.27419354838709675,35,0.28225806451612906,0.4641814516129033,0.4888870967741935
all_first120,htf_soft_alignment,EURJPY,time_30min_and_0_5r_break_even,125,46,0.368,-34.14000000000003,1177.0599999999997,-1211.1999999999996,0.9718130779392339,-0.5811999999999994,-0.004649599999999995,0.9894616024819267,192.32,1.9232,-0.1775166389351083,50,0.4,50,0.4,19,0.152,33,0.264,23,0.184,0.7187456000000002,0.7168592
all_first120,htf_soft_alignment,EURUSD,break_even_at_1_0r,71,25,0.352112676056338,-223.1200000000001,573.9599999999999,-797.0800000000003,0.7200782857429615,-10.3263,-0.14544084507042254,0.7142932241374539,325.36000000000007,3.253600000000001,-0.6857634620113107,33,0.4647887323943662,14,0.19718309859154928,2,0.028169014084507043,12,0.16901408450704225,24,0.3380281690140845,0.6567999999999998,0.7360028169014087
all_first120,htf_soft_alignment,EURUSD,break_even_at_1_1r,71,25,0.352112676056338,-218.20000000000002,576.41,-794.6100000000002,0.7253998817029735,-10.3263,-0.14544084507042254,0.7142932241374539,320.44,3.2044,-0.6809387092747473,33,0.4647887323943662,12,0.16901408450704225,2,0.028169014084507043,12,0.16901408450704225,24,0.3380281690140845,0.660932394366197,0.7360028169014087
all_first120,htf_soft_alignment,EURUSD,no_break_even,71,27,0.38028169014084506,-167.37999999999997,624.28,-791.6600000000002,0.7885708511229566,-7.9918,-0.11256056338028168,0.7774367828896067,269.61999999999995,2.6961999999999997,-0.6207996439433277,33,0.4647887323943662,0,0.0,0,0.0,12,0.16901408450704225,26,0.36619718309859156,0.3931859154929577,0.5057464788732394
all_first120,htf_soft_alignment,EURUSD,time_30min_and_0_5r_break_even,73,23,0.3150684931506849,-270.24000000000007,497.68999999999994,-767.9300000000002,0.6480929251364055,-12.645199999999999,-0.17322191780821916,0.6399256228234281,372.4800000000001,3.724800000000001,-0.7255154639175257,32,0.4383561643835616,25,0.3424657534246575,8,0.1095890410958904,11,0.1506849315068493,22,0.3013698630136986,0.5999986301369862,0.7102027397260275
all_first120,htf_soft_alignment,GBPJPY,break_even_at_1_0r,119,41,0.3445378151260504,-397.8599999999999,922.6300000000001,-1320.4900000000002,0.6987027542806079,-17.969999999999995,-0.1510084033613445,0.7045948082989626,397.8599999999999,3.978599999999999,-1.0,54,0.453781512605042,20,0.16806722689075632,5,0.04201680672268908,24,0.20168067226890757,36,0.3025210084033613,0.7274596638655465,0.7660176470588237
all_first120,htf_soft_alignment,GBPJPY,break_even_at_1_1r,117,42,0.358974358974359,-366.93,954.3499999999999,-1321.2800000000002,0.72229201985953,-16.991700000000005,-0.14522820512820517,0.7214384078166497,400.93,4.0093000000000005,-0.9151971665876837,54,0.46153846153846156,15,0.1282051282051282,1,0.008547008547008548,25,0.21367521367521367,37,0.3162393162393162,0.7340829059829062,0.7718512820512821
all_first120,htf_soft_alignment,GBPJPY,no_break_even,118,42,0.3559322033898305,-467.9799999999999,959.3199999999999,-1427.3000000000006,0.6721221887479853,-21.311199999999996,-0.18060338983050844,0.6737290925096642,501.9799999999999,5.019799999999999,-0.9322682178572851,56,0.4745762711864407,0,0.0,0,0.0,25,0.211864406779661,37,0.3135593220338983,0.37293474576271185,0.5535381355932204
all_first120,htf_soft_alignment,GBPJPY,time_30min_and_0_5r_break_even,118,33,0.2796610169491525,-332.3499999999999,836.41,-1168.76,0.7156387966733975,-14.923600000000004,-0.126471186440678,0.7219797273003328,336.3399999999999,3.363399999999999,-0.9881370042219183,49,0.4152542372881356,45,0.3813559322033898,22,0.1864406779661017,22,0.1864406779661017,25,0.211864406779661,0.6736440677966098,0.7328067796610169
all_first120,htf_soft_alignment,GBPUSD,break_even_at_1_0r,88,32,0.36363636363636365,-298.0700000000001,713.5800000000002,-1011.6500000000001,0.7053625265655119,-13.8708,-0.15762272727272728,0.6970548087318315,364.4600000000001,3.6446000000000005,-0.817840092191187,41,0.4659090909090909,14,0.1590909090909091,2,0.022727272727272728,17,0.19318181818181818,28,0.3181818181818182,0.6587113636363635,0.7954465909090911
all_first120,htf_soft_alignment,GBPUSD,break_even_at_1_1r,88,32,0.36363636363636365,-335.5000000000001,713.5800000000002,-1049.0800000000002,0.6801959812407062,-15.457699999999999,-0.1756556818181818,0.6737050749998944,401.8900000000001,4.018900000000001,-0.834805543805519,41,0.4659090909090909,11,0.125,0,0.0,17,0.19318181818181818,30,0.3409090909090909,0.6595034090909091,0.8053602272727275
all_first120,htf_soft_alignment,GBPUSD,no_break_even,88,32,0.36363636363636365,-335.5000000000001,713.5800000000002,-1049.0800000000002,0.6801959812407062,-15.457699999999999,-0.1756556818181818,0.6737050749998944,401.8900000000001,4.018900000000001,-0.834805543805519,41,0.4659090909090909,0,0.0,0,0.0,17,0.19318181818181818,30,0.3409090909090909,0.3626784090909091,0.5383340909090909
all_first120,htf_soft_alignment,GBPUSD,time_30min_and_0_5r_break_even,88,28,0.3181818181818182,-323.2900000000001,634.98,-958.27,0.6626316173938452,-14.458599999999997,-0.16430227272727269,0.6655014378353116,389.68000000000006,3.896800000000001,-0.8296294395401356,39,0.4431818181818182,28,0.3181818181818182,9,0.10227272727272728,15,0.17045454545454544,25,0.2840909090909091,0.6174590909090907,0.7823659090909092
all_first120,htf_soft_alignment,USDJPY,break_even_at_1_0r,199,82,0.4120603015075377,-127.87999999999992,2063.67,-2191.5499999999997,0.9416486048687004,-5.202800000000002,-0.02614472361809046,0.9465924838580532,337.68999999999994,3.376899999999999,-0.3786905149693504,91,0.457286432160804,55,0.27638190954773867,9,0.04522613065326633,51,0.2562814070351759,48,0.24120603015075376,0.7875301507537689,0.784421608040201
