run_id,month,trades,wins,win_rate,net_profit,gross_profit,gross_loss,profit_factor,sum_r,avg_r,r_profit_factor,max_dd_profit,max_dd_pct,recovery_factor,full_sl_exits,full_sl_rate,break_even_triggered,break_even_trigger_rate,break_even_exits,break_even_exit_rate,tp_exits,tp_exit_rate,time_exits,time_exit_rate,avg_mfe_r,avg_mae_r
all_first120__h1_conf_h4_notopp__be_1_0r,2025-01,49,11,0.22448979591836735,-497.81000000000006,208.65,-706.4599999999999,0.295345808679897,-21.062399999999997,-0.4298448979591836,0.30225532027668084,499.9200000000001,4.999200000000001,-0.9957793246919507,27,0.5510204081632653,6,0.12244897959183673,2,0.04081632653061224,4,0.08163265306122448,16,0.32653061224489793,0.5929775510204082,0.8316632653061226
all_first120__h1_conf_h4_notopp__be_1_0r,2025-02,45,20,0.4444444444444444,58.809999999999974,519.19,-460.38,1.1277422998392634,2.878199999999997,0.06395999999999993,1.144559796284298,160.76000000000002,1.6076000000000004,0.3658248320477729,18,0.4,12,0.26666666666666666,4,0.08888888888888889,12,0.26666666666666666,11,0.24444444444444444,0.8357066666666667,0.7306066666666667
all_first120__h1_conf_h4_notopp__be_1_0r,2025-03,69,26,0.37681159420289856,-184.72,552.4600000000002,-737.18,0.7494234786619282,-8.234899999999994,-0.11934637681159412,0.7506208057756132,346.44000000000005,3.464400000000001,-0.5331947812030943,28,0.4057971014492754,16,0.2318840579710145,2,0.028985507246376812,12,0.17391304347826086,27,0.391304347826087,0.7389898550724637,0.732314492753623
all_first120__h1_conf_h4_notopp__be_1_0r,2025-04,73,30,0.410958904109589,-56.61999999999998,735.94,-792.56,0.9285606137074797,-2.9695000000000036,-0.04067808219178087,0.9197343489413693,352.84999999999997,3.5284999999999997,-0.16046478673657358,32,0.4383561643835616,17,0.2328767123287671,1,0.0136986301369863,21,0.2876712328767123,19,0.2602739726027397,0.8040452054794522,0.7531780821917807
all_first120__h1_conf_h4_notopp__be_1_0r,2025-05,46,19,0.41304347826086957,-72.93999999999998,346.20000000000005,-419.1400000000001,0.8259770005248842,-3.4278999999999997,-0.0745195652173913,0.8203143018891662,184.32999999999998,1.8432999999999997,-0.3957033581077415,15,0.32608695652173914,6,0.13043478260869565,2,0.043478260869565216,7,0.15217391304347827,22,0.4782608695652174,0.7741826086956521,0.7134043478260869
all_first120__h1_conf_h4_notopp__be_1_0r,2025-06,45,16,0.35555555555555557,26.479999999999976,494.45,-467.97,1.0565848238134923,1.5863999999999991,0.03525333333333332,1.0758694570914793,174.82,1.7482000000000002,0.1514700835144719,17,0.37777777777777777,14,0.3111111111111111,4,0.08888888888888889,14,0.3111111111111111,10,0.2222222222222222,0.8645,0.8390511111111111
all_first120__h1_conf_h4_notopp__be_1_0r,2025-07,39,14,0.358974358974359,-157.11999999999998,275.63,-432.75,0.6369266320046216,-7.536099999999999,-0.1932333333333333,0.6211758673730987,259.64,2.5963999999999996,-0.6051455861962717,17,0.4358974358974359,7,0.1794871794871795,1,0.02564102564102564,7,0.1794871794871795,14,0.358974358974359,0.7131179487179486,0.7878000000000001
all_first120__h1_conf_h4_notopp__be_1_0r,2025-08,29,10,0.3448275862068966,-139.29000000000002,194.22999999999996,-333.52,0.5823638762293115,-5.9169,-0.2040310344827586,0.6060573779769236,203.64000000000001,2.0364,-0.6840011785503831,12,0.41379310344827586,5,0.1724137931034483,0,0.0,5,0.1724137931034483,12,0.41379310344827586,0.6298793103448275,0.7433724137931037
all_first120__h1_conf_h4_notopp__be_1_0r,2025-09,32,9,0.28125,-146.47000000000003,205.01999999999995,-351.48999999999995,0.5832882870067426,-6.675599999999999,-0.20861249999999998,0.5896256862009822,212.45000000000002,2.1245,-0.6894328077194635,12,0.375,5,0.15625,1,0.03125,6,0.1875,13,0.40625,0.6628406249999999,0.8308749999999997
all_first120__h1_conf_h4_notopp__be_1_0r,2025-10,41,13,0.3170731707317073,-213.53999999999994,305.09000000000003,-518.6300000000001,0.5882613809459537,-9.9909,-0.24368048780487805,0.5957130833104031,283.8299999999999,2.8382999999999994,-0.7523517598562519,22,0.5365853658536586,9,0.21951219512195122,1,0.024390243902439025,9,0.21951219512195122,9,0.21951219512195122,0.700409756097561,0.8215463414634147
all_first120__h1_conf_h4_notopp__be_1_0r,2025-11,32,17,0.53125,118.85000000000002,378.23999999999995,-259.39000000000004,1.4581903697135583,6.075200000000001,0.18985000000000002,1.494884327142392,71.01999999999998,0.7101999999999998,1.673472261334836,10,0.3125,8,0.25,0,0.0,9,0.28125,13,0.40625,0.7840281250000001,0.73761875
all_first120__h1_conf_h4_notopp__be_1_0r,2025-12,27,12,0.4444444444444444,-44.510000000000005,192.76000000000002,-237.26999999999998,0.8124078054537027,-2.3210999999999995,-0.08596666666666665,0.7979614219560601,205.58,2.0558,-0.21650938807276973,10,0.37037037037037035,3,0.1111111111111111,0,0.0,4,0.14814814814814814,13,0.48148148148148145,0.6488555555555555,0.757922222222222
all_first120__h1_conf_h4_notopp__be_1_1r,2025-01,49,11,0.22448979591836735,-519.64,208.65,-728.29,0.28649301789122467,-22.0564,-0.450130612244898,0.2926197226462778,521.75,5.2175,-0.9959559175850503,28,0.5714285714285714,5,0.10204081632653061,1,0.02040816326530612,4,0.08163265306122448,16,0.32653061224489793,0.5995612244897959,0.8458387755102041
all_first120__h1_conf_h4_notopp__be_1_1r,2025-02,45,21,0.4666666666666667,71.16999999999999,531.39,-460.22,1.1546434314023726,3.4308999999999985,0.07624222222222218,1.1723801819817015,160.76000000000002,1.6076000000000004,0.4427096292610101,18,0.4,11,0.24444444444444444,3,0.06666666666666667,12,0.26666666666666666,12,0.26666666666666666,0.8400488888888888,0.7343555555555555
all_first120__h1_conf_h4_notopp__be_1_1r,2025-03,69,26,0.37681159420289856,-184.72,552.4600000000002,-737.18,0.7494234786619282,-8.234899999999994,-0.11934637681159412,0.7506208057756132,346.44000000000005,3.464400000000001,-0.5331947812030943,28,0.4057971014492754,15,0.21739130434782608,2,0.028985507246376812,12,0.17391304347826086,27,0.391304347826087,0.7463478260869565,0.732314492753623
