run_id,stage,count
"q1_d_wave2_start_child_countertrend","symbols_scanned","107140"
"q1_d_wave2_start_child_countertrend","parent_anchor_states_available","1071"
"q1_d_wave2_start_child_countertrend","parent_flips_detected","1071"
"q1_d_wave2_start_child_countertrend","parent_wave1_confirmed","1071"
"q1_d_wave2_start_child_countertrend","parent_wave2_pending","1068"
"q1_d_wave2_start_child_countertrend","parent_wave2_started_first_close","0"
"q1_d_wave2_start_child_countertrend","parent_wave2_started_confirmed_pivot","0"
"q1_d_wave2_start_child_countertrend","parent_wave2_started_child_trend","958"
"q1_d_wave2_start_child_countertrend","child_countertrend_confirmed","1050"
"q1_d_wave2_start_child_countertrend","child_anchor_created","958"
"q1_d_wave2_start_child_countertrend","child_anchor_updated","1042"
"q1_d_wave2_start_child_countertrend","child_flip_detected","768"
"q1_d_wave2_start_child_countertrend","fresh_first_flip_signal","767"
"q1_d_wave2_start_child_countertrend","valid_candidate","0"
"q1_d_wave2_start_child_countertrend","signal_reserved","0"
"q1_d_wave2_start_child_countertrend","portfolio_selected","0"
"q1_d_wave2_start_child_countertrend","trades_taken","0"
"q1_d_wave2_start_child_countertrend","candidate_invalid","0"
"q1_d_wave2_start_child_countertrend","position_cap_reject","0"
"q1_d_wave2_start_child_countertrend","risk_reject","0"
"q1_d_wave2_start_child_countertrend","order_failure","0"
"q1_d_wave2_start_child_countertrend","expired","731"
"q1_d_wave2_start_child_countertrend","parent_invalidated","113"
"q1_d_wave2_start_child_countertrend","signals_consumed","731"
