time,strategy,symbols,signals,orders_sent,orders_failed,blocked,closed_trades,initial_equity,final_equity,peak_equity,daily_stopped,drawdown_stopped,trade_window_label,target_reward_multiple,broker_utc_offset_used
2025.12.30 23:57:59,newyork_first120_reference,USDJPY,EURJPY,GBPJPY,AUDJPY,EURUSD,GBPUSD,258,190,0,68,190,10000.00,9482.09,10018.68,false,false,first_120min,1.50,3
