run_id,stage,count
"full2025_a_diagnostic_current_code","symbols_scanned","445734"
"full2025_a_diagnostic_current_code","parent_anchor_states_available","4536"
"full2025_a_diagnostic_current_code","parent_flips_detected","4536"
"full2025_a_diagnostic_current_code","parent_wave1_confirmed","4536"
"full2025_a_diagnostic_current_code","parent_wave2_pending","4536"
"full2025_a_diagnostic_current_code","parent_wave2_started_first_close","3967"
"full2025_a_diagnostic_current_code","parent_wave2_started_confirmed_pivot","0"
"full2025_a_diagnostic_current_code","parent_wave2_started_child_trend","0"
"full2025_a_diagnostic_current_code","child_countertrend_confirmed","3900"
"full2025_a_diagnostic_current_code","child_anchor_created","3520"
"full2025_a_diagnostic_current_code","child_anchor_updated","6220"
"full2025_a_diagnostic_current_code","child_flip_detected","2101"
"full2025_a_diagnostic_current_code","fresh_first_flip_signal","2096"
"full2025_a_diagnostic_current_code","valid_candidate","0"
"full2025_a_diagnostic_current_code","signal_reserved","0"
"full2025_a_diagnostic_current_code","portfolio_selected","0"
"full2025_a_diagnostic_current_code","trades_taken","0"
"full2025_a_diagnostic_current_code","candidate_invalid","0"
"full2025_a_diagnostic_current_code","position_cap_reject","0"
"full2025_a_diagnostic_current_code","risk_reject","0"
"full2025_a_diagnostic_current_code","order_failure","0"
"full2025_a_diagnostic_current_code","expired","1968"
"full2025_a_diagnostic_current_code","parent_invalidated","71"
"full2025_a_diagnostic_current_code","signals_consumed","1968"
