"variant","trades","expectancy","pf","dd","losses","stops","net"
"v2_4_h10_r115_cd2","82","0.0522781349590025","1.19661948315729","11.6637409791301","4","0","4.43"
"v2_4_h10_r135_cd2","82","0.0344084707672069","1.12855044436869","12.5925204518894","4","0","1.79"
"v2_4_h12_r135_cd3","77","0.0656561155066838","1.24902170321797","12.9139072847682","3","0","5.14"
