"variant","trades","expectancy","pf","dd","losses","stops","net"
"v2_4_h15_r120_cd4","71","0.124276253998998","1.39725367464912","13.6310452418097","5","0","11.24"
"v2_4_h15_r115_cd4","71","0.118070353021694","1.37741628103278","13.6824653793641","5","0","10.66"
"v2_4_h12_r115_cd3","77","0.0769280009596594","1.2917739143763","11.4101813926273","3","0","7.18"
"v2_4_stack3_h15_r115_cd3","72","0.133301652651675","1.43210515812818","13.6824653793641","5","0","12.64"
