time,strategy,symbols,signals,orders_sent,orders_failed,blocked,closed_trades,initial_equity,final_equity,peak_equity,daily_stopped,drawdown_stopped,trade_window_label,target_reward_multiple,broker_utc_offset_used,session_windows_mode,require_h4_h1_wave3_alignment,htf_alignment_mode,htf_permission_mode,filter_orderable_before_session_selection,use_m5_lower_tf_wave3,top_context_tf,structure_tf,primary_entry_tf,secondary_entry_tf,use_secondary_entry_tf,require_structure_tf_confirmation,use_top_tf_as_opposite_filter_only,use_ordered_dow_fractal_structure,top_context_trend_only,allow_structure_trend_bias_when_no_wave3,dow_min_swing_atr,dow_structure_tolerance_atr,dow_min_pivots_for_trend,use_fib_pullback_score,require_fib_pullback_zone,fib_preferred_min,fib_preferred_max,fib_deep_max,require_retest_close_beyond_neckline,transcript_context_mode,transcript_sma_period,transcript_structure_break_max_bars,transcript_primary_break_max_bars,transcript_require_structure_break,transcript_require_sma_reclaim,transcript_require_prior_impulse,transcript_prior_impulse_min_pivots,transcript_use_primary_failure_exit,transcript_exit_lookback_bars,break_even_mode,htf_permission_rejections,preselection_rejections
2025.12.30 23:57:59,session_reversal_pullback_all_symbols_first120,USDJPY;EURJPY;GBPJPY;AUDJPY;EURUSD;GBPUSD,237,10,0,227,10,10000.00,9990.62,10032.38,false,false,first_120min,1.30,3,non_exclusive_independent_start_windows,true,htf_soft_alignment,current_post_filter,false,true,PERIOD_H1,PERIOD_M15,PERIOD_M5,PERIOD_M5,false,false,false,true,true,true,0.350,0.100,4,false,false,0.382,0.618,0.786,true,h1_counter_m15_reversal,75,24,8,false,true,false,5,true,10,no_break_even,47755,0
