event_id,symbol,direction,detector_window_ms,cluster_id,overlap_event,shock_gate_mask,detection_time_msc,merge_processing_time_msc,merge_lag_ms,detection_bid,detection_ask,detection_mid,shock_start_mid,detection_shock_range,log_return_250,log_return_500,log_return_1000,percentile_move,median_move,mad_move,robust_scale_move,robust_scale_floored,robust_z,efficiency,tick_count,tick_intensity_ratio,spread,spread_median,move_spread_ratio,quote_age_ms,baseline_samples,burst_end_time_msc,burst_end_bid,burst_end_ask,burst_end_mid,burst_range,burst_spread_ratio,max_retracement_pct,pullback_time_msc,reacceleration_time_msc,m15_trend,h1_trend,htf_alignment,session,news_label,state_status,state_skip_reason,detection_time_continuation_signal_msc,detection_time_continuation_merge_processing_msc,post_burst_continuation_signal_msc,post_burst_continuation_merge_processing_msc,pullback_continuation_signal_msc,pullback_continuation_merge_processing_msc,failed_shock_reversal_signal_msc,failed_shock_reversal_merge_processing_msc,det_bid_5s,det_ask_5s,det_mfe_5s,det_mae_5s,det_bid_10s,det_ask_10s,det_mfe_10s,det_mae_10s,det_bid_20s,det_ask_20s,det_mfe_20s,det_mae_20s,det_bid_30s,det_ask_30s,det_mfe_30s,det_mae_30s,det_bid_60s,det_ask_60s,det_mfe_60s,det_mae_60s,det_bid_120s,det_ask_120s,det_mfe_120s,det_mae_120s,burst_bid_5s,burst_ask_5s,burst_mfe_5s,burst_mae_5s,burst_bid_10s,burst_ask_10s,burst_mfe_10s,burst_mae_10s,burst_bid_20s,burst_ask_20s,burst_mfe_20s,burst_mae_20s,burst_bid_30s,burst_ask_30s,burst_mfe_30s,burst_mae_30s,burst_bid_60s,burst_ask_60s,burst_mfe_60s,burst_mae_60s,burst_bid_120s,burst_ask_120s,burst_mfe_120s,burst_mae_120s,scenario_grid_encoding,scenario_grid
