run_id,record_type,key,events,raw_candidates,ticks,scenario_valid,scenario_invalid,scenario_expectancy_r,average_memory_mb,max_memory_mb,event_csv_rows,event_csv_bytes,trade_csv_rows,trade_csv_bytes,runtime_seconds,value
"research_v6_execution_revision_202503_final","OVERALL","ALL","19","62577","10587794","7452","0","-0.338143","11.000","11","19","2852152","0","15","380.828","validation=EDGE_UNDETERMINED;research_only=true;independent_clusters=17;commission=ORDER_HARNESS_DEAL_COMMISSION_AND_FEE_OBSERVED_ZERO"
"research_v6_execution_revision_202503_final","FUNNEL","valid_bursts","19","0","0","0","0","","11.000","11","19","2852152","0","15","380.828","19"
"research_v6_execution_revision_202503_final","FUNNEL","valid_pullbacks","14","0","0","0","0","","11.000","11","19","2852152","0","15","380.828","14"
"research_v6_execution_revision_202503_final","FUNNEL","reacceleration_signals","5","0","0","0","0","","11.000","11","19","2852152","0","15","380.828","5"
"research_v6_execution_revision_202503_final","FUNNEL","detection_time_continuation_signals","19","0","0","0","0","","11.000","11","19","2852152","0","15","380.828","19"
"research_v6_execution_revision_202503_final","FUNNEL","post_burst_continuation_signals","19","0","0","0","0","","11.000","11","19","2852152","0","15","380.828","19"
"research_v6_execution_revision_202503_final","FUNNEL","pullback_continuation_signals","5","0","0","0","0","","11.000","11","19","2852152","0","15","380.828","5"
"research_v6_execution_revision_202503_final","FUNNEL","failed_shock_reversal_signals","11","0","0","0","0","","11.000","11","19","2852152","0","15","380.828","11"
"research_v6_execution_revision_202503_final","SYMBOL","EURUSD","5","6040","1364080","0","0","","11.000","11","19","2852152","0","15","380.828","copy_duplicates=1364079;m1_minutes_seen=30192"
"research_v6_execution_revision_202503_final","DETECTOR","EURUSD:w250","1","3550","0","0","0","","11.000","11","19","2852152","0","15","380.828","evaluable=508470;grid_missing=8477285;noise_floor_uses=1501180;baseline_refreshes=1544606;noise_floor_rate=0.97188539;histogram_overflow=0"
"research_v6_execution_revision_202503_final","GATE","EURUSD:w250:percentile","0","0","0","0","0","","11.000","11","19","2852152","0","15","380.828","true=3550;cumulative=3550;evaluable=508470"
