run_id,stage,count
"full2025_c_child_countertrend","symbols_scanned","445734"
"full2025_c_child_countertrend","parent_flips_detected","4536"
"full2025_c_child_countertrend","valid_parent_wave1","4536"
"full2025_c_child_countertrend","parent_wave2_started","3967"
"full2025_c_child_countertrend","parent_wave2_invalidated","71"
"full2025_c_child_countertrend","child_countertrend_confirmed","7869"
"full2025_c_child_countertrend","child_trend_flips_detected","2839"
"full2025_c_child_countertrend","first_flip_signals","2839"
"full2025_c_child_countertrend","signals_consumed","0"
"full2025_c_child_countertrend","trades_taken","0"
"full2025_c_child_countertrend","expired_signals","0"
