Time;Trigger;Symbol;StrategyName;TotalTrades;WinRate;AvgWinR;AvgLossR;ExpectancyR;ProfitFactor;MaxConsecutiveLosses;LongTrades;ShortTrades;LongExpectancyR;ShortExpectancyR;MaxDD_R;MaxDDPercent;CurrentDDPercent;DrawdownGuardState;StopConditionTriggered;StopReason;AccountCurrency;StartBalanceUsd;CurrentBalanceUsd;CurrentEquityUsd;PeakEquityUsd;MinEquityUsd;SmallCapitalMaxDrawdownPercent;MinMarginLevel;SmallCapitalRuinTriggered;SmallCapitalRuinReason
2026.05.15 23:56:57;OnTester;USDJPY;Strategy_01_NWave_ExpectedValue;0;0.0;0.0;0.0;0.0;0.0;0;0;0;0.0;0.0;0.0;0.0;0.0;0;false;;USD;100.0;100.0;100.0;100.0;100.0;0.0;0.0;false;
