run_id;timestamp;account_login;account_trade_mode;account_is_demo;account_currency;broker_server;symbol;timeframe;selected_strategy_mode;enable_trading;risk_percent;max_total_open_risk_percent;max_daily_loss_r;max_weekly_loss_r;max_monthly_loss_r;stop_trading_after_maxdd_r;block_non_demo_account;use_small_capital_challenge_mode;small_capital_require_usd_account;small_capital_use_equity_instead_of_balance;small_capital_selected_tier;small_capital_selected_risk_percent;small_capital_max_effective_risk_percent;small_capital_allow_min_lot_override;small_capital_block_if_effective_risk_too_high;small_capital_use_challenge_dd_guards;small_capital_soft_pause_dd_percent;small_capital_hard_stop_dd_percent;small_capital_ruin_dd_percent;use_usd100_challenge_mode;usd100_initial_balance;usd100_use_min_lot_only;usd100_max_lot;usd100_max_effective_risk_percent;usd100_hard_block_effective_risk_percent;usd100_block_if_margin_insufficient;usd100_block_if_effective_risk_too_high;usd100_soft_pause_dd_percent;usd100_hard_stop_dd_percent;usd100_ruin_dd_percent;use_drawdown_percent_guards;soft_pause_drawdown_percent;soft_pause_cooldown_days;hard_stop_drawdown_percent;emergency_stop_drawdown_percent;drawdown_guard_state;min_bars_between_entries;allow_only_one_position_strategy01b;use_equity_curve_guard;max_spread_points;magic_number;digits;point;stops_level;freeze_level;lot_step;min_lot;max_lot;preflight_status;preflight_warnings
USDJPY_2026051991_20260501_000000;2026.05.01 00:00:00;21045302;demo;true;USD;VantageTradingLtd-Live;USDJPY;M5;STRATEGY_01B_J_SHORT;true;0.2500000000;15.0000000000;999.0000000000;999.0000000000;999.0000000000;999.0000000000;true;false;true;true;standard;0.0000000000;15.0000000000;true;true;true;40.0000000000;70.0000000000;95.0000000000;true;100.0000000000;true;0.0100000000;10.0000000000;15.0000000000;true;true;40.0000000000;70.0000000000;95.0000000000;true;8.0000000000;5;12.0000000000;15.0000000000;0;5;true;true;30.0000000000;2026051991;3;0.0010000000;0;0;0.0100000000;0.0100000000;100.0000000000;PASS;
