audit_id,actual,expected,status,note
CANDIDATE_BUDGET_EXCEEDED,0,0,PASS,
UNREGISTERED_TRIALS,0,0,PASS,
PROMOTED_WITH_FAILED_EXECUTABLE_SCREEN,0,0,PASS,
PROMOTED_CANDIDATES,0,0,PASS,No rule passed executable cost screening
