event_id,detector_version,market_cluster_id,market_overlap_event,symbol,direction,severity,trigger_horizon_ms,time_bucket,volatility_regime,statistical_shock,direction_available,directional_burst,activity_elevated,liquidity_normal,cost_feasible,common_strategy_eligible,detection_continuation_reachable,post_burst_continuation_reachable,pullback_continuation_reachable,failed_shock_reversal_reachable,strategy_signal,first_fail_reason,all_fail_reasons,candidate_msc,confirmed_msc,detection_entry_msc,post_burst_entry_msc,pullback_entry_msc,reversal_entry_msc,record_status
"ts15b_tail_v1_noise_robust_realizable_202503_20260827_USDJPY_TAIL_V1_NOISE_ROBUST_stat_w250_1741001791500_11","TAIL_V1_NOISE_ROBUST","10","false","USDJPY","LONG","P990","250","2","NORMAL","true","true","true","false","true","false","false","true","true","false","true","true","ACTIVITY_ELEVATED","ACTIVITY_ELEVATED|COST_FEASIBLE|COMMON_STRATEGY_ELIGIBLE|PULLBACK_CONTINUATION_REACHABLE","1741001791500","1741001791500","1741001792301","1741001794665","","1741001794665","COMPLETE_120S"
"ts15b_tail_v1_noise_robust_realizable_202503_20260827_USDJPY_TAIL_V1_NOISE_ROBUST_stat_w250_1741002077750_12","TAIL_V1_NOISE_ROBUST","11","false","USDJPY","SHORT","P995","250","2","NORMAL","true","true","true","false","true","false","false","true","true","false","true","true","ACTIVITY_ELEVATED","ACTIVITY_ELEVATED|COST_FEASIBLE|COMMON_STRATEGY_ELIGIBLE|PULLBACK_CONTINUATION_REACHABLE","1741002077750","1741002077750","1741002078509","1741002079796","","1741002079796","COMPLETE_120S"
"ts15b_tail_v1_noise_robust_realizable_202503_20260827_USDJPY_TAIL_V1_NOISE_ROBUST_stat_w250_1741002364500_13","TAIL_V1_NOISE_ROBUST","12","false","USDJPY","LONG","P995","250","2","NORMAL","true","true","true","false","true","false","false","true","true","false","true","true","ACTIVITY_ELEVATED","ACTIVITY_ELEVATED|COST_FEASIBLE|COMMON_STRATEGY_ELIGIBLE|PULLBACK_CONTINUATION_REACHABLE","1741002364500","1741002364500","1741002364806","1741002365460","","1741002365460","COMPLETE_120S"
"ts15b_tail_v1_noise_robust_realizable_202503_20260827_USDJPY_TAIL_V1_NOISE_ROBUST_stat_w500_1741002364750_14","TAIL_V1_NOISE_ROBUST","12","true","USDJPY","LONG","P995","500","2","NORMAL","true","true","true","false","true","false","false","true","true","false","true","true","ACTIVITY_ELEVATED","ACTIVITY_ELEVATED|COST_FEASIBLE|COMMON_STRATEGY_ELIGIBLE|PULLBACK_CONTINUATION_REACHABLE","1741002364750","1741002364750","1741002364806","1741002367995","","1741002367995","COMPLETE_120S"
"ts15b_tail_v1_noise_robust_realizable_202503_20260827_USDJPY_TAIL_V1_NOISE_ROBUST_stat_w250_1741013614000_15","TAIL_V1_NOISE_ROBUST","13","false","USDJPY","SHORT","P995","250","3","NORMAL","true","true","true","false","true","false","false","true","true","true","false","true","ACTIVITY_ELEVATED","ACTIVITY_ELEVATED|COST_FEASIBLE|COMMON_STRATEGY_ELIGIBLE|FAILED_SHOCK_REVERSAL_REACHABLE","1741013614000","1741013614000","1741013614060","1741013616583","1741013625801","","COMPLETE_120S"
"ts15b_tail_v1_noise_robust_realizable_202503_20260827_USDJPY_TAIL_V1_NOISE_ROBUST_stat_w250_1741013614250_16","TAIL_V1_NOISE_ROBUST","13","true","USDJPY","SHORT","P995","250","3","NORMAL","true","true","false","false","true","false","false","true","true","false","true","true","DIRECTIONAL_BURST","DIRECTIONAL_BURST|ACTIVITY_ELEVATED|COST_FEASIBLE|COMMON_STRATEGY_ELIGIBLE|PULLBACK_CONTINUATION_REACHABLE","1741013614250","1741013614250","1741013614272","1741013616583","","1741013616583","COMPLETE_120S"
"ts15b_tail_v1_noise_robust_realizable_202503_20260827_USDJPY_TAIL_V1_NOISE_ROBUST_stat_w250_1741013614500_17","TAIL_V1_NOISE_ROBUST","13","true","USDJPY","SHORT","P995","250","3","NORMAL","true","true","true","false","true","false","false","true","true","false","true","true","ACTIVITY_ELEVATED","ACTIVITY_ELEVATED|COST_FEASIBLE|COMMON_STRATEGY_ELIGIBLE|PULLBACK_CONTINUATION_REACHABLE","1741013614500","1741013614500","1741013614519","1741013616583","","1741013616583","COMPLETE_120S"
"ts15b_tail_v1_noise_robust_realizable_202503_20260827_USDJPY_TAIL_V1_NOISE_ROBUST_stat_w250_1741013930250_18","TAIL_V1_NOISE_ROBUST","14","false","USDJPY","SHORT","P990","250","3","NORMAL","true","true","true","false","true","false","false","true","true","false","true","true","ACTIVITY_ELEVATED","ACTIVITY_ELEVATED|COST_FEASIBLE|COMMON_STRATEGY_ELIGIBLE|PULLBACK_CONTINUATION_REACHABLE","1741013930250","1741013930250","1741013930365","1741013931979","","1741013931979","COMPLETE_120S"
"ts15b_tail_v1_noise_robust_realizable_202503_20260827_USDJPY_TAIL_V1_NOISE_ROBUST_stat_w250_1741013937250_19","TAIL_V1_NOISE_ROBUST","15","false","USDJPY","SHORT","P990","250","3","NORMAL","true","true","true","false","true","false","false","true","true","true","false","true","ACTIVITY_ELEVATED","ACTIVITY_ELEVATED|COST_FEASIBLE|COMMON_STRATEGY_ELIGIBLE|FAILED_SHOCK_REVERSAL_REACHABLE","1741013937250","1741013937250","1741013937480","1741013939181","1741013944442","","COMPLETE_120S"
"ts15b_tail_v1_noise_robust_realizable_202503_20260827_USDJPY_TAIL_V1_NOISE_ROBUST_stat_w250_1741014121000_20","TAIL_V1_NOISE_ROBUST","16","false","USDJPY","SHORT","P990","250","3","NORMAL","true","true","false","false","true","false","false","true","true","false","true","true","DIRECTIONAL_BURST","DIRECTIONAL_BURST|ACTIVITY_ELEVATED|COST_FEASIBLE|COMMON_STRATEGY_ELIGIBLE|PULLBACK_CONTINUATION_REACHABLE","1741014121000","1741014121000","1741014121886","1741014124320","","1741014124320","COMPLETE_120S"
"ts15b_tail_v1_noise_robust_realizable_202503_20260827_USDJPY_TAIL_V1_NOISE_ROBUST_stat_w250_1741014178250_21","TAIL_V1_NOISE_ROBUST","17","false","USDJPY","SHORT","P995","250","3","NORMAL","true","true","true","false","true","false","false","true","true","false","true","true","ACTIVITY_ELEVATED","ACTIVITY_ELEVATED|COST_FEASIBLE|COMMON_STRATEGY_ELIGIBLE|PULLBACK_CONTINUATION_REACHABLE","1741014178250","1741014178250","1741014178378","1741014179026","","1741014179473","COMPLETE_120S"
"ts15b_tail_v1_noise_robust_realizable_202503_20260827_USDJPY_TAIL_V1_NOISE_ROBUST_stat_w250_1741014453250_22","TAIL_V1_NOISE_ROBUST","18","false","USDJPY","SHORT","P995","250","3","NORMAL","true","true","true","false","true","false","false","true","true","false","true","true","ACTIVITY_ELEVATED","ACTIVITY_ELEVATED|COST_FEASIBLE|COMMON_STRATEGY_ELIGIBLE|PULLBACK_CONTINUATION_REACHABLE","1741014453250","1741014453250","1741014453860","1741014454308","","1741014456559","COMPLETE_120S"
"ts15b_tail_v1_noise_robust_realizable_202503_20260827_USDJPY_TAIL_V1_NOISE_ROBUST_stat_w250_1741014605750_23","TAIL_V1_NOISE_ROBUST","19","false","USDJPY","SHORT","P995","250","3","NORMAL","true","true","true","false","true","false","false","true","true","false","true","true","ACTIVITY_ELEVATED","ACTIVITY_ELEVATED|COST_FEASIBLE|COMMON_STRATEGY_ELIGIBLE|PULLBACK_CONTINUATION_REACHABLE","1741014605750","1741014605750","1741014605919","1741014606591","","1741014607245","COMPLETE_120S"
"ts15b_tail_v1_noise_robust_realizable_202503_20260827_USDJPY_TAIL_V1_NOISE_ROBUST_stat_w250_1741014714000_24","TAIL_V1_NOISE_ROBUST","20","false","USDJPY","SHORT","P995","250","3","NORMAL","true","true","true","false","true","false","false","true","true","true","false","true","ACTIVITY_ELEVATED","ACTIVITY_ELEVATED|COST_FEASIBLE|COMMON_STRATEGY_ELIGIBLE|FAILED_SHOCK_REVERSAL_REACHABLE","1741014714000","1741014714000","1741014714189","1741014714803","1741014717041","","COMPLETE_120S"
"ts15b_tail_v1_noise_robust_realizable_202503_20260827_USDJPY_TAIL_V1_NOISE_ROBUST_stat_w250_1741014714250_25","TAIL_V1_NOISE_ROBUST","20","true","USDJPY","SHORT","P995","250","3","NORMAL","true","true","false","false","true","false","false","true","true","false","false","true","DIRECTIONAL_BURST","DIRECTIONAL_BURST|ACTIVITY_ELEVATED|COST_FEASIBLE|COMMON_STRATEGY_ELIGIBLE|PULLBACK_CONTINUATION_REACHABLE|FAILED_SHOCK_REVERSAL_REACHABLE","1741014714250","1741014714250","1741014714400","1741014715014","","","COMPLETE_120S"
"ts15b_tail_v1_noise_robust_realizable_202503_20260827_USDJPY_TAIL_V1_NOISE_ROBUST_stat_w250_1741014781750_26","TAIL_V1_NOISE_ROBUST","21","false","USDJPY","SHORT","P995","250","3","NORMAL","true","true","true","false","true","false","false","true","true","false","true","true","ACTIVITY_ELEVATED","ACTIVITY_ELEVATED|COST_FEASIBLE|COMMON_STRATEGY_ELIGIBLE|PULLBACK_CONTINUATION_REACHABLE","1741014781750","1741014781750","1741014781753","1741014783118","","1741014783118","COMPLETE_120S"
"ts15b_tail_v1_noise_robust_realizable_202503_20260827_USDJPY_TAIL_V1_NOISE_ROBUST_stat_w250_1741014791500_27","TAIL_V1_NOISE_ROBUST","22","false","USDJPY","LONG","P995","250","3","NORMAL","true","true","true","false","true","false","false","true","true","false","true","true","ACTIVITY_ELEVATED","ACTIVITY_ELEVATED|COST_FEASIBLE|COMMON_STRATEGY_ELIGIBLE|PULLBACK_CONTINUATION_REACHABLE","1741014791500","1741014791500","1741014791639","1741014793463","","1741014793715","COMPLETE_120S"
"ts15b_tail_v1_noise_robust_realizable_202503_20260827_USDJPY_TAIL_V1_NOISE_ROBUST_stat_w250_1741014870000_28","TAIL_V1_NOISE_ROBUST","23","false","USDJPY","SHORT","P990","250","3","NORMAL","true","true","false","false","true","false","false","true","true","false","true","true","DIRECTIONAL_BURST","DIRECTIONAL_BURST|ACTIVITY_ELEVATED|COST_FEASIBLE|COMMON_STRATEGY_ELIGIBLE|PULLBACK_CONTINUATION_REACHABLE","1741014870000","1741014870000","1741014870098","1741014872940","","1741014872940","COMPLETE_120S"
"ts15b_tail_v1_noise_robust_realizable_202503_20260827_USDJPY_TAIL_V1_NOISE_ROBUST_stat_w250_1741015012500_29","TAIL_V1_NOISE_ROBUST","24","false","USDJPY","LONG","P995","250","3","NORMAL","true","true","false","false","true","false","false","true","true","false","false","true","DIRECTIONAL_BURST","DIRECTIONAL_BURST|ACTIVITY_ELEVATED|COST_FEASIBLE|COMMON_STRATEGY_ELIGIBLE|PULLBACK_CONTINUATION_REACHABLE|FAILED_SHOCK_REVERSAL_REACHABLE","1741015012500","1741015012500","1741015012535","1741015013250","","","COMPLETE_120S"
"ts15b_tail_v1_noise_robust_realizable_202503_20260827_USDJPY_TAIL_V1_NOISE_ROBUST_stat_w250_1741015032500_30","TAIL_V1_NOISE_ROBUST","25","false","USDJPY","SHORT","P995","250","3","NORMAL","true","true","true","false","true","false","false","true","true","true","false","true","ACTIVITY_ELEVATED","ACTIVITY_ELEVATED|COST_FEASIBLE|COMMON_STRATEGY_ELIGIBLE|FAILED_SHOCK_REVERSAL_REACHABLE","1741015032500","1741015032500","1741015032559","1741015036087","1741015039192","","COMPLETE_120S"
"ts15b_tail_v1_noise_robust_realizable_202503_20260827_USDJPY_TAIL_V1_NOISE_ROBUST_stat_w250_1741015137250_31","TAIL_V1_NOISE_ROBUST","26","false","USDJPY","SHORT","P990","250","3","NORMAL","true","true","true","false","true","false","false","true","true","false","false","true","ACTIVITY_ELEVATED","ACTIVITY_ELEVATED|COST_FEASIBLE|COMMON_STRATEGY_ELIGIBLE|PULLBACK_CONTINUATION_REACHABLE|FAILED_SHOCK_REVERSAL_REACHABLE","1741015137250","1741015137250","1741015137403","1741015138490","","","COMPLETE_120S"
"ts15b_tail_v1_noise_robust_realizable_202503_20260827_USDJPY_TAIL_V1_NOISE_ROBUST_stat_w250_1741015137500_32","TAIL_V1_NOISE_ROBUST","26","true","USDJPY","SHORT","P995","250","3","NORMAL","true","true","true","false","true","false","false","true","true","true","false","true","ACTIVITY_ELEVATED","ACTIVITY_ELEVATED|COST_FEASIBLE|COMMON_STRATEGY_ELIGIBLE|FAILED_SHOCK_REVERSAL_REACHABLE","1741015137500","1741015137500","1741015137746","1741015140157","1741015145937","","COMPLETE_120S"
"ts15b_tail_v1_noise_robust_realizable_202503_20260827_USDJPY_TAIL_V1_NOISE_ROBUST_stat_w250_1741015143500_33","TAIL_V1_NOISE_ROBUST","27","false","USDJPY","SHORT","P990","250","3","NORMAL","true","true","true","false","true","false","false","true","true","false","true","true","ACTIVITY_ELEVATED","ACTIVITY_ELEVATED|COST_FEASIBLE|COMMON_STRATEGY_ELIGIBLE|PULLBACK_CONTINUATION_REACHABLE","1741015143500","1741015143500","1741015143904","1741015145937","","1741015154477","COMPLETE_120S"
"ts15b_tail_v1_noise_robust_realizable_202503_20260827_USDJPY_TAIL_V1_NOISE_ROBUST_stat_w250_1741015188000_34","TAIL_V1_NOISE_ROBUST","28","false","USDJPY","LONG","P995","250","3","NORMAL","true","true","true","false","true","false","false","true","true","false","true","true","ACTIVITY_ELEVATED","ACTIVITY_ELEVATED|COST_FEASIBLE|COMMON_STRATEGY_ELIGIBLE|PULLBACK_CONTINUATION_REACHABLE","1741015188000","1741015188000","1741015188019","1741015190112","","1741015190112","COMPLETE_120S"
"ts15b_tail_v1_noise_robust_realizable_202503_20260827_USDJPY_TAIL_V1_NOISE_ROBUST_stat_w250_1741015204750_35","TAIL_V1_NOISE_ROBUST","29","false","USDJPY","SHORT","P990","250","3","NORMAL","true","true","true","false","true","false","false","true","true","false","false","true","ACTIVITY_ELEVATED","ACTIVITY_ELEVATED|COST_FEASIBLE|COMMON_STRATEGY_ELIGIBLE|PULLBACK_CONTINUATION_REACHABLE|FAILED_SHOCK_REVERSAL_REACHABLE","1741015204750","1741015204750","1741015204819","1741015207399","","","COMPLETE_120S"
"ts15b_tail_v1_noise_robust_realizable_202503_20260827_USDJPY_TAIL_V1_NOISE_ROBUST_stat_w250_1741015205000_36","TAIL_V1_NOISE_ROBUST","29","true","USDJPY","SHORT","P995","250","3","NORMAL","true","true","true","false","true","false","false","true","true","false","false","true","ACTIVITY_ELEVATED","ACTIVITY_ELEVATED|COST_FEASIBLE|COMMON_STRATEGY_ELIGIBLE|PULLBACK_CONTINUATION_REACHABLE|FAILED_SHOCK_REVERSAL_REACHABLE","1741015205000","1741015205000","1741015205519","1741015207399","","","COMPLETE_120S"
"ts15b_tail_v1_noise_robust_realizable_202503_20260827_USDJPY_TAIL_V1_NOISE_ROBUST_stat_w250_1741015247000_37","TAIL_V1_NOISE_ROBUST","30","false","USDJPY","SHORT","P995","250","3","NORMAL","true","true","true","false","true","false","false","true","true","false","true","true","ACTIVITY_ELEVATED","ACTIVITY_ELEVATED|COST_FEASIBLE|COMMON_STRATEGY_ELIGIBLE|PULLBACK_CONTINUATION_REACHABLE","1741015247000","1741015247000","1741015247931","1741015250316","","1741015250316","COMPLETE_120S"
"ts15b_tail_v1_noise_robust_realizable_202503_20260827_USDJPY_TAIL_V1_NOISE_ROBUST_stat_w250_1741015247250_38","TAIL_V1_NOISE_ROBUST","30","true","USDJPY","SHORT","P990","250","3","NORMAL","true","true","false","false","true","false","false","true","true","false","false","true","DIRECTIONAL_BURST","DIRECTIONAL_BURST|ACTIVITY_ELEVATED|COST_FEASIBLE|COMMON_STRATEGY_ELIGIBLE|PULLBACK_CONTINUATION_REACHABLE|FAILED_SHOCK_REVERSAL_REACHABLE","1741015247250","1741015247250","1741015247931","1741015250316","","","COMPLETE_120S"
"ts15b_tail_v1_noise_robust_realizable_202503_20260827_USDJPY_TAIL_V1_NOISE_ROBUST_stat_w250_1741015356250_39","TAIL_V1_NOISE_ROBUST","31","false","USDJPY","LONG","P990","250","3","NORMAL","true","true","true","false","true","false","false","true","true","false","true","true","ACTIVITY_ELEVATED","ACTIVITY_ELEVATED|COST_FEASIBLE|COMMON_STRATEGY_ELIGIBLE|PULLBACK_CONTINUATION_REACHABLE","1741015356250","1741015356250","1741015356411","1741015358002","","1741015358946","COMPLETE_120S"
"ts15b_tail_v1_noise_robust_realizable_202503_20260827_USDJPY_TAIL_V1_NOISE_ROBUST_stat_w250_1741015358500_40","TAIL_V1_NOISE_ROBUST","32","false","USDJPY","SHORT","P990","250","3","NORMAL","true","true","false","false","true","false","false","true","true","false","false","true","DIRECTIONAL_BURST","DIRECTIONAL_BURST|ACTIVITY_ELEVATED|COST_FEASIBLE|COMMON_STRATEGY_ELIGIBLE|PULLBACK_CONTINUATION_REACHABLE|FAILED_SHOCK_REVERSAL_REACHABLE","1741015358500","1741015358500","1741015358652","1741015359409","","","COMPLETE_120S"
"ts15b_tail_v1_noise_robust_realizable_202503_20260827_USDJPY_TAIL_V1_NOISE_ROBUST_stat_w250_1741015603250_41","TAIL_V1_NOISE_ROBUST","33","false","USDJPY","SHORT","P990","250","3","NORMAL","true","true","true","false","true","false","false","true","true","false","true","true","ACTIVITY_ELEVATED","ACTIVITY_ELEVATED|COST_FEASIBLE|COMMON_STRATEGY_ELIGIBLE|PULLBACK_CONTINUATION_REACHABLE","1741015603250","1741015603250","1741015604851","1741015605832","","1741015606285","COMPLETE_120S"
"ts15b_tail_v1_noise_robust_realizable_202503_20260827_USDJPY_TAIL_V1_NOISE_ROBUST_stat_w250_1741015656500_42","TAIL_V1_NOISE_ROBUST","34","false","USDJPY","LONG","P990","250","3","NORMAL","true","true","true","false","true","false","false","true","true","false","true","true","ACTIVITY_ELEVATED","ACTIVITY_ELEVATED|COST_FEASIBLE|COMMON_STRATEGY_ELIGIBLE|PULLBACK_CONTINUATION_REACHABLE","1741015656500","1741015656500","1741015657119","1741015657575","","1741015660290","COMPLETE_120S"
"ts15b_tail_v1_noise_robust_realizable_202503_20260827_USDJPY_TAIL_V1_NOISE_ROBUST_stat_w250_1741016050500_43","TAIL_V1_NOISE_ROBUST","35","false","USDJPY","SHORT","P995","250","3","NORMAL","true","true","true","false","true","false","false","true","true","false","true","true","ACTIVITY_ELEVATED","ACTIVITY_ELEVATED|COST_FEASIBLE|COMMON_STRATEGY_ELIGIBLE|PULLBACK_CONTINUATION_REACHABLE","1741016050500","1741016050500","1741016050661","1741016051525","","1741016051525","COMPLETE_120S"
"ts15b_tail_v1_noise_robust_realizable_202503_20260827_USDJPY_TAIL_V1_NOISE_ROBUST_stat_w500_1741016050750_44","TAIL_V1_NOISE_ROBUST","35","true","USDJPY","SHORT","P995","500","3","NORMAL","true","true","true","true","true","false","false","true","true","false","true","true","COST_FEASIBLE","COST_FEASIBLE|COMMON_STRATEGY_ELIGIBLE|PULLBACK_CONTINUATION_REACHABLE","1741016050750","1741016050750","1741016050874","1741016055616","","1741016061055","COMPLETE_120S"
"ts15b_tail_v1_noise_robust_realizable_202503_20260827_USDJPY_TAIL_V1_NOISE_ROBUST_stat_w250_1741016191250_45","TAIL_V1_NOISE_ROBUST","36","false","USDJPY","LONG","P990","250","3","NORMAL","true","true","true","false","true","false","false","true","true","false","true","true","ACTIVITY_ELEVATED","ACTIVITY_ELEVATED|COST_FEASIBLE|COMMON_STRATEGY_ELIGIBLE|PULLBACK_CONTINUATION_REACHABLE","1741016191250","1741016191250","1741016191427","1741016192388","","1741016197754","COMPLETE_120S"
"ts15b_tail_v1_noise_robust_realizable_202503_20260827_USDJPY_TAIL_V1_NOISE_ROBUST_stat_w250_1741016211250_46","TAIL_V1_NOISE_ROBUST","37","false","USDJPY","SHORT","P990","250","3","NORMAL","true","true","true","false","true","false","false","true","true","false","true","true","ACTIVITY_ELEVATED","ACTIVITY_ELEVATED|COST_FEASIBLE|COMMON_STRATEGY_ELIGIBLE|PULLBACK_CONTINUATION_REACHABLE","1741016211250","1741016211250","1741016211313","1741016216432","","1741016216432","COMPLETE_120S"
"ts15b_tail_v1_noise_robust_realizable_202503_20260827_USDJPY_TAIL_V1_NOISE_ROBUST_stat_w250_1741016313000_47","TAIL_V1_NOISE_ROBUST","38","false","USDJPY","LONG","P990","250","3","NORMAL","true","true","true","false","true","false","false","true","true","false","true","true","ACTIVITY_ELEVATED","ACTIVITY_ELEVATED|COST_FEASIBLE|COMMON_STRATEGY_ELIGIBLE|PULLBACK_CONTINUATION_REACHABLE","1741016313000","1741016313000","1741016313048","1741016316853","","1741016316853","COMPLETE_120S"
"ts15b_tail_v1_noise_robust_realizable_202503_20260827_USDJPY_TAIL_V1_NOISE_ROBUST_stat_w250_1741016524500_48","TAIL_V1_NOISE_ROBUST","39","false","USDJPY","SHORT","P990","250","3","NORMAL","true","true","true","false","true","false","false","true","true","true","false","true","ACTIVITY_ELEVATED","ACTIVITY_ELEVATED|COST_FEASIBLE|COMMON_STRATEGY_ELIGIBLE|FAILED_SHOCK_REVERSAL_REACHABLE","1741016524500","1741016524500","1741016524657","1741016527341","1741016535968","","COMPLETE_120S"
"ts15b_tail_v1_noise_robust_realizable_202503_20260827_USDJPY_TAIL_V1_NOISE_ROBUST_stat_w250_1741016577750_49","TAIL_V1_NOISE_ROBUST","40","false","USDJPY","SHORT","P995","250","3","NORMAL","true","true","false","false","true","false","false","true","true","false","true","true","DIRECTIONAL_BURST","DIRECTIONAL_BURST|ACTIVITY_ELEVATED|COST_FEASIBLE|COMMON_STRATEGY_ELIGIBLE|PULLBACK_CONTINUATION_REACHABLE","1741016577750","1741016577750","1741016578165","1741016579726","","1741016580487","COMPLETE_120S"
"ts15b_tail_v1_noise_robust_realizable_202503_20260827_USDJPY_TAIL_V1_NOISE_ROBUST_stat_w250_1741016712250_50","TAIL_V1_NOISE_ROBUST","41","false","USDJPY","LONG","P995","250","3","NORMAL","true","true","true","false","true","false","false","true","true","false","true","true","ACTIVITY_ELEVATED","ACTIVITY_ELEVATED|COST_FEASIBLE|COMMON_STRATEGY_ELIGIBLE|PULLBACK_CONTINUATION_REACHABLE","1741016712250","1741016712250","1741016712315","1741016716409","","1741016716409","COMPLETE_120S"
