breakout_time,signal_time,direction,signal_hour,body_pips,body_to_range,body_vs_avg,breakout_close_location,slow_slope_pips,prior_touches,retest_delay_bars,retest_close_location,zone_range_pips_24,zone_range_pips_48,same_zone_24,same_zone_48,expectancy_r,win,hold_bars
2024-11-27 13:50:00,2024-11-27 14:00:00,sell,14,6.999999999999318,0.9722222222220906,1.8543046357614896,1.0,3.7830544915152586,10,2,0.9189189189188013,39.19999999999959,74.50000000000045,0.0,0.0,-1.23,0.0,3
2024-11-28 04:30:00,2024-11-28 06:00:00,buy,6,11.50000000000091,0.89843750000017,3.4901365705616256,0.9140625000000243,1.498745631064935,12,18,0.16949152542358184,40.60000000000059,88.2000000000005,0.0,0.0,-1.23,0.0,15
2024-11-28 05:00:00,2024-11-28 06:00:00,buy,6,6.499999999999773,0.6074766355140013,1.4428412874583578,0.8785046728971466,2.0189627849816816,14,12,0.16949152542358184,40.60000000000059,86.29999999999995,0.0,0.0,-1.23,0.0,15
2024-11-28 05:15:00,2024-11-28 06:00:00,buy,6,2.2999999999996135,0.2804878048779262,0.5263157894735815,0.560975609756199,1.5812918470487602,14,9,0.16949152542358184,32.49999999999886,81.70000000000073,0.0,0.0,-1.23,0.0,15
2024-11-28 05:30:00,2024-11-28 06:00:00,buy,6,7.900000000000773,0.7821782178218658,1.9602977667495434,0.8019801980196989,1.7446153094084593,17,6,0.16949152542358184,27.40000000000009,64.10000000000196,0.0,0.0,-1.23,0.0,15
2024-11-28 07:35:00,2024-11-28 07:40:00,buy,7,6.60000000000025,0.8799999999998332,2.2335025380710123,0.973333333333212,0.7616391848671356,21,1,0.9722222222220906,23.499999999998522,37.39999999999952,0.0,0.0,-1.23,0.0,4
2024-11-28 08:15:00,2024-11-28 08:25:00,buy,8,6.200000000001182,0.8611111111112427,1.729428172943116,0.9166666666666666,0.4071860764469193,24,2,0.7682926829270913,30.099999999998772,37.39999999999952,0.0,0.0,-1.23,0.0,4
2024-11-28 16:35:00,2024-11-28 17:25:00,sell,17,5.599999999998317,0.6913580246912454,2.1832358674457155,0.888888888888694,1.5256773366246534,24,10,0.9038461538462275,29.999999999998295,46.79999999999893,0.0,0.0,-1.23,0.0,2
2024-11-28 17:00:00,2024-11-28 17:25:00,sell,17,1.9000000000005457,0.24358974358980431,0.6041335453101984,0.4871794871796087,1.4589246974622938,27,5,0.9038461538462275,29.300000000000637,41.80000000000064,0.0,0.0,-1.23,0.0,2
2024-11-28 17:25:00,2024-11-28 18:55:00,sell,18,9.399999999999409,0.9038461538462275,2.543978349120258,0.9038461538462275,1.986232466052229,26,18,0.851851851851228,34.39999999999941,49.500000000000455,0.0,0.0,0.97,1.0,76
