period_id,scenario_key,variant,exit_type,exit_mode,trades,wins,win_rate,net_profit,gross_profit,gross_loss,profit_factor,sum_r,avg_r,r_profit_factor,max_dd_profit,max_dd_pct,recovery_factor,full_sl_exits,full_sl_rate,tp_exits,tp_exit_rate,time_exits,time_exit_rate,avg_mfe_r,avg_mae_r,reached_0_5r_rate,reached_0_8r_rate,reached_1_0r_rate,reached_1_3r_rate,reached_1_5r_rate
full2025_validation,all,base,full_sl,m5_failure_exit,33,0,0.0,-772.2100000000002,0,-772.2100000000002,0.0,-33.68159999999999,-1.020654545454545,0.0,772.2100000000002,7.722100000000001,-1.0,33,1.0,0,0.0,0,0.0,0.44158181818181824,1.0500333333333334,0.36363636363636365,0.18181818181818182,0.09090909090909091,0.0,0.0
full2025_validation,all,base,time,m5_failure_exit,232,27,0.11637931034482758,-1793.02,199.15000000000003,-1992.17,0.09996636833201987,-79.88009999999998,-0.3443107758620689,0.10111943573597162,1808.19,18.0819,-0.991610394925312,0,0.0,0,0.0,232,1.0,0.4708952586206894,0.5236387931034483,0.40948275862068967,0.19827586206896552,0.11206896551724138,0.004310344827586207,0.0
full2025_validation,all,base,tp,m5_failure_exit,48,48,1.0,1413.21,1413.21,0,inf,62.9201,1.3108354166666667,inf,0.0,0.0,inf,0,0.0,48,1.0,0,0.0,1.3182604166666665,0.4784208333333333,1.0,1.0,1.0,0.7916666666666666,0.020833333333333332
full2025_validation,all,expanded,full_sl,m5_failure_exit,30,0,0.0,-704.75,0,-704.75,0.0,-30.526899999999994,-1.0175633333333332,0.0,704.75,7.047499999999999,-1.0,30,1.0,0,0.0,0,0.0,0.4754233333333334,1.0498799999999997,0.36666666666666664,0.2,0.1,0.03333333333333333,0.0
full2025_validation,all,expanded,time,m5_failure_exit,203,23,0.11330049261083744,-1619.8600000000001,183.85,-1803.7099999999998,0.10192880230192215,-71.57199999999999,-0.35257142857142854,0.10303133600356924,1635.0300000000002,16.3503,-0.9907218827789092,0,0.0,0,0.0,203,1.0,0.47254926108374395,0.518415763546798,0.4088669950738916,0.2019704433497537,0.11330049261083744,0.009852216748768473,0.0
full2025_validation,all,expanded,tp,m5_failure_exit,47,47,1.0,1399.9000000000003,1399.9000000000003,0,inf,61.60569999999999,1.3107595744680849,inf,0.0,0.0,inf,0,0.0,47,1.0,0,0.0,1.318342553191489,0.44331276595744673,1.0,1.0,1.0,0.8085106382978723,0.02127659574468085
full2025_validation,all,expanded_fixed_exit,full_sl,fixed_tp_sl,138,0,0.0,-3163.6600000000017,0,-3163.6600000000017,0.0,-139.82529999999997,-1.0132268115942027,0.0,3163.6600000000017,31.636600000000016,-1.0,138,1.0,0,0.0,0,0.0,0.3994985507246376,1.0202521739130432,0.32608695652173914,0.11594202898550725,0.050724637681159424,0.014492753623188406,0.0
full2025_validation,all,expanded_fixed_exit,time,fixed_tp_sl,82,53,0.6463414634146342,281.46000000000004,505.8499999999999,-224.39000000000001,2.254333972102143,12.7201,0.1551231707317073,2.2532488644984574,33.92999999999999,0.33929999999999993,8.29531388152078,0,0.0,0,0.0,82,1.0,0.8189414634146343,0.5379719512195121,0.8292682926829268,0.5,0.34146341463414637,0.024390243902439025,0.0
full2025_validation,all,expanded_fixed_exit,tp,fixed_tp_sl,61,61,1.0,1792.6700000000008,1792.6700000000008,0,inf,80.02530000000002,1.3118901639344265,inf,0.0,0.0,inf,0,0.0,61,1.0,0,0.0,1.3193278688524595,0.4704049180327869,1.0,1.0,1.0,0.8032786885245902,0.01639344262295082
full2025_validation,all,expanded_short_hold,full_sl,m5_failure_exit_shorter_hold_diagnostic,29,0,0.0,-693.8600000000001,0,-693.8600000000001,0.0,-29.526899999999994,-1.0181689655172412,0.0,693.8600000000001,6.938600000000002,-1.0,29,1.0,0,0.0,0,0.0,0.45233793103448283,1.0515999999999999,0.3448275862068966,0.1724137931034483,0.06896551724137931,0.034482758620689655,0.0
