period_id,scenario_key,variant,m15_wave2_fib_zone,m15_wave2_type,trades,wins,win_rate,net_profit,gross_profit,gross_loss,profit_factor,sum_r,avg_r,r_profit_factor,max_dd_profit,max_dd_pct,recovery_factor,full_sl_exits,full_sl_rate,tp_exits,tp_exit_rate,time_exits,time_exit_rate,avg_mfe_r,avg_mae_r,reached_0_5r_rate,reached_0_8r_rate,reached_1_0r_rate,reached_1_3r_rate,reached_1_5r_rate
full2025_validation,all,base,none,unknown,313,75,0.23961661341853036,-1152.02,1612.3600000000001,-2764.379999999999,0.583262793103698,-50.64159999999998,-0.1617942492012779,0.5867604314398138,1167.19,11.6719,-0.9870029729521328,33,0.10543130990415335,48,0.15335463258785942,232,0.7412140575079872,0.5977520766773162,0.5722028753993612,0.4952076677316294,0.3194888178913738,0.24600638977635783,0.12460063897763578,0.003194888178913738
full2025_validation,all,expanded,deep_618_786,deep_pullback,12,1,0.08333333333333333,-79.85,29.66,-109.50999999999999,0.2708428454022464,-3.5435,-0.2952916666666667,0.2674481104771355,94.10999999999999,0.9410999999999999,-0.8484751886090746,1,0.08333333333333333,1,0.08333333333333333,10,0.8333333333333334,0.6047666666666668,0.5474666666666667,0.5833333333333334,0.25,0.08333333333333333,0.0,0.0
full2025_validation,all,expanded,deep_618_786,fib_pullback,2,0,0.0,-19.880000000000003,0,-19.880000000000003,0.0,-0.8891,-0.44455,0.0,19.880000000000003,0.19880000000000003,-1.0,0,0.0,0,0.0,2,1.0,0.18685000000000002,0.636,0.0,0.0,0.0,0.0,0.0
full2025_validation,all,expanded,no_fib,ma_pullback,10,3,0.3,5.039999999999996,64.22,-59.18,1.085163906725245,0.0779000000000003,0.00779000000000003,1.0289289958407606,33.19,0.3319,0.15185296776137377,0,0.0,2,0.2,8,0.8,0.7654099999999999,0.42756,0.6,0.6,0.5,0.2,0.0
full2025_validation,all,expanded,no_fib,structure_pullback,125,32,0.256,-404.6599999999999,715.99,-1120.65,0.6389059920581804,-17.795999999999992,-0.14236799999999994,0.6397607311666886,416.73,4.1673,-0.9710364024668248,14,0.112,22,0.176,89,0.712,0.5928455999999998,0.5739352000000002,0.496,0.304,0.256,0.16,0.008
full2025_validation,all,expanded,preferred_382_618,deep_pullback,7,3,0.42857142857142855,-1.8900000000000023,42.019999999999996,-43.910000000000004,0.9569574128900021,-0.06379999999999997,-0.00911428571428571,0.9666248169073027,19.509999999999998,0.1951,-0.09687339825730408,0,0.0,0,0.0,7,1.0,0.5689571428571428,0.4983428571428572,0.42857142857142855,0.2857142857142857,0.14285714285714285,0.0,0.0
full2025_validation,all,expanded,preferred_382_618,fib_pullback,45,12,0.26666666666666666,-58.980000000000004,287.61,-346.59000000000003,0.8298277503678698,-2.8293999999999992,-0.06287555555555555,0.8169289300688442,135.5,1.355,-0.4352767527675277,3,0.06666666666666667,8,0.17777777777777778,34,0.7555555555555555,0.6403355555555557,0.4927177777777777,0.5111111111111111,0.35555555555555557,0.26666666666666666,0.13333333333333333,0.0
full2025_validation,all,expanded,preferred_382_618,shallow_pullback,2,1,0.5,7.440000000000001,28.77,-21.33,1.348804500703235,0.29899999999999993,0.14949999999999997,1.299,21.33,0.2133,0.348804500703235,1,0.5,1,0.5,0,0.0,0.7043499999999999,0.73775,0.5,0.5,0.5,0.0,0.0
full2025_validation,all,expanded,shallow_236_382,fib_pullback,1,1,1.0,31.79,31.79,0,inf,1.3029,1.3029,inf,0.0,0.0,inf,0,0.0,1,1.0,0,0.0,1.3029,0.8229,1.0,1.0,1.0,1.0,0.0
full2025_validation,all,expanded,shallow_236_382,shallow_pullback,75,17,0.22666666666666666,-379.46,383.69,-763.1499999999999,0.5027714079800827,-16.039999999999992,-0.21386666666666657,0.5157370367574909,379.46,3.7946,-1.0,10,0.13333333333333333,12,0.16,53,0.7066666666666667,0.6243359999999999,0.596548,0.5066666666666667,0.36,0.26666666666666666,0.16,0.0
