period_id,scenario_key,variant,session_label,trades,wins,win_rate,net_profit,gross_profit,gross_loss,profit_factor,sum_r,avg_r,r_profit_factor,max_dd_profit,max_dd_pct,recovery_factor,full_sl_exits,full_sl_rate,tp_exits,tp_exit_rate,time_exits,time_exit_rate,avg_mfe_r,avg_mae_r,reached_0_5r_rate,reached_0_8r_rate,reached_1_0r_rate,reached_1_3r_rate,reached_1_5r_rate
full2025_validation,all,expanded_fixed_exit,new_york,62,30,0.4838709677419355,-68.73999999999994,548.0200000000002,-616.7599999999998,0.8885465983526825,-2.9179000000000013,-0.047062903225806474,0.8929391735706999,165.14,1.6513999999999998,-0.4162528763473413,26,0.41935483870967744,13,0.20967741935483872,23,0.3709677419354839,0.7132145161290323,0.6671790322580645,0.6290322580645161,0.3870967741935484,0.2903225806451613,0.1935483870967742,0.0
full2025_validation,all,expanded_fixed_exit,tokyo,37,15,0.40540540540540543,-30.620000000000008,363.63,-394.25,0.9223335447051363,-1.199300000000001,-0.032413513513513535,0.9305104092428748,114.13999999999999,1.1414,-0.26826704047660777,13,0.35135135135135137,11,0.2972972972972973,13,0.35135135135135137,0.9127972972972974,0.7335621621621622,0.7837837837837838,0.5945945945945946,0.4864864864864865,0.2702702702702703,0.02702702702702703
full2025_validation,all,expanded_short_hold,london,63,23,0.36507936507936506,-87.79000000000002,386.90999999999997,-474.6999999999998,0.8150621445123238,-3.6002,-0.05714603174603175,0.8249594025612854,143.97000000000003,1.4397000000000004,-0.609779815239286,4,0.06349206349206349,7,0.1111111111111111,52,0.8253968253968254,0.6117269841269842,0.5476539682539684,0.5555555555555556,0.3333333333333333,0.23809523809523808,0.1111111111111111,0.0
full2025_validation,all,expanded_short_hold,london_newyork_overlap,119,33,0.2773109243697479,-518.0200000000001,585.2800000000001,-1103.2999999999997,0.5304812834224601,-22.144999999999982,-0.18609243697478978,0.5358551624978518,518.0200000000001,5.180200000000001,-1.0,14,0.11764705882352941,12,0.10084033613445378,93,0.7815126050420168,0.49435126050420153,0.5856403361344538,0.3949579831932773,0.24369747899159663,0.17647058823529413,0.08403361344537816,0.0
full2025_validation,all,expanded_short_hold,new_york,64,27,0.421875,-24.789999999999978,377.93,-402.71999999999986,0.9384435836313074,-0.8651000000000006,-0.01351718750000001,0.9501196413641996,125.50999999999999,1.2550999999999999,-0.19751414229941822,7,0.109375,5,0.078125,52,0.8125,0.5152828125000001,0.4539031249999999,0.4375,0.1875,0.15625,0.078125,0.0
full2025_validation,all,expanded_short_hold,tokyo,37,18,0.4864864864864865,-8.959999999999999,242.95,-251.91000000000003,0.9644317414949782,-0.22030000000000005,-0.005954054054054056,0.9795751861226231,60.61999999999999,0.6061999999999999,-0.14780600461893764,4,0.10810810810810811,4,0.10810810810810811,29,0.7837837837837838,0.7052594594594594,0.5440594594594593,0.5945945945945946,0.3783783783783784,0.2702702702702703,0.08108108108108109,0.02702702702702703
full2025_validation,all,fibstruct,london,62,19,0.3064516129032258,-139.14000000000004,401.24000000000007,-540.3799999999999,0.7425145268144642,-5.9474,-0.0959258064516129,0.7510110440337938,187.38000000000002,1.8738000000000001,-0.7425552353506245,4,0.06451612903225806,11,0.1774193548387097,47,0.7580645161290323,0.6928209677419358,0.5785612903225809,0.5967741935483871,0.43548387096774194,0.3225806451612903,0.14516129032258066,0.0
full2025_validation,all,fibstruct,london_newyork_overlap,117,21,0.1794871794871795,-598.3900000000001,598.4799999999999,-1196.8699999999997,0.5000375980682948,-26.489199999999986,-0.2264034188034187,0.4975226301852148,598.3900000000001,5.983900000000001,-1.0,15,0.1282051282051282,19,0.1623931623931624,83,0.7094017094017094,0.5359598290598289,0.6026623931623932,0.41025641025641024,0.27350427350427353,0.23076923076923078,0.1452991452991453,0.0
full2025_validation,all,fibstruct,new_york,64,19,0.296875,-118.84999999999997,377.87000000000006,-496.71999999999997,0.7607303913673701,-4.981600000000001,-0.07783750000000002,0.7714254251131036,148.86,1.4886000000000001,-0.7984011823189571,7,0.109375,11,0.171875,46,0.71875,0.5788828125,0.4755515625,0.46875,0.265625,0.1875,0.15625,0.0
full2025_validation,all,fibstruct,tokyo,38,11,0.2894736842105263,-102.42,228.63000000000002,-331.05,0.690620752152243,-4.355599999999998,-0.1146210526315789,0.6965669063144402,109.69,1.0969,-0.933722308323457,6,0.15789473684210525,7,0.18421052631578946,25,0.6578947368421053,0.7656342105263159,0.5906684210526315,0.6842105263157895,0.39473684210526316,0.3157894736842105,0.15789473684210525,0.02631578947368421
full2025_validation,all,light,london,13,7,0.5384615384615384,115.90999999999998,198.98,-83.07000000000001,2.3953292403996627,4.7523,0.36556153846153844,2.4314587788788815,50.0,0.5,2.3181999999999996,2,0.15384615384615385,6,0.46153846153846156,5,0.38461538461538464,0.8953153846153847,0.5214384615384616,0.6923076923076923,0.6923076923076923,0.5384615384615384,0.38461538461538464,0.0
full2025_validation,all,light,london_newyork_overlap,19,4,0.21052631578947367,-80.07000000000001,111.3,-191.37,0.5815958614202853,-3.3470999999999997,-0.17616315789473683,0.5759729401033749,106.26,1.0626,-0.7535290796160362,3,0.15789473684210525,3,0.15789473684210525,13,0.6842105263157895,0.646963157894737,0.5332105263157895,0.5789473684210527,0.2631578947368421,0.2631578947368421,0.15789473684210525,0.0
full2025_validation,all,light,new_york,11,4,0.36363636363636365,32.98999999999999,104.87,-71.88,1.4589593767390097,1.3847,0.12588181818181818,1.4634358579604407,55.480000000000004,0.5548,0.5946286950252341,1,0.09090909090909091,3,0.2727272727272727,7,0.6363636363636364,0.7067545454545455,0.4417636363636363,0.5454545454545454,0.45454545454545453,0.36363636363636365,0.18181818181818182,0.0
full2025_validation,all,light,tokyo,7,4,0.5714285714285714,65.46,113.21,-47.75,2.370890052356021,2.7036999999999995,0.38624285714285705,2.4015343942771237,25.11,0.2511,2.6069295101553163,1,0.14285714285714285,3,0.42857142857142855,3,0.42857142857142855,1.0458142857142858,0.4883,0.8571428571428571,0.7142857142857143,0.5714285714285714,0.2857142857142857,0.0
full2025_validation,all,lowqual,london,71,19,0.2676056338028169,-243.44000000000003,373.44,-616.88,0.6053689534431332,-10.965100000000001,-0.1544380281690141,0.6039135083587396,258.61,2.5861,-0.9413402420633387,6,0.08450704225352113,10,0.14084507042253522,55,0.7746478873239436,0.6577253521126762,0.5834943661971831,0.5633802816901409,0.4225352112676056,0.323943661971831,0.1267605633802817,0.0
full2025_validation,all,lowqual,london_newyork_overlap,129,21,0.16279069767441862,-732.7200000000005,573.9399999999999,-1306.6599999999999,0.43924203694916814,-32.32309999999998,-0.25056666666666655,0.44129106082291053,732.7200000000005,7.327200000000005,-1.0,16,0.12403100775193798,19,0.14728682170542637,94,0.7286821705426356,0.5271302325581395,0.6068217054263566,0.4186046511627907,0.26356589147286824,0.21705426356589147,0.10852713178294573,0.0
full2025_validation,all,lowqual,new_york,76,22,0.2894736842105263,-186.62999999999997,381.99000000000007,-568.6200000000001,0.671784319932468,-8.086400000000003,-0.10640000000000004,0.6793032746251254,188.44999999999996,1.8844999999999996,-0.9903422658530114,7,0.09210526315789473,10,0.13157894736842105,59,0.7763157894736842,0.5561328947368421,0.48657500000000004,0.4605263157894737,0.25,0.15789473684210525,0.11842105263157894,0.0
full2025_validation,all,lowqual,tokyo,40,13,0.325,-17.169999999999995,282.99,-300.16,0.9427971748400853,-0.5675999999999992,-0.01418999999999998,0.956660176383003,64.45,0.6445000000000001,-0.26640806826997665,4,0.1,9,0.225,27,0.675,0.7742225000000003,0.5981974999999999,0.675,0.425,0.35,0.175,0.025
full2025_validation,all,medlowqual,london,71,19,0.2676056338028169,-243.44000000000003,373.44,-616.88,0.6053689534431332,-10.965100000000001,-0.1544380281690141,0.6039135083587396,258.61,2.5861,-0.9413402420633387,6,0.08450704225352113,10,0.14084507042253522,55,0.7746478873239436,0.6577253521126762,0.5834943661971831,0.5633802816901409,0.4225352112676056,0.323943661971831,0.1267605633802817,0.0
full2025_validation,all,medlowqual,london_newyork_overlap,126,21,0.16666666666666666,-704.7800000000005,573.9399999999999,-1278.7199999999998,0.4488394644644645,-31.022499999999983,-0.24621031746031732,0.4514398984308415,704.7800000000005,7.047800000000006,-1.0,16,0.12698412698412698,19,0.15079365079365079,91,0.7222222222222222,0.5330388888888888,0.6092365079365079,0.42063492063492064,0.2698412698412698,0.2222222222222222,0.1111111111111111,0.0
full2025_validation,all,medlowqual,new_york,76,22,0.2894736842105263,-185.98,381.99000000000007,-567.97,0.6725531278060461,-8.086400000000003,-0.10640000000000004,0.6793032746251254,187.79999999999998,1.878,-0.9903088391906284,7,0.09210526315789473,10,0.13157894736842105,59,0.7763157894736842,0.5561328947368421,0.48657500000000004,0.4605263157894737,0.25,0.15789473684210525,0.11842105263157894,0.0
full2025_validation,all,medlowqual,tokyo,41,13,0.3170731707317073,-27.75,282.99,-310.74,0.91069704576173,-1.0460999999999994,-0.025514634146341447,0.9229392265193369,64.45,0.6445000000000001,-0.4305663304887509,4,0.0975609756097561,9,0.21951219512195122,28,0.6829268292682927,0.7770365853658538,0.5957268292682927,0.6829268292682927,0.43902439024390244,0.34146341463414637,0.17073170731707318,0.024390243902439025
full2025_validation,all,nosess_expdiag,london,65,18,0.27692307692307694,-175.9,358.27,-534.17,0.6707040829698411,-7.845600000000002,-0.12070153846153849,0.6713444315049557,175.9,1.7590000000000001,-1.0,4,0.06153846153846154,10,0.15384615384615385,51,0.7846153846153846,0.6765353846153848,0.5709415384615385,0.5846153846153846,0.4307692307692308,0.35384615384615387,0.13846153846153847,0.0
full2025_validation,all,nosess_expdiag,london_newyork_overlap,122,22,0.18032786885245902,-657.3100000000003,575.23,-1232.54,0.4667029061937138,-28.904499999999985,-0.23692213114754085,0.4695536318908296,660.2800000000002,6.602800000000002,-0.9955019082813353,16,0.13114754098360656,19,0.1557377049180328,87,0.7131147540983607,0.5490549180327869,0.611218032786885,0.4344262295081967,0.2786885245901639,0.22950819672131148,0.11475409836065574,0.0
full2025_validation,all,nosess_expdiag,new_york,75,23,0.30666666666666664,-140.42999999999998,410.43000000000006,-550.8600000000001,0.7450713429909596,-6.006100000000003,-0.08008133333333337,0.7542210582313703,155.65,1.5565,-0.9022165114037903,7,0.09333333333333334,11,0.14666666666666667,57,0.76,0.5700919999999999,0.48455599999999993,0.48,0.26666666666666666,0.17333333333333334,0.13333333333333333,0.0
full2025_validation,all,nosess_expdiag,tokyo,43,13,0.3023255813953488,-46.09000000000003,282.99,-329.08000000000004,0.8599428710343988,-1.8170000000000004,-0.04225581395348838,0.8733436033988805,95.97000000000003,0.9597000000000003,-0.4802542461185789,4,0.09302325581395349,9,0.20930232558139536,30,0.6976744186046512,0.7402139534883723,0.5863372093023255,0.627906976744186,0.3953488372093023,0.32558139534883723,0.16279069767441862,0.023255813953488372
full2025_validation,all,notopp,london,51,16,0.3137254901960784,-79.53000000000003,349.21000000000004,-428.7399999999999,0.8145029621682142,-3.343300000000002,-0.06555490196078435,0.8213638816608516,129.26999999999998,1.2926999999999997,-0.6152239498723605,4,0.0784313725490196,10,0.19607843137254902,37,0.7254901960784313,0.7066,0.5826117647058824,0.6078431372549019,0.45098039215686275,0.3333333333333333,0.1568627450980392,0.0
full2025_validation,all,notopp,london_newyork_overlap,90,17,0.18888888888888888,-498.8200000000001,455.8399999999999,-954.66,0.4774893679425135,-21.518399999999986,-0.23909333333333319,0.48336662569145655,498.8200000000001,4.988200000000001,-1.0,13,0.14444444444444443,14,0.15555555555555556,63,0.7,0.6015555555555554,0.6012522222222221,0.4888888888888889,0.32222222222222224,0.2777777777777778,0.13333333333333333,0.0
full2025_validation,all,notopp,new_york,56,16,0.2857142857142857,-76.44999999999999,338.50999999999993,-414.96,0.8157653749759012,-2.8482999999999996,-0.05086249999999999,0.8423540351013133,143.60999999999999,1.4361,-0.532344544251793,5,0.08928571428571429,10,0.17857142857142858,41,0.7321428571428571,0.6148625000000001,0.4712535714285715,0.5178571428571429,0.32142857142857145,0.21428571428571427,0.17857142857142858,0.0
full2025_validation,all,notopp,tokyo,32,9,0.28125,-45.22999999999999,217.31,-262.54,0.8277214900586577,-1.8936999999999995,-0.059178124999999984,0.8332717027645714,66.69,0.6668999999999999,-0.6782126255810466,4,0.125,7,0.21875,21,0.65625,0.7605593750000001,0.5744906249999999,0.6875,0.40625,0.3125,0.1875,0.03125
full2025_validation,all,wave1or2,london,71,19,0.2676056338028169,-243.44000000000003,373.44,-616.88,0.6053689534431332,-10.965100000000001,-0.1544380281690141,0.6039135083587396,258.61,2.5861,-0.9413402420633387,6,0.08450704225352113,10,0.14084507042253522,55,0.7746478873239436,0.6577253521126762,0.5834943661971831,0.5633802816901409,0.4225352112676056,0.323943661971831,0.1267605633802817,0.0
full2025_validation,all,wave1or2,london_newyork_overlap,126,21,0.16666666666666666,-709.8300000000005,573.9399999999999,-1283.77,0.44707385279294576,-31.316999999999982,-0.2485476190476189,0.44910118546064803,709.8300000000005,7.0983000000000045,-1.0,16,0.12698412698412698,19,0.15079365079365079,91,0.7222222222222222,0.531192857142857,0.6116047619047619,0.42063492063492064,0.2698412698412698,0.2222222222222222,0.1111111111111111,0.0
full2025_validation,all,wave1or2,new_york,76,21,0.27631578947368424,-187.59,381.51000000000005,-569.1000000000001,0.6703742751713231,-8.174900000000003,-0.10756447368421056,0.6766309077388017,189.41,1.8941,-0.9903912148249828,7,0.09210526315789473,10,0.13157894736842105,59,0.7763157894736842,0.5548618421052631,0.48653421052631574,0.4605263157894737,0.25,0.15789473684210525,0.11842105263157894,0.0
full2025_validation,all,wave1or2,tokyo,41,13,0.3170731707317073,-25.29,285.45000000000005,-310.74,0.9186136319752849,-0.9424999999999992,-0.022987804878048763,0.9305709023941068,64.45,0.6445000000000001,-0.39239720713731574,4,0.0975609756097561,9,0.21951219512195122,28,0.6829268292682927,0.78619756097561,0.5672951219512196,0.6829268292682927,0.43902439024390244,0.36585365853658536,0.17073170731707318,0.024390243902439025
full2025_validation,clean,clean_base,london,2,1,0.5,13.399999999999999,30.56,-17.16,1.7808857808857808,0.5678,0.2839,1.7765317286652078,17.16,0.1716,0.7808857808857808,0,0.0,1,0.5,1,0.5,0.9283999999999999,0.6033499999999999,1.0,0.5,0.5,0.0,0.0
full2025_validation,clean,clean_base,london_newyork_overlap,1,1,1.0,32.2,32.2,0,inf,1.3155,1.3155,inf,0.0,0.0,inf,0,0.0,1,1.0,0,0.0,1.3155,0.8075,1.0,1.0,1.0,1.0,0.0
full2025_validation,clean,clean_base,new_york,3,0,0.0,-26.13,0,-26.13,0.0,-1.1288,-0.3762666666666667,0.0,26.13,0.2613,-1.0,0,0.0,0,0.0,3,1.0,0.20936666666666667,0.42630000000000007,0.0,0.0,0.0,0.0,0.0
full2025_validation,clean,clean_base,tokyo,3,1,0.3333333333333333,18.86,31.98,-13.12,2.4375,0.7356999999999998,0.24523333333333328,2.305590062111801,10.61,0.10609999999999999,1.7775683317624882,0,0.0,1,0.3333333333333333,2,0.6666666666666666,0.8541333333333334,0.5298666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.0,0.0
full2025_validation,ldn,ldn_base,london,21,8,0.38095238095238093,33.55,228.39999999999998,-194.85,1.172183731075186,1.3567999999999998,0.0646095238095238,1.1669003862523677,50.769999999999996,0.5077,0.6608233208587748,1,0.047619047619047616,6,0.2857142857142857,14,0.6666666666666666,0.6254333333333333,0.6212333333333334,0.47619047619047616,0.38095238095238093,0.3333333333333333,0.19047619047619047,0.0
full2025_validation,ny,ny_base,new_york,27,7,0.25925925925925924,-27.959999999999994,167.24,-195.2,0.8567622950819673,-1.1770999999999998,-0.04359629629629629,0.8582558643610617,68.02,0.6802,-0.41105557189062036,2,0.07407407407407407,5,0.18518518518518517,20,0.7407407407407407,0.5340555555555555,0.4572740740740741,0.37037037037037035,0.2222222222222222,0.18518518518518517,0.18518518518518517,0.0
full2025_validation,one,one_base,london,21,8,0.38095238095238093,29.43000000000001,224.28,-194.85,1.1510392609699769,1.3567999999999998,0.0646095238095238,1.1669003862523677,50.769999999999996,0.5077,0.5796730352570418,1,0.047619047619047616,6,0.2857142857142857,14,0.6666666666666666,0.6254333333333333,0.6212333333333334,0.47619047619047616,0.38095238095238093,0.3333333333333333,0.19047619047619047,0.0
full2025_validation,one,one_base,london_newyork_overlap,31,5,0.16129032258064516,-186.51,159.76,-346.2699999999999,0.4613740722557543,-7.734299999999999,-0.24949354838709675,0.45954425709434205,186.51,1.8650999999999998,-1.0,2,0.06451612903225806,5,0.16129032258064516,24,0.7741935483870968,0.5025451612903226,0.5946354838709678,0.3548387096774194,0.22580645161290322,0.1935483870967742,0.16129032258064516,0.0
full2025_validation,one,one_base,new_york,27,7,0.25925925925925924,-30.89,165.47,-196.35999999999996,0.8426869016092893,-1.1770999999999998,-0.04359629629629629,0.8582558643610617,68.02,0.6802,-0.4541311379006175,2,0.07407407407407407,5,0.18518518518518517,20,0.7407407407407407,0.5340555555555555,0.4572740740740741,0.37037037037037035,0.2222222222222222,0.18518518518518517,0.18518518518518517,0.0
full2025_validation,one,one_base,tokyo,17,8,0.47058823529411764,98.26,193.3,-95.04,2.0338804713804715,4.188300000000001,0.24637058823529417,2.0661592505854802,43.129999999999995,0.4312999999999999,2.2782286111755163,1,0.058823529411764705,6,0.35294117647058826,10,0.5882352941176471,0.8590823529411765,0.5354647058823531,0.6470588235294118,0.5882352941176471,0.47058823529411764,0.23529411764705882,0.0
full2025_validation,one,onesym_expanded,london,19,9,0.47368421052631576,67.16,234.31000000000003,-167.14999999999998,1.401794795094227,2.7324999999999995,0.14381578947368417,1.3914027473393205,54.34000000000002,0.5434000000000001,1.2359219727640776,2,0.10526315789473684,6,0.3157894736842105,11,0.5789473684210527,0.7468157894736841,0.6334263157894737,0.631578947368421,0.47368421052631576,0.3684210526315789,0.21052631578947367,0.0
full2025_validation,one,onesym_expanded,london_newyork_overlap,26,5,0.19230769230769232,-132.45999999999998,158.24,-290.7,0.5443412452700379,-5.508000000000002,-0.2118461538461539,0.5441755768148565,132.45999999999998,1.3245999999999998,-1.0,2,0.07692307692307693,5,0.19230769230769232,19,0.7307692307692307,0.4900307692307694,0.590726923076923,0.34615384615384615,0.23076923076923078,0.19230769230769232,0.19230769230769232,0.0
full2025_validation,one,onesym_expanded,new_york,25,8,0.32,28.840000000000003,198.74,-169.90000000000003,1.1697469099470275,1.3365000000000002,0.05346000000000001,1.1877818835794474,68.02,0.6802,0.4239929432519848,2,0.08,6,0.24,17,0.68,0.6024480000000001,0.42729600000000006,0.44,0.28,0.24,0.24,0.0
full2025_validation,one,onesym_expanded,tokyo,13,5,0.38461538461538464,52.32,127.89,-75.57,1.6923382294561335,2.2226,0.17096923076923076,1.719497588294325,42.029999999999994,0.42029999999999995,1.2448251249107782,1,0.07692307692307693,4,0.3076923076923077,8,0.6153846153846154,0.937953846153846,0.47048461538461545,0.7692307692307693,0.6153846153846154,0.5384615384615384,0.23076923076923078,0.0
full2025_validation,one,onesym_quality,london,20,8,0.4,42.489999999999995,224.28,-181.79,1.2337312283403927,1.8262999999999994,0.09131499999999997,1.238423478113291,50.769999999999996,0.5077,0.8369115619460311,1,0.05,6,0.3,13,0.65,0.62301,0.62209,0.45,0.4,0.35,0.2,0.0
full2025_validation,one,onesym_quality,london_newyork_overlap,29,4,0.13793103448275862,-194.38000000000005,127.56,-321.94,0.3962228986767721,-8.0725,-0.27836206896551724,0.39456552717236426,194.38000000000005,1.9438000000000004,-1.0,2,0.06896551724137931,4,0.13793103448275862,23,0.7931034482758621,0.49571379310344826,0.5681758620689655,0.3448275862068966,0.20689655172413793,0.1724137931034483,0.13793103448275862,0.0
full2025_validation,one,onesym_quality,new_york,28,7,0.25,-34.52,165.47,-199.99,0.8273913695684784,-1.3315999999999997,-0.047557142857142846,0.8425800044923099,68.02,0.6802,-0.5074977947662453,2,0.07142857142857142,5,0.17857142857142858,21,0.75,0.5252107142857143,0.4506821428571429,0.35714285714285715,0.21428571428571427,0.17857142857142858,0.17857142857142858,0.0
full2025_validation,one,onesym_quality,tokyo,16,8,0.5,119.58,193.3,-73.72,2.622083559413999,5.0657000000000005,0.31660625000000003,2.660340871845297,43.129999999999995,0.4312999999999999,2.772548110364016,1,0.0625,6,0.375,9,0.5625,0.836125,0.51409375,0.625,0.5625,0.4375,0.25,0.0
full2025_validation,tky,tky_base,tokyo,17,8,0.47058823529411764,101.50999999999998,196.82,-95.31,2.0650508865806314,4.188300000000001,0.24637058823529417,2.0661592505854802,43.92,0.43920000000000003,2.3112477231329684,1,0.058823529411764705,6,0.35294117647058826,10,0.5882352941176471,0.8590823529411765,0.5354647058823531,0.6470588235294118,0.5882352941176471,0.47058823529411764,0.23529411764705882,0.0
q1_quick,all,base,london,21,6,0.2857142857142857,-13.209999999999997,150.82,-164.03,0.9194659513503627,-0.48799999999999966,-0.02323809523809522,0.9312085030801109,112.78,1.1278,-0.11713069693208013,1,0.047619047619047616,5,0.23809523809523808,15,0.7142857142857143,0.6612190476190476,0.5177238095238095,0.5238095238095238,0.47619047619047616,0.42857142857142855,0.23809523809523808,0.0
q1_quick,all,base,london_newyork_overlap,38,4,0.10526315789473684,-382.94,123.5,-506.44,0.24385909485822604,-16.3676,-0.4307263157894737,0.24179143195967984,382.94,3.8294,-1.0,9,0.23684210526315788,4,0.10526315789473684,25,0.6578947368421053,0.4841368421052632,0.6965894736842105,0.3684210526315789,0.23684210526315788,0.15789473684210525,0.07894736842105263,0.0
q1_quick,all,base,new_york,27,10,0.37037037037037035,-115.59,94.66,-210.25000000000006,0.4502259215219975,-4.7749000000000015,-0.1768481481481482,0.4696205624916692,155.65,1.5565,-0.7426276903308705,4,0.14814814814814814,1,0.037037037037037035,22,0.8148148148148148,0.5216888888888888,0.5014407407407409,0.5185185185185185,0.2222222222222222,0.07407407407407407,0.037037037037037035,0.0
q1_quick,all,base,tokyo,21,6,0.2857142857142857,-50.16,103.07000000000001,-153.23,0.67264895908112,-2.0920999999999994,-0.09962380952380949,0.678918935510605,64.45,0.6445000000000001,-0.778277734678045,2,0.09523809523809523,3,0.14285714285714285,16,0.7619047619047619,0.6828142857142858,0.504647619047619,0.6190476190476191,0.2857142857142857,0.23809523809523808,0.14285714285714285,0.0
q1_quick,all,expanded,london,18,6,0.3333333333333333,-4.299999999999992,151.15,-155.45000000000002,0.9723383724670311,-0.06400000000000014,-0.0035555555555555635,0.9904046537429345,109.00999999999999,1.0900999999999998,-0.03944592239244099,1,0.05555555555555555,5,0.2777777777777778,12,0.6666666666666666,0.6915944444444444,0.561038888888889,0.5555555555555556,0.5,0.3888888888888889,0.2777777777777778,0.0
q1_quick,all,expanded,london_newyork_overlap,35,5,0.14285714285714285,-310.05999999999995,152.89,-462.95,0.33025164704611726,-13.132200000000001,-0.3752057142857143,0.3318136718650623,310.05999999999995,3.1005999999999996,-1.0,8,0.22857142857142856,5,0.14285714285714285,22,0.6285714285714286,0.4951428571428572,0.7070685714285714,0.37142857142857144,0.2571428571428571,0.17142857142857143,0.14285714285714285,0.0
q1_quick,all,expanded,new_york,22,8,0.36363636363636365,-110.97999999999998,77.97,-188.95,0.4126488489018259,-4.680200000000001,-0.2127363636363637,0.4213545659108332,138.67999999999998,1.3867999999999998,-0.8002595904239976,4,0.18181818181818182,1,0.045454545454545456,17,0.7727272727272727,0.5114545454545454,0.5062954545454547,0.5,0.22727272727272727,0.09090909090909091,0.045454545454545456,0.0
