period_id,scenario_key,variant,m5_pattern_quality_group,trades,wins,win_rate,net_profit,gross_profit,gross_loss,profit_factor,sum_r,avg_r,r_profit_factor,max_dd_profit,max_dd_pct,recovery_factor,full_sl_exits,full_sl_rate,tp_exits,tp_exit_rate,time_exits,time_exit_rate,avg_mfe_r,avg_mae_r,reached_0_5r_rate,reached_0_8r_rate,reached_1_0r_rate,reached_1_3r_rate,reached_1_5r_rate
full2025_validation,all,wave1or2,low_quality,4,1,0.25,-7.459999999999999,31.79,-39.25,0.8099363057324841,-0.4151000000000001,-0.10377500000000002,0.7583818393480791,39.25,0.39249999999999996,-0.1900636942675159,1,0.25,1,0.25,2,0.5,0.825825,0.6562250000000001,0.75,0.75,0.5,0.25,0.0
full2025_validation,clean,clean_base,high_quality,9,3,0.3333333333333333,38.33,94.74000000000001,-56.41,1.6794894522247832,1.4902,0.16557777777777777,1.6148958118423768,30.27,0.30269999999999997,1.2662702345556656,0,0.0,3,0.3333333333333333,6,0.6666666666666666,0.7069777777777778,0.5425222222222222,0.5555555555555556,0.4444444444444444,0.4444444444444444,0.1111111111111111,0.0
full2025_validation,ldn,ldn_base,high_quality,21,8,0.38095238095238093,33.55,228.39999999999998,-194.85,1.172183731075186,1.3567999999999998,0.0646095238095238,1.1669003862523677,50.769999999999996,0.5077,0.6608233208587748,1,0.047619047619047616,6,0.2857142857142857,14,0.6666666666666666,0.6254333333333333,0.6212333333333334,0.47619047619047616,0.38095238095238093,0.3333333333333333,0.19047619047619047,0.0
full2025_validation,ny,ny_base,high_quality,27,7,0.25925925925925924,-27.959999999999994,167.24,-195.2,0.8567622950819673,-1.1770999999999998,-0.04359629629629629,0.8582558643610617,68.02,0.6802,-0.41105557189062036,2,0.07407407407407407,5,0.18518518518518517,20,0.7407407407407407,0.5340555555555555,0.4572740740740741,0.37037037037037035,0.2222222222222222,0.18518518518518517,0.18518518518518517,0.0
full2025_validation,one,one_base,high_quality,96,28,0.2916666666666667,-89.71000000000001,742.81,-832.52,0.8922428290011051,-3.3662999999999994,-0.035065624999999996,0.9029126493601635,248.15000000000003,2.4815000000000005,-0.3615152125730405,6,0.0625,22,0.22916666666666666,68,0.7083333333333334,0.6014260416666668,0.5513427083333332,0.4375,0.3229166666666667,0.2708333333333333,0.1875,0.0
full2025_validation,one,onesym_expanded,high_quality,83,27,0.3253012048192771,15.860000000000047,719.1800000000001,-703.3199999999998,1.0225501905249392,0.7835999999999972,0.009440963855421652,1.026770249356879,172.58,1.7258000000000002,0.09189940896975343,7,0.08433734939759036,21,0.25301204819277107,55,0.6626506024096386,0.6528301204819278,0.5324421686746988,0.5060240963855421,0.3614457831325301,0.30120481927710846,0.21686746987951808,0.0
full2025_validation,one,onesym_quality,high_quality,93,27,0.2903225806451613,-66.83000000000004,710.6099999999999,-777.4399999999998,0.9140383823832064,-2.5120999999999984,-0.02701182795698923,0.922712225257821,223.78000000000006,2.2378000000000005,-0.29864152292430074,6,0.06451612903225806,21,0.22580645161290322,66,0.7096774193548387,0.5905354838709679,0.5350913978494622,0.41935483870967744,0.3118279569892473,0.25806451612903225,0.1827956989247312,0.0
full2025_validation,tky,tky_base,high_quality,17,8,0.47058823529411764,101.50999999999998,196.82,-95.31,2.0650508865806314,4.188300000000001,0.24637058823529417,2.0661592505854802,43.92,0.43920000000000003,2.3112477231329684,1,0.058823529411764705,6,0.35294117647058826,10,0.5882352941176471,0.8590823529411765,0.5354647058823531,0.6470588235294118,0.5882352941176471,0.47058823529411764,0.23529411764705882,0.0
q1_quick,all,base,unknown,107,26,0.24299065420560748,-561.8999999999997,472.05000000000007,-1033.95,0.45655012331350653,-23.722599999999996,-0.22170654205607473,0.46328594990463745,575.7799999999997,5.757799999999998,-0.9758935704609399,16,0.14953271028037382,13,0.12149532710280374,78,0.7289719626168224,0.5673598130841122,0.574571028037383,0.48598130841121495,0.2897196261682243,0.205607476635514,0.11214953271028037,0.0
q1_quick,all,expanded,high_quality,91,23,0.25274725274725274,-512.6399999999999,423.5199999999999,-936.1600000000002,0.4524012989232608,-21.558699999999998,-0.2369087912087912,0.4598279162532448,512.6399999999999,5.126399999999999,-1.0,15,0.16483516483516483,12,0.13186813186813187,64,0.7032967032967034,0.5593406593406594,0.5936307692307692,0.4725274725274725,0.2857142857142857,0.18681318681318682,0.13186813186813187,0.0
q1_quick,all,expanded,low_quality,1,1,1.0,31.79,31.79,0,inf,1.3029,1.3029,inf,0.0,0.0,inf,0,0.0,1,1.0,0,0.0,1.3029,0.8229,1.0,1.0,1.0,1.0,0.0
q1_quick,all,expanded_fixed_exit,high_quality,91,31,0.34065934065934067,-675.4899999999996,629.98,-1305.4700000000003,0.4825694960435704,-28.806899999999995,-0.3165593406593406,0.48710594066809804,675.4899999999996,6.754899999999996,-1.0,51,0.5604395604395604,15,0.16483516483516483,25,0.27472527472527475,0.6511725274725275,0.790589010989011,0.5824175824175825,0.3516483516483517,0.26373626373626374,0.16483516483516483,0.0
q1_quick,all,expanded_fixed_exit,low_quality,1,1,1.0,31.79,31.79,0,inf,1.3029,1.3029,inf,0.0,0.0,inf,0,0.0,1,1.0,0,0.0,1.3029,0.8229,1.0,1.0,1.0,1.0,0.0
q1_quick,all,expanded_short_hold,high_quality,91,32,0.3516483516483517,-435.2399999999998,430.07,-865.3100000000001,0.4970126313113219,-18.132599999999996,-0.19925934065934062,0.5058334900376908,441.54999999999984,4.415499999999999,-0.9857094326803305,15,0.16483516483516483,7,0.07692307692307693,69,0.7582417582417582,0.49189890109890116,0.574832967032967,0.4065934065934066,0.2087912087912088,0.13186813186813187,0.08791208791208792,0.0
q1_quick,all,expanded_short_hold,low_quality,1,1,1.0,31.79,31.79,0,inf,1.3029,1.3029,inf,0.0,0.0,inf,0,0.0,1,1.0,0,0.0,1.3029,0.8229,1.0,1.0,1.0,1.0,0.0
q1_quick,all,fibstruct,high_quality,91,22,0.24175824175824176,-541.5,421.5899999999999,-963.0900000000001,0.4377472510357286,-22.8179,-0.25074615384615384,0.4446726747482909,541.5,5.415,-1.0,16,0.17582417582417584,12,0.13186813186813187,63,0.6923076923076923,0.5517780219780218,0.6035967032967032,0.4725274725274725,0.27472527472527475,0.17582417582417584,0.12087912087912088,0.0
q1_quick,all,fibstruct,low_quality,1,1,1.0,31.79,31.79,0,inf,1.3029,1.3029,inf,0.0,0.0,inf,0,0.0,1,1.0,0,0.0,1.3029,0.8229,1.0,1.0,1.0,1.0,0.0
q1_quick,all,light,high_quality,17,5,0.29411764705882354,-7.220000000000001,142.18,-149.4,0.951673360107095,-0.45300000000000046,-0.02664705882352944,0.9261264493403567,66.08,0.6608,-0.10926150121065377,2,0.11764705882352941,4,0.23529411764705882,11,0.6470588235294118,0.7229823529411764,0.5267470588235296,0.5882352941176471,0.47058823529411764,0.29411764705882354,0.17647058823529413,0.0
q1_quick,all,light,low_quality,1,1,1.0,31.79,31.79,0,inf,1.3029,1.3029,inf,0.0,0.0,inf,0,0.0,1,1.0,0,0.0,1.3029,0.8229,1.0,1.0,1.0,1.0,0.0
q1_quick,all,lowqual,high_quality,104,25,0.2403846153846154,-565.0199999999998,440.26000000000005,-1005.2800000000001,0.43794763647938884,-23.785999999999998,-0.22871153846153844,0.44632473778055043,578.8999999999997,5.788999999999998,-0.9760234928312317,15,0.14423076923076922,12,0.11538461538461539,77,0.7403846153846154,0.5605173076923078,0.5706836538461538,0.4807692307692308,0.27884615384615385,0.19230769230769232,0.10576923076923077,0.0
q1_quick,all,lowqual,low_quality,3,1,0.3333333333333333,3.120000000000001,31.79,-28.669999999999998,1.1088245552842693,0.0633999999999999,0.0211333333333333,1.0511496571198062,28.669999999999998,0.28669999999999995,0.1088245552842693,1,0.3333333333333333,1,0.3333333333333333,1,0.3333333333333333,0.8045666666666667,0.7093333333333334,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.0
q1_quick,all,medlowqual,high_quality,104,25,0.2403846153846154,-565.0199999999998,440.26000000000005,-1005.2800000000001,0.43794763647938884,-23.785999999999998,-0.22871153846153844,0.44632473778055043,578.8999999999997,5.788999999999998,-0.9760234928312317,15,0.14423076923076922,12,0.11538461538461539,77,0.7403846153846154,0.5605173076923078,0.5706836538461538,0.4807692307692308,0.27884615384615385,0.19230769230769232,0.10576923076923077,0.0
q1_quick,all,medlowqual,low_quality,3,1,0.3333333333333333,3.120000000000001,31.79,-28.669999999999998,1.1088245552842693,0.0633999999999999,0.0211333333333333,1.0511496571198062,28.669999999999998,0.28669999999999995,0.1088245552842693,1,0.3333333333333333,1,0.3333333333333333,1,0.3333333333333333,0.8045666666666667,0.7093333333333334,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.0
q1_quick,all,nosess_expdiag,high_quality,107,26,0.24299065420560748,-582.06,441.55000000000007,-1023.6100000000001,0.4313654614550464,-24.555899999999998,-0.22949439252336445,0.43918888056565514,595.9399999999999,5.9594,-0.97670906467094,15,0.14018691588785046,12,0.11214953271028037,80,0.7476635514018691,0.5550074766355141,0.5635457943925234,0.4766355140186916,0.27102803738317754,0.18691588785046728,0.102803738317757,0.0
q1_quick,all,nosess_expdiag,low_quality,4,1,0.25,-4.579999999999998,31.79,-36.37,0.8740720373934562,-0.2620000000000001,-0.06550000000000003,0.8325771614799666,36.37,0.36369999999999997,-0.12592796260654382,1,0.25,1,0.25,2,0.5,0.6603749999999999,0.63185,0.5,0.5,0.5,0.25,0.0
q1_quick,all,notopp,high_quality,75,16,0.21333333333333335,-495.36999999999983,290.22,-785.5900000000001,0.36942934609656436,-20.9162,-0.27888266666666667,0.37802346811939846,518.6399999999999,5.186399999999999,-0.9551326546351997,13,0.17333333333333334,8,0.10666666666666667,54,0.72,0.5637106666666666,0.5774680000000002,0.49333333333333335,0.30666666666666664,0.17333333333333334,0.09333333333333334,0.0
q1_quick,all,wave1or2,high_quality,104,25,0.2403846153846154,-570.9499999999998,440.26000000000005,-1011.2100000000002,0.4353793969600775,-24.080499999999997,-0.2315432692307692,0.4432859319334084,584.8299999999998,5.848299999999998,-0.9762666073901818,15,0.14423076923076922,12,0.11538461538461539,77,0.7403846153846154,0.5582807692307693,0.5735528846153846,0.4807692307692308,0.27884615384615385,0.19230769230769232,0.10576923076923077,0.0
q1_quick,all,wave1or2,low_quality,3,1,0.3333333333333333,3.120000000000001,31.79,-28.669999999999998,1.1088245552842693,0.0633999999999999,0.0211333333333333,1.0511496571198062,28.669999999999998,0.28669999999999995,0.1088245552842693,1,0.3333333333333333,1,0.3333333333333333,1,0.3333333333333333,0.8045666666666667,0.7093333333333334,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.0
q1_quick,one,onesym_expanded,high_quality,27,8,0.2962962962962963,-103.45999999999998,170.01,-273.47,0.6216769663948513,-4.2383000000000015,-0.15697407407407413,0.6288183983745533,120.71999999999997,1.2071999999999998,-0.8570245195493705,6,0.2222222222222222,5,0.18518518518518517,16,0.5925925925925926,0.5540962962962962,0.5983703703703703,0.4444444444444444,0.2962962962962963,0.18518518518518517,0.14814814814814814,0.0
q1_quick,one,onesym_quality,high_quality,31,7,0.22580645161290322,-193.05000000000007,137.93,-330.97999999999996,0.4167321288295366,-7.898299999999999,-0.2547838709677419,0.42625832649295753,199.26000000000005,1.9926000000000006,-0.9688346883468836,6,0.1935483870967742,4,0.12903225806451613,21,0.6774193548387096,0.5166935483870967,0.5768677419354837,0.3870967741935484,0.25806451612903225,0.16129032258064516,0.0967741935483871,0.0
