period_id,scenario_key,variant,mfe_1r_bucket,mfe_13r_bucket,trades,wins,win_rate,net_profit,gross_profit,gross_loss,profit_factor,sum_r,avg_r,r_profit_factor,max_dd_profit,max_dd_pct,recovery_factor,full_sl_exits,full_sl_rate,tp_exits,tp_exit_rate,time_exits,time_exit_rate,avg_mfe_r,avg_mae_r,reached_0_5r_rate,reached_0_8r_rate,reached_1_0r_rate,reached_1_3r_rate,reached_1_5r_rate
full2025_validation,all,base,mfe_ge_1r,mfe_ge_1_3r,39,39,1.0,1123.5899999999997,1123.5899999999997,0,inf,50.0226,1.2826307692307692,inf,0.0,0.0,inf,0,0.0,38,0.9743589743589743,1,0.02564102564102564,1.32411282051282,0.4891974358974359,1.0,1.0,1.0,1.0,0.02564102564102564
full2025_validation,all,base,mfe_ge_1r,mfe_lt_1_3r,38,20,0.5263157894736842,186.52,366.64,-180.12,2.035531867643793,8.4881,0.22337105263157894,2.064645603120649,65.81,0.6581,2.8342197234462847,3,0.07894736842105263,10,0.2631578947368421,25,0.6578947368421053,1.1818131578947366,0.4955157894736842,1.0,1.0,1.0,0.0,0.0
full2025_validation,all,base,mfe_lt_1r,mfe_lt_1_3r,236,16,0.06779661016949153,-2462.1299999999997,122.12999999999998,-2584.2599999999998,0.04725917670822595,-109.15229999999995,-0.46250974576271164,0.04732965539632958,2477.2999999999997,24.772999999999996,-0.9938763976910345,30,0.1271186440677966,0,0.0,206,0.8728813559322034,0.38367415254237297,0.5982677966101694,0.3305084745762712,0.09745762711864407,0.0,0.0,0.0
full2025_validation,all,expanded,mfe_ge_1r,mfe_ge_1_3r,41,39,0.9512195121951219,1098.98,1136.52,-37.54,30.274906766116143,48.421499999999995,1.181012195121951,31.53250520209344,23.75,0.2375,46.27284210526316,1,0.024390243902439025,38,0.926829268292683,2,0.04878048780487805,1.328882926829268,0.4737829268292682,1.0,1.0,1.0,1.0,0.024390243902439025
full2025_validation,all,expanded,mfe_ge_1r,mfe_lt_1_3r,32,19,0.59375,244.43999999999997,361.48,-117.03999999999999,3.0885167464114835,10.893499999999998,0.34042187499999993,3.0986976457442292,42.690000000000026,0.4269000000000003,5.725931131412505,2,0.0625,9,0.28125,21,0.65625,1.196309375,0.455034375,1.0,1.0,1.0,0.0,0.0
full2025_validation,all,expanded,mfe_lt_1r,mfe_lt_1_3r,207,12,0.057971014492753624,-2268.130000000001,85.75,-2353.880000000001,0.0364292147433174,-99.80819999999997,-0.4821652173913042,0.03607562418150422,2283.300000000001,22.833000000000013,-0.993356107388429,27,0.13043478260869565,0,0.0,180,0.8695652173913043,0.3835082125603864,0.5970256038647344,0.3285024154589372,0.10144927536231885,0.0,0.0,0.0
full2025_validation,all,expanded_fixed_exit,mfe_ge_1r,mfe_ge_1_3r,53,49,0.9245283018867925,1370.0700000000004,1442.1600000000008,-72.08999999999999,20.00499375780276,61.3441,1.1574358490566037,20.732404786412765,24.299999999999997,0.243,56.3814814814815,2,0.03773584905660377,49,0.9245283018867925,2,0.03773584905660377,1.3294264150943398,0.5100396226415095,1.0,1.0,1.0,1.0,0.018867924528301886
full2025_validation,all,expanded_fixed_exit,mfe_ge_1r,mfe_lt_1_3r,43,33,0.7674418604651163,506.84999999999974,642.8099999999997,-135.96,4.7279346866725485,22.8378,0.5311116279069767,4.7470344058146985,45.849999999999966,0.45849999999999963,11.054525627044713,5,0.11627906976744186,12,0.27906976744186046,26,0.6046511627906976,1.198248837209302,0.5216697674418604,1.0,1.0,1.0,0.0,0.0
full2025_validation,all,expanded_fixed_exit,mfe_lt_1r,mfe_lt_1_3r,185,32,0.17297297297297298,-2966.450000000001,213.54999999999995,-3180.0000000000014,0.06715408805031442,-131.2618,-0.7095232432432432,0.06755283214689362,2966.450000000001,29.66450000000001,-1.0,131,0.7081081081081081,0,0.0,54,0.2918918918918919,0.43664162162162146,0.8872394594594594,0.42162162162162165,0.11891891891891893,0.0,0.0,0.0
full2025_validation,all,expanded_short_hold,mfe_ge_1r,mfe_ge_1_3r,25,23,0.92,641.5799999999999,679.12,-37.54,18.090570058604158,27.809900000000006,1.1123960000000002,18.535721041679807,23.75,0.2375,27.0138947368421,1,0.04,22,0.88,2,0.08,1.3385240000000003,0.515872,1.0,1.0,1.0,1.0,0.04
