period_id,scenario_key,variant,time_exit_bucket,trades,wins,win_rate,net_profit,gross_profit,gross_loss,profit_factor,sum_r,avg_r,r_profit_factor,max_dd_profit,max_dd_pct,recovery_factor,full_sl_exits,full_sl_rate,tp_exits,tp_exit_rate,time_exits,time_exit_rate,avg_mfe_r,avg_mae_r,reached_0_5r_rate,reached_0_8r_rate,reached_1_0r_rate,reached_1_3r_rate,reached_1_5r_rate
full2025_validation,all,light,non_time_exit,22,15,0.6818181818181818,305.95000000000005,479.7500000000001,-173.8,2.76035673187572,12.5353,0.5697863636363636,2.7666549221337466,48.31,0.48310000000000003,6.333057338025254,7,0.3181818181818182,15,0.6818181818181818,0,0.0,0.99745,0.5709318181818182,0.7727272727272727,0.6818181818181818,0.6818181818181818,0.5454545454545454,0.0
full2025_validation,all,light,time_exit,28,4,0.14285714285714285,-171.66000000000005,48.61,-220.27000000000004,0.22068370636037585,-7.041700000000001,-0.25148928571428575,0.22061981184283344,183.07000000000005,1.8307000000000004,-0.9376741137269897,0,0.0,0,0.0,28,1.0,0.6100892857142857,0.4509535714285714,0.5357142857142857,0.32142857142857145,0.17857142857142858,0.0,0.0
full2025_validation,all,lowqual,non_time_exit,81,48,0.5925925925925926,641.0,1413.21,-772.2100000000002,1.830085080483288,29.238500000000016,0.3609691358024693,1.8680852453565158,94.67,0.9467,6.770888349001796,33,0.4074074074074074,48,0.5925925925925926,0,0.0,0.961095061728395,0.7112999999999998,0.7407407407407407,0.6666666666666666,0.6296296296296297,0.4691358024691358,0.012345679012345678
full2025_validation,all,lowqual,time_exit,235,27,0.1148936170212766,-1820.96,199.15000000000003,-2020.1100000000001,0.0985837404893793,-81.18069999999999,-0.3454497872340425,0.0996608507787789,1820.96,18.209600000000002,-1.0,0,0.0,0,0.0,235,1.0,0.46844510638297854,0.5234059574468085,0.4085106382978723,0.19574468085106383,0.11063829787234042,0.00425531914893617,0.0
full2025_validation,all,medlowqual,non_time_exit,81,48,0.5925925925925926,641.0,1413.21,-772.2100000000002,1.830085080483288,29.238500000000016,0.3609691358024693,1.8680852453565158,94.67,0.9467,6.770888349001796,33,0.4074074074074074,48,0.5925925925925926,0,0.0,0.961095061728395,0.7112999999999998,0.7407407407407407,0.6666666666666666,0.6296296296296297,0.4691358024691358,0.012345679012345678
full2025_validation,all,medlowqual,time_exit,233,27,0.11587982832618025,-1802.9499999999998,199.15000000000003,-2002.1,0.09947055591628792,-80.35859999999998,-0.34488669527896987,0.10057787423316662,1818.12,18.1812,-0.9916562163113546,0,0.0,0,0.0,233,1.0,0.47269227467811137,0.5235240343347639,0.41201716738197425,0.2017167381974249,0.11158798283261803,0.004291845493562232,0.0
full2025_validation,all,nosess_expdiag,non_time_exit,80,49,0.6125,712.8299999999999,1441.65,-728.8200000000002,1.9780604264427428,32.54070000000001,0.4067587500000001,2.027116686025959,94.67,0.9467,7.5296292384070975,31,0.3875,49,0.6125,0,0.0,0.976825,0.6970462499999999,0.75,0.675,0.65,0.4875,0.0125
full2025_validation,all,nosess_expdiag,time_exit,225,27,0.12,-1732.5600000000002,185.27000000000004,-1917.8300000000002,0.09660397428343494,-77.11389999999999,-0.3427284444444444,0.09770312646260415,1732.5600000000002,17.3256,-1.0,0,0.0,0,0.0,225,1.0,0.47733155555555534,0.5220902222222222,0.4177777777777778,0.2,0.11555555555555555,0.0044444444444444444,0.0
full2025_validation,all,notopp,non_time_exit,67,41,0.6119402985074627,607.0900000000001,1219.17,-612.0799999999998,1.991847470918835,27.371400000000012,0.4085283582089554,2.0365441711100334,148.17999999999998,1.4817999999999998,4.096976650020247,26,0.3880597014925373,41,0.6119402985074627,0,0.0,1.0047014925373134,0.6698298507462687,0.7910447761194029,0.7014925373134329,0.6417910447761194,0.5223880597014925,0.014925373134328358
full2025_validation,all,notopp,time_exit,162,17,0.10493827160493827,-1307.1200000000001,141.70000000000002,-1448.8200000000004,0.0978037299319446,-56.97509999999999,-0.3516981481481481,0.10114346655896711,1307.1200000000001,13.071200000000003,-1.0,0,0.0,0,0.0,162,1.0,0.5038999999999999,0.5167975308641977,0.4506172839506173,0.2222222222222222,0.12962962962962962,0.006172839506172839,0.0
full2025_validation,all,wave1or2,non_time_exit,81,48,0.5925925925925926,641.0,1413.21,-772.2100000000002,1.830085080483288,29.238500000000016,0.3609691358024693,1.8680852453565158,94.67,0.9467,6.770888349001796,33,0.4074074074074074,48,0.5925925925925926,0,0.0,0.961095061728395,0.7112999999999998,0.7407407407407407,0.6666666666666666,0.6296296296296297,0.4691358024691358,0.012345679012345678
full2025_validation,all,wave1or2,time_exit,233,26,0.11158798283261803,-1807.15,201.13000000000002,-2008.28,0.10015037743740914,-80.63799999999999,-0.3460858369098712,0.10107073781136955,1822.3200000000002,18.223200000000002,-0.9916754466833486,0,0.0,0,0.0,233,1.0,0.4728914163090127,0.5197884120171674,0.41201716738197425,0.2017167381974249,0.11587982832618025,0.004291845493562232,0.0
full2025_validation,clean,clean_base,non_time_exit,3,3,1.0,94.74000000000001,94.74000000000001,0,inf,3.9137,1.3045666666666667,inf,0.0,0.0,inf,0,0.0,3,1.0,0,0.0,1.3045666666666667,0.6518666666666667,1.0,1.0,1.0,0.3333333333333333,0.0
full2025_validation,clean,clean_base,time_exit,6,0,0.0,-56.41,0,-56.41,0.0,-2.4234999999999998,-0.40391666666666665,0.0,56.41,0.5640999999999999,-1.0,0,0.0,0,0.0,6,1.0,0.40818333333333334,0.48785000000000006,0.3333333333333333,0.16666666666666666,0.16666666666666666,0.0,0.0
full2025_validation,ldn,ldn_base,non_time_exit,7,6,0.8571428571428571,162.25,187.65,-25.4,7.387795275590552,6.789199999999999,0.9698857142857141,7.555180071449261,25.4,0.25399999999999995,6.387795275590552,1,0.14285714285714285,6,0.8571428571428571,0,0.0,1.1272,0.6463142857142857,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.5714285714285714,0.0
full2025_validation,ldn,ldn_base,time_exit,14,2,0.14285714285714285,-128.70000000000002,40.75,-169.45000000000002,0.2404839185600472,-5.4323999999999995,-0.3880285714285714,0.23419372118922427,145.74,1.4574,-0.8830794565664883,0,0.0,0,0.0,14,1.0,0.37455,0.608692857142857,0.2857142857142857,0.14285714285714285,0.07142857142857142,0.0,0.0
full2025_validation,ny,ny_base,non_time_exit,7,5,0.7142857142857143,105.69,153.45,-47.760000000000005,3.2129396984924616,4.498900000000001,0.6427000000000002,3.2093502921966315,47.760000000000005,0.4776000000000001,2.212939698492462,2,0.2857142857142857,5,0.7142857142857143,0,0.0,1.0139857142857145,0.5085571428571428,0.7142857142857143,0.7142857142857143,0.7142857142857143,0.7142857142857143,0.0
full2025_validation,ny,ny_base,time_exit,20,2,0.1,-133.65,13.79,-147.44,0.09352957135105805,-5.676,-0.2838,0.0944624367830762,135.57,1.3557,-0.9858375746846648,0,0.0,0,0.0,20,1.0,0.36608,0.4393250000000001,0.25,0.05,0.0,0.0,0.0
full2025_validation,one,one_base,non_time_exit,28,22,0.7857142857142857,534.69,684.1999999999999,-149.51,4.5762825229081665,22.6932,0.8104714285714286,4.6797198034732705,76.66,0.7666000000000001,6.974823897730238,6,0.21428571428571427,22,0.7857142857142857,0,0.0,1.110882142857143,0.5680571428571428,0.8214285714285714,0.8214285714285714,0.7857142857142857,0.6428571428571429,0.0
full2025_validation,one,one_base,time_exit,68,6,0.08823529411764706,-624.4,58.61,-683.0099999999998,0.0858113351195444,-26.0595,-0.3832279411764706,0.08581762308021527,640.8299999999999,6.408299999999999,-0.9743613750916781,0,0.0,0,0.0,68,1.0,0.39165000000000005,0.5444602941176471,0.27941176470588236,0.11764705882352941,0.058823529411764705,0.0,0.0
full2025_validation,one,onesym_expanded,non_time_exit,28,21,0.75,485.62000000000006,658.89,-173.26999999999998,3.8026779015409478,20.373599999999996,0.7276285714285713,3.8426560254496245,76.66,0.7666000000000001,6.334724758674668,7,0.25,21,0.75,0,0.0,1.0933785714285715,0.5527178571428571,0.8214285714285714,0.8214285714285714,0.75,0.6428571428571429,0.0
full2025_validation,one,onesym_expanded,time_exit,55,6,0.10909090909090909,-469.75999999999993,60.29,-530.0499999999998,0.11374398641637584,-19.589999999999993,-0.35618181818181804,0.11374308954859261,486.18999999999994,4.8618999999999994,-0.966206627038812,0,0.0,0,0.0,55,1.0,0.42855090909090904,0.5221199999999999,0.34545454545454546,0.12727272727272726,0.07272727272727272,0.0,0.0
full2025_validation,one,onesym_quality,non_time_exit,27,21,0.7777777777777778,502.49,652.0,-149.51,4.3609123135576215,21.377699999999997,0.7917666666666666,4.466410468453569,76.66,0.7666000000000001,6.554787372815028,6,0.2222222222222222,21,0.7777777777777778,0,0.0,1.1033037037037037,0.559188888888889,0.8148148148148148,0.8148148148148148,0.7777777777777778,0.6296296296296297,0.0
full2025_validation,one,onesym_quality,time_exit,66,6,0.09090909090909091,-569.3199999999998,58.61,-627.9299999999998,0.0933384294427723,-23.889799999999994,-0.36196666666666655,0.09288770926598852,585.7499999999998,5.857499999999997,-0.9719504908237303,0,0.0,0,0.0,66,1.0,0.3807666666666667,0.5252333333333332,0.25757575757575757,0.10606060606060606,0.045454545454545456,0.0,0.0
full2025_validation,tky,tky_base,non_time_exit,7,6,0.8571428571428571,166.56,192.05,-25.49,7.5343271871322095,6.9038,0.9862571428571429,7.76843137254902,25.49,0.2549,6.5343271871322095,1,0.14285714285714285,6,0.8571428571428571,0,0.0,1.2019285714285712,0.5069428571428571,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.5714285714285714,0.0
full2025_validation,tky,tky_base,time_exit,10,2,0.2,-65.05,4.77,-69.82,0.06831853337152678,-2.7154999999999996,-0.27154999999999996,0.06632512721771422,65.05,0.6505,-1.0,0,0.0,0,0.0,10,1.0,0.61909,0.55543,0.5,0.4,0.2,0.0,0.0
q1_quick,all,base,non_time_exit,29,13,0.4482758620689655,6.5599999999999845,393.77,-387.21000000000004,1.0169417112161359,0.6392999999999991,0.022044827586206864,1.0390591110432261,94.67,0.9467,0.06929333474173428,16,0.5517241379310345,13,0.4482758620689655,0,0.0,0.8369517241379311,0.7976206896551723,0.6551724137931034,0.5517241379310345,0.4827586206896552,0.3793103448275862,0.0
q1_quick,all,base,time_exit,78,13,0.16666666666666666,-568.4599999999998,78.28,-646.7399999999998,0.1210378204533507,-24.361900000000002,-0.3123320512820513,0.12468651418141578,582.3399999999998,5.823399999999998,-0.9761651269018099,0,0.0,0,0.0,78,1.0,0.4671269230769231,0.4916423076923078,0.4230769230769231,0.19230769230769232,0.10256410256410256,0.01282051282051282,0.0
q1_quick,all,expanded,non_time_exit,28,13,0.4642857142857143,30.53999999999998,393.38999999999993,-362.85,1.0841670111616368,1.7091999999999996,0.06104285714285713,1.1117460151418075,94.67,0.9467,0.32259427484947695,15,0.5357142857142857,13,0.4642857142857143,0,0.0,0.8304071428571429,0.78175,0.6428571428571429,0.5357142857142857,0.4642857142857143,0.39285714285714285,0.0
q1_quick,all,expanded,time_exit,64,11,0.171875,-511.38999999999993,61.919999999999995,-573.31,0.10800439552772496,-21.964999999999996,-0.34320312499999994,0.10767243270472958,511.38999999999993,5.113899999999999,-1.0,0,0.0,0,0.0,64,1.0,0.4523671875000001,0.5149109375000002,0.40625,0.1875,0.078125,0.03125,0.0
q1_quick,all,expanded_fixed_exit,non_time_exit,67,16,0.23880597014925373,-719.7699999999998,485.94000000000005,-1205.7100000000003,0.40303223826624973,-30.836899999999993,-0.46025223880597005,0.4046286857266422,719.7699999999998,7.1976999999999975,-1.0,51,0.7611940298507462,16,0.23880597014925373,0,0.0,0.5823820895522388,0.8996552238805972,0.44776119402985076,0.29850746268656714,0.2537313432835821,0.208955223880597,0.0
q1_quick,all,expanded_fixed_exit,time_exit,25,16,0.64,76.07,175.83,-99.76,1.7625300721732158,3.332900000000001,0.13331600000000005,1.762502859757492,33.59,0.33590000000000003,2.2646621018160165,0,0.0,0,0.0,25,1.0,0.8615999999999998,0.49958400000000014,0.96,0.52,0.32,0.08,0.0
q1_quick,all,expanded_short_hold,non_time_exit,23,8,0.34782608695652173,-120.84999999999998,244.65,-365.50000000000006,0.6693570451436388,-4.8285,-0.20993478260869566,0.6843168534330583,147.26,1.4726,-0.8206573407578431,15,0.6521739130434783,8,0.34782608695652173,0,0.0,0.7266826086956522,0.8748739130434783,0.5652173913043478,0.43478260869565216,0.34782608695652173,0.30434782608695654,0.0
q1_quick,all,expanded_short_hold,time_exit,69,25,0.36231884057971014,-282.59999999999997,217.20999999999998,-499.8099999999999,0.4345851423540946,-12.0012,-0.1739304347826087,0.43914122413881723,289.28,2.8928,-0.9769081858407079,0,0.0,0,0.0,69,1.0,0.4253913043478261,0.47841449275362335,0.36231884057971014,0.14492753623188406,0.07246376811594203,0.028985507246376812,0.0
q1_quick,all,fibstruct,non_time_exit,29,13,0.4482758620689655,4.5399999999999885,393.38999999999993,-388.85,1.0116754532596115,0.6139999999999992,0.02117241379310342,1.0374604956499458,121.28,1.2128,0.03743403693931389,16,0.5517241379310345,13,0.4482758620689655,0,0.0,0.8212724137931035,0.7925586206896551,0.6551724137931034,0.5172413793103449,0.4482758620689655,0.3793103448275862,0.0
q1_quick,all,fibstruct,time_exit,63,10,0.15873015873015872,-514.25,59.989999999999995,-574.24,0.10446851490665923,-22.128999999999994,-0.35125396825396815,0.1040346579751807,514.25,5.1425,-1.0,0,0.0,0,0.0,63,1.0,0.4396476190476191,0.5200952380952382,0.3968253968253968,0.1746031746031746,0.06349206349206349,0.015873015873015872,0.0
q1_quick,all,light,non_time_exit,7,5,0.7142857142857143,113.75999999999999,162.97,-49.209999999999994,3.3117252590936808,4.5115,0.6445,3.2509105423339824,24.989999999999995,0.24989999999999996,4.552220888355342,2,0.2857142857142857,5,0.7142857142857143,0,0.0,1.0233285714285714,0.6598857142857143,0.7142857142857143,0.7142857142857143,0.7142857142857143,0.5714285714285714,0.0
q1_quick,all,light,time_exit,11,1,0.09090909090909091,-89.19000000000001,11.0,-100.19000000000001,0.1097913963469408,-3.6615999999999995,-0.3328727272727272,0.1129415184844227,89.19000000000001,0.8919000000000001,-1.0,0,0.0,0,0.0,11,1.0,0.5845727272727272,0.46894545454545467,0.5454545454545454,0.36363636363636365,0.09090909090909091,0.0,0.0
q1_quick,all,lowqual,non_time_exit,29,13,0.4482758620689655,6.5599999999999845,393.77,-387.21000000000004,1.0169417112161359,0.6392999999999991,0.022044827586206864,1.0390591110432261,94.67,0.9467,0.06929333474173428,16,0.5517241379310345,13,0.4482758620689655,0,0.0,0.8369517241379311,0.7976206896551723,0.6551724137931034,0.5517241379310345,0.4827586206896552,0.3793103448275862,0.0
q1_quick,all,lowqual,time_exit,78,13,0.16666666666666666,-568.4599999999998,78.28,-646.7399999999998,0.1210378204533507,-24.361900000000002,-0.3123320512820513,0.12468651418141578,582.3399999999998,5.823399999999998,-0.9761651269018099,0,0.0,0,0.0,78,1.0,0.4671269230769231,0.4916423076923078,0.4230769230769231,0.19230769230769232,0.10256410256410256,0.01282051282051282,0.0
q1_quick,all,medlowqual,non_time_exit,29,13,0.4482758620689655,6.5599999999999845,393.77,-387.21000000000004,1.0169417112161359,0.6392999999999991,0.022044827586206864,1.0390591110432261,94.67,0.9467,0.06929333474173428,16,0.5517241379310345,13,0.4482758620689655,0,0.0,0.8369517241379311,0.7976206896551723,0.6551724137931034,0.5517241379310345,0.4827586206896552,0.3793103448275862,0.0
q1_quick,all,medlowqual,time_exit,78,13,0.16666666666666666,-568.4599999999998,78.28,-646.7399999999998,0.1210378204533507,-24.361900000000002,-0.3123320512820513,0.12468651418141578,582.3399999999998,5.823399999999998,-0.9761651269018099,0,0.0,0,0.0,78,1.0,0.4671269230769231,0.4916423076923078,0.4230769230769231,0.19230769230769232,0.10256410256410256,0.01282051282051282,0.0
q1_quick,all,nosess_expdiag,non_time_exit,29,13,0.4482758620689655,6.5599999999999845,393.77,-387.21000000000004,1.0169417112161359,0.6392999999999991,0.022044827586206864,1.0390591110432261,94.67,0.9467,0.06929333474173428,16,0.5517241379310345,13,0.4482758620689655,0,0.0,0.8369517241379311,0.7976206896551723,0.6551724137931034,0.5517241379310345,0.4827586206896552,0.3793103448275862,0.0
q1_quick,all,nosess_expdiag,time_exit,82,14,0.17073170731707318,-593.1999999999998,79.57000000000001,-672.7699999999999,0.11827221784562335,-25.4572,-0.31045365853658535,0.12167486664964565,607.0799999999998,6.070799999999998,-0.9771364564802003,0,0.0,0,0.0,82,1.0,0.4604353658536586,0.4840951219512197,0.4146341463414634,0.18292682926829268,0.0975609756097561,0.012195121951219513,0.0
q1_quick,all,notopp,non_time_exit,21,8,0.38095238095238093,-71.10999999999996,240.46,-311.57,0.7717687839008891,-2.7497,-0.13093809523809524,0.792103611743269,148.17999999999998,1.4817999999999998,-0.4798893237953838,13,0.6190476190476191,8,0.38095238095238093,0,0.0,0.7882,0.8011380952380953,0.6190476190476191,0.5238095238095238,0.38095238095238093,0.2857142857142857,0.0
q1_quick,all,notopp,time_exit,54,8,0.14814814814814814,-424.26,49.760000000000005,-474.02,0.10497447365090082,-18.1665,-0.33641666666666664,0.10958568396700374,424.26,4.2425999999999995,-1.0,0,0.0,0,0.0,54,1.0,0.4764092592592593,0.49048518518518525,0.4444444444444444,0.2222222222222222,0.09259259259259259,0.018518518518518517,0.0
q1_quick,all,wave1or2,non_time_exit,29,13,0.4482758620689655,6.5599999999999845,393.77,-387.21000000000004,1.0169417112161359,0.6392999999999991,0.022044827586206864,1.0390591110432261,94.67,0.9467,0.06929333474173428,16,0.5517241379310345,13,0.4482758620689655,0,0.0,0.8369517241379311,0.7976206896551723,0.6551724137931034,0.5517241379310345,0.4827586206896552,0.3793103448275862,0.0
q1_quick,all,wave1or2,time_exit,78,13,0.16666666666666666,-574.3899999999999,78.28,-652.6699999999998,0.11993810041828186,-24.6564,-0.3161076923076923,0.1233809867492454,588.2699999999999,5.882699999999998,-0.9764053920818672,0,0.0,0,0.0,78,1.0,0.4641448717948718,0.49546794871794886,0.4230769230769231,0.19230769230769232,0.10256410256410256,0.01282051282051282,0.0
q1_quick,one,onesym_expanded,non_time_exit,11,5,0.45454545454545453,5.790000000000003,155.3,-149.51,1.0387265065881883,0.3805999999999998,0.034599999999999985,1.061714582218547,76.66,0.7666000000000001,0.0755283068092878,6,0.5454545454545454,5,0.45454545454545453,0,0.0,0.7940818181818181,0.7679818181818182,0.5454545454545454,0.5454545454545454,0.45454545454545453,0.36363636363636365,0.0
q1_quick,one,onesym_expanded,time_exit,16,3,0.1875,-109.24999999999999,14.709999999999999,-123.96,0.11866731203614068,-4.6189,-0.28868125,0.12042732275817417,109.24999999999999,1.0924999999999998,-1.0,0,0.0,0,0.0,16,1.0,0.38910625,0.48176250000000004,0.375,0.125,0.0,0.0,0.0
q1_quick,one,onesym_quality,non_time_exit,10,4,0.4,-26.289999999999996,123.22,-149.51,0.8241589191358438,-0.9315000000000002,-0.09315000000000002,0.8489565598093107,76.66,0.7666000000000001,-0.3429428645969214,6,0.6,4,0.4,0,0.0,0.74228,0.7827,0.5,0.5,0.4,0.3,0.0
q1_quick,one,onesym_quality,time_exit,21,3,0.14285714285714285,-166.76,14.709999999999999,-181.47,0.08106023034110321,-6.9668,-0.33175238095238097,0.08321928624065689,166.76,1.6676,-1.0,0,0.0,0,0.0,21,1.0,0.40927142857142856,0.4788523809523809,0.3333333333333333,0.14285714285714285,0.047619047619047616,0.0,0.0
