period_id,variant,symbol,trades,wins,win_rate,net_profit,gross_profit,gross_loss,profit_factor,sum_r,avg_r,r_profit_factor,max_dd_profit,max_dd_pct,recovery_factor,full_sl_exits,full_sl_rate,tp_exits,tp_exit_rate,time_exits,time_exit_rate,avg_mfe_r,avg_mae_r,reached_0_5r_rate,reached_0_8r_rate,reached_1_0r_rate,reached_1_3r_rate,reached_1_5r_rate
full2025_validation,base,AUDJPY,15,6,0.4,11.519999999999992,134.76999999999998,-123.25,1.093468559837728,0.6526999999999998,0.04351333333333332,1.1199110817166371,46.28,0.4628,0.24891961970613638,2,0.13333333333333333,4,0.26666666666666666,9,0.6,0.6967200000000001,0.6147400000000001,0.5333333333333333,0.4666666666666667,0.3333333333333333,0.26666666666666666,0.0
full2025_validation,base,EURJPY,27,7,0.25925925925925924,-81.27999999999999,175.51999999999998,-256.8,0.6834890965732087,-3.567300000000001,-0.13212222222222225,0.6859328778701226,152.48,1.5248,-0.5330535152151101,4,0.14814814814814814,5,0.18518518518518517,18,0.6666666666666666,0.6016259259259259,0.578048148148148,0.48148148148148145,0.37037037037037035,0.25925925925925924,0.14814814814814814,0.0
full2025_validation,base,EURUSD,43,9,0.20930232558139536,-282.11,143.26000000000002,-425.36999999999995,0.33678914827091716,-12.585399999999998,-0.29268372093023254,0.3372582267415837,301.12,3.0112,-0.9368690223166845,5,0.11627906976744186,4,0.09302325581395349,34,0.7906976744186046,0.5074860465116278,0.5926604651162791,0.3953488372093023,0.20930232558139536,0.18604651162790697,0.06976744186046512,0.0
full2025_validation,base,GBPJPY,23,8,0.34782608695652173,8.399999999999999,160.48,-152.07999999999998,1.055234087322462,0.8679999999999999,0.0377391304347826,1.1316927371758887,73.23,0.7323000000000001,0.11470708725931993,1,0.043478260869565216,5,0.21739130434782608,17,0.7391304347826086,0.7437956521739129,0.5020695652173913,0.6521739130434783,0.43478260869565216,0.391304347826087,0.21739130434782608,0.0
full2025_validation,base,GBPUSD,25,3,0.12,-204.76,64.9,-269.66,0.24067344062894014,-9.3618,-0.374472,0.23550931748027892,204.76,2.0475999999999996,-1.0,4,0.16,2,0.08,19,0.76,0.51998,0.6232479999999999,0.44,0.32,0.2,0.08,0.0
full2025_validation,base,USDJPY,180,42,0.23333333333333334,-603.7900000000002,933.4299999999997,-1537.2199999999998,0.6072195261576091,-26.64779999999999,-0.14804333333333328,0.6076555446602886,603.7900000000002,6.037900000000001,-1.0,17,0.09444444444444444,28,0.15555555555555556,135,0.75,0.6026277777777779,0.5647661111111113,0.5055555555555555,0.3111111111111111,0.2388888888888889,0.11666666666666667,0.005555555555555556
full2025_validation,clean_base,GBPJPY,1,0,0.0,-13.02,0,-13.02,0.0,-0.5789,-0.5789,0.0,13.02,0.1302,-1.0,0,0.0,0,0.0,1,1.0,0.3982,0.634,0.0,0.0,0.0,0.0,0.0
full2025_validation,clean_base,USDJPY,8,3,0.375,51.35000000000001,94.74000000000001,-43.39,2.18345240838903,2.0690999999999997,0.25863749999999996,2.1217066030575733,30.27,0.30269999999999997,1.6963990749917413,0,0.0,3,0.375,5,0.625,0.7455749999999999,0.5310875,0.625,0.5,0.5,0.125,0.0
full2025_validation,expanded,AUDJPY,13,5,0.38461538461538464,-1.4499999999999993,104.86,-106.31,0.9863606434013733,0.07089999999999996,0.005453846153846151,1.0151761633631575,46.980000000000004,0.4698000000000001,-0.03086419753086418,2,0.15384615384615385,3,0.23076923076923078,8,0.6153846153846154,0.6847615384615384,0.5907769230769232,0.6153846153846154,0.46153846153846156,0.3076923076923077,0.23076923076923078,0.0
full2025_validation,expanded,EURJPY,25,6,0.24,-119.12000000000005,132.45,-251.57000000000005,0.5264936200659854,-5.1027,-0.20410799999999998,0.5389140394155438,154.12000000000003,1.5412000000000003,-0.772904230469764,4,0.16,3,0.12,18,0.72,0.595308,0.5659279999999999,0.48,0.36,0.24,0.12,0.0
