period_id,scenario_key,variant,direction,trades,wins,win_rate,net_profit,gross_profit,gross_loss,profit_factor,sum_r,avg_r,r_profit_factor,max_dd_profit,max_dd_pct,recovery_factor,full_sl_exits,full_sl_rate,tp_exits,tp_exit_rate,time_exits,time_exit_rate,avg_mfe_r,avg_mae_r,reached_0_5r_rate,reached_0_8r_rate,reached_1_0r_rate,reached_1_3r_rate,reached_1_5r_rate
full2025_validation,all,base,LONG,132,31,0.23484848484848486,-387.40999999999985,620.66,-1008.0699999999999,0.6156913706389437,-17.176799999999997,-0.1301272727272727,0.6171635404036802,393.97999999999985,3.939799999999998,-0.983324026600335,3,0.022727272727272728,19,0.14393939393939395,110,0.8333333333333334,0.5055159090909089,0.5443424242424241,0.3939393939393939,0.24242424242424243,0.21212121212121213,0.12121212121212122,0.007575757575757576
full2025_validation,all,base,SHORT,181,44,0.2430939226519337,-764.6100000000004,991.6999999999998,-1756.3100000000004,0.5646497486206875,-33.46479999999998,-0.18488839779005514,0.5692000319256033,779.7800000000003,7.797800000000003,-0.9805457949678115,30,0.16574585635359115,29,0.16022099447513813,122,0.6740331491712708,0.6650182320441986,0.5925209944751382,0.569060773480663,0.3756906077348066,0.27071823204419887,0.1270718232044199,0.0
full2025_validation,all,expanded,LONG,111,31,0.27927927927927926,-121.06999999999994,679.3100000000001,-800.3800000000003,0.8487343511831877,-5.425700000000002,-0.04888018018018019,0.8471797385068642,163.35999999999999,1.6336,-0.741123898139079,2,0.018018018018018018,21,0.1891891891891892,88,0.7927927927927928,0.5271531531531531,0.5191756756756757,0.40540540540540543,0.26126126126126126,0.23423423423423423,0.16216216216216217,0.009009009009009009
full2025_validation,all,expanded,SHORT,169,39,0.23076923076923078,-803.6400000000001,904.4399999999999,-1708.0799999999997,0.5295068146691022,-35.06749999999996,-0.20749999999999977,0.5312852947820196,818.8100000000001,8.1881,-0.981473113420696,28,0.16568047337278108,26,0.15384615384615385,115,0.6804733727810651,0.6724159763313607,0.5913727810650887,0.5680473372781065,0.38461538461538464,0.2781065088757396,0.13609467455621302,0.0
full2025_validation,all,expanded_fixed_exit,LONG,112,52,0.4642857142857143,-166.82,1047.9199999999998,-1214.7400000000002,0.8626702010306729,-7.443699999999997,-0.06646160714285712,0.8627297304275023,277.38,2.7738,-0.6014132237363905,51,0.45535714285714285,27,0.24107142857142858,34,0.30357142857142855,0.6747232142857141,0.7314758928571427,0.5625,0.375,0.35714285714285715,0.19642857142857142,0.008928571428571428
full2025_validation,all,expanded_fixed_exit,SHORT,169,62,0.3668639053254438,-922.7099999999998,1250.6000000000001,-2173.3100000000013,0.5754356258426084,-39.636199999999995,-0.23453372781065085,0.5860379912353634,931.5199999999999,9.315199999999999,-0.9905423394022672,87,0.514792899408284,34,0.20118343195266272,48,0.28402366863905326,0.7526272189349109,0.7791591715976333,0.6568047337278107,0.44970414201183434,0.33136094674556216,0.1834319526627219,0.0
full2025_validation,all,expanded_short_hold,LONG,113,39,0.34513274336283184,-27.169999999999973,659.5,-686.6699999999997,0.9604322309115008,-1.1229000000000007,-0.009937168141592926,0.9625118934348242,128.2,1.2819999999999998,-0.211934477379095,2,0.017699115044247787,10,0.08849557522123894,101,0.8938053097345132,0.4602911504424778,0.4971460176991149,0.37168141592920356,0.21238938053097345,0.168141592920354,0.07964601769911504,0.008849557522123894
full2025_validation,all,expanded_short_hold,SHORT,170,62,0.36470588235294116,-612.3900000000002,933.5699999999995,-1545.9599999999991,0.6038772025149421,-25.70769999999998,-0.15122176470588225,0.6131568532738646,612.3900000000002,6.123900000000003,-1.0,27,0.1588235294117647,18,0.10588235294117647,125,0.7352941176470589,0.6142729411764705,0.5717405882352943,0.5294117647058824,0.3058823529411765,0.21764705882352942,0.09411764705882353,0.0
full2025_validation,all,fibstruct,LONG,112,31,0.2767857142857143,-130.39000000000001,675.1,-805.4900000000002,0.8381233783163041,-5.8156000000000025,-0.05192500000000002,0.8375889119440126,176.86,1.7686,-0.7372498021033587,2,0.017857142857142856,21,0.1875,89,0.7946428571428571,0.5253696428571429,0.5170848214285714,0.4017857142857143,0.25892857142857145,0.23214285714285715,0.16071428571428573,0.008928571428571428
full2025_validation,all,fibstruct,SHORT,169,39,0.23076923076923078,-828.41,931.1199999999999,-1759.53,0.5291867714673805,-35.95819999999997,-0.21277041420118326,0.5326711209826355,835.1899999999999,8.351899999999999,-0.9918820867108084,30,0.17751479289940827,27,0.15976331360946747,112,0.6627218934911243,0.6684224852071003,0.5997011834319528,0.5680473372781065,0.3668639053254438,0.26627218934911245,0.14201183431952663,0.0
full2025_validation,all,light,LONG,14,6,0.42857142857142855,87.72,178.2,-90.48000000000002,1.9694960212201587,3.4252000000000002,0.24465714285714288,1.918505805690381,45.22,0.4522,1.9398496240601504,1,0.07142857142857142,5,0.35714285714285715,8,0.5714285714285714,0.7415428571428571,0.5023642857142857,0.5714285714285714,0.5,0.42857142857142855,0.21428571428571427,0.0
full2025_validation,all,light,SHORT,36,13,0.3611111111111111,46.56999999999999,350.16,-303.59000000000003,1.1533976744952072,2.0684,0.05745555555555556,1.1667876207524959,99.87,0.9987000000000001,0.46630619805747464,6,0.16666666666666666,10,0.2777777777777778,20,0.5555555555555556,0.795688888888889,0.5042805555555554,0.6666666666666666,0.4722222222222222,0.3888888888888889,0.25,0.0
full2025_validation,all,lowqual,LONG,134,31,0.23134328358208955,-406.95999999999987,620.66,-1027.62,0.6039781242093382,-18.092399999999998,-0.13501791044776118,0.6048210244895462,413.52999999999986,4.135299999999999,-0.9841123981331463,3,0.022388059701492536,19,0.1417910447761194,112,0.835820895522388,0.4996925373134327,0.5446597014925372,0.3880597014925373,0.23880597014925373,0.208955223880597,0.11940298507462686,0.007462686567164179
