run_id,period_id,scenario_key,scenario_mode,scenario_name,from_date,to_date,variant,variant_name,preset,tester_ini,log_folder,InpTopContextTF,InpStructureTF,InpPrimaryEntryTF,InpSessionGateMode,InpUseM5CorrectiveABC,InpM5CorrectiveMode,InpM15WaveContextMode,InpM15Wave2ExpansionMode,InpM15Wave2GateMode,InpExitMode,InpMaxHoldBars,trades,wins,win_rate,net_profit,gross_profit,gross_loss,profit_factor,sum_r,avg_r,r_profit_factor,max_dd_profit,max_dd_pct,recovery_factor,full_sl_exits,full_sl_rate,tp_exits,tp_exit_rate,time_exits,time_exit_rate,avg_mfe_r,avg_mae_r,reached_0_5r_rate,reached_0_8r_rate,reached_1_0r_rate,reached_1_3r_rate,reached_1_5r_rate,daily_or_dd_stopped,passed_2025_gate
q1_base,q1_quick,all,0,session_reversal_pullback_all_symbols_first120,2025.01.01,2025.03.31,base,baseline_c10,reports/presets/ExpectedValue_MultiCurrency_FXSessionReversalPullbackTrader_q1_base.set,reports/backtest/ExpectedValue_MultiCurrency_FXSessionReversalPullbackTrader_q1_base.ini,fx_session_reversal_m15wave2_q1_base,16385,15,5,0,false,0,0,0,0,1,30,107,26,0.24299065420560748,-561.8999999999997,472.05000000000007,-1033.95,0.45655012331350653,-23.722599999999996,-0.22170654205607473,0.46328594990463745,575.7799999999997,5.757799999999998,-0.9758935704609399,16,0.14953271028037382,13,0.12149532710280374,78,0.7289719626168224,0.5673598130841122,0.574571028037383,0.48598130841121495,0.2897196261682243,0.205607476635514,0.11214953271028037,0.0,False,False
q1_light,q1_quick,all,0,session_reversal_pullback_all_symbols_first120,2025.01.01,2025.03.31,light,m15_wave2_required_light_baseline,reports/presets/ExpectedValue_MultiCurrency_FXSessionReversalPullbackTrader_q1_light.set,reports/backtest/ExpectedValue_MultiCurrency_FXSessionReversalPullbackTrader_q1_light.ini,fx_session_reversal_m15wave2_q1_light,16385,15,5,0,true,2,3,0,0,1,30,18,6,0.3333333333333333,24.57000000000001,173.97,-149.4,1.1644578313253011,0.8499000000000001,0.04721666666666667,1.138598522528987,66.08,0.6608,0.37182203389830526,2,0.1111111111111111,5,0.2777777777777778,11,0.6111111111111112,0.7552,0.5432,0.6111111111111112,0.5,0.3333333333333333,0.2222222222222222,0.0,False,False
q1_expanded,q1_quick,all,0,session_reversal_pullback_all_symbols_first120,2025.01.01,2025.03.31,expanded,m15_wave2_required_expanded,reports/presets/ExpectedValue_MultiCurrency_FXSessionReversalPullbackTrader_q1_expanded.set,reports/backtest/ExpectedValue_MultiCurrency_FXSessionReversalPullbackTrader_q1_expanded.ini,fx_session_reversal_m15wave2_q1_expanded,16385,15,5,0,true,1,0,2,2,1,30,92,24,0.2608695652173913,-480.84999999999985,455.31,-936.1600000000002,0.4863591693727567,-20.255799999999997,-0.22017173913043475,0.49247321527005233,480.84999999999985,4.808499999999998,-1.0,15,0.16304347826086957,13,0.14130434782608695,64,0.6956521739130435,0.5674228260869565,0.5961228260869564,0.4782608695652174,0.29347826086956524,0.1956521739130435,0.14130434782608695,0.0,False,False
q1_wave1or2,q1_quick,all,0,session_reversal_pullback_all_symbols_first120,2025.01.01,2025.03.31,wave1or2,m15_wave2_wave1_or_wave2_context,reports/presets/ExpectedValue_MultiCurrency_FXSessionReversalPullbackTrader_q1_wave1or2.set,reports/backtest/ExpectedValue_MultiCurrency_FXSessionReversalPullbackTrader_q1_wave1or2.ini,fx_session_reversal_m15wave2_q1_wave1or2,16385,15,5,0,true,1,0,3,2,1,30,107,26,0.24299065420560748,-567.8299999999997,472.05000000000007,-1039.88,0.45394660922414126,-24.017099999999996,-0.22445887850467286,0.4602195342314279,581.7099999999997,5.817099999999997,-0.976139313403586,16,0.14953271028037382,13,0.12149532710280374,78,0.7289719626168224,0.5651859813084114,0.577359813084112,0.48598130841121495,0.2897196261682243,0.205607476635514,0.11214953271028037,0.0,False,False
q1_notopp,q1_quick,all,0,session_reversal_pullback_all_symbols_first120,2025.01.01,2025.03.31,notopp,m15_structure_not_opposite_plus_pullback,reports/presets/ExpectedValue_MultiCurrency_FXSessionReversalPullbackTrader_q1_notopp.set,reports/backtest/ExpectedValue_MultiCurrency_FXSessionReversalPullbackTrader_q1_notopp.ini,fx_session_reversal_m15wave2_q1_notopp,16385,15,5,0,true,1,0,4,2,1,30,75,16,0.21333333333333335,-495.36999999999983,290.22,-785.5900000000001,0.36942934609656436,-20.9162,-0.27888266666666667,0.37802346811939846,518.6399999999999,5.186399999999999,-0.9551326546351997,13,0.17333333333333334,8,0.10666666666666667,54,0.72,0.5637106666666666,0.5774680000000002,0.49333333333333335,0.30666666666666664,0.17333333333333334,0.09333333333333334,0.0,False,False
q1_fibstruct,q1_quick,all,0,session_reversal_pullback_all_symbols_first120,2025.01.01,2025.03.31,fibstruct,m15_fib_or_structure_pullback,reports/presets/ExpectedValue_MultiCurrency_FXSessionReversalPullbackTrader_q1_fibstruct.set,reports/backtest/ExpectedValue_MultiCurrency_FXSessionReversalPullbackTrader_q1_fibstruct.ini,fx_session_reversal_m15wave2_q1_fibstruct,16385,15,5,0,true,1,0,5,2,1,30,92,23,0.25,-509.70999999999987,453.38,-963.0900000000001,0.4707555887819414,-21.514999999999993,-0.23385869565217385,0.47638181415509223,509.70999999999987,5.097099999999999,-1.0,16,0.17391304347826086,13,0.14130434782608695,63,0.6847826086956522,0.5599423913043478,0.6059804347826087,0.4782608695652174,0.2826086956521739,0.18478260869565216,0.13043478260869565,0.0,False,False
q1_lowqual,q1_quick,all,0,session_reversal_pullback_all_symbols_first120,2025.01.01,2025.03.31,lowqual,m15_wave2_required_only_for_low_quality_m5,reports/presets/ExpectedValue_MultiCurrency_FXSessionReversalPullbackTrader_q1_lowqual.set,reports/backtest/ExpectedValue_MultiCurrency_FXSessionReversalPullbackTrader_q1_lowqual.ini,fx_session_reversal_m15wave2_q1_lowqual,16385,15,5,0,true,1,0,3,3,1,30,107,26,0.24299065420560748,-561.8999999999997,472.05000000000007,-1033.95,0.45655012331350653,-23.722599999999996,-0.22170654205607473,0.46328594990463745,575.7799999999997,5.757799999999998,-0.9758935704609399,16,0.14953271028037382,13,0.12149532710280374,78,0.7289719626168224,0.5673598130841122,0.574571028037383,0.48598130841121495,0.2897196261682243,0.205607476635514,0.11214953271028037,0.0,False,False
q1_medlowqual,q1_quick,all,0,session_reversal_pullback_all_symbols_first120,2025.01.01,2025.03.31,medlowqual,m15_wave2_required_for_medium_low_quality_m5,reports/presets/ExpectedValue_MultiCurrency_FXSessionReversalPullbackTrader_q1_medlowqual.set,reports/backtest/ExpectedValue_MultiCurrency_FXSessionReversalPullbackTrader_q1_medlowqual.ini,fx_session_reversal_m15wave2_q1_medlowqual,16385,15,5,0,true,1,0,3,6,1,30,107,26,0.24299065420560748,-561.8999999999997,472.05000000000007,-1033.95,0.45655012331350653,-23.722599999999996,-0.22170654205607473,0.46328594990463745,575.7799999999997,5.757799999999998,-0.9758935704609399,16,0.14953271028037382,13,0.12149532710280374,78,0.7289719626168224,0.5673598130841122,0.574571028037383,0.48598130841121495,0.2897196261682243,0.205607476635514,0.11214953271028037,0.0,False,False
q1_onesym_expanded,q1_quick,one,1,session_reversal_pullback_one_symbol_first120,2025.01.01,2025.03.31,onesym_expanded,one_symbol_m15_wave2_expanded,reports/presets/ExpectedValue_MultiCurrency_FXSessionReversalPullbackTrader_q1_onesym_expanded.set,reports/backtest/ExpectedValue_MultiCurrency_FXSessionReversalPullbackTrader_q1_onesym_expanded.ini,fx_session_reversal_m15wave2_q1_onesym_expanded,16385,15,5,0,true,1,0,2,2,1,30,27,8,0.2962962962962963,-103.45999999999998,170.01,-273.47,0.6216769663948513,-4.2383000000000015,-0.15697407407407413,0.6288183983745533,120.71999999999997,1.2071999999999998,-0.8570245195493705,6,0.2222222222222222,5,0.18518518518518517,16,0.5925925925925926,0.5540962962962962,0.5983703703703703,0.4444444444444444,0.2962962962962963,0.18518518518518517,0.14814814814814814,0.0,False,False
q1_onesym_quality,q1_quick,one,1,session_reversal_pullback_one_symbol_first120,2025.01.01,2025.03.31,onesym_quality,one_symbol_m15_wave2_quality_gate,reports/presets/ExpectedValue_MultiCurrency_FXSessionReversalPullbackTrader_q1_onesym_quality.set,reports/backtest/ExpectedValue_MultiCurrency_FXSessionReversalPullbackTrader_q1_onesym_quality.ini,fx_session_reversal_m15wave2_q1_onesym_quality,16385,15,5,0,true,1,0,3,3,1,30,31,7,0.22580645161290322,-193.05000000000007,137.93,-330.97999999999996,0.4167321288295366,-7.898299999999999,-0.2547838709677419,0.42625832649295753,199.26000000000005,1.9926000000000006,-0.9688346883468836,6,0.1935483870967742,4,0.12903225806451613,21,0.6774193548387096,0.5166935483870967,0.5768677419354837,0.3870967741935484,0.25806451612903225,0.16129032258064516,0.0967741935483871,0.0,False,False
