period_id,scenario_key,variant,m15_wave2_fib_zone,trades,wins,win_rate,net_profit,gross_profit,gross_loss,profit_factor,sum_r,avg_r,r_profit_factor,max_dd_profit,max_dd_pct,recovery_factor,full_sl_exits,full_sl_rate,tp_exits,tp_exit_rate,time_exits,time_exit_rate,avg_mfe_r,avg_mae_r,reached_0_5r_rate,reached_0_8r_rate,reached_1_0r_rate,reached_1_3r_rate,reached_1_5r_rate
full2025_validation,all,base,none,313,75,0.23961661341853036,-1152.02,1612.3600000000001,-2764.379999999999,0.583262793103698,-50.64159999999998,-0.1617942492012779,0.5867604314398138,1167.19,11.6719,-0.9870029729521328,33,0.10543130990415335,48,0.15335463258785942,232,0.7412140575079872,0.5977520766773162,0.5722028753993612,0.4952076677316294,0.3194888178913738,0.24600638977635783,0.12460063897763578,0.003194888178913738
full2025_validation,all,expanded,deep_618_786,14,1,0.07142857142857142,-99.73,29.66,-129.39,0.2292294613184945,-4.432600000000001,-0.3166142857142858,0.22592249794806415,113.99,1.1399,-0.8749013071322047,1,0.07142857142857142,1,0.07142857142857142,12,0.8571428571428571,0.5450642857142858,0.5601142857142857,0.5,0.21428571428571427,0.07142857142857142,0.0,0.0
full2025_validation,all,expanded,no_fib,135,35,0.25925925925925924,-399.6199999999999,780.2099999999998,-1179.8300000000002,0.6612901858742358,-17.7181,-0.1312451851851852,0.6598775658290031,419.48,4.1948,-0.9526556689234287,14,0.1037037037037037,24,0.17777777777777778,97,0.7185185185185186,0.605628148148148,0.5630925925925925,0.5037037037037037,0.32592592592592595,0.2740740740740741,0.16296296296296298,0.007407407407407408
full2025_validation,all,expanded,preferred_382_618,54,16,0.2962962962962963,-53.43000000000001,358.40000000000003,-411.83000000000004,0.8702620013112207,-2.5941999999999994,-0.04804074074074073,0.8587560162902632,129.95000000000002,1.2995,-0.41115813774528664,4,0.07407407407407407,9,0.16666666666666666,41,0.7592592592592593,0.6334537037037039,0.5025222222222222,0.5,0.35185185185185186,0.25925925925925924,0.1111111111111111,0.0
full2025_validation,all,expanded,shallow_236_382,76,18,0.23684210526315788,-347.67,415.47999999999996,-763.1499999999999,0.5444277009762171,-14.737099999999993,-0.19390921052631568,0.555072835685712,347.67,3.4767,-1.0,10,0.13157894736842105,13,0.17105263157894737,53,0.6973684210526315,0.6332644736842103,0.5995263157894737,0.5131578947368421,0.3684210526315789,0.27631578947368424,0.17105263157894737,0.0
full2025_validation,all,expanded,too_deep,1,0,0.0,-24.26,0,-24.26,0.0,-1.0112,-1.0112,0.0,24.26,0.2426,-1.0,1,1.0,0,0.0,0,0.0,0.427,1.0112,0.0,0.0,0.0,0.0,0.0
full2025_validation,all,expanded_fixed_exit,deep_618_786,14,3,0.21428571428571427,-193.86000000000004,47.88999999999999,-241.75000000000003,0.1980972078593588,-8.550199999999998,-0.6107285714285713,0.19956936903201652,203.90000000000003,2.039,-0.9507601765571358,10,0.7142857142857143,1,0.07142857142857142,3,0.21428571428571427,0.61635,0.8563142857142856,0.5714285714285714,0.2857142857142857,0.14285714285714285,0.0,0.0
full2025_validation,all,expanded_fixed_exit,no_fib,136,51,0.375,-512.4599999999999,1105.89,-1618.3499999999997,0.6833441468162019,-22.820499999999996,-0.16779779411764703,0.6844833354994098,540.7199999999999,5.407199999999999,-0.9477363515312917,65,0.47794117647058826,32,0.23529411764705882,39,0.2867647058823529,0.710258088235294,0.7624448529411768,0.6102941176470589,0.40441176470588236,0.34558823529411764,0.20588235294117646,0.007352941176470588
full2025_validation,all,expanded_fixed_exit,preferred_382_618,54,31,0.5740740740740741,115.72000000000003,577.15,-461.42999999999995,1.2507856012829683,5.181299999999999,0.09595,1.2500217145835142,130.23999999999998,1.3023999999999998,0.8885135135135138,19,0.35185185185185186,13,0.24074074074074073,22,0.4074074074074074,0.7613870370370373,0.678937037037037,0.6481481481481481,0.48148148148148145,0.37037037037037035,0.18518518518518517,0.0
full2025_validation,all,expanded_fixed_exit,shallow_236_382,76,29,0.3815789473684211,-475.28000000000003,567.59,-1042.8700000000001,0.5442576735355317,-19.8793,-0.26156973684210527,0.5604939090446819,495.11,4.9511,-0.9599482943184343,43,0.5657894736842105,15,0.19736842105263158,18,0.23684210526315788,0.7368039473684208,0.7927434210526315,0.631578947368421,0.4342105263157895,0.35526315789473684,0.19736842105263158,0.0
full2025_validation,all,expanded_fixed_exit,too_deep,1,0,0.0,-23.65,0,-23.65,0.0,-1.0112,-1.0112,0.0,23.65,0.2365,-1.0,1,1.0,0,0.0,0,0.0,0.427,1.0112,0.0,0.0,0.0,0.0,0.0
