event_id,market_cluster_id,response_episode_id,barrier_local_sigma,result,continuation_hit_msc,reversal_hit_msc,partition
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1740999760750_4,4,0,1.0,REVERSAL_FIRST,,1740999761204.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1740999760750_4,4,0,2.0,REVERSAL_FIRST,,1740999764378.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1740999845250_6,5,0,0.5,REVERSAL_FIRST,,1740999845774.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1740999845250_6,5,0,1.0,REVERSAL_FIRST,,1740999845774.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1740999845250_6,5,0,2.0,REVERSAL_FIRST,,1740999845774.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1740999845000_5,5,0,0.5,REVERSAL_FIRST,,1740999845774.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1740999845000_5,5,0,1.0,REVERSAL_FIRST,,1740999845774.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1740999845000_5,5,0,2.0,REVERSAL_FIRST,,1740999845774.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741000198250_7,6,1,0.5,CONTINUATION_FIRST,1741000198472.0,,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741000198250_7,6,1,1.0,CONTINUATION_FIRST,1741000198472.0,,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741000198250_7,6,1,2.0,CONTINUATION_FIRST,1741000198472.0,,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741000392750_8,7,2,0.5,CONTINUATION_FIRST,1741000394701.0,,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741000392750_8,7,2,1.0,CONTINUATION_FIRST,1741000394701.0,,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741000392750_8,7,2,2.0,REVERSAL_FIRST,,1741000396505.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741001029000_9,8,3,0.5,CONTINUATION_FIRST,1741001031214.0,,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741001029000_9,8,3,1.0,CONTINUATION_FIRST,1741001031214.0,,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741001029000_9,8,3,2.0,REVERSAL_FIRST,,1741001033667.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741001732500_10,9,4,0.5,CONTINUATION_FIRST,1741001733398.0,,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741001732500_10,9,4,1.0,CONTINUATION_FIRST,1741001733398.0,,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741001732500_10,9,4,2.0,CONTINUATION_FIRST,1741001733398.0,,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741001791750_11,10,4,0.5,REVERSAL_FIRST,,1741001792745.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741001791750_11,10,4,1.0,REVERSAL_FIRST,,1741001792745.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741001791750_11,10,4,2.0,REVERSAL_FIRST,,1741001800455.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741002078000_12,11,5,0.5,REVERSAL_FIRST,,1741002082585.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741002078000_12,11,5,1.0,REVERSAL_FIRST,,1741002082585.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741002078000_12,11,5,2.0,REVERSAL_FIRST,,1741002091531.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741002364750_13,12,6,0.5,REVERSAL_FIRST,,1741002365017.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741002364750_13,12,6,1.0,REVERSAL_FIRST,,1741002365017.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741002364750_13,12,6,2.0,REVERSAL_FIRST,,1741002370808.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w500_1741002365000_14,12,6,0.5,CONTINUATION_FIRST,1741002366782.0,,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w500_1741002365000_14,12,6,1.0,REVERSAL_FIRST,,1741002370808.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w500_1741002365000_14,12,6,2.0,REVERSAL_FIRST,,1741002371028.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741013614250_15,13,7,0.5,CONTINUATION_FIRST,1741013614519.0,,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741013614250_15,13,7,1.0,CONTINUATION_FIRST,1741013614519.0,,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741013614250_15,13,7,2.0,CONTINUATION_FIRST,1741013614737.0,,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741013614500_16,13,7,0.5,REVERSAL_FIRST,,1741013615702.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741013614500_16,13,7,1.0,REVERSAL_FIRST,,1741013615912.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741013614500_16,13,7,2.0,REVERSAL_FIRST,,1741013621999.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741013614750_17,13,7,0.5,REVERSAL_FIRST,,1741013616347.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741013614750_17,13,7,1.0,CONTINUATION_FIRST,1741013617829.0,,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741013614750_17,13,7,2.0,CONTINUATION_FIRST,1741013625328.0,,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741013930500_18,14,8,0.5,CONTINUATION_FIRST,1741013931979.0,,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741013930500_18,14,8,1.0,CONTINUATION_FIRST,1741013931979.0,,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741013930500_18,14,8,2.0,CONTINUATION_FIRST,1741013932514.0,,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741013937500_19,15,8,0.5,CONTINUATION_FIRST,1741013938191.0,,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741013937500_19,15,8,1.0,CONTINUATION_FIRST,1741013939181.0,,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741013937500_19,15,8,2.0,CONTINUATION_FIRST,1741013939415.0,,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741014178500_20,16,9,0.5,REVERSAL_FIRST,,1741014179473.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741014178500_20,16,9,1.0,CONTINUATION_FIRST,1741014180120.0,,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741014178500_20,16,9,2.0,CONTINUATION_FIRST,1741014181023.0,,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741014453500_21,17,10,0.5,REVERSAL_FIRST,,1741014454308.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741014453500_21,17,10,1.0,REVERSAL_FIRST,,1741014454308.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741014453500_21,17,10,2.0,REVERSAL_FIRST,,1741014454528.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741014606000_22,18,11,0.5,CONTINUATION_FIRST,1741014606803.0,,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741014606000_22,18,11,1.0,CONTINUATION_FIRST,1741014607041.0,,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741014606000_22,18,11,2.0,CONTINUATION_FIRST,1741014607041.0,,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741014714500_24,19,11,0.5,CONTINUATION_FIRST,1741014715462.0,,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741014714500_24,19,11,1.0,CONTINUATION_FIRST,1741014715900.0,,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741014714500_24,19,11,2.0,CONTINUATION_FIRST,1741014716107.0,,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741014714250_23,19,11,0.5,REVERSAL_FIRST,,1741014714803.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741014714250_23,19,11,1.0,CONTINUATION_FIRST,1741014716107.0,,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741014714250_23,19,11,2.0,REVERSAL_FIRST,,1741014717877.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741014782000_25,20,11,0.5,REVERSAL_FIRST,,1741014784122.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741014782000_25,20,11,1.0,REVERSAL_FIRST,,1741014785854.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741014782000_25,20,11,2.0,REVERSAL_FIRST,,1741014791006.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741014791750_26,21,11,0.5,REVERSAL_FIRST,,1741014793463.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741014791750_26,21,11,1.0,REVERSAL_FIRST,,1741014793463.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741014791750_26,21,11,2.0,REVERSAL_FIRST,,1741014796739.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741014870250_27,22,11,0.5,REVERSAL_FIRST,,1741014870538.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741014870250_27,22,11,1.0,REVERSAL_FIRST,,1741014870538.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741014870250_27,22,11,2.0,REVERSAL_FIRST,,1741014870538.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741015012750_28,23,12,0.5,CONTINUATION_FIRST,1741015013674.0,,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741015012750_28,23,12,1.0,CONTINUATION_FIRST,1741015015792.0,,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741015012750_28,23,12,2.0,CONTINUATION_FIRST,1741015015792.0,,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741015032750_29,24,12,0.5,CONTINUATION_FIRST,1741015036701.0,,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741015032750_29,24,12,1.0,CONTINUATION_FIRST,1741015037178.0,,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741015032750_29,24,12,2.0,CONTINUATION_FIRST,1741015037178.0,,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741015137500_30,25,12,0.5,CONTINUATION_FIRST,1741015138270.0,,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741015137500_30,25,12,1.0,CONTINUATION_FIRST,1741015138270.0,,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741015137500_30,25,12,2.0,CONTINUATION_FIRST,1741015138270.0,,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741015137750_31,25,12,0.5,REVERSAL_FIRST,,1741015141009.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741015137750_31,25,12,1.0,CONTINUATION_FIRST,1741015143197.0,,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741015137750_31,25,12,2.0,CONTINUATION_FIRST,1741015143197.0,,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741015143750_32,26,12,0.5,CONTINUATION_FIRST,1741015145937.0,,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741015143750_32,26,12,1.0,CONTINUATION_FIRST,1741015145937.0,,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741015143750_32,26,12,2.0,CONTINUATION_FIRST,1741015145937.0,,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741015188250_33,27,12,0.5,CONTINUATION_FIRST,1741015188658.0,,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741015188250_33,27,12,1.0,CONTINUATION_FIRST,1741015197035.0,,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741015188250_33,27,12,2.0,CONTINUATION_FIRST,1741015198118.0,,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741015205000_34,28,12,0.5,CONTINUATION_FIRST,1741015206025.0,,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741015205000_34,28,12,1.0,CONTINUATION_FIRST,1741015207399.0,,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741015205000_34,28,12,2.0,CONTINUATION_FIRST,1741015207399.0,,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741015205250_35,28,12,0.5,CONTINUATION_FIRST,1741015206025.0,,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741015205250_35,28,12,1.0,CONTINUATION_FIRST,1741015207399.0,,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741015205250_35,28,12,2.0,CONTINUATION_FIRST,1741015207399.0,,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741015247250_36,29,12,0.5,CONTINUATION_FIRST,1741015248161.0,,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741015247250_36,29,12,1.0,CONTINUATION_FIRST,1741015249554.0,,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741015247250_36,29,12,2.0,CONTINUATION_FIRST,1741015250316.0,,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741015356500_37,30,12,0.5,CONTINUATION_FIRST,1741015356822.0,,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741015356500_37,30,12,1.0,CONTINUATION_FIRST,1741015356822.0,,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741015356500_37,30,12,2.0,REVERSAL_FIRST,,1741015358206.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741015358750_38,31,12,0.5,CONTINUATION_FIRST,1741015360760.0,,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741015358750_38,31,12,1.0,CONTINUATION_FIRST,1741015360760.0,,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741015358750_38,31,12,2.0,CONTINUATION_FIRST,1741015360987.0,,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741015603500_39,32,13,0.5,CONTINUATION_FIRST,1741015605589.0,,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741015603500_39,32,13,1.0,CONTINUATION_FIRST,1741015605589.0,,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741015603500_39,32,13,2.0,CONTINUATION_FIRST,1741015608208.0,,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741015656750_40,33,13,0.5,CONTINUATION_FIRST,1741015657783.0,,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741015656750_40,33,13,1.0,REVERSAL_FIRST,,1741015659776.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741015656750_40,33,13,2.0,REVERSAL_FIRST,,1741015659776.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741016050750_41,34,14,0.5,REVERSAL_FIRST,,1741016051077.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741016050750_41,34,14,1.0,REVERSAL_FIRST,,1741016051077.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741016050750_41,34,14,2.0,REVERSAL_FIRST,,1741016060602.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w500_1741016051000_42,34,14,0.5,CONTINUATION_FIRST,1741016051283.0,,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w500_1741016051000_42,34,14,1.0,CONTINUATION_FIRST,1741016051283.0,,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w500_1741016051000_42,34,14,2.0,REVERSAL_FIRST,,1741016065462.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741016191500_43,35,15,0.5,CONTINUATION_FIRST,1741016192182.0,,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741016191500_43,35,15,1.0,CONTINUATION_FIRST,1741016195449.0,,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741016191500_43,35,15,2.0,CONTINUATION_FIRST,1741016196858.0,,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741016211500_44,36,15,0.5,REVERSAL_FIRST,,1741016219754.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741016211500_44,36,15,1.0,REVERSAL_FIRST,,1741016219961.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741016211500_44,36,15,2.0,REVERSAL_FIRST,,1741016220480.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741016313250_45,37,15,0.5,CONTINUATION_FIRST,1741016315137.0,,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741016313250_45,37,15,1.0,CONTINUATION_FIRST,1741016318640.0,,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741016313250_45,37,15,2.0,REVERSAL_FIRST,,1741016320627.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741016524750_46,38,16,0.5,CONTINUATION_FIRST,1741016525299.0,,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741016524750_46,38,16,1.0,CONTINUATION_FIRST,1741016525299.0,,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741016524750_46,38,16,2.0,CONTINUATION_FIRST,1741016525515.0,,DISCOVERY
