event_id,market_cluster_id,response_episode_id,symbol,direction,partition,mfe,mae,time_to_mfe_ms,time_to_mae_ms,origin_recross_msc,initial_shock_size,local_sigma_response,reference_mid,validation_status
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w1000_1741145455000_1749,877,269,USDJPY,SHORT,DISCOVERY,0.0965,0.025,32893,991,,0.0425,5.1763143e-05,149.9925,VALID
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w1000_1741145455250_1750,877,269,USDJPY,SHORT,DISCOVERY,0.097,0.0245,32643,741,1741145455539.0,0.0015,5.1763143e-05,149.993,VALID
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741145457000_1751,878,269,USDJPY,SHORT,DISCOVERY,0.1085,0.01,30893,525,1741145457312.0,0.0075,1.6143784e-05,150.0045,VALID
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741145461500_1752,879,269,USDJPY,SHORT,DISCOVERY,0.073,0.0225,26393,4360,1741145464997.0,0.0045,1.6199459e-05,149.969,VALID
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w1000_1741145461750_1753,879,269,USDJPY,SHORT,DISCOVERY,0.0645,0.031,26143,4110,,0.0385,5.2616345e-05,149.9605,VALID
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w1000_1741145462000_1754,879,269,USDJPY,SHORT,DISCOVERY,0.0385,0.057,25893,3860,1741145465860.0,0.056,5.2614195e-05,149.9345,VALID
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741145462750_1755,879,269,USDJPY,SHORT,DISCOVERY,0.0215,0.074,25143,3110,1741145463372.0,0.017,1.6201582e-05,149.9175,VALID
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w500_1741145463000_1756,879,269,USDJPY,SHORT,DISCOVERY,0.029,0.0665,24893,2860,1741145463372.0,0.0095,3.0689314e-05,149.925,VALID
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w1000_1741145463250_1757,879,269,USDJPY,SHORT,DISCOVERY,0.04,0.0555,24643,2610,1741145464016.0,0.0245,5.2613141e-05,149.936,VALID
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w1000_1741145463500_1758,879,269,USDJPY,SHORT,DISCOVERY,0.0535,0.042,24393,2360,1741145463803.0,0.015,5.2639297e-05,149.9495,VALID
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741145464000_1759,880,269,USDJPY,LONG,DISCOVERY,0.0275,0.068,1860,23893,1741145470541.0,0.028,1.6246985e-05,149.964,VALID
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w1000_1741145464250_1760,880,269,USDJPY,LONG,DISCOVERY,0.0355,0.06,1610,23643,1741145483078.0,0.0385,5.2816644e-05,149.956,VALID
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w1000_1741145464500_1761,880,269,USDJPY,LONG,DISCOVERY,0.0205,0.075,1360,23393,1741145470541.0,0.046,5.2852037e-05,149.971,VALID
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w1000_1741145464750_1762,880,269,USDJPY,LONG,DISCOVERY,0.012,0.0835,1110,23143,1741145470541.0,0.0435,5.2907324e-05,149.9795,VALID
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741145471000_1763,881,269,USDJPY,SHORT,DISCOVERY,0.0265,0.047,16893,8057,1741145473632.0,0.016,1.6480695e-05,149.9225,VALID
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w500_1741145471250_1764,881,269,USDJPY,SHORT,DISCOVERY,0.0355,0.038,16643,7807,1741145473632.0,0.007,3.1276006e-05,149.9315,VALID
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w1000_1741145471500_1765,881,269,USDJPY,SHORT,DISCOVERY,0.03,0.0435,16393,7557,1741145474548.0,0.0305,5.3882775e-05,149.926,VALID
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741145483750_1766,882,269,USDJPY,SHORT,DISCOVERY,0.0005,0.071,4143,17546,1741145484558.0,0.0075,1.6639848e-05,149.8965,VALID
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741145498250_1767,883,269,USDJPY,LONG,DISCOVERY,0.024,0.0475,3046,98016,1741145504051.0,0.006,1.6722098e-05,149.9435,VALID
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741145821500_1768,884,270,USDJPY,LONG,DISCOVERY,0.0825,0.001,44133,677,,0.0015,1.6884551e-05,149.909,VALID
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w500_1741145821750_1769,884,270,USDJPY,LONG,DISCOVERY,0.082,0.0015,43883,427,,0.002,3.2001852e-05,149.9095,VALID
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741146439500_1770,885,271,USDJPY,SHORT,DISCOVERY,0.043,0.0125,106108,18200,1741146444019.0,0.003,1.5821085e-05,150.134,VALID
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741146501000_1771,886,271,USDJPY,LONG,DISCOVERY,0.0035,0.0815,6954,120577,1741146501939.0,0.003,1.5826266e-05,150.1395,VALID
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741146682500_1772,887,272,USDJPY,LONG,DISCOVERY,0.0245,0.031,22691,115584,1741146686376.0,0.0035,1.5796422e-05,150.095,VALID
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w500_1741146682750_1773,887,272,USDJPY,LONG,DISCOVERY,0.025,0.0305,22441,115334,1741146686376.0,0.003,2.980553e-05,150.0945,VALID
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741146805250_1774,888,273,USDJPY,LONG,DISCOVERY,0.003,0.0495,120861,69459,1741146808564.0,0.01,1.5818107e-05,150.0945,VALID
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741146805500_1775,888,273,USDJPY,LONG,DISCOVERY,0.003,0.0495,120611,69209,1741146806627.0,0.001,1.5818107e-05,150.0945,VALID
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741147341000_1776,889,274,USDJPY,SHORT,DISCOVERY,0.0495,0.001,101494,814,1741147341367.0,0.003,1.5817429e-05,149.9175,VALID
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w1000_1741147532000_1777,890,275,USDJPY,SHORT,DISCOVERY,0.0425,0.0,41958,0,,0.019,5.1195081e-05,149.9145,VALID
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741147578500_1778,891,275,USDJPY,LONG,DISCOVERY,0.01,0.026,16861,78461,1741147578924.0,0.0015,1.5843868e-05,149.897,VALID
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741147771250_1779,892,276,USDJPY,LONG,DISCOVERY,0.0,0.0675,0,52683,1741147771532.0,0.011,1.582583e-05,149.9175,VALID
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741147977250_1780,893,277,USDJPY,SHORT,DISCOVERY,0.017,0.0405,16292,120288,1741147978013.0,0.0045,1.5843107e-05,149.8385,VALID
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741147994000_1781,894,277,USDJPY,SHORT,DISCOVERY,0.0,0.055,0,103538,1741147994434.0,0.0005,1.5853204e-05,149.824,VALID
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741148775000_1782,895,278,USDJPY,LONG,DISCOVERY,0.0105,0.034,118712,50104,1741148776126.0,0.0015,1.5831694e-05,149.8955,VALID
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741148915500_1783,896,279,USDJPY,SHORT,DISCOVERY,0.032,0.023,121399,41899,1741148915818.0,0.001,1.5868687e-05,149.859,VALID
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741149075500_1784,897,280,USDJPY,LONG,DISCOVERY,0.02,0.035,77382,19983,1741149083116.0,0.006,1.5882139e-05,149.7855,VALID
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w1000_1741149076250_1787,897,280,USDJPY,LONG,DISCOVERY,0.0145,0.0405,76632,19233,1741149083116.0,0.0115,5.1405401e-05,149.791,VALID
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w1000_1741149076000_1786,897,280,USDJPY,LONG,DISCOVERY,0.018,0.037,76882,19483,1741149087797.0,0.03,5.1405401e-05,149.7875,VALID
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w500_1741149075750_1785,897,280,USDJPY,LONG,DISCOVERY,0.016,0.039,77132,19733,1741149083116.0,0.01,3.0029111e-05,149.7895,VALID
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741149239250_1788,898,281,USDJPY,SHORT,DISCOVERY,0.0255,0.0315,2191,106710,1741149252858.0,0.003,1.587464e-05,149.788,VALID
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w500_1741149239500_1789,898,281,USDJPY,SHORT,DISCOVERY,0.023,0.034,1941,106460,1741149252858.0,0.0055,3.0026601e-05,149.7855,VALID
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741149241750_1790,899,281,USDJPY,SHORT,DISCOVERY,0.0,0.059,0,119102,1741149242177.0,0.0035,1.5896666e-05,149.7645,VALID
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741149256250_1791,900,281,USDJPY,SHORT,DISCOVERY,0.006,0.0515,13098,120607,1741149258903.0,0.0015,1.5913289e-05,149.7725,VALID
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741149313000_1792,901,281,USDJPY,LONG,DISCOVERY,0.074,0.0165,95922,3481,1741149314755.0,0.0035,1.5919341e-05,149.797,VALID
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741149335250_1793,902,281,USDJPY,LONG,DISCOVERY,0.072,0.003,73672,1028,1741149336278.0,0.003,1.5916295e-05,149.799,VALID
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741149364750_1794,903,281,USDJPY,SHORT,DISCOVERY,0.0,0.0765,0,119348,1741149368608.0,0.004,1.591195e-05,149.797,VALID
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741150042250_1795,904,282,USDJPY,SHORT,DISCOVERY,0.0085,0.082,44427,105293,1741150042509.0,0.0,1.5971093e-05,149.825,VALID
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w500_1741150042500_1796,904,282,USDJPY,SHORT,DISCOVERY,0.0085,0.082,44177,105043,1741150042742.0,0.0,3.0218933e-05,149.825,VALID
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741150930000_1797,905,283,USDJPY,SHORT,DISCOVERY,0.011,0.0515,14212,46103,1741150930764.0,0.0,1.5913192e-05,149.7805,VALID
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741150933500_1798,906,283,USDJPY,LONG,DISCOVERY,0.0185,0.044,42603,10712,1741150934341.0,0.001,1.5929428e-05,149.8135,VALID
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w500_1741150933750_1799,906,283,USDJPY,LONG,DISCOVERY,0.019,0.0435,42353,10462,1741150934341.0,0.0005,3.0081516e-05,149.813,VALID
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w1000_1741150934000_1800,906,283,USDJPY,LONG,DISCOVERY,0.019,0.0435,42103,10212,1741150937184.0,0.0185,5.1433724e-05,149.813,VALID
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741150945000_1801,907,283,USDJPY,LONG,DISCOVERY,0.0385,0.009,31103,7805,1741150950365.0,0.0065,1.5948606e-05,149.7935,VALID
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741151145500_1802,908,284,USDJPY,SHORT,DISCOVERY,0.019,0.058,8960,118441,1741151146639.0,0.0025,1.5961649e-05,149.8195,VALID
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741151438500_1803,909,285,USDJPY,LONG,DISCOVERY,0.022,0.0185,99953,52120,1741151443361.0,0.0025,1.5952897e-05,149.951,VALID
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w500_1741151438750_1804,909,285,USDJPY,LONG,DISCOVERY,0.023,0.0175,99703,51870,1741151443361.0,0.0015,3.0109762e-05,149.95,VALID
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741152610250_1805,910,286,USDJPY,SHORT,DISCOVERY,0.046,0.022,19837,119482,1741152610562.0,0.009,1.6040828e-05,150.038,VALID
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w1000_1741152619500_1807,911,286,USDJPY,SHORT,DISCOVERY,0.03,0.0395,10587,118018,1741152722797.0,0.0275,5.1871394e-05,150.022,VALID
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w500_1741152619250_1806,911,286,USDJPY,SHORT,DISCOVERY,0.03,0.0395,10837,118268,1741152621648.0,0.019,3.0267191e-05,150.022,VALID
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741152808000_1808,912,287,USDJPY,LONG,DISCOVERY,0.062,0.0,24562,0,,0.01,1.6043964e-05,150.036,VALID
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741153081500_1809,913,288,USDJPY,LONG,DISCOVERY,0.006,0.0285,6248,18847,1741153096315.0,0.009,1.6011636e-05,150.057,VALID
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w500_1741153081750_1810,913,288,USDJPY,LONG,DISCOVERY,0.0055,0.029,5998,18597,1741153096315.0,0.0095,3.0222962e-05,150.0575,VALID
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741153327000_1811,914,289,USDJPY,LONG,DISCOVERY,0.0015,0.041,1143,115030,1741153328957.0,0.003,1.6004276e-05,150.052,VALID
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741153511500_1812,915,290,USDJPY,SHORT,DISCOVERY,0.0385,0.035,102943,70264,1741153515789.0,0.0035,1.5992436e-05,150.0055,VALID
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w500_1741153511750_1813,915,290,USDJPY,SHORT,DISCOVERY,0.039,0.0345,102693,70014,1741153515789.0,0.003,3.0180963e-05,150.006,VALID
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741153659250_1814,916,291,USDJPY,LONG,DISCOVERY,0.0335,0.062,24812,121551,1741153659642.0,0.002,1.597539e-05,150.012,VALID
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w500_1741153659500_1815,916,291,USDJPY,LONG,DISCOVERY,0.037,0.0585,24562,121301,1741153659856.0,0.0055,3.012993e-05,150.0085,VALID
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741153663000_1816,917,291,USDJPY,LONG,DISCOVERY,0.012,0.0915,21062,120719,1741153663323.0,0.0065,1.5992591e-05,150.0335,VALID
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741153663250_1817,917,291,USDJPY,LONG,DISCOVERY,0.0205,0.083,20812,120469,1741153664079.0,0.0125,1.599203e-05,150.025,VALID
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w500_1741153665750_1819,918,291,USDJPY,SHORT,DISCOVERY,0.0695,0.0345,119182,18312,1741153666567.0,0.006,3.0200966e-05,150.011,VALID
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741153665500_1818,918,291,USDJPY,SHORT,DISCOVERY,0.083,0.021,119432,18562,1741153666567.0,0.0075,1.601211e-05,150.0245,VALID
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w500_1741153760500_1821,919,291,USDJPY,LONG,DISCOVERY,0.001,0.0825,1962,87249,1741153761665.0,0.0055,3.0270078e-05,150.009,VALID
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741153760250_1820,919,291,USDJPY,LONG,DISCOVERY,0.001,0.0825,2212,87499,1741153761665.0,0.0055,1.6083717e-05,150.009,VALID
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741153801000_1822,920,291,USDJPY,LONG,DISCOVERY,0.012,0.0485,2526,46749,1741153801401.0,0.003,1.6107098e-05,149.975,VALID
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741153825250_1823,921,291,USDJPY,SHORT,DISCOVERY,0.0205,0.0055,22499,14604,1741153839024.0,0.002,1.6123307e-05,149.947,VALID
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741154416500_1824,922,292,USDJPY,SHORT,DISCOVERY,0.0385,0.0,100575,0,,0.0005,1.6134511e-05,149.9335,VALID
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w500_1741154416750_1825,922,292,USDJPY,SHORT,DISCOVERY,0.036,0.0,100325,0,,0.003,3.0340835e-05,149.931,VALID
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w1000_1741154602250_1826,923,293,USDJPY,SHORT,DISCOVERY,0.0085,0.012,63568,39851,,0.0285,5.1689528e-05,149.8545,VALID
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741155536250_1827,924,294,USDJPY,SHORT,DISCOVERY,0.0315,0.004,98692,6112,,0.0175,1.6088234e-05,149.823,VALID
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741155536500_1828,924,294,USDJPY,SHORT,DISCOVERY,0.0315,0.004,98442,5862,,0.006,1.6088234e-05,149.823,VALID
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741155983750_1829,925,295,USDJPY,SHORT,DISCOVERY,0.012,0.055,16084,113889,1741155992617.0,0.0085,1.6100152e-05,149.736,VALID
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w1000_1741155984500_1831,925,295,USDJPY,SHORT,DISCOVERY,0.012,0.055,15334,113139,1741155992617.0,0.0085,5.1867085e-05,149.736,VALID
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w500_1741155984000_1830,925,295,USDJPY,SHORT,DISCOVERY,0.0125,0.0545,15834,113639,1741155992617.0,0.008,3.0313535e-05,149.7365,VALID
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741156576500_1832,926,296,USDJPY,LONG,DISCOVERY,0.015,0.0315,24222,108419,1741156617448.0,0.0085,1.6034127e-05,149.769,VALID
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w1000_1741156577000_1834,926,296,USDJPY,LONG,DISCOVERY,0.012,0.0345,23722,107919,1741156654034.0,0.027,5.17304e-05,149.772,VALID
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w500_1741156576750_1833,926,296,USDJPY,LONG,DISCOVERY,0.012,0.0345,23972,108169,1741156617448.0,0.0115,3.0207042e-05,149.772,VALID
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741156780750_1835,927,297,USDJPY,LONG,DISCOVERY,0.0245,0.0005,29289,7638,,0.0025,1.6042545e-05,149.7635,VALID
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741157101000_1836,928,298,USDJPY,LONG,DISCOVERY,0.014,0.029,48865,7321,1741157101602.0,0.003,1.6075527e-05,149.739,VALID
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741157523750_1837,929,299,USDJPY,LONG,DISCOVERY,0.0235,0.019,104648,49465,1741157524452.0,0.001,1.6107964e-05,149.79,VALID
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741157628250_1838,930,299,USDJPY,LONG,DISCOVERY,0.015,0.0235,79333,109907,1741157629953.0,0.0015,1.613375e-05,149.8135,VALID
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741158845750_1839,931,300,USDJPY,LONG,DISCOVERY,0.001,0.0645,31794,64986,1741158848826.0,0.001,1.605112e-05,149.8445,VALID
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w500_1741158849750_1841,932,300,USDJPY,SHORT,DISCOVERY,0.0445,0.021,60986,27794,1741158873776.0,0.005,3.0267975e-05,149.8245,VALID
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741158849500_1840,932,300,USDJPY,SHORT,DISCOVERY,0.0445,0.021,61236,28044,1741158873776.0,0.005,1.606115e-05,149.8245,VALID
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741159268000_1842,933,301,USDJPY,SHORT,DISCOVERY,0.0535,0.0,106073,0,,0.004,1.6106163e-05,149.8285,VALID
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w500_1741159268250_1843,933,301,USDJPY,SHORT,DISCOVERY,0.053,0.0,105823,0,,0.0045,3.0335633e-05,149.828,VALID
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741159372000_1844,934,301,USDJPY,SHORT,DISCOVERY,0.0025,0.053,2073,112066,1741159379422.0,0.008,1.6123985e-05,149.7775,VALID
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w500_1741159372250_1845,934,301,USDJPY,SHORT,DISCOVERY,0.002,0.0535,1823,111816,1741159379422.0,0.0085,3.0348448e-05,149.777,VALID
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741159574750_1846,935,302,USDJPY,LONG,DISCOVERY,0.004,0.0175,17987,77442,1741159577160.0,0.0025,1.6096858e-05,149.857,VALID
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741160232250_1847,936,303,USDJPY,SHORT,DISCOVERY,0.0565,0.0035,91006,1343,1741160233098.0,0.001,1.6007005e-05,149.761,VALID
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741160951250_1848,937,304,USDJPY,SHORT,DISCOVERY,0.0215,0.008,51708,85598,1741160951650.0,0.0,1.6004194e-05,149.819,VALID
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741161812000_1849,938,305,USDJPY,SHORT,DISCOVERY,0.0005,0.0885,346,121151,1741161813584.0,0.004,1.5974153e-05,149.6245,VALID
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741161814500_1851,939,305,USDJPY,LONG,DISCOVERY,0.07,0.002,120834,881,1741161815159.0,0.001,1.5992431e-05,149.6445,VALID
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741161814250_1850,939,305,USDJPY,LONG,DISCOVERY,0.073,0.0,121084,0,,0.01,1.599032e-05,149.6415,VALID
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741163561750_1852,940,306,USDJPY,SHORT,DISCOVERY,0.0045,0.059,4441,115494,1741163572677.0,0.0035,1.5958553e-05,149.605,VALID
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDCAD_TAIL_V1_PERSISTENT_stat_w250_1741164006750_1854,942,307,USDCAD,LONG,DISCOVERY,2.5e-05,0.000345,3083,21124,1741164012036.0,9e-05,2.5178319e-05,1.442615,VALID
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDCAD_TAIL_V1_PERSISTENT_stat_w250_1741164007000_1855,942,307,USDCAD,LONG,DISCOVERY,2.5e-05,0.000345,2833,20874,1741164007767.0,1.5e-05,2.5178319e-05,1.442615,VALID
