event_id,market_cluster_id,response_episode_id,mfe,mae,time_to_mfe_ms,time_to_mae_ms,origin_recross_msc,partition
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w1000_1742418014750_15531,6679,1990,0.19,0.0305,69837,32797,,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w1000_1742418015000_15535,6679,1990,0.185,0.0355,69587,32547,1742418015501.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_AUDUSD_TAIL_V1_PERSISTENT_stat_w250_1742418015250_15539,6679,1990,5.5e-05,0.00054,92772,47849,1742418015639.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_EURUSD_TAIL_V1_PERSISTENT_stat_w250_1742418015750_15543,6681,1990,0.000285,0.00074,68978,31666,1742418016805.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_AUDUSD_TAIL_V1_PERSISTENT_stat_w250_1742418015500_15540,6679,1990,0.000105,0.00049,92522,47599,1742418015913.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_AUDUSD_TAIL_V1_PERSISTENT_stat_w250_1742418016000_15545,6681,1990,0.00047,0.000125,47099,92022,1742418045805.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_GBPUSD_TAIL_V1_PERSISTENT_stat_w250_1742418016000_15544,6681,1990,0.000835,0.000285,9850,100010,1742418016608.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_AUDUSD_TAIL_V1_PERSISTENT_stat_w250_1742418016250_15547,6681,1990,0.00042,0.000175,46849,91772,1742418045335.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_GBPUSD_TAIL_V1_PERSISTENT_stat_w250_1742418016250_15546,6681,1990,0.00082,0.0003,9600,99760,1742418016608.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_GBPUSD_TAIL_V1_PERSISTENT_stat_w250_1742418016500_15549,6681,1990,0.001,0.00012,9350,99510,1742418016836.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_GBPUSD_TAIL_V1_PERSISTENT_stat_w1000_1742418016750_15550,6681,1990,0.000995,0.000125,9100,99260,1742418017147.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDCHF_TAIL_V1_PERSISTENT_stat_w250_1742418015750_15541,6679,1990,0.00028,0.000445,68193,31519,1742418044631.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDCHF_TAIL_V1_PERSISTENT_stat_w250_1742418016000_15542,6680,1990,0.00028,0.000445,67943,31269,1742418016419.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDCHF_TAIL_V1_PERSISTENT_stat_w250_1742418016250_15548,6681,1990,0.000315,0.00041,67693,31019,1742418016760.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_AUDUSD_TAIL_V1_PERSISTENT_stat_w250_1742418017250_15551,6681,1990,0.00041,0.000185,45849,90772,1742418020349.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_GBPUSD_TAIL_V1_PERSISTENT_stat_w250_1742418017250_15552,6681,1990,0.00018,0.00094,98760,8600,1742418017598.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_GBPUSD_TAIL_V1_PERSISTENT_stat_w250_1742418018250_15555,6682,1990,0.00074,0.00038,7600,97760,1742418018948.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_EURUSD_TAIL_V1_PERSISTENT_stat_w250_1742418018250_15554,6682,1990,9e-05,0.000935,66478,29166,1742418018921.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_GBPUSD_TAIL_V1_PERSISTENT_stat_w250_1742418018500_15556,6682,1990,0.00074,0.00038,7350,97510,1742418018729.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_EURUSD_TAIL_V1_PERSISTENT_stat_w250_1742418018500_15558,6682,1990,0.000175,0.00085,66228,28916,1742418018921.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDCHF_TAIL_V1_PERSISTENT_stat_w250_1742418018500_15557,6682,1990,0.000345,0.00038,65443,28769,1742418019031.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDCHF_TAIL_V1_PERSISTENT_stat_w250_1742418018250_15553,6682,1990,0.00034,0.000385,65693,29019,1742418018625.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDCHF_TAIL_V1_PERSISTENT_stat_w250_1742418019000_15559,6682,1990,0.000265,0.00046,28269,64943,1742418019744.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_EURUSD_TAIL_V1_PERSISTENT_stat_w250_1742418019250_15560,6682,1990,0.000625,0.0004,28166,65478,1742418021479.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1742418020000_15563,6682,1990,0.1625,0.058,64587,27547,1742418020347.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w500_1742418020250_15564,6682,1990,0.166,0.0545,64337,27297,1742418020590.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_EURUSD_TAIL_V1_PERSISTENT_stat_w250_1742418019750_15562,6682,1990,0.000625,0.0004,27666,64978,1742418021017.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_EURUSD_TAIL_V1_PERSISTENT_stat_w250_1742418019500_15561,6682,1990,0.00063,0.000395,27916,65228,1742418021230.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1742418021500_15565,6683,1990,0.1335,0.087,63087,26047,1742418043411.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1742418021750_15569,6683,1990,0.122,0.0985,62837,25797,1742418043127.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_AUDUSD_TAIL_V1_PERSISTENT_stat_w250_1742418022000_15570,6683,1990,0.00012,0.000475,41099,86022,1742418031146.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_GBPUSD_TAIL_V1_PERSISTENT_stat_w250_1742418021750_15566,6683,1990,0.000395,0.000725,4100,94260,1742418045150.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1742418022000_15574,6683,1990,0.1215,0.099,62587,25547,1742418022683.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1742418022250_15580,6683,1990,0.1345,0.086,62337,25297,1742418022683.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w1000_1742418022500_15586,6683,1990,0.141,0.0795,62087,25047,1742418043127.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_AUDUSD_TAIL_V1_PERSISTENT_stat_w250_1742418022250_15579,6683,1990,0.000125,0.00047,40849,85772,1742418022665.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_EURUSD_TAIL_V1_PERSISTENT_stat_w250_1742418022000_15573,6683,1990,2e-05,0.001005,62728,25416,1742418022624.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_EURUSD_TAIL_V1_PERSISTENT_stat_w250_1742418021750_15568,6683,1990,2.5e-05,0.001,62978,25666,1742418030959.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDCHF_TAIL_V1_PERSISTENT_stat_w250_1742418021750_15567,6683,1990,3e-05,0.000695,62193,25519,1742418042461.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w1000_1742418022750_15590,6683,1990,0.142,0.0785,61837,24797,1742418023170.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_AUDUSD_TAIL_V1_PERSISTENT_stat_w500_1742418022500_15585,6683,1990,0.0002,0.000395,40599,85522,1742418022917.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_GBPUSD_TAIL_V1_PERSISTENT_stat_w250_1742418022000_15572,6683,1990,0.000365,0.000755,3850,94010,1742418022570.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1742418023000_15593,6683,1990,0.078,0.1425,24547,61587,1742418023456.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDCHF_TAIL_V1_PERSISTENT_stat_w250_1742418022500_15584,6683,1990,8e-05,0.000645,61443,24769,1742418023053.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDCHF_TAIL_V1_PERSISTENT_stat_w250_1742418022000_15575,6683,1990,2.5e-05,0.0007,61943,25269,1742418042461.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDCHF_TAIL_V1_PERSISTENT_stat_w250_1742418022250_15576,6683,1990,2.5e-05,0.0007,61693,25019,1742418023053.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_AUDUSD_TAIL_V1_PERSISTENT_stat_w1000_1742418022750_15589,6683,1990,0.000205,0.00039,40349,85272,1742418031146.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_GBPUSD_TAIL_V1_PERSISTENT_stat_w250_1742418022250_15577,6683,1990,0.00041,0.00071,3600,93760,1742418022570.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_GBPUSD_TAIL_V1_PERSISTENT_stat_w1000_1742418022500_15582,6683,1990,0.000625,0.000495,3350,93510,1742418045150.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_GBPUSD_TAIL_V1_PERSISTENT_stat_w1000_1742418022750_15588,6683,1990,0.00058,0.00054,3100,93260,1742418031900.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w500_1742418023250_15597,6683,1990,0.092,0.1285,24297,61337,1742418023665.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_EURUSD_TAIL_V1_PERSISTENT_stat_w250_1742418022250_15578,6683,1990,4.5e-05,0.00098,62478,25166,1742418022624.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_AUDUSD_TAIL_V1_PERSISTENT_stat_w250_1742418023250_15596,6683,1990,0.00042,0.000175,84772,39849,1742418023809.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDCAD_TAIL_V1_PERSISTENT_stat_w250_1742418022000_15571,6683,1990,1e-05,0.00127,3823,86074,1742418028569.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDCHF_TAIL_V1_PERSISTENT_stat_w500_1742418022750_15591,6683,1990,8.5e-05,0.00064,61193,24519,1742418023403.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_GBPUSD_TAIL_V1_PERSISTENT_stat_w250_1742418023000_15592,6683,1990,0.000545,0.000575,93010,2850,1742418023810.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_GBPUSD_TAIL_V1_PERSISTENT_stat_w250_1742418023250_15595,6683,1990,0.000665,0.000455,92760,2600,1742418023509.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_GBPUSD_TAIL_V1_PERSISTENT_stat_w500_1742418023500_15598,6683,1990,0.0007,0.00042,92510,2350,1742418023810.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w1000_1742418023500_15599,6683,1990,0.0965,0.124,24047,61087,1742418023872.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDCAD_TAIL_V1_PERSISTENT_stat_w1000_1742418022750_15594,6683,1990,0.00011,0.00117,3073,85324,1742418028569.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDCAD_TAIL_V1_PERSISTENT_stat_w250_1742418022250_15581,6683,1990,3e-05,0.00125,3573,85824,1742418026911.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDCAD_TAIL_V1_PERSISTENT_stat_w250_1742418022500_15587,6683,1990,7.5e-05,0.001205,3323,85574,1742418023276.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_EURUSD_TAIL_V1_PERSISTENT_stat_w1000_1742418022500_15583,6683,1990,0.00014,0.000885,62228,24916,1742418030959.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_GBPUSD_TAIL_V1_PERSISTENT_stat_w250_1742418024000_15600,6684,1990,0.000365,0.000755,1850,92010,1742418030511.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1742418024000_15601,6684,1990,0.1195,0.101,60587,23547,1742418024637.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w500_1742418024250_15602,6684,1990,0.128,0.0925,60337,23297,1742418024637.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w1000_1742418024500_15603,6684,1990,0.129,0.0915,60087,23047,1742418036834.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_GBPUSD_TAIL_V1_PERSISTENT_stat_w250_1742418026000_15604,6684,1990,0.0,0.000985,0,90010,1742418030511.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1742418026000_15605,6684,1990,0.1155,0.105,58587,21547,1742418027621.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w500_1742418026250_15606,6685,1990,0.1155,0.105,58337,21297,1742418027621.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_GBPUSD_TAIL_V1_PERSISTENT_stat_w500_1742418026500_15608,6685,1990,2e-05,0.00091,9318,89510,1742418026750.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_GBPUSD_TAIL_V1_PERSISTENT_stat_w250_1742418026250_15607,6685,1990,2e-05,0.00091,9568,89760,1742418026750.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_GBPUSD_TAIL_V1_PERSISTENT_stat_w250_1742418026750_15609,6685,1990,0.000815,0.000115,89260,9068,,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_GBPUSD_TAIL_V1_PERSISTENT_stat_w250_1742418027000_15610,6685,1990,0.00082,0.00011,89010,8818,,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_GBPUSD_TAIL_V1_PERSISTENT_stat_w250_1742418027250_15611,6685,1990,0.000805,0.000125,88760,8568,1742418027673.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_AUDUSD_TAIL_V1_PERSISTENT_stat_w250_1742418027750_15612,6685,1990,0.000445,0.00015,80272,35349,1742418027989.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_AUDUSD_TAIL_V1_PERSISTENT_stat_w250_1742418028000_15613,6685,1990,0.00045,0.000145,80022,35099,1742418028481.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1742418029750_15615,6686,1990,0.097,0.1235,54837,17797,1742418030918.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_AUDUSD_TAIL_V1_PERSISTENT_stat_w250_1742418028500_15614,6686,1990,0.000215,0.00038,34599,79522,1742418028968.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w500_1742418030000_15616,6686,1990,0.0885,0.132,54587,17547,1742418030918.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1742418031500_15618,6687,1990,0.104,0.1165,16047,53087,1742418033279.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_GBPUSD_TAIL_V1_PERSISTENT_stat_w250_1742418031500_15620,6687,1990,0.000535,0.000395,84510,4318,1742418033785.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_GBPUSD_TAIL_V1_PERSISTENT_stat_w250_1742418031250_15619,6687,1990,0.000535,0.000395,84760,4568,1742418033785.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDCAD_TAIL_V1_PERSISTENT_stat_w250_1742418031250_15617,6687,1990,0.000635,0.00063,76824,4681,1742418033308.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w500_1742418031750_15621,6687,1990,0.1045,0.116,15797,52837,1742418033279.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w1000_1742418032000_15622,6687,1990,0.0975,0.123,15547,52587,1742418056519.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_AUDUSD_TAIL_V1_PERSISTENT_stat_w250_1742418031750_15623,6687,1990,0.000195,0.0004,76272,31349,1742418033920.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w1000_1742418032250_15624,6687,1990,0.097,0.1235,15297,52337,1742418033279.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_AUDUSD_TAIL_V1_PERSISTENT_stat_w250_1742418032750_15625,6687,1990,0.00021,0.000385,75272,30349,1742418033656.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_AUDUSD_TAIL_V1_PERSISTENT_stat_w500_1742418033000_15626,6687,1990,0.00021,0.000385,75022,30099,1742418033656.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w1000_1742418034250_15628,6688,1990,0.1145,0.106,50337,13297,1742418036142.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_GBPUSD_TAIL_V1_PERSISTENT_stat_w1000_1742418034750_15634,6688,1990,0.00015,0.00078,1068,81260,1742418043254.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_AUDUSD_TAIL_V1_PERSISTENT_stat_w500_1742418034750_15631,6688,1990,0.000135,0.00046,28349,73272,1742418035268.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_AUDUSD_TAIL_V1_PERSISTENT_stat_w1000_1742418034250_15629,6688,1990,0.00014,0.000455,28849,73772,1742418045124.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_AUDUSD_TAIL_V1_PERSISTENT_stat_w250_1742418034500_15630,6688,1990,0.00014,0.000455,28599,73522,1742418035268.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_EURUSD_TAIL_V1_PERSISTENT_stat_w250_1742418034500_15635,6688,1990,0.00019,0.000835,50228,12916,1742418037600.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDCAD_TAIL_V1_PERSISTENT_stat_w1000_1742418035000_15636,6688,1990,0.000185,0.00108,931,73074,1742418044230.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDCAD_TAIL_V1_PERSISTENT_stat_w250_1742418034250_15627,6688,1990,0.000185,0.00108,1681,73824,1742418044230.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDCAD_TAIL_V1_PERSISTENT_stat_w250_1742418034500_15632,6688,1990,0.00019,0.001075,1431,73574,1742418043047.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDCAD_TAIL_V1_PERSISTENT_stat_w250_1742418034750_15633,6688,1990,0.00019,0.001075,1181,73324,1742418042337.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1742418037500_15637,6689,1990,0.088,0.1325,10047,47087,1742418037755.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1742418040000_15638,6690,1990,0.1015,0.119,44587,7547,1742418041010.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_AUDUSD_TAIL_V1_PERSISTENT_stat_w250_1742418040000_15641,6690,1990,0.00011,0.000485,23099,68022,1742418041106.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1742418040250_15639,6690,1990,0.1015,0.119,44337,7297,1742418041010.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_GBPUSD_TAIL_V1_PERSISTENT_stat_w250_1742418040250_15640,6690,1990,0.000145,0.000825,118270,75760,1742418040774.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_AUDUSD_TAIL_V1_PERSISTENT_stat_w500_1742418040250_15642,6690,1990,0.00011,0.000485,22849,67772,1742418041106.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w500_1742418040500_15643,6690,1990,0.115,0.1055,44087,7047,1742418041274.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w1000_1742418040750_15644,6690,1990,0.115,0.1055,43837,6797,1742418041274.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_GBPUSD_TAIL_V1_PERSISTENT_stat_w250_1742418041750_15646,6690,1990,0.00064,0.00033,74260,116770,1742418042573.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_AUDUSD_TAIL_V1_PERSISTENT_stat_w250_1742418041750_15645,6690,1990,0.000425,0.00017,66272,21349,1742418056860.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDCAD_TAIL_V1_PERSISTENT_stat_w250_1742418043750_15648,6691,1990,0.00082,0.000425,64324,19530,1742418054080.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1742418043750_15650,6691,1990,0.0325,0.188,3797,40837,1742418051318.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1742418043500_15647,6691,1990,0.039,0.1815,4047,41087,1742418051822.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDCHF_TAIL_V1_PERSISTENT_stat_w250_1742418043750_15651,6691,1990,0.000265,0.000565,3519,115741,1742418056883.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1742418044250_15657,6691,1990,0.0275,0.193,3297,40337,1742418049685.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1742418044000_15653,6691,1990,0.0315,0.189,3547,40587,1742418050615.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDCAD_TAIL_V1_PERSISTENT_stat_w250_1742418044000_15655,6691,1990,0.000765,0.00048,64074,19280,1742418053535.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDCHF_TAIL_V1_PERSISTENT_stat_w500_1742418044000_15656,6691,1990,0.000205,0.000625,3269,115491,1742418056883.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_EURUSD_TAIL_V1_PERSISTENT_stat_w250_1742418044000_15652,6691,1990,0.000345,0.00088,3416,114842,1742418053315.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_GBPUSD_TAIL_V1_PERSISTENT_stat_w250_1742418044000_15654,6691,1990,0.000455,0.000515,72010,114520,1742418054080.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_AUDUSD_TAIL_V1_PERSISTENT_stat_w250_1742418043750_15649,6691,1990,0.00024,0.000355,64272,19349,1742418053950.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w500_1742418044500_15659,6691,1990,0.0255,0.195,3047,40087,1742418049685.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w1000_1742418045000_15661,6691,1990,0.022,0.1985,2547,39587,1742418049685.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w1000_1742418044750_15660,6691,1990,0.0225,0.198,2797,39837,1742418050615.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDCHF_TAIL_V1_PERSISTENT_stat_w250_1742418045250_15662,6691,1990,0.0001,0.00073,2019,114241,1742418053925.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_AUDUSD_TAIL_V1_PERSISTENT_stat_w250_1742418044000_15658,6691,1990,0.00023,0.000365,64022,19099,1742418053535.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_GBPUSD_TAIL_V1_PERSISTENT_stat_w500_1742418046000_15664,6692,1990,0.000145,0.000825,70010,112520,1742418051720.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_GBPUSD_TAIL_V1_PERSISTENT_stat_w250_1742418045750_15663,6692,1990,0.000125,0.000845,70260,112770,1742418051720.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1742418047750_15665,6692,1990,0.0,0.2095,0,36837,1742418048238.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1742418048000_15666,6693,1990,0.0,0.2065,0,36587,1742418048238.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w1000_1742418048250_15667,6693,1990,0.0,0.1985,0,36337,1742418048688.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1742418048500_15668,6693,1990,0.194,0.0,36087,0,,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1742418048750_15669,6693,1990,0.1915,0.0,35837,0,,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w500_1742418049000_15670,6693,1990,0.1905,0.0,35587,0,,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w1000_1742418049250_15671,6693,1990,0.1855,0.0,35337,0,,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1742418050750_15672,6694,1990,0.158,0.0,33837,0,,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1742418051000_15673,6694,1990,0.158,0.0,33587,0,,DISCOVERY
