partition,symbol,server_hour,horizon_ms,events,valid,mean_continuation,median_continuation,mean_absolute,mean_spread
DISCOVERY,USDCAD,10,60000,219,219,2.906309924200913e-05,3.4807064e-05,0.000116524599178,0.0002710502283105
DISCOVERY,USDCAD,10,120000,219,219,2.948599170776256e-05,6.933058e-06,0.0001466902285936,0.0002711415525114
DISCOVERY,USDCAD,11,250,228,228,-1.0236946008771932e-06,-3.462964e-06,1.1420772004385966e-05,0.0002701754385964
DISCOVERY,USDCAD,11,500,228,228,-1.4025994429824562e-06,-3.458694e-06,1.3414322346491227e-05,0.0002703947368421
DISCOVERY,USDCAD,11,1000,228,228,2.106001605263158e-06,0.0,1.871585130701754e-05,0.0002698684210526
DISCOVERY,USDCAD,11,2000,228,228,6.299309995614035e-06,0.0,2.781500735526316e-05,0.0002700877192982
DISCOVERY,USDCAD,11,3000,228,228,2.4858959649122807e-06,0.0,3.1768597526315785e-05,0.0002704385964912
DISCOVERY,USDCAD,11,5000,228,228,6.427422719298245e-06,3.4691505e-06,3.637054176315789e-05,0.0002702192982456
DISCOVERY,USDCAD,11,10000,228,228,1.0591932929824562e-05,1.0442901e-05,5.544523910526315e-05,0.0002702192982456
DISCOVERY,USDCAD,11,15000,228,228,8.336956289473684e-06,1.21421925e-05,6.768404628947368e-05,0.0002691666666666
DISCOVERY,USDCAD,11,30000,228,228,1.1246149412280702e-05,6.961195e-06,8.015183842982456e-05,0.0002696929824561
DISCOVERY,USDCAD,11,60000,228,228,-1.996037675438593e-07,1.7446008500000002e-05,0.0001050028327675,0.0002683771929824
DISCOVERY,USDCAD,11,120000,228,228,-3.111854631578947e-05,-1.73987795e-05,0.000163906800421,0.0002687280701754
DISCOVERY,USDCAD,12,250,17,17,-5.312256588235294e-06,-3.489993e-06,1.3882120588235292e-05,0.000275294117647
DISCOVERY,USDCAD,12,500,17,17,-9.609806294117648e-06,-1.0419507e-05,1.817967029411765e-05,0.0002758823529411
DISCOVERY,USDCAD,12,1000,17,17,-1.3904612470588236e-05,-1.3960046e-05,2.247286905882353e-05,0.0002741176470588
DISCOVERY,USDCAD,12,2000,17,17,-1.6554377294117648e-05,-2.4430209e-05,2.635603423529412e-05,0.0002758823529411
DISCOVERY,USDCAD,12,3000,17,17,-1.6342769352941178e-05,-2.7739251e-05,3.228376205882353e-05,0.0002776470588235
DISCOVERY,USDCAD,12,5000,17,17,-1.1427478764705883e-05,-2.0848028e-05,2.5741969352941177e-05,0.0002788235294117
DISCOVERY,USDCAD,12,10000,17,17,-1.5508027235294116e-05,-1.7314728e-05,3.4730585352941175e-05,0.0002764705882352
DISCOVERY,USDCAD,12,15000,17,17,-1.4293508294117647e-05,-6.949294e-06,4.4922038529411765e-05,0.0002776470588235
DISCOVERY,USDCAD,12,30000,17,17,-4.43612888235294e-06,2.0778069e-05,7.357152958823529e-05,0.0002741176470588
DISCOVERY,USDCAD,12,60000,17,17,-2.4438927352941175e-05,2.4429612e-05,9.434641994117649e-05,0.0002741176470588
DISCOVERY,USDCAD,12,120000,17,17,-9.599819529411765e-06,2.0803717e-05,0.0001500154694117,0.0002729411764705
DISCOVERY,USDCAD,13,250,26,26,-3.5996488846153848e-06,0.0,9.209757807692307e-06,0.0002715384615384
DISCOVERY,USDCAD,13,500,26,26,-7.468459807692306e-06,0.0,1.6279778807692308e-05,0.0002742307692307
DISCOVERY,USDCAD,13,1000,26,26,-8.672265961538462e-06,-1.7373265e-06,1.5614254884615384e-05,0.0002730769230769
DISCOVERY,USDCAD,13,2000,26,26,-1.2557472692307692e-05,-5.2022855e-06,3.312196053846154e-05,0.0002711538461538
DISCOVERY,USDCAD,13,3000,26,26,-1.4684172230769231e-05,-1.38911775e-05,4.033516430769231e-05,0.0002726923076923
DISCOVERY,USDCAD,13,5000,26,26,-1.9899136653846158e-05,-1.2157124e-05,4.794976334615384e-05,0.0002746153846153
DISCOVERY,USDCAD,13,10000,26,26,-3.137440061538462e-05,-1.0426429e-05,6.155847630769231e-05,0.0002761538461538
DISCOVERY,USDCAD,13,15000,26,26,-3.936927796153847e-05,-3.473666e-06,7.087977050000001e-05,0.000276923076923
DISCOVERY,USDCAD,13,30000,26,26,-5.738938626923076e-05,-4.34475045e-05,8.969882273076923e-05,0.0002680769230769
DISCOVERY,USDCAD,13,60000,26,26,-8.624270907692308e-05,-0.00010256633,0.0001273677553846,0.000271923076923
DISCOVERY,USDCAD,13,120000,26,26,-9.500147130769232e-05,-9.3852184e-05,0.0001211816430769,0.0002715384615384
DISCOVERY,USDCAD,14,250,61,61,-1.0711983606557478e-08,3.466667e-06,2.0071273459016392e-05,0.000261475409836
DISCOVERY,USDCAD,14,500,61,61,-3.894038967213114e-06,0.0,3.1249056081967214e-05,0.0002608196721311
DISCOVERY,USDCAD,14,1000,61,61,-5.431847229508197e-06,-6.936737e-06,4.088513624590164e-05,0.0002639344262295
DISCOVERY,USDCAD,14,2000,61,61,-1.210934550819672e-05,-3.475583e-06,4.140091045901639e-05,0.0002650819672131
DISCOVERY,USDCAD,14,3000,61,61,-1.6790928950819673e-05,-6.93092e-06,4.265597721311475e-05,0.0002640983606557
DISCOVERY,USDCAD,14,5000,61,61,-1.8055854049180327e-05,-0.0,5.3068125950819673e-05,0.000265737704918
DISCOVERY,USDCAD,14,10000,61,61,-1.4958393213114757e-05,-1.3901487e-05,5.701485767213114e-05,0.0002585245901639
DISCOVERY,USDCAD,14,15000,61,61,-7.35515924590164e-06,-1.3881033e-05,6.164675511475409e-05,0.000267213114754
DISCOVERY,USDCAD,14,30000,61,61,-1.3043330196721311e-05,-2.0856652e-05,8.018326950819671e-05,0.0002681967213114
DISCOVERY,USDCAD,14,60000,61,61,-4.082936798360656e-05,-3.4748283e-05,0.0001044621695245,0.0002708196721311
DISCOVERY,USDCAD,14,120000,61,61,-3.0818014e-05,-3.4734524e-05,0.0001498051566229,0.0002718032786885
DISCOVERY,USDCAD,15,250,373,373,-2.3745819249329765e-06,-0.0,5.334942321179624e-05,0.0003981233243967
DISCOVERY,USDCAD,15,500,373,373,-9.600017418230564e-06,-0.0,7.80130815844504e-05,0.0003925201072386
DISCOVERY,USDCAD,15,1000,373,373,-1.4669890638069703e-05,-3.476187e-06,0.0001178475343646,0.0003924128686327
DISCOVERY,USDCAD,15,2000,373,373,-2.1991314230563004e-05,-3.501885e-06,0.000158180343705,0.0003798123324396
DISCOVERY,USDCAD,15,3000,373,373,-1.4490910820375334e-05,-1.7431047e-05,0.0001754974074638,0.0003708042895442
DISCOVERY,USDCAD,15,5000,373,373,-2.6992107461126005e-05,-1.4013895e-05,0.0001973335988445,0.0003553887399463
DISCOVERY,USDCAD,15,10000,373,373,-8.004774942359249e-05,-2.0824223e-05,0.0002831450761474,0.0003369436997319
DISCOVERY,USDCAD,15,15000,373,373,-4.454755026809652e-05,-3.4687655e-05,0.0002646474884879,0.0003090884718498
DISCOVERY,USDCAD,15,30000,373,373,-7.255077609115282e-05,-5.2273824e-05,0.0003522838149705,0.0003032975871313
DISCOVERY,USDCAD,15,60000,373,373,-6.61504203002681e-05,-6.5998003e-05,0.0005492990590563,0.0002979356568364
DISCOVERY,USDCAD,15,120000,373,373,-6.75286192466488e-05,-4.8612293e-05,0.0005270985481528,0.0002915817694369
DISCOVERY,USDCAD,16,250,110,110,-8.846467209090909e-06,-3.47212e-06,2.0346124427272726e-05,0.0003241818181818
DISCOVERY,USDCAD,16,500,110,110,-1.6043407245454544e-05,-6.9375555e-06,2.7164813118181815e-05,0.0003239999999999
DISCOVERY,USDCAD,16,1000,110,110,-2.639339039090909e-05,-6.9695275e-06,4.270925748181818e-05,0.0003307272727272
DISCOVERY,USDCAD,16,2000,110,110,-2.8752352272727277e-05,-6.9583125e-06,5.568866638181818e-05,0.0003397272727272
DISCOVERY,USDCAD,16,3000,110,110,-4.598187914545455e-05,-1.0441796e-05,8.108317661818181e-05,0.0003405454545454
DISCOVERY,USDCAD,16,5000,110,110,-2.371972469090909e-05,-2.08373495e-05,9.008032763636364e-05,0.0003328181818181
DISCOVERY,USDCAD,16,10000,110,110,5.016620090909088e-07,-6.937439e-06,0.0001137969254272,0.000302
DISCOVERY,USDCAD,16,15000,110,110,-1.650886401818182e-05,1.2193032e-05,0.0001498020322545,0.000285
DISCOVERY,USDCAD,16,30000,110,110,1.922815043636364e-05,1.04640005e-05,0.0001571222203636,0.0002873636363636
DISCOVERY,USDCAD,16,60000,110,110,8.684731953636364e-05,4.3437189e-05,0.0002638858275909,0.0002907272727272
DISCOVERY,USDCAD,16,120000,110,110,3.76338094e-05,1.56175005e-05,0.0004087765877454,0.0002866363636363
DISCOVERY,USDCAD,17,250,481,481,-3.999338602910603e-06,-3.466739e-06,4.898237552182952e-05,0.0003238877338877
DISCOVERY,USDCAD,17,500,481,481,-5.874626983367983e-06,-3.496546e-06,7.762627585654886e-05,0.0003236798336798
DISCOVERY,USDCAD,17,1000,481,481,-2.259059109147609e-05,-1.0409131e-05,0.0001189263874449,0.0003237422037422
DISCOVERY,USDCAD,17,2000,481,481,-3.736950567983368e-05,-1.3914737e-05,0.0001689236452557,0.0003181288981288
DISCOVERY,USDCAD,17,3000,481,481,-2.3510215856548856e-05,-1.7411926e-05,0.0001910768385135,0.0003194594594594
DISCOVERY,USDCAD,17,5000,481,481,1.9870144785862788e-05,0.0,0.000226003632079,0.00032158004158
DISCOVERY,USDCAD,17,10000,481,481,4.2414914367983365e-05,2.4165972e-05,0.0003404228876237,0.0003208731808731
DISCOVERY,USDCAD,17,15000,481,481,3.28803840977131e-05,-1.4005259e-05,0.0004330358915239,0.000314449064449
DISCOVERY,USDCAD,17,30000,481,481,0.0001078784581829,-4.533637e-05,0.0007279140270228,0.0003108108108108
DISCOVERY,USDCAD,17,60000,481,481,0.000228638715474,-1.0509924e-05,0.0010321304868794,0.0002991891891891
DISCOVERY,USDCAD,17,120000,481,481,9.260550885654886e-05,-0.000129478604,0.0009697273767692,0.0002904989604989
DISCOVERY,USDCAD,18,250,247,247,7.306446587044534e-06,-0.0,6.556062518623483e-05,0.0003173279352226
DISCOVERY,USDCAD,18,500,247,247,9.695799542510124e-06,-3.444445e-06,9.981903148582996e-05,0.0003156275303643
DISCOVERY,USDCAD,18,1000,247,247,1.6285016437246954e-06,-0.0,0.0001517462049878,0.000312995951417
DISCOVERY,USDCAD,18,2000,247,247,-7.512014781376517e-06,-0.0,0.0002133320568542,0.0003142914979757
DISCOVERY,USDCAD,18,3000,247,247,-4.205857823481781e-05,-6.908129e-06,0.0002616773998866,0.0003105668016194
DISCOVERY,USDCAD,18,5000,247,247,-8.020882364777328e-05,-1.042081e-05,0.0003237455536153,0.000316963562753
DISCOVERY,USDCAD,18,10000,247,247,-0.0001234675816234,-6.993178e-06,0.0003477287997935,0.0003042914979757
DISCOVERY,USDCAD,18,15000,247,247,-0.0001101040022469,-3.4726442e-05,0.0003702388766194,0.0002968016194331
DISCOVERY,USDCAD,18,30000,247,247,-0.0001247487606923,-3.4732111e-05,0.0004298045029109,0.0002955870445344
DISCOVERY,USDCAD,18,60000,247,247,-0.0001970711992064,-4.480974e-05,0.0005267365603076,0.0002960323886639
DISCOVERY,USDCAD,18,120000,247,247,-0.000212221843008,-0.000107107998,0.0005242848717854,0.0002804858299595
DISCOVERY,USDCAD,19,250,154,154,-6.635182746753246e-06,-3.4960455e-06,3.252411229220779e-05,0.0002840259740259
DISCOVERY,USDCAD,19,500,154,154,-4.6484229415584416e-06,-3.495413e-06,4.392705416233766e-05,0.0002851298701298
DISCOVERY,USDCAD,19,1000,154,154,-4.026546149350649e-06,3.4702175e-06,6.189499842207792e-05,0.0002823376623376
DISCOVERY,USDCAD,19,2000,154,154,9.675609246753248e-06,6.914552e-06,7.356662822077922e-05,0.0002805194805194
DISCOVERY,USDCAD,19,3000,154,154,3.7321156954545454e-05,1.04494795e-05,0.0001098571869155,0.0002816233766233
DISCOVERY,USDCAD,19,5000,154,154,3.891643322727273e-05,1.2094804e-05,0.0001508491216168,0.000278961038961
DISCOVERY,USDCAD,19,10000,154,154,6.390608280519481e-05,1.5663419e-05,0.0002220165170649,0.0002738961038961
DISCOVERY,USDCAD,19,15000,154,154,8.09642189025974e-05,2.95824935e-05,0.0002837119818376,0.0002756493506493
DISCOVERY,USDCAD,19,30000,154,154,5.785604978571429e-05,-3.493468e-06,0.0003356985646428,0.0002720129870129
DISCOVERY,USDCAD,19,60000,154,154,0.0001063475797012,1.749374e-06,0.0003131109170909,0.0002763636363636
DISCOVERY,USDCAD,19,120000,154,154,8.223222572077922e-05,-1.2150618e-05,0.0003762264000584,0.0002774675324675
DISCOVERY,USDCAD,20,250,55,55,-1.5148019545454546e-05,-3.463665e-06,5.9140061545454544e-05,0.0003207272727272
DISCOVERY,USDCAD,20,500,55,55,-2.6069334218181817e-05,-1.0447774e-05,6.005105210909091e-05,0.0003178181818181
DISCOVERY,USDCAD,20,1000,55,55,-2.8133781490909088e-05,-1.3935826e-05,7.932711923636364e-05,0.0003163636363636
DISCOVERY,USDCAD,20,2000,55,55,-1.3013267454545451e-05,-1.3978683e-05,0.0001254633556,0.0003172727272727
DISCOVERY,USDCAD,20,3000,55,55,5.098683345454549e-06,-3.1384966e-05,0.0001698876217818,0.0003201818181818
DISCOVERY,USDCAD,20,5000,55,55,2.6116980981818176e-05,-1.7428556e-05,0.0002175859402909,0.000322
DISCOVERY,USDCAD,20,10000,55,55,-0.0001234425883636,-6.6299923e-05,0.0003148150616,0.0003410909090909
DISCOVERY,USDCAD,20,15000,55,55,-0.000108584106909,-8.0253601e-05,0.0003182346615272,0.0002923636363636
DISCOVERY,USDCAD,20,30000,55,55,-9.59388502909091e-05,-4.5430004e-05,0.0003588391688727,0.0002901818181818
DISCOVERY,USDCAD,20,60000,55,55,-9.68298698e-05,-3.4614053e-05,0.0003554011785272,0.0002812727272727
DISCOVERY,USDCAD,20,120000,55,55,-7.795334770909091e-05,0.0,0.0004200486278181,0.0002747272727272
DISCOVERY,USDCAD,21,250,145,145,-9.52864656551724e-06,-3.487462e-06,3.651267166896552e-05,0.0003319310344827
DISCOVERY,USDCAD,21,500,145,145,-1.2979712613793104e-05,-6.922883e-06,5.675569392413793e-05,0.0003292413793103
DISCOVERY,USDCAD,21,1000,145,145,-1.143957163448276e-05,-0.0,8.254799488965518e-05,0.000328
DISCOVERY,USDCAD,21,2000,145,145,-5.775206220689655e-06,1.0466656e-05,0.0001044089703448,0.0003173103448275
DISCOVERY,USDCAD,21,3000,145,145,1.6552922758620687e-06,3.47136e-06,0.0001228031243862,0.0003151034482758
DISCOVERY,USDCAD,21,5000,145,145,1.8346646841379308e-05,-1.7445035e-05,0.0001749812269655,0.0003084137931034
DISCOVERY,USDCAD,21,10000,145,145,-2.616870412413793e-05,-1.0467058e-05,0.0002506648107724,0.0003048275862068
DISCOVERY,USDCAD,21,15000,145,145,-9.418003944827584e-06,-1.0386211e-05,0.0002879600313931,0.0003022758620689
DISCOVERY,USDCAD,21,30000,145,145,6.79054232275862e-05,-6.977442e-06,0.0003611901467034,0.0003044137931034
DISCOVERY,USDCAD,21,60000,145,145,5.035893e-06,-6.2272101e-05,0.0004142028031103,0.0002963448275862
DISCOVERY,USDCAD,21,120000,145,145,0.0001225251636827,-2.4224177e-05,0.0004583106631172,0.0003037931034482
DISCOVERY,USDCAD,22,250,43,43,1.0095260186046511e-05,0.0,4.7385730418604656e-05,0.0003020930232558
DISCOVERY,USDCAD,22,500,43,43,5.810930325581395e-06,-3.454416e-06,6.168237255813954e-05,0.0003027906976744
DISCOVERY,USDCAD,22,1000,43,43,-2.661836976744185e-06,-6.889994e-06,8.469182865116279e-05,0.0002951162790697
DISCOVERY,USDCAD,22,2000,43,43,-3.856278865116279e-05,-6.909155e-06,0.0001039697634418,0.0002962790697674
DISCOVERY,USDCAD,22,3000,43,43,-3.2500540558139534e-05,0.0,0.0001135711783255,0.0002941860465116
DISCOVERY,USDCAD,22,5000,43,43,-2.3526698674418604e-05,-2.072138e-05,0.0001480285643953,0.0002860465116279
DISCOVERY,USDCAD,22,10000,43,43,-4.2535901116279073e-05,-5.207131e-05,0.0001252084270697,0.00029
DISCOVERY,USDCAD,22,15000,43,43,6.353294186046506e-07,-1.7224897e-05,0.0001151277435581,0.000293488372093
DISCOVERY,USDCAD,22,30000,43,43,-3.5851774116279074e-05,-3.1126628e-05,0.0001750420777906,0.0002916279069767
DISCOVERY,USDCAD,22,60000,43,43,9.288583120930232e-05,5.2069141e-05,0.0002391346524651,0.0002953488372093
DISCOVERY,USDCAD,22,120000,43,43,0.000119315941,0.000279084673,0.0006396895169534,0.0002923255813953
DISCOVERY,USDCAD,23,250,140,140,4.453851642857143e-06,1.727769e-06,3.9758590557142855e-05,0.0003206428571428
DISCOVERY,USDCAD,23,500,140,140,-4.283544714285714e-06,-3.462214e-06,5.1318968085714286e-05,0.000325
DISCOVERY,USDCAD,23,1000,140,140,-2.6785477007142856e-05,-1.38605905e-05,7.857930319285714e-05,0.0003272142857142
DISCOVERY,USDCAD,23,2000,140,140,-1.578540910714286e-05,-1.7310502000000002e-05,0.00013544550345,0.0003222857142857
DISCOVERY,USDCAD,23,3000,140,140,5.591344714285712e-06,-1.21472405e-05,0.0002074212595714,0.0003189285714285
DISCOVERY,USDCAD,23,5000,140,140,4.421621121428572e-05,-3.458834e-06,0.0002428156089857,0.0003231428571428
DISCOVERY,USDCAD,23,10000,140,140,1.0246962285714284e-05,6.95717e-06,0.0003580150338142,0.0003107857142857
DISCOVERY,USDCAD,23,15000,140,140,5.473142973571429e-05,1.03588535e-05,0.0004028224774214,0.0003055714285714
DISCOVERY,USDCAD,23,30000,140,140,1.0436578392857138e-05,-5.222214e-06,0.00053248382905,0.0003153571428571
DISCOVERY,USDCAD,23,60000,140,140,-0.0001061173132285,-9.8830655e-05,0.0005797391158,0.0003056428571428
DISCOVERY,USDCAD,23,120000,140,140,0.0002097596413357,0.0002137068949999,0.0008902517865357,0.0003200714285714
DISCOVERY,USDCHF,8,250,8,8,2.103201e-06,5.146050000000056e-08,2.600132075e-05,0.00025875
DISCOVERY,USDCHF,8,500,8,8,2.80459075e-06,5.146050000000056e-08,2.67027105e-05,0.0002574999999999
DISCOVERY,USDCHF,8,1000,8,8,-6.26533675e-06,5.670606e-06,3.726084625e-05,0.00025625
DISCOVERY,USDCHF,8,2000,8,8,-2.1033158375e-05,-5.6191455e-06,3.9340111625e-05,0.000255
DISCOVERY,USDCHF,8,3000,8,8,-1.81348125e-05,-5.61517e-06,4.925579075e-05,0.0002525
DISCOVERY,USDCHF,8,5000,8,8,-4.204195725e-05,-5.61536865e-05,6.611711725e-05,0.0002475
DISCOVERY,USDCHF,8,10000,8,8,-1.2508916625e-05,1.12301505e-05,6.4715388625e-05,0.00025
DISCOVERY,USDCHF,8,15000,8,8,2.2559513625000003e-05,3.08823705e-05,9.5667972625e-05,0.000255
DISCOVERY,USDCHF,8,30000,8,8,-4.069444249999998e-06,-8.4223845e-06,9.569687575e-05,0.00025
DISCOVERY,USDCHF,8,60000,8,8,-1.2395308749999992e-06,2.918819e-06,8.7213249875e-05,0.0002525
DISCOVERY,USDCHF,8,120000,8,8,0.00012801345625,0.0001190819029999,0.000220689536,0.0002525
DISCOVERY,USDCHF,9,250,27,27,-4.22974325925926e-06,-5.655549e-06,1.425723488888889e-05,0.0002451851851851
DISCOVERY,USDCHF,9,500,27,27,-4.646404703703704e-06,-5.655549e-06,1.3840573444444446e-05,0.0002444444444444
DISCOVERY,USDCHF,9,1000,27,27,-3.743229629629656e-08,-5.655549e-06,1.550336688888889e-05,0.0002437037037037
DISCOVERY,USDCHF,9,2000,27,27,-1.7104138148148149e-06,-5.670075e-06,1.884354892592593e-05,0.0002429629629629
DISCOVERY,USDCHF,9,3000,27,27,-5.489925740740741e-06,-5.655549e-06,2.765495188888889e-05,0.0002429629629629
DISCOVERY,USDCHF,9,5000,27,27,-1.0340499444444445e-05,-5.676223e-06,4.000033907407408e-05,0.0002403703703703
DISCOVERY,USDCHF,9,10000,27,27,-1.9567558222222225e-05,-5.676223e-06,4.089608340740741e-05,0.0002455555555555
DISCOVERY,USDCHF,9,15000,27,27,-1.6420662e-05,-5.676223e-06,5.863771607407407e-05,0.0002422222222222
DISCOVERY,USDCHF,9,30000,27,27,-1.9827496814814814e-05,-1.1249859e-05,9.225765103703705e-05,0.0002451851851851
DISCOVERY,USDCHF,9,60000,27,27,-3.2318497777777776e-05,-6.7875223e-05,0.0001607660942222,0.0002392592592592
DISCOVERY,USDCHF,9,120000,27,27,1.874020933333334e-05,1.689251e-05,0.0002169574601481,0.0002422222222222
DISCOVERY,USDCHF,10,250,80,80,1.0973264375000003e-06,-5.6309635e-06,1.73296753625e-05,0.0002441249999999
DISCOVERY,USDCHF,10,500,80,80,3.300102875000004e-07,-5.6323275000000005e-06,1.83845861875e-05,0.00024475
DISCOVERY,USDCHF,10,1000,80,80,3.797292662500001e-06,-2.8104495e-06,2.47053531375e-05,0.000244625
DISCOVERY,USDCHF,10,2000,80,80,1.1072127625000005e-06,-5.6256775e-06,2.92164929375e-05,0.000243125
DISCOVERY,USDCHF,10,3000,80,80,-4.9126526e-06,-1.1268436e-05,3.8212982375e-05,0.00024475
DISCOVERY,USDCHF,10,5000,80,80,2.005659950000001e-06,-5.6828745e-06,4.82506696e-05,0.000243
DISCOVERY,USDCHF,10,10000,80,80,-2.0043137500000057e-07,-2.8459785e-06,7.5070293725e-05,0.0002428749999999
DISCOVERY,USDCHF,10,15000,80,80,-1.6996938249999995e-06,-5.6271625e-06,9.1419462775e-05,0.00024125
DISCOVERY,USDCHF,10,30000,80,80,3.416161250000036e-08,-2.8378715e-05,0.0001368780821374,0.00024325
DISCOVERY,USDCHF,10,60000,80,80,1.00188227625e-05,-2.81562295e-05,0.0002046674938875,0.0002452499999999
DISCOVERY,USDCHF,10,120000,80,80,5.55151726125e-05,2.848654e-05,0.0002582584600625,0.00024325
DISCOVERY,USDCHF,11,250,201,201,-2.057359472636816e-06,-5.641415e-06,4.521537521393035e-05,0.0002923880597014
DISCOVERY,USDCHF,11,500,201,201,-4.5654478308457705e-06,0.0,5.490746533333333e-05,0.0002939303482587
DISCOVERY,USDCHF,11,1000,201,201,2.289783572139304e-06,0.0,6.983602034825871e-05,0.0002939303482587
DISCOVERY,USDCHF,11,2000,201,201,5.945091497512438e-06,-5.66969e-06,0.0001058724302338,0.0002901492537313
DISCOVERY,USDCHF,11,3000,201,201,2.286192426865672e-05,-0.0,0.0001090520687263,0.0002844776119402
DISCOVERY,USDCHF,11,5000,201,201,1.9626369039800995e-05,5.698866e-06,0.000131330233796,0.0002795024875621
DISCOVERY,USDCHF,11,10000,201,201,4.659823711442786e-05,2.8473399e-05,0.0002388503655223,0.0002725373134328
DISCOVERY,USDCHF,11,15000,201,201,1.736370612437811e-05,1.1339411e-05,0.000281159565985,0.0002643283582089
DISCOVERY,USDCHF,11,30000,201,201,-1.2773481159203978e-05,5.690985e-06,0.0003462638040945,0.0002639800995024
DISCOVERY,USDCHF,11,60000,201,201,-7.04580270199005e-05,1.7030504e-05,0.0005224599134179,0.0002596517412935
DISCOVERY,USDCHF,11,120000,201,201,3.163926971641791e-05,-3.4060139e-05,0.0008081724004925,0.000265223880597
DISCOVERY,USDCHF,12,250,35,35,-1.6439673999999991e-06,5.668179e-06,1.8167517057142857e-05,0.0002405714285714
DISCOVERY,USDCHF,12,500,35,35,-2.4536142285714284e-06,5.663043e-06,1.8005181885714285e-05,0.0002397142857142
DISCOVERY,USDCHF,12,1000,35,35,-9.89377657142857e-07,5.693675e-06,2.2378054514285716e-05,0.0002399999999999
DISCOVERY,USDCHF,12,2000,35,35,-7.440577999999999e-06,0.0,3.373343434285714e-05,0.0002428571428571
DISCOVERY,USDCHF,12,3000,35,35,-1.2928716228571428e-05,0.0,4.961282954285714e-05,0.0002411428571428
DISCOVERY,USDCHF,12,5000,35,35,-1.18051176e-05,0.0,5.85134088e-05,0.000238
DISCOVERY,USDCHF,12,10000,35,35,-9.036371114285711e-06,-1.1327594e-05,7.68098078e-05,0.0002399999999999
DISCOVERY,USDCHF,12,15000,35,35,-7.729642428571429e-06,-0.0,9.107912637142857e-05,0.0002422857142857
DISCOVERY,USDCHF,12,30000,35,35,-5.651840714285716e-06,1.699606e-05,0.0001073917250571,0.0002414285714285
DISCOVERY,USDCHF,12,60000,35,35,-3.622060325714286e-05,-2.8463025e-05,0.0001250341886285,0.0002399999999999
DISCOVERY,USDCHF,12,120000,35,35,-0.0001054977165142,-0.000124810657,0.0002113745158857,0.0002482857142857
DISCOVERY,USDCHF,13,250,24,24,9.239121416666667e-06,2.823144e-06,2.1049421916666665e-05,0.0002458333333333
DISCOVERY,USDCHF,13,500,24,24,8.528762333333333e-06,-9.243999999999788e-09,2.270429283333333e-05,0.0002454166666666
DISCOVERY,USDCHF,13,1000,24,24,9.474683e-06,0.0,2.3176434416666667e-05,0.0002470833333333
DISCOVERY,USDCHF,13,2000,24,24,1.5582470416666667e-05,2.834636e-06,2.694301333333333e-05,0.00024625
DISCOVERY,USDCHF,13,3000,24,24,1.1803239666666669e-05,-5.66749e-06,4.1592714083333335e-05,0.0002420833333333
DISCOVERY,USDCHF,13,5000,24,24,9.672739875e-06,1.7630000000000033e-08,5.4597414375e-05,0.0002433333333333
DISCOVERY,USDCHF,13,10000,24,24,1.4186715875e-05,2.5511519e-05,6.381652870833333e-05,0.0002420833333333
DISCOVERY,USDCHF,13,15000,24,24,-2.571028333333335e-07,2.8352146e-05,8.393300941666666e-05,0.000245
DISCOVERY,USDCHF,13,30000,24,24,-1.5404755625e-05,2.826087e-06,7.965889079166667e-05,0.0002391666666666
DISCOVERY,USDCHF,13,60000,24,24,-2.9385810125e-05,-1.98478885e-05,0.0001290575380416,0.0002404166666666
DISCOVERY,USDCHF,13,120000,24,24,-6.2594531625e-05,-5.94774495e-05,0.000203320883125,0.00024125
DISCOVERY,USDCHF,14,250,32,32,-2.10045925e-06,-1.383000000000271e-09,2.2309568875e-05,0.00024375
DISCOVERY,USDCHF,14,500,32,32,3.387903093750001e-06,5.643165499999999e-06,2.602490334375e-05,0.0002446875
DISCOVERY,USDCHF,14,1000,32,32,1.399190771875e-05,5.6853235000000006e-06,3.240185996875e-05,0.0002409375
DISCOVERY,USDCHF,14,2000,32,32,1.628463959375e-05,5.684870999999999e-06,3.787244878125e-05,0.000245625
DISCOVERY,USDCHF,14,3000,32,32,7.13055603125e-06,2.82222e-06,4.534243590625e-05,0.000241875
DISCOVERY,USDCHF,14,5000,32,32,-7.92034603125e-06,-8.4961415e-06,5.150233503125e-05,0.0002465625
DISCOVERY,USDCHF,14,10000,32,32,5.765726062499999e-06,-2.843486e-06,6.691572912499999e-05,0.000245625
DISCOVERY,USDCHF,14,15000,32,32,5.586480718749999e-06,1.1370598e-05,6.423579034375e-05,0.0002421875
DISCOVERY,USDCHF,14,30000,32,32,-1.8726178875e-05,1.13667845e-05,0.0001125484554375,0.0002446875
DISCOVERY,USDCHF,14,60000,32,32,6.98629571875e-06,3.98124595e-05,0.0001491565777812,0.000244375
DISCOVERY,USDCHF,14,120000,32,32,1.1040315937500016e-06,3.68170785e-05,0.0002251354606562,0.000238125
DISCOVERY,USDCHF,15,250,322,322,-6.1820175e-06,0.0,7.140333289751554e-05,0.0003300931677018
DISCOVERY,USDCHF,15,500,322,322,-5.757163885093167e-06,0.0,7.759889474223603e-05,0.0003293478260869
DISCOVERY,USDCHF,15,1000,322,322,-9.081057124223602e-06,0.0,0.0001115289583167,0.0003167391304347
DISCOVERY,USDCHF,15,2000,322,322,7.383295254658385e-06,0.0,0.0001867599179068,0.000301801242236
DISCOVERY,USDCHF,15,3000,322,322,4.311493835403728e-06,0.0,0.0002399436323385,0.0002981055900621
