path,classification,bytes,sha256,owning_commit
reports/analysis/tick_shock/step15g/label_registry.csv,evidence,443,A6314F6947A881B73ACA66800B7FA03F3E178EE04165AFBB389C493F0D6248BE,bca9e36f9f0d4dfc986562a344f68ab2a9eabd11
reports/analysis/tick_shock/step15g/matched_control_results.csv,evidence,322,9F9D5D1953AF54C61ADF8A2B2B5E24FEBB8D1C8920BA7B77BDCEA4EF5B08A9F7,70eb109dd629e2fa5e756f42c5439fbe75ec5e7f
reports/analysis/tick_shock/step15g/model_feature_importance.csv,evidence,36776,5507DE0166DAAB0B61ECFF669F3C56F9374718DC15C181A4C634AFCB282992FA,70eb109dd629e2fa5e756f42c5439fbe75ec5e7f
reports/analysis/tick_shock/step15g/model_results.csv,evidence,3962,B4A958EBD3470BAEC3AE9654F0F986B96A24EEC11825750574498D9E773F4FB7,70eb109dd629e2fa5e756f42c5439fbe75ec5e7f
reports/analysis/tick_shock/step15g/oof_predictions.csv,evidence,5548175,1EC58B8480CE3651D91A2D4DDC6FA08B7491AA0F17B79308CA25D6059390DFFA,70eb109dd629e2fa5e756f42c5439fbe75ec5e7f
reports/analysis/tick_shock/step15g/policy_results.csv,evidence,1259,17504A61362E40B37454F5DCD92A2E4A966189BD1CC97D5D4B9BE9B77532BE41,70eb109dd629e2fa5e756f42c5439fbe75ec5e7f
reports/analysis/tick_shock/step15g/recorder_r1_failure.md,evidence,1086,CB79C1F3FDD76889962D1D0BEE879E43420ACF3655CEAC9D0C67AB3845F46B66,27596446a517c2cb5e7c20338982521bb5636954
reports/analysis/tick_shock/step15g/recorder_r2_failure.md,evidence,938,A44CB5D0580742B15706F3002ED2E52F561B6224C0740FC9B8F298F95F060756,e9c2968660288c12af03dba770e519c8d012e010
reports/analysis/tick_shock/step15g/stability_results.csv,evidence,2772,AEC0B97893FE4D27D3DF98E4F210C117D33B0F83D8D437FF4F2CE5435387323D,70eb109dd629e2fa5e756f42c5439fbe75ec5e7f
reports/analysis/tick_shock/step15g/trial_registry.csv,evidence,372,4B27CD969E1C2FE2D2A11C81B9DB0E106C5AAE9AAE9CCC10D36E6D5491077156,bca9e36f9f0d4dfc986562a344f68ab2a9eabd11
reports/backtest/runs/20260901_ts15g_economic_path_r3_202503/compile.log,evidence,21976,2D5330FEEEBA4E9F1A4B0B0A84510A09462B1C8B4E09E343608208CA3F597C16,70eb109dd629e2fa5e756f42c5439fbe75ec5e7f
reports/backtest/runs/20260901_ts15g_economic_path_r3_202503/economic_first_touch.csv.runmeta,evidence,2222,81C287EBE2A862589752435BE2EBFDAD973BFDD099E82F6BF31C447146344640,7ba5eab4d65e295df3be6d09ee9b74453e88140d
reports/backtest/runs/20260901_ts15g_economic_path_r3_202503/economic_path.set,evidence,1741,A8FFCE12BD1332F0DDF7F99C28C059A7498B280EBACAB38F142B6AB3E360B46D,7ba5eab4d65e295df3be6d09ee9b74453e88140d
reports/backtest/runs/20260901_ts15g_economic_path_r3_202503/executed_EA.ex5,evidence,343488,B6BAC562CDDBBB4B0F2471737B3686BAC9BCDB2DFAAE9FDB5C3336B01F4C68BA,70eb109dd629e2fa5e756f42c5439fbe75ec5e7f
reports/backtest/runs/20260901_ts15g_economic_path_r3_202503/raw_artifact_manifest.csv,evidence,777,F1BB0B2F5F8227177BBFCD83357632D376EE54C7C6909C75BC39FCA54747E1EE,7ba5eab4d65e295df3be6d09ee9b74453e88140d
reports/backtest/runs/20260901_ts15g_economic_path_r3_202503/reconciliation.md,evidence,864,5560B95C41C34E07D7816C4DBF494C064E03630D26A0E628260ADA371510C203,7ba5eab4d65e295df3be6d09ee9b74453e88140d
reports/backtest/runs/20260901_ts15g_economic_path_r3_202503/run_command.txt,evidence,113,8B3DC8D5686A36222EA608C7F163AA78BC73B02EF4805A69F276A661CA5A8E62,7ba5eab4d65e295df3be6d09ee9b74453e88140d
reports/backtest/runs/20260901_ts15g_economic_path_r3_202503/source_hashes.txt,evidence,526,05F0D63B5EC61350B40B1360B529FC4BB921D7FF7345F41D824FDB6E2324DBC7,7ba5eab4d65e295df3be6d09ee9b74453e88140d
reports/backtest/runs/20260901_ts15g_economic_path_r3_202503/summary.csv,evidence,153442,CC6B8C2F7CBFFEEB2B21AF2738B3BB2477518B2FB7EA27876ED28637039077B1,7ba5eab4d65e295df3be6d09ee9b74453e88140d
reports/backtest/runs/20260901_ts15g_economic_path_r3_202503/summary.csv.runmeta,evidence,1816,D14BF8B2381ABF3EBDAF9707309BA1796D5437A1505B5BDB586CB21EF744E217,7ba5eab4d65e295df3be6d09ee9b74453e88140d
reports/backtest/runs/20260901_ts15g_economic_path_r3_202503/summary.md,evidence,1621,DAE2627F67E6F7D59B296831E55202C14C3371DE5C727121083BEE306D5560AA,7ba5eab4d65e295df3be6d09ee9b74453e88140d
reports/backtest/runs/20260901_ts15g_economic_path_r3_202503/symbol_specs.csv,evidence,1581,2940D905B34EE6000551F523BBAB29CE585D4D1D5AEA0AD04182E601F1B39288,7ba5eab4d65e295df3be6d09ee9b74453e88140d
reports/backtest/runs/20260901_ts15g_economic_path_r3_202503/symbol_specs.csv.runmeta,evidence,1777,E42785A869700E81AE7CB183E4E10831E5C7C276093B4107EB32EEE689F87BE6,7ba5eab4d65e295df3be6d09ee9b74453e88140d
reports/backtest/runs/20260901_ts15g_economic_path_r3_202503/tester_config.ini,evidence,633,BAFFD90FFCA5B643BA35E446C63263AC39F18561CF297DC4CF179AA7ECAFBFEB,7ba5eab4d65e295df3be6d09ee9b74453e88140d
reports/backtest/runs/20260901_ts15g_economic_path_r3_202503/tester_journal_excerpt.txt,evidence,602,5C6E04D0602D8B6FB5F6E9FA96705F0C64A7AECEB273F7DBD71FDC4938D04D17,7ba5eab4d65e295df3be6d09ee9b74453e88140d
reports/backtest/runs/20260901_ts15g_economic_path_r3_202503/tester_report.html,evidence,38096,5BA99FF8ADF2D9E85B9BCDFE8B4DF6AB8F0B32B836DCC13C9018A8C3B79AD430,7ba5eab4d65e295df3be6d09ee9b74453e88140d
reports/backtest/runs/20260901_ts15g_economic_path_r3_202503/tester_report.html.meta.json,evidence,5678,549E515E0A8004A68CBCA7C153BEB3FC6209F9B8C46CAC625E1971EFC03EE09A,7ba5eab4d65e295df3be6d09ee9b74453e88140d
reports/backtest/runs/20260901_ts15g_economic_path_r3_202503/tick_quality.csv,evidence,887,86A2DBC19623A13E04F8503C18CBC1C921C0C4C2CFF0E0A73EF8BBF56C7024AD,7ba5eab4d65e295df3be6d09ee9b74453e88140d
reports/backtest/runs/20260901_ts15g_economic_path_r3_202503/trades.csv,evidence,15,69DFAB285053561A1B3B95776103D8CEEB380E1963FE3C407392E6C216A729C6,7ba5eab4d65e295df3be6d09ee9b74453e88140d
reports/backtest/runs/20260901_ts15g_economic_path_r3_202503/trades.csv.runmeta,evidence,1609,B3EE125568901B89ABA5AEF036387DBA850C94D368FD12C550A45244B338067B,7ba5eab4d65e295df3be6d09ee9b74453e88140d
reports/compile/tick_shock/step15g_ExpectedValue_MultiCurrency_TickShockResearch.log,evidence,21976,DDD4BDD752484EEEC7D90A5FB8F9C7B9138E03D6FD9A24B8BDEDC2D6BEB7FA43,8b8f85508ffe9fb4bbe474e0fd0636f5acf1ea4e
reports/compile/tick_shock/step15g_ExpectedValue_TickShock_ContextFeatureHarness.log,evidence,17796,D262F1628FF94506108384CDC9F84671EF474C5A8646E317857A392D29FE1916,e9c2968660288c12af03dba770e519c8d012e010
reports/compile/tick_shock/step15g_ExpectedValue_TickShock_ControlFunnelHarness.log,evidence,17774,2CE8B76BAC146B3A32798A9D7A0D63535F00313A90B7BF31B498C6E06D565736,e9c2968660288c12af03dba770e519c8d012e010
reports/compile/tick_shock/step15g_ExpectedValue_TickShock_DetectorHarness.log,evidence,17112,3FB9C8E1AAC997A5E851F91E387FE613D4ECA9B4DD29FB9095FDB57B127B9AAC,e9c2968660288c12af03dba770e519c8d012e010
reports/compile/tick_shock/step15g_ExpectedValue_TickShock_DomainUnitHarness.log,evidence,15762,107D632291FDCEC79DE8F7A37FE43C0F1BDB31E04B66AF67D73BAAC9E512160D,e9c2968660288c12af03dba770e519c8d012e010
reports/compile/tick_shock/step15g_ExpectedValue_TickShock_EconomicPathHarness.log,evidence,17098,8E30A443E180BAE876AA048F5F51CB3F3DBABA0B6850E4C9A0227B35AD4E606A,e9c2968660288c12af03dba770e519c8d012e010
reports/compile/tick_shock/step15g_ExpectedValue_TickShock_EventResponseHarness.log,evidence,17104,9882AFC95B6E471F773321A8688D333B12A4C6A620A1EC6ABACF13512A28C789,e9c2968660288c12af03dba770e519c8d012e010
reports/compile/tick_shock/step15g_ExpectedValue_TickShock_ExecutionHarness.log,evidence,15756,9477B527C5F8DD7433AD3C445F4A78A8CF71509CE594555F303215F7B3C403EE,e9c2968660288c12af03dba770e519c8d012e010
reports/compile/tick_shock/step15g_ExpectedValue_TickShock_IntegrityRegressionHarness.log,evidence,15816,5E4EB400AA2C2DF158E2D2504482E4A2BB47E47F84D94A03934E2546A535C1E2,e9c2968660288c12af03dba770e519c8d012e010
reports/compile/tick_shock/step15g_ExpectedValue_TickShock_MediumHorizonResponseHarness.log,evidence,19280,A982BFDF747CF2E5A54408343FBE1BBB5FEB82D4F28E3F1F461FF083ECBE1C13,e9c2968660288c12af03dba770e519c8d012e010
reports/compile/tick_shock/step15g_ExpectedValue_TickShock_MultiCurrencyMergeHarness.log,evidence,15810,F7D9A14FBF13C75E772E5F2C44F914608376B57B4E18A26D3E1AC5CB83E793E7,e9c2968660288c12af03dba770e519c8d012e010
reports/compile/tick_shock/step15g_ExpectedValue_TickShock_OrderLifecycleHarness.log,evidence,15786,438B34DB4A0121C087F11FB6A625DF6EA009059417E4EAE66ECAE7CCAAF35F4B,e9c2968660288c12af03dba770e519c8d012e010
reports/compile/tick_shock/step15g_ExpectedValue_TickShock_OrderReachabilityHarness.log,evidence,4808,0217A9A62155981A415B0FC64203ACA0D1F6C3BFD21726407C1691A0C3871635,8b8f85508ffe9fb4bbe474e0fd0636f5acf1ea4e
reports/compile/tick_shock/step15g_ExpectedValue_TickShock_ReachabilityHarness.log,evidence,7908,BD6A3B182B6E5A4F5012944E5E1514D03755D5C5831EAE19A7E40415AAE7FBB0,8b8f85508ffe9fb4bbe474e0fd0636f5acf1ea4e
reports/compile/tick_shock/step15g_ExpectedValue_TickShock_ResearchReachabilityHarness.log,evidence,8654,84CD24C6A8F99FC48DD441DD3A8791933FD26E54ABD0115BFED3E8CC018932BC,8b8f85508ffe9fb4bbe474e0fd0636f5acf1ea4e
reports/compile/tick_shock/step15g_ExpectedValue_TickShock_StateConditionedResponseHarness.log,evidence,18626,E844BA4247EC007304DC9E0722BCAA860DC81637D3602FCD7101259820C292D4,e9c2968660288c12af03dba770e519c8d012e010
reports/compile/tick_shock/step15g_ExpectedValue_TickShock_StateMachineHarness.log,evidence,15772,C3F4894D74758B3C9D1E2980FC010F390A9FB227D355287FCA46038FB486F880,e9c2968660288c12af03dba770e519c8d012e010
reports/compile/tick_shock/step15g_ExpectedValue_TickShock_SyntheticIntegrationHarness.log,evidence,15820,8E1F1331EE605980B424B387A7204AD678DE646AE046AC520FE46AA99442507F,e9c2968660288c12af03dba770e519c8d012e010
reports/compile/tick_shock/step15g_march_research_ea.log,evidence,21976,2D5330FEEEBA4E9F1A4B0B0A84510A09462B1C8B4E09E343608208CA3F597C16,SELF
reports/compile/tick_shock/step15g_r2_EconomicPathHarness.log,evidence,17098,48D2870731EFB7AB339DE70AC3133B09A3CAA3614B230C8D3FB97682243E3475,SELF
reports/compile/tick_shock/step15g_r2_research_ea.log,evidence,21976,BE7041C8975DE89DEFAA4D3B0DD82B0EF19E3DD6291250497A70606E68A196F7,SELF
reports/compile/tick_shock/step15g_r3_research_ea.log,evidence,21976,D4A1B46838BEBF0D6A1327EDFA24C5ADE6F7B5AFC6E8672D1A543CC07D824CC6,SELF
reports/qa/tick_shock/step15c_hashes.txt,evidence,56361,F74C14BE44E12A52D305F4BF6CDF62AB7F570BFFC81B86B45DC44111F1A7450C,5118ee5c7ba4040d5aa92646079805401bbbbf57
reports/qa/tick_shock/step15c_manifest_audit.csv,evidence,387648,2FFB7E2473C773CB8B5481618DC1ADABE69A5C3BF7C1704EC5485784A4C517FA,5118ee5c7ba4040d5aa92646079805401bbbbf57
reports/qa/tick_shock/step15d/step15d_manifest_audit.csv,evidence,443581,364540D2E90ADE333D4E2D4AE0777FFBE4AFAD392C6A5891B6E3AA3CF77E010A,695c60177c8ddef1718e2fcc66505e88bc3a1e94
reports/qa/tick_shock/step15g_final_qa.md,evidence,1446,1B78ECF7381AEBB72FE0218C48D0DB1B722AC8723FEB06A9340077C14A475FEB,SELF
reports/refactor/tick_shock/step15g_behavior_comparison.csv,evidence,230,94A97067C050821080CF4F7DD9D9A233C03276EB4E389195496E187E20B50F55,70eb109dd629e2fa5e756f42c5439fbe75ec5e7f
reports/refactor/tick_shock/step15g_parameter_diff.csv,evidence,34,6AF3766CB4DF0167284D455C5CFEBDFE3B2082B565AE8099350B95A37784EE4E,70eb109dd629e2fa5e756f42c5439fbe75ec5e7f
reports/share/tick_shock/step15g/step15g_both_neither_cases.csv,evidence,5651984,93EC19C933B03A490AB446615CF5649E219D2111F2D83E8D3244D0B06616C4A2,SELF
reports/share/tick_shock/step15g/step15g_candidate_registry.csv,evidence,168,5B8ACAE4389CC7CB95CF6740C5E261D190F3CFFC7204759B7760BA7C73B175E3,SELF
reports/share/tick_shock/step15g/step15g_data_dictionary.md,evidence,1894,A0C7C4EB5DECE1FE6FA13BF6C24E8036F515DAA9BE823B2D5E3528D77638B8C5,SELF
reports/share/tick_shock/step15g/step15g_episode_labels_compact.csv,evidence,25561690,8B1A2FA9DFF91B01E9B380FD700121823E6BBC9A6E1A5CAD79911393E7875D1B,SELF
reports/share/tick_shock/step15g/step15g_feature_contrast.csv,evidence,19052,40C2E02CF3BA453A63B83A6E6FC1D98E38F69C20DFFE5448C4C9B16659DE9591,SELF
reports/share/tick_shock/step15g/step15g_first_passage_summary.csv,evidence,1374,AD8716E0032B2993A84323C40EAAC98477082B5283841876A2813697FDBE8FE7,SELF
reports/share/tick_shock/step15g/step15g_oof_predictions.csv,evidence,5548175,1EC58B8480CE3651D91A2D4DDC6FA08B7491AA0F17B79308CA25D6059390DFFA,SELF
reports/share/tick_shock/step15g/step15g_policy_results.csv,evidence,1259,17504A61362E40B37454F5DCD92A2E4A966189BD1CC97D5D4B9BE9B77532BE41,SELF
reports/share/tick_shock/step15g/step15g_profitable_continuation_cases.csv,evidence,455195,CB9D2FD7F928B23764202147108852A146AAE23D7E0CAD848D01B16A16351671,SELF
reports/share/tick_shock/step15g/step15g_profitable_reversal_cases.csv,evidence,401734,DF6BA997F5E7D744E0C9D4E51E8497DCF7FA412D005D7920F05F2B48BA543E16,SELF
reports/share/tick_shock/step15g/step15g_share_hashes.csv,evidence,1457,717A58CEB1AD5E0A563BD010F9DCD0A2286CDD83374EBCCBC900A23FB3179926,SELF
reports/tests/tick_shock/step15g_green/independent_oracle.csv,evidence,3073,37578E20DCF078C702C5B7DBB09443984E8BEDC55C66F3AC14A8B8A29E2AE522,e9c2968660288c12af03dba770e519c8d012e010
reports/tests/tick_shock/step15g_green/python_tests.log,evidence,1799,239E423A9301C2A88BC841F97455EFE33B842777F832410ED7379D91D1B93E42,SELF
reports/tests/tick_shock/step15g_green/raw/context_feature.csv,evidence,3344,F878544B391B6D0D1AC9160AFFF34C871BD59286BE59CB5DE8889D04D2E16027,8b8f85508ffe9fb4bbe474e0fd0636f5acf1ea4e
reports/tests/tick_shock/step15g_green/raw/control_funnel.csv,evidence,3499,4D00469414104C2B50A7DD2BEDB16911848BC45A28EB8FAF7F548F0C15A3EF11,8b8f85508ffe9fb4bbe474e0fd0636f5acf1ea4e
reports/tests/tick_shock/step15g_green/raw/detector.csv,evidence,7771,F224A9DC72E8707C19D3D9466DEF25107109C8A0DB396E889CF754FEFF02889C,8b8f85508ffe9fb4bbe474e0fd0636f5acf1ea4e
reports/tests/tick_shock/step15g_green/raw/domain_unit.csv,evidence,1350,5FB8E3EC22F221F3C50F4A77DBA96DEAAE15B41CB5625FFE76156B7628AC77B2,8b8f85508ffe9fb4bbe474e0fd0636f5acf1ea4e
reports/tests/tick_shock/step15g_green/raw/economic_path.csv,evidence,4203,CCFC94F906F978925D690CF5DA99E46403280165E81980E6147E294894934555,e9c2968660288c12af03dba770e519c8d012e010
reports/tests/tick_shock/step15g_green/raw/event_response.csv,evidence,3749,4943E1AA54656DA2147763555517753E199CC66DBAAC9E64D4C83CF4B26D9F38,8b8f85508ffe9fb4bbe474e0fd0636f5acf1ea4e
reports/tests/tick_shock/step15g_green/raw/execution.csv,evidence,2751,DEAC38163C1705248BCC942223C3249A37D140088D63640655C5B0BC04D9000D,8b8f85508ffe9fb4bbe474e0fd0636f5acf1ea4e
reports/tests/tick_shock/step15g_green/raw/integrity_regression.csv,evidence,4706,BDC40865DFF45388A9CC8B36611FFA49FD7B505CC2B569EBF3A34FD4227C8C50,8b8f85508ffe9fb4bbe474e0fd0636f5acf1ea4e
reports/tests/tick_shock/step15g_green/raw/medium_horizon_response.csv,evidence,2844,712543BF9C1CFBC4B9A91DE12498ECE239C268F1896DD901F7C63459444795D2,8b8f85508ffe9fb4bbe474e0fd0636f5acf1ea4e
reports/tests/tick_shock/step15g_green/raw/multicurrency_merge.csv,evidence,2601,96956B283C621951533DB62D2D5FC028045DB46D71486B334822DF5817E1DD67,8b8f85508ffe9fb4bbe474e0fd0636f5acf1ea4e
reports/tests/tick_shock/step15g_green/raw/order_lifecycle.csv,evidence,2143,98AE76CA37434F2327864FC7B5747C2556ACB1A088C44F6B0820A41869947240,8b8f85508ffe9fb4bbe474e0fd0636f5acf1ea4e
reports/tests/tick_shock/step15g_green/raw/state_conditioned_response.csv,evidence,6656,C3C0FC6048D292C3AB8D287FE4F2FC63FB8F6A32C6A98E6EE97ABF9B9FEEBE78,8b8f85508ffe9fb4bbe474e0fd0636f5acf1ea4e
reports/tests/tick_shock/step15g_green/raw/state_machine.csv,evidence,2294,8DEAE9C9DCBE058AB3908674EE42455A0B23DAA8567D6739DC3C3936B8D5DE2B,8b8f85508ffe9fb4bbe474e0fd0636f5acf1ea4e
reports/tests/tick_shock/step15g_green/raw/synthetic_integration.csv,evidence,876,CA6A026ECDF5BE8CC9EDC14A52EA937688254884EA8AD747415B3A9955F31042,8b8f85508ffe9fb4bbe474e0fd0636f5acf1ea4e
reports/tests/tick_shock/step15g_green/step15g_green_report.md,evidence,975,12080807ACCC5C4B77A709D2F427A15EFA15F0A2877D697DA9C9BE93E64F4707,e9c2968660288c12af03dba770e519c8d012e010
reports/tests/tick_shock/step15g_green/suite_results.csv,evidence,68855,00F649886885C3343B57CD2B142CA330509E7015683A2FDD2050629E2891652B,e9c2968660288c12af03dba770e519c8d012e010
reports/tests/tick_shock/step15g_red/step15g_red_report.md,evidence,248,150951C020FB5644CA1008A8D2C51A459783DA52F499811732EB3D9D6387DFD2,e9c2968660288c12af03dba770e519c8d012e010
reports/tests/tick_shock/step15g_red/step15g_red_results.csv,evidence,13225,8A35B95BB6936779F79C07885394A04E40D803C7742DDEE484D84BE97500C6A2,e9c2968660288c12af03dba770e519c8d012e010
tests/tick_shock/expected/TS15G-COST-001_expected.csv,source,93,1E1A3DDA19902B3E9AD4274862E0F7FE18E5A256953A22CF69461B1C95B429CE,bca9e36f9f0d4dfc986562a344f68ab2a9eabd11
tests/tick_shock/expected/TS15G-COST-002_expected.csv,source,117,E708AA73FC58C26AA158C3CC2266856B296B552EE7E389C7C547BADD0F43789E,bca9e36f9f0d4dfc986562a344f68ab2a9eabd11
tests/tick_shock/expected/TS15G-COST-003_expected.csv,source,99,5FDAA70886E05FD09993160ACAD018700C05E803855B44E96011A205177F936C,bca9e36f9f0d4dfc986562a344f68ab2a9eabd11
tests/tick_shock/expected/TS15G-COST-004_expected.csv,source,108,3C78FF6774A2356F3369AA87800DECA5AAFD2B539DC0D3633D64475D7603038F,bca9e36f9f0d4dfc986562a344f68ab2a9eabd11
tests/tick_shock/expected/TS15G-COST-005_expected.csv,source,115,A465BB34186CC7733968354675EFE71DB1A19AFE66AD9135AFC7C482F9E44E80,bca9e36f9f0d4dfc986562a344f68ab2a9eabd11
tests/tick_shock/expected/TS15G-COST-006_expected.csv,source,109,6A54CBE777D296CD46D2E34DA1A6F8E117C5BB474B92F15A0112CBF651B2E909,bca9e36f9f0d4dfc986562a344f68ab2a9eabd11
tests/tick_shock/expected/TS15G-DIR-001_expected.csv,source,94,68932BBBDDA71486A535B97170F676A107C3B7EB9E4B8E6A93FB7C83ACCE9DBE,bca9e36f9f0d4dfc986562a344f68ab2a9eabd11
tests/tick_shock/expected/TS15G-DIR-002_expected.csv,source,96,54D152B5537E541642F7EE5D57E523264246D6767BEADD1699B0C84EA14BCF63,bca9e36f9f0d4dfc986562a344f68ab2a9eabd11
tests/tick_shock/expected/TS15G-DIR-003_expected.csv,source,103,25B4F936ED37F3B2F78D1B0583A181359FCAF7E93F34DEFA31D000273B45F206,bca9e36f9f0d4dfc986562a344f68ab2a9eabd11
tests/tick_shock/expected/TS15G-DIR-004_expected.csv,source,103,BB69FB7CAFC860AC0133554572E5778445F807859252D3B147BD78258B5130CE,bca9e36f9f0d4dfc986562a344f68ab2a9eabd11
tests/tick_shock/expected/TS15G-ENTRY-001_expected.csv,source,95,3246A1FC08D9DA995C3AA3EFAF16F265A3A0F21F049448043804736BB856342D,bca9e36f9f0d4dfc986562a344f68ab2a9eabd11
tests/tick_shock/expected/TS15G-ENTRY-002_expected.csv,source,96,C6C69B1E6A0F8D9D0B08DD3EDE1747D095D9AD4EBBFD412228188EE7BABCA946,bca9e36f9f0d4dfc986562a344f68ab2a9eabd11
tests/tick_shock/expected/TS15G-ENTRY-003_expected.csv,source,105,BDFADF17844E0A47D1C4D4095BF061C12C75D244E16C068A70D18C907A9DC95C,bca9e36f9f0d4dfc986562a344f68ab2a9eabd11
tests/tick_shock/expected/TS15G-GAP-001_expected.csv,source,98,413661F30DE763F4F028578B09688A310DBF85E91515DD9A34ED37E9F185B262,bca9e36f9f0d4dfc986562a344f68ab2a9eabd11
tests/tick_shock/expected/TS15G-GAP-002_expected.csv,source,109,05BC7D2AA6188B9CF0FFB42D9D44AB77CE8F9855518C7EF64105FC13340D1DB0,bca9e36f9f0d4dfc986562a344f68ab2a9eabd11
tests/tick_shock/expected/TS15G-INTEGRITY-001_expected.csv,source,95,4B1EE57D7EAEC1A8FE350FB6EF0B6CB77FB8DA83CB460A4ACA598CB455F4F527,bca9e36f9f0d4dfc986562a344f68ab2a9eabd11
tests/tick_shock/expected/TS15G-INTEGRITY-002_expected.csv,source,113,35E656751D7429FE7A39509D9C91A247613BC5CA5FDF5FBC7313D1FE03727B6A,bca9e36f9f0d4dfc986562a344f68ab2a9eabd11
tests/tick_shock/expected/TS15G-INTEGRITY-003_expected.csv,source,107,E8496BC5B627D632C49F81A54F425239918A6E13CA04AE46DE71B2A83EC45081,bca9e36f9f0d4dfc986562a344f68ab2a9eabd11
tests/tick_shock/expected/TS15G-INTEGRITY-004_expected.csv,source,106,4D6C49927A9A8FA6DD77A3AF6F9CFBC4709243D670447D670AD8A7EE55D41B61,bca9e36f9f0d4dfc986562a344f68ab2a9eabd11
tests/tick_shock/expected/TS15G-INTEGRITY-005_expected.csv,source,96,C1C3F566CC94D5F86511E66DF78C083222311FE6CDCAAEAB8489BCA82D5C79EF,bca9e36f9f0d4dfc986562a344f68ab2a9eabd11
