action,model,fold,feature,importance,sign
REVERSAL,ELASTIC_NET_LOGIT,0,f26,-1.100774811215653,-1
REVERSAL,ELASTIC_NET_LOGIT,0,f27,-0.3887917519258724,-1
REVERSAL,ELASTIC_NET_LOGIT,0,f28,0.12697386789206017,1
REVERSAL,ELASTIC_NET_LOGIT,0,f29,0.021280178652675806,1
REVERSAL,ELASTIC_NET_LOGIT,0,f30,0.12520361169068492,1
REVERSAL,ELASTIC_NET_LOGIT,0,f31,-0.15693594714045492,-1
REVERSAL,ELASTIC_NET_LOGIT,0,f32,0.0,0
REVERSAL,ELASTIC_NET_LOGIT,0,f33,0.0,0
REVERSAL,ELASTIC_NET_LOGIT,0,f34,0.0806991708149497,1
REVERSAL,ELASTIC_NET_LOGIT,0,f35,0.07876542667398741,1
REVERSAL,ELASTIC_NET_LOGIT,0,f36,0.011727010002986578,1
REVERSAL,ELASTIC_NET_LOGIT,1,f01,0.20739403033574874,1
REVERSAL,ELASTIC_NET_LOGIT,1,f02,-0.14588928401364876,-1
REVERSAL,ELASTIC_NET_LOGIT,1,f03,0.35049576659454246,1
REVERSAL,ELASTIC_NET_LOGIT,1,f04,-0.21029682486945597,-1
REVERSAL,ELASTIC_NET_LOGIT,1,f05,-0.32093223847293684,-1
REVERSAL,ELASTIC_NET_LOGIT,1,f06,-0.14996021041030547,-1
REVERSAL,ELASTIC_NET_LOGIT,1,f07,0.11913402198277837,1
REVERSAL,ELASTIC_NET_LOGIT,1,f08,-0.07086245582136694,-1
REVERSAL,ELASTIC_NET_LOGIT,1,f09,-0.12608470844682743,-1
REVERSAL,ELASTIC_NET_LOGIT,1,f10,0.04859676936390216,1
REVERSAL,ELASTIC_NET_LOGIT,1,f11,-0.060298422306777594,-1
REVERSAL,ELASTIC_NET_LOGIT,1,f12,-0.09516287496638635,-1
REVERSAL,ELASTIC_NET_LOGIT,1,f13,0.1968089697633606,1
REVERSAL,ELASTIC_NET_LOGIT,1,f14,0.016588038666253673,1
REVERSAL,ELASTIC_NET_LOGIT,1,f15,0.304534494410084,1
REVERSAL,ELASTIC_NET_LOGIT,1,f16,0.0,0
REVERSAL,ELASTIC_NET_LOGIT,1,f17,0.13876849956625886,1
REVERSAL,ELASTIC_NET_LOGIT,1,f18,0.0,0
REVERSAL,ELASTIC_NET_LOGIT,1,f19,0.0,0
REVERSAL,ELASTIC_NET_LOGIT,1,f20,0.13091664342909745,1
REVERSAL,ELASTIC_NET_LOGIT,1,f21,-0.4049865790241337,-1
REVERSAL,ELASTIC_NET_LOGIT,1,f22,0.07816794695542452,1
REVERSAL,ELASTIC_NET_LOGIT,1,f23,0.014073370228961836,1
REVERSAL,ELASTIC_NET_LOGIT,1,f24,0.007219604732839285,1
REVERSAL,ELASTIC_NET_LOGIT,1,f25,0.011759283068422093,1
REVERSAL,ELASTIC_NET_LOGIT,1,f26,-2.020366288953761,-1
REVERSAL,ELASTIC_NET_LOGIT,1,f27,-0.06701617046851145,-1
REVERSAL,ELASTIC_NET_LOGIT,1,f28,0.20815116525626673,1
REVERSAL,ELASTIC_NET_LOGIT,1,f29,-0.03567928989957375,-1
REVERSAL,ELASTIC_NET_LOGIT,1,f30,0.031588079018399357,1
REVERSAL,ELASTIC_NET_LOGIT,1,f31,0.028411233023697635,1
REVERSAL,ELASTIC_NET_LOGIT,1,f32,0.0,0
REVERSAL,ELASTIC_NET_LOGIT,1,f33,-0.020293601737969465,-1
REVERSAL,ELASTIC_NET_LOGIT,1,f34,-0.10631035522590063,-1
REVERSAL,ELASTIC_NET_LOGIT,1,f35,0.09010128774222363,1
REVERSAL,ELASTIC_NET_LOGIT,1,f36,0.12105411269116213,1
REVERSAL,ELASTIC_NET_LOGIT,2,f01,-0.3793933247799584,-1
REVERSAL,ELASTIC_NET_LOGIT,2,f02,0.0,0
REVERSAL,ELASTIC_NET_LOGIT,2,f03,0.1575045333751397,1
REVERSAL,ELASTIC_NET_LOGIT,2,f04,0.016507894824384188,1
REVERSAL,ELASTIC_NET_LOGIT,2,f05,-0.27086023184824526,-1
REVERSAL,ELASTIC_NET_LOGIT,2,f06,-0.14075209671146094,-1
REVERSAL,ELASTIC_NET_LOGIT,2,f07,0.09747594459174544,1
REVERSAL,ELASTIC_NET_LOGIT,2,f08,0.0,0
REVERSAL,ELASTIC_NET_LOGIT,2,f09,-0.07727120335639226,-1
REVERSAL,ELASTIC_NET_LOGIT,2,f10,0.06916721921812587,1
REVERSAL,ELASTIC_NET_LOGIT,2,f11,0.15073532836425685,1
REVERSAL,ELASTIC_NET_LOGIT,2,f12,0.058847162398271514,1
REVERSAL,ELASTIC_NET_LOGIT,2,f13,0.1657542269746199,1
REVERSAL,ELASTIC_NET_LOGIT,2,f14,0.0,0
REVERSAL,ELASTIC_NET_LOGIT,2,f15,0.2929548385704103,1
REVERSAL,ELASTIC_NET_LOGIT,2,f16,-0.16063137213143586,-1
REVERSAL,ELASTIC_NET_LOGIT,2,f17,0.3950644352991755,1
REVERSAL,ELASTIC_NET_LOGIT,2,f18,-0.062415291183667426,-1
REVERSAL,ELASTIC_NET_LOGIT,2,f19,-0.25196358809769104,-1
REVERSAL,ELASTIC_NET_LOGIT,2,f20,0.27467795394717043,1
REVERSAL,ELASTIC_NET_LOGIT,2,f21,-0.5199822729303955,-1
REVERSAL,ELASTIC_NET_LOGIT,2,f22,0.14916559352009212,1
REVERSAL,ELASTIC_NET_LOGIT,2,f23,0.11038712846303941,1
REVERSAL,ELASTIC_NET_LOGIT,2,f24,0.09960754496930914,1
REVERSAL,ELASTIC_NET_LOGIT,2,f25,-0.0303117645173198,-1
REVERSAL,ELASTIC_NET_LOGIT,2,f26,-2.2875405914915903,-1
REVERSAL,ELASTIC_NET_LOGIT,2,f27,0.07953406956889347,1
REVERSAL,ELASTIC_NET_LOGIT,2,f28,0.15101025433192414,1
REVERSAL,ELASTIC_NET_LOGIT,2,f29,-0.025837488364307815,-1
REVERSAL,ELASTIC_NET_LOGIT,2,f30,0.09883303090421945,1
REVERSAL,ELASTIC_NET_LOGIT,2,f31,-0.019120919049291696,-1
REVERSAL,ELASTIC_NET_LOGIT,2,f32,0.0,0
REVERSAL,ELASTIC_NET_LOGIT,2,f33,0.1036632748672528,1
REVERSAL,ELASTIC_NET_LOGIT,2,f34,-0.15504340866469646,-1
REVERSAL,ELASTIC_NET_LOGIT,2,f35,0.062312275655857036,1
REVERSAL,ELASTIC_NET_LOGIT,2,f36,0.03873077629766166,1
REVERSAL,ELASTIC_NET_LOGIT,3,f01,-0.30004892312594433,-1
REVERSAL,ELASTIC_NET_LOGIT,3,f02,-0.17572423031644918,-1
REVERSAL,ELASTIC_NET_LOGIT,3,f03,0.22025160012103637,1
REVERSAL,ELASTIC_NET_LOGIT,3,f04,0.0,0
REVERSAL,ELASTIC_NET_LOGIT,3,f05,-0.22616120325011801,-1
REVERSAL,ELASTIC_NET_LOGIT,3,f06,-0.06714459264399789,-1
REVERSAL,ELASTIC_NET_LOGIT,3,f07,-0.02474058088857931,-1
REVERSAL,ELASTIC_NET_LOGIT,3,f08,0.0,0
REVERSAL,ELASTIC_NET_LOGIT,3,f09,-8.039075796064274e-05,-1
REVERSAL,ELASTIC_NET_LOGIT,3,f10,0.05834194491678046,1
REVERSAL,ELASTIC_NET_LOGIT,3,f11,0.15858193099574167,1
REVERSAL,ELASTIC_NET_LOGIT,3,f12,0.016472614946661177,1
REVERSAL,ELASTIC_NET_LOGIT,3,f13,0.13342094486354045,1
REVERSAL,ELASTIC_NET_LOGIT,3,f14,0.061942659365003025,1
REVERSAL,ELASTIC_NET_LOGIT,3,f15,0.3036707854910954,1
REVERSAL,ELASTIC_NET_LOGIT,3,f16,-0.23587970048320794,-1
REVERSAL,ELASTIC_NET_LOGIT,3,f17,0.35045182803241687,1
REVERSAL,ELASTIC_NET_LOGIT,3,f18,0.01554203732078594,1
REVERSAL,ELASTIC_NET_LOGIT,3,f19,-0.12314682212691076,-1
REVERSAL,ELASTIC_NET_LOGIT,3,f20,0.1196167600673517,1
REVERSAL,ELASTIC_NET_LOGIT,3,f21,-0.35386674538389196,-1
REVERSAL,ELASTIC_NET_LOGIT,3,f22,0.031350657492268535,1
REVERSAL,ELASTIC_NET_LOGIT,3,f23,0.08551945189979022,1
REVERSAL,ELASTIC_NET_LOGIT,3,f24,0.03868876463432101,1
REVERSAL,ELASTIC_NET_LOGIT,3,f25,0.0,0
REVERSAL,ELASTIC_NET_LOGIT,3,f26,-2.7981362031071324,-1
REVERSAL,ELASTIC_NET_LOGIT,3,f27,0.2464894896996918,1
REVERSAL,ELASTIC_NET_LOGIT,3,f28,0.0901289534840011,1
REVERSAL,ELASTIC_NET_LOGIT,3,f29,-0.009124269880144748,-1
REVERSAL,ELASTIC_NET_LOGIT,3,f30,0.119804384354264,1
REVERSAL,ELASTIC_NET_LOGIT,3,f31,0.0012527158769228197,1
REVERSAL,ELASTIC_NET_LOGIT,3,f32,0.0,0
REVERSAL,ELASTIC_NET_LOGIT,3,f33,0.12393168305288206,1
REVERSAL,ELASTIC_NET_LOGIT,3,f34,-0.11866486763178535,-1
REVERSAL,ELASTIC_NET_LOGIT,3,f35,0.052051428501619194,1
REVERSAL,ELASTIC_NET_LOGIT,3,f36,0.11010409412160217,1
REVERSAL,ELASTIC_NET_LOGIT,4,f01,-0.21968275107283755,-1
REVERSAL,ELASTIC_NET_LOGIT,4,f02,-0.3018001146341857,-1
REVERSAL,ELASTIC_NET_LOGIT,4,f03,0.3189311026950502,1
REVERSAL,ELASTIC_NET_LOGIT,4,f04,0.0,0
REVERSAL,ELASTIC_NET_LOGIT,4,f05,-0.19497944439748432,-1
REVERSAL,ELASTIC_NET_LOGIT,4,f06,-0.048185203224361206,-1
REVERSAL,ELASTIC_NET_LOGIT,4,f07,-0.0100541085593174,-1
REVERSAL,ELASTIC_NET_LOGIT,4,f08,0.003872092656855877,1
REVERSAL,ELASTIC_NET_LOGIT,4,f09,0.006471302001001623,1
REVERSAL,ELASTIC_NET_LOGIT,4,f10,0.048600360995679395,1
REVERSAL,ELASTIC_NET_LOGIT,4,f11,0.13310369270775288,1
REVERSAL,ELASTIC_NET_LOGIT,4,f12,0.0006249040067533219,1
REVERSAL,ELASTIC_NET_LOGIT,4,f13,0.10907340703109171,1
REVERSAL,ELASTIC_NET_LOGIT,4,f14,0.10582604440195274,1
REVERSAL,ELASTIC_NET_LOGIT,4,f15,0.288506528479379,1
REVERSAL,ELASTIC_NET_LOGIT,4,f16,-0.25976013322849667,-1
REVERSAL,ELASTIC_NET_LOGIT,4,f17,0.2423897534188738,1
REVERSAL,ELASTIC_NET_LOGIT,4,f18,0.25458857731867374,1
REVERSAL,ELASTIC_NET_LOGIT,4,f19,-0.1007031444512505,-1
REVERSAL,ELASTIC_NET_LOGIT,4,f20,0.105362895033421,1
REVERSAL,ELASTIC_NET_LOGIT,4,f21,-0.3233414131685141,-1
REVERSAL,ELASTIC_NET_LOGIT,4,f22,-0.003638128278352158,-1
REVERSAL,ELASTIC_NET_LOGIT,4,f23,0.042323113898608364,1
REVERSAL,ELASTIC_NET_LOGIT,4,f24,0.06897727676273613,1
REVERSAL,ELASTIC_NET_LOGIT,4,f25,-0.12594534776093783,-1
REVERSAL,ELASTIC_NET_LOGIT,4,f26,-3.0234172881382975,-1
REVERSAL,ELASTIC_NET_LOGIT,4,f27,0.2996143724909627,1
REVERSAL,ELASTIC_NET_LOGIT,4,f28,0.07995799238858439,1
REVERSAL,ELASTIC_NET_LOGIT,4,f29,0.028427581890839982,1
REVERSAL,ELASTIC_NET_LOGIT,4,f30,0.10257795340508317,1
REVERSAL,ELASTIC_NET_LOGIT,4,f31,0.003149906279076453,1
REVERSAL,ELASTIC_NET_LOGIT,4,f32,0.0,0
REVERSAL,ELASTIC_NET_LOGIT,4,f33,0.1420851730748504,1
REVERSAL,ELASTIC_NET_LOGIT,4,f34,-0.17360276549096632,-1
REVERSAL,ELASTIC_NET_LOGIT,4,f35,0.06884791254446596,1
REVERSAL,ELASTIC_NET_LOGIT,4,f36,0.11957002268067063,1
REVERSAL,SHALLOW_GB,0,f01,0.0693782852692658,1
REVERSAL,SHALLOW_GB,0,f02,0.01911814654222697,1
REVERSAL,SHALLOW_GB,0,f03,0.028674068384540227,1
REVERSAL,SHALLOW_GB,0,f04,0.018833896686773228,1
REVERSAL,SHALLOW_GB,0,f05,0.00228552354464536,1
REVERSAL,SHALLOW_GB,0,f06,0.0,0
REVERSAL,SHALLOW_GB,0,f07,0.0,0
REVERSAL,SHALLOW_GB,0,f08,0.0,0
REVERSAL,SHALLOW_GB,0,f09,0.0,0
REVERSAL,SHALLOW_GB,0,f10,0.0,0
REVERSAL,SHALLOW_GB,0,f11,0.01065632076223318,1
REVERSAL,SHALLOW_GB,0,f12,0.05158672950930032,1
REVERSAL,SHALLOW_GB,0,f13,0.05030321209746059,1
REVERSAL,SHALLOW_GB,0,f14,0.012641325916768432,1
REVERSAL,SHALLOW_GB,0,f15,0.004065852148401267,1
REVERSAL,SHALLOW_GB,0,f16,0.175491646212146,1
REVERSAL,SHALLOW_GB,0,f17,0.0004888266788898496,1
REVERSAL,SHALLOW_GB,0,f18,0.0512265975573604,1
REVERSAL,SHALLOW_GB,0,f19,0.0,0
REVERSAL,SHALLOW_GB,0,f20,0.03557313165598305,1
REVERSAL,SHALLOW_GB,0,f21,0.030614094562765537,1
REVERSAL,SHALLOW_GB,0,f22,0.010585102354428864,1
REVERSAL,SHALLOW_GB,0,f23,0.006882317868085401,1
REVERSAL,SHALLOW_GB,0,f24,0.007133457223737682,1
REVERSAL,SHALLOW_GB,0,f25,0.0,0
REVERSAL,SHALLOW_GB,0,f26,0.08965020310617372,1
REVERSAL,SHALLOW_GB,0,f27,0.2012144847053729,1
REVERSAL,SHALLOW_GB,0,f28,0.013684149220043112,1
REVERSAL,SHALLOW_GB,0,f29,0.0009073929547390091,1
REVERSAL,SHALLOW_GB,0,f30,0.07217741411179626,1
REVERSAL,SHALLOW_GB,0,f31,0.03682782092686271,1
REVERSAL,SHALLOW_GB,0,f32,0.0,0
REVERSAL,SHALLOW_GB,0,f33,0.0,0
REVERSAL,SHALLOW_GB,0,f34,0.0,0
REVERSAL,SHALLOW_GB,0,f35,0.0,0
REVERSAL,SHALLOW_GB,0,f36,0.0,0
REVERSAL,SHALLOW_GB,1,f01,0.03755512337657922,1
REVERSAL,SHALLOW_GB,1,f02,0.022462742294292345,1
REVERSAL,SHALLOW_GB,1,f03,0.0,0
REVERSAL,SHALLOW_GB,1,f04,0.008927116928010494,1
REVERSAL,SHALLOW_GB,1,f05,0.0,0
REVERSAL,SHALLOW_GB,1,f06,0.0,0
REVERSAL,SHALLOW_GB,1,f07,0.0,0
REVERSAL,SHALLOW_GB,1,f08,0.010420660122573274,1
REVERSAL,SHALLOW_GB,1,f09,0.0,0
REVERSAL,SHALLOW_GB,1,f10,0.008898588947341322,1
REVERSAL,SHALLOW_GB,1,f11,0.00442312767689107,1
REVERSAL,SHALLOW_GB,1,f12,0.0,0
REVERSAL,SHALLOW_GB,1,f13,0.04540181240603682,1
REVERSAL,SHALLOW_GB,1,f14,0.007086381618485047,1
REVERSAL,SHALLOW_GB,1,f15,0.0025775966960826556,1
REVERSAL,SHALLOW_GB,1,f16,0.17956756754830314,1
REVERSAL,SHALLOW_GB,1,f17,0.09564078060985096,1
REVERSAL,SHALLOW_GB,1,f18,0.0499097677754676,1
REVERSAL,SHALLOW_GB,1,f19,0.006705954480597539,1
REVERSAL,SHALLOW_GB,1,f20,0.010679669246806031,1
REVERSAL,SHALLOW_GB,1,f21,0.03887900184250815,1
REVERSAL,SHALLOW_GB,1,f22,0.003948506323668745,1
REVERSAL,SHALLOW_GB,1,f23,0.0,0
REVERSAL,SHALLOW_GB,1,f24,0.004486781775352399,1
REVERSAL,SHALLOW_GB,1,f25,0.0004559319126637985,1
REVERSAL,SHALLOW_GB,1,f26,0.3431899560748426,1
REVERSAL,SHALLOW_GB,1,f27,0.05989554083947128,1
REVERSAL,SHALLOW_GB,1,f28,0.03810816185467171,1
REVERSAL,SHALLOW_GB,1,f29,0.0,0
REVERSAL,SHALLOW_GB,1,f30,0.0,0
REVERSAL,SHALLOW_GB,1,f31,0.007120424547767381,1
REVERSAL,SHALLOW_GB,1,f32,0.0,0
REVERSAL,SHALLOW_GB,1,f33,0.010843069645987791,1
REVERSAL,SHALLOW_GB,1,f34,0.0007181619553421055,1
REVERSAL,SHALLOW_GB,1,f35,0.0,0
REVERSAL,SHALLOW_GB,1,f36,0.0020975735004064174,1
REVERSAL,SHALLOW_GB,2,f01,0.013956143127772961,1
REVERSAL,SHALLOW_GB,2,f02,0.009389904308359119,1
REVERSAL,SHALLOW_GB,2,f03,0.002792430988418065,1
REVERSAL,SHALLOW_GB,2,f04,0.0,0
REVERSAL,SHALLOW_GB,2,f05,0.0,0
REVERSAL,SHALLOW_GB,2,f06,0.0,0
REVERSAL,SHALLOW_GB,2,f07,0.0,0
REVERSAL,SHALLOW_GB,2,f08,0.0,0
REVERSAL,SHALLOW_GB,2,f09,0.0,0
REVERSAL,SHALLOW_GB,2,f10,0.008935938726168968,1
REVERSAL,SHALLOW_GB,2,f11,0.006832392566873379,1
REVERSAL,SHALLOW_GB,2,f12,0.0,0
REVERSAL,SHALLOW_GB,2,f13,0.05209731975398687,1
REVERSAL,SHALLOW_GB,2,f14,0.0155589858895204,1
REVERSAL,SHALLOW_GB,2,f15,0.03906290011637068,1
REVERSAL,SHALLOW_GB,2,f16,0.2210390709404925,1
REVERSAL,SHALLOW_GB,2,f17,0.051904640922652664,1
REVERSAL,SHALLOW_GB,2,f18,0.036183554923933166,1
REVERSAL,SHALLOW_GB,2,f19,0.0,0
REVERSAL,SHALLOW_GB,2,f20,0.01759469221788543,1
REVERSAL,SHALLOW_GB,2,f21,0.006044461720990057,1
REVERSAL,SHALLOW_GB,2,f22,0.0,0
REVERSAL,SHALLOW_GB,2,f23,0.006917173614725504,1
REVERSAL,SHALLOW_GB,2,f24,0.0,0
REVERSAL,SHALLOW_GB,2,f25,0.007209116367769005,1
REVERSAL,SHALLOW_GB,2,f26,0.42847376227390144,1
REVERSAL,SHALLOW_GB,2,f27,0.003639702723366097,1
REVERSAL,SHALLOW_GB,2,f28,0.021150549839941482,1
REVERSAL,SHALLOW_GB,2,f29,0.0025911633662247606,1
REVERSAL,SHALLOW_GB,2,f30,0.0,0
REVERSAL,SHALLOW_GB,2,f31,0.0,0
REVERSAL,SHALLOW_GB,2,f32,0.0,0
REVERSAL,SHALLOW_GB,2,f33,0.04698339311379315,1
REVERSAL,SHALLOW_GB,2,f34,0.0016427024968544727,1
REVERSAL,SHALLOW_GB,2,f35,0.0,0
REVERSAL,SHALLOW_GB,2,f36,0.0,0
REVERSAL,SHALLOW_GB,3,f01,0.019615063478360336,1
REVERSAL,SHALLOW_GB,3,f02,0.01293279671688066,1
REVERSAL,SHALLOW_GB,3,f03,0.0,0
REVERSAL,SHALLOW_GB,3,f04,0.002047271720122802,1
REVERSAL,SHALLOW_GB,3,f05,0.0,0
REVERSAL,SHALLOW_GB,3,f06,0.0,0
REVERSAL,SHALLOW_GB,3,f07,0.0,0
REVERSAL,SHALLOW_GB,3,f08,0.0,0
REVERSAL,SHALLOW_GB,3,f09,0.0,0
REVERSAL,SHALLOW_GB,3,f10,0.01677532552162797,1
REVERSAL,SHALLOW_GB,3,f11,0.00039634189557444965,1
REVERSAL,SHALLOW_GB,3,f12,0.0,0
REVERSAL,SHALLOW_GB,3,f13,0.0344997395932799,1
REVERSAL,SHALLOW_GB,3,f14,0.020969825867681247,1
REVERSAL,SHALLOW_GB,3,f15,0.01496109923236655,1
REVERSAL,SHALLOW_GB,3,f16,0.2069277602195301,1
REVERSAL,SHALLOW_GB,3,f17,0.04519195595320716,1
REVERSAL,SHALLOW_GB,3,f18,0.05274762269996366,1
REVERSAL,SHALLOW_GB,3,f19,0.0,0
REVERSAL,SHALLOW_GB,3,f20,0.017946501975947687,1
REVERSAL,SHALLOW_GB,3,f21,0.001773388238951026,1
REVERSAL,SHALLOW_GB,3,f22,0.0,0
REVERSAL,SHALLOW_GB,3,f23,0.008735905250993707,1
REVERSAL,SHALLOW_GB,3,f24,0.003291167023647789,1
REVERSAL,SHALLOW_GB,3,f25,0.0011808869922541522,1
REVERSAL,SHALLOW_GB,3,f26,0.4855464717065434,1
REVERSAL,SHALLOW_GB,3,f27,0.010766297266075484,1
REVERSAL,SHALLOW_GB,3,f28,0.007718848611525783,1
REVERSAL,SHALLOW_GB,3,f29,0.0,0
REVERSAL,SHALLOW_GB,3,f30,0.0,0
REVERSAL,SHALLOW_GB,3,f31,0.01074927591555144,1
REVERSAL,SHALLOW_GB,3,f32,0.0,0
REVERSAL,SHALLOW_GB,3,f33,0.021073683901402216,1
REVERSAL,SHALLOW_GB,3,f34,0.0041527702185123775,1
REVERSAL,SHALLOW_GB,3,f35,0.0,0
REVERSAL,SHALLOW_GB,3,f36,0.0,0
REVERSAL,SHALLOW_GB,4,f01,0.021662821212107112,1
REVERSAL,SHALLOW_GB,4,f02,0.00453742497655363,1
REVERSAL,SHALLOW_GB,4,f03,0.0013605924211555743,1
REVERSAL,SHALLOW_GB,4,f04,0.0020922435566809584,1
REVERSAL,SHALLOW_GB,4,f05,0.0,0
REVERSAL,SHALLOW_GB,4,f06,0.0,0
REVERSAL,SHALLOW_GB,4,f07,0.0,0
REVERSAL,SHALLOW_GB,4,f08,0.0,0
REVERSAL,SHALLOW_GB,4,f09,0.0,0
REVERSAL,SHALLOW_GB,4,f10,0.008084462538190148,1
REVERSAL,SHALLOW_GB,4,f11,0.0016681796318031605,1
REVERSAL,SHALLOW_GB,4,f12,0.0,0
REVERSAL,SHALLOW_GB,4,f13,0.03555365025831396,1
REVERSAL,SHALLOW_GB,4,f14,0.013620668895465936,1
REVERSAL,SHALLOW_GB,4,f15,0.014025541667762596,1
REVERSAL,SHALLOW_GB,4,f16,0.11577932476918884,1
REVERSAL,SHALLOW_GB,4,f17,0.045381256194461345,1
REVERSAL,SHALLOW_GB,4,f18,0.05999874795131087,1
REVERSAL,SHALLOW_GB,4,f19,0.0,0
REVERSAL,SHALLOW_GB,4,f20,0.0075774073750687005,1
REVERSAL,SHALLOW_GB,4,f21,0.010743645432401052,1
REVERSAL,SHALLOW_GB,4,f22,0.0,0
REVERSAL,SHALLOW_GB,4,f23,0.001823491398983621,1
REVERSAL,SHALLOW_GB,4,f24,0.0,0
REVERSAL,SHALLOW_GB,4,f25,0.016587469363703394,1
REVERSAL,SHALLOW_GB,4,f26,0.5936871002060612,1
REVERSAL,SHALLOW_GB,4,f27,0.010870655167983176,1
REVERSAL,SHALLOW_GB,4,f28,0.004471561396715098,1
REVERSAL,SHALLOW_GB,4,f29,0.0,0
REVERSAL,SHALLOW_GB,4,f30,0.0,0
REVERSAL,SHALLOW_GB,4,f31,0.0020821118892307257,1
REVERSAL,SHALLOW_GB,4,f32,0.0,0
REVERSAL,SHALLOW_GB,4,f33,0.023143445750414302,1
REVERSAL,SHALLOW_GB,4,f34,0.002995006770554368,1
REVERSAL,SHALLOW_GB,4,f35,0.0,0
REVERSAL,SHALLOW_GB,4,f36,0.002253191175890388,1
