run_id,record_type,key,events,raw_candidates,ticks,scenario_valid,scenario_invalid,scenario_expectancy_r,average_memory_mb,max_memory_mb,event_csv_rows,event_csv_bytes,trade_csv_rows,trade_csv_bytes,runtime_seconds,value
"research_v7_realizable_202503_bounded_final","OVERALL","ALL","19","62577","10587794","7128","324","-0.292362","10.000","10","19","5149647","0","15","350.703","validation=EDGE_UNDETERMINED;research_only=true;execution_mode=REALIZABLE_EA;formal_edge_eligible=true;market_clusters=15;commission=ORDER_HARNESS_REQUIRED"
"research_v7_realizable_202503_bounded_final","FUNNEL","valid_bursts","19","0","0","0","0","","10.000","10","19","5149647","0","15","350.703","19"
"research_v7_realizable_202503_bounded_final","FUNNEL","valid_pullbacks","14","0","0","0","0","","10.000","10","19","5149647","0","15","350.703","14"
"research_v7_realizable_202503_bounded_final","FUNNEL","reacceleration_signals","5","0","0","0","0","","10.000","10","19","5149647","0","15","350.703","5"
"research_v7_realizable_202503_bounded_final","FUNNEL","detection_time_continuation_signals","19","0","0","0","0","","10.000","10","19","5149647","0","15","350.703","19"
"research_v7_realizable_202503_bounded_final","FUNNEL","post_burst_continuation_signals","19","0","0","0","0","","10.000","10","19","5149647","0","15","350.703","19"
"research_v7_realizable_202503_bounded_final","FUNNEL","pullback_continuation_signals","5","0","0","0","0","","10.000","10","19","5149647","0","15","350.703","5"
"research_v7_realizable_202503_bounded_final","FUNNEL","failed_shock_reversal_signals","11","0","0","0","0","","10.000","10","19","5149647","0","15","350.703","11"
"research_v7_realizable_202503_bounded_final","SYMBOL","EURUSD","5","6040","1364080","0","0","","10.000","10","19","5149647","0","15","350.703","copy_duplicates=1364079;m1_minutes_seen=30192"
"research_v7_realizable_202503_bounded_final","DETECTOR","EURUSD:w250","1","3550","0","0","0","","10.000","10","19","5149647","0","15","350.703","evaluable=508470;grid_missing=8477285;noise_floor_uses=1501180;baseline_refreshes=1544606;noise_floor_rate=0.97188539;histogram_overflow=0"
"research_v7_realizable_202503_bounded_final","GATE","EURUSD:w250:percentile","0","0","0","0","0","","10.000","10","19","5149647","0","15","350.703","true=3550;cumulative=3550;evaluable=508470"
"research_v7_realizable_202503_bounded_final","GATE","EURUSD:w250:robust_z","0","0","0","0","0","","10.000","10","19","5149647","0","15","350.703","true=28443;cumulative=3542;evaluable=508470"
"research_v7_realizable_202503_bounded_final","GATE","EURUSD:w250:efficiency","0","0","0","0","0","","10.000","10","19","5149647","0","15","350.703","true=500838;cumulative=3536;evaluable=508470"
"research_v7_realizable_202503_bounded_final","GATE","EURUSD:w250:tick_intensity","0","0","0","0","0","","10.000","10","19","5149647","0","15","350.703","true=15034;cumulative=341;evaluable=508470"
"research_v7_realizable_202503_bounded_final","GATE","EURUSD:w250:move_spread","0","0","0","0","0","","10.000","10","19","5149647","0","15","350.703","true=3;cumulative=1;evaluable=508470"
"research_v7_realizable_202503_bounded_final","GATE","EURUSD:w250:spread_ok","0","0","0","0","0","","10.000","10","19","5149647","0","15","350.703","true=508198;cumulative=1;evaluable=508470"
"research_v7_realizable_202503_bounded_final","GATE_MASK","EURUSD:w250:mask=4","0","0","0","0","0","","10.000","10","19","5149647","0","15","350.703","149"
"research_v7_realizable_202503_bounded_final","GATE_MASK","EURUSD:w250:mask=6","0","0","0","0","0","","10.000","10","19","5149647","0","15","350.703","58"
"research_v7_realizable_202503_bounded_final","GATE_MASK","EURUSD:w250:mask=7","0","0","0","0","0","","10.000","10","19","5149647","0","15","350.703","41"
"research_v7_realizable_202503_bounded_final","GATE_MASK","EURUSD:w250:mask=8","0","0","0","0","0","","10.000","10","19","5149647","0","15","350.703","6"
"research_v7_realizable_202503_bounded_final","GATE_MASK","EURUSD:w250:mask=12","0","0","0","0","0","","10.000","10","19","5149647","0","15","350.703","6"
"research_v7_realizable_202503_bounded_final","GATE_MASK","EURUSD:w250:mask=14","0","0","0","0","0","","10.000","10","19","5149647","0","15","350.703","3"
