session,min_window_range_pips,max_ema13_distance_pips,min_upper_wick_share,max_lower_wick_share,train_trades,train_tpd,train_expectancy_r,train_win_rate,test_trades,test_tpd,test_expectancy_r,test_win_rate,score
london_ny,18.0,15.0,0.5,0.05,61,0.2340434035410255,0.08952641165756099,0.5737704918032787,19,0.24365482233502536,0.01023391812864576,0.5789473684210527,0.1559024876298771
london_ny,22.0,15.0,0.5,0.05,61,0.2340434035410255,0.08952641165756099,0.5737704918032787,19,0.24365482233502536,0.01023391812864576,0.5789473684210527,0.1559024876298771
london_ny,26.0,15.0,0.5,0.05,61,0.2340434035410255,0.08952641165756099,0.5737704918032787,19,0.24365482233502536,0.01023391812864576,0.5789473684210527,0.1559024876298771
all,26.0,18.0,0.35,0.1,236,0.8844817489752098,0.045668549905836735,0.5635593220338984,77,0.9484218629715165,-0.2251803751803783,0.42857142857142855,0.15573399990387687
all,22.0,10.0,0.5,0.1,107,0.4010150302557095,0.2634994807891995,0.6728971962616822,38,0.4938405306619737,-0.1302631578947433,0.47368421052631576,0.15529776202206302
london_ny,15.0,10.0,0.35,0.1,103,0.3860238141713839,0.13549083063646064,0.6116504854368932,39,0.49024486054733535,-0.063247863247868,0.48717948717948717,0.15514186348982167
london_ny,18.0,10.0,0.35,0.1,103,0.3860238141713839,0.13549083063646064,0.6116504854368932,39,0.49024486054733535,-0.063247863247868,0.48717948717948717,0.15514186348982167
london_ny,15.0,15.0,0.35,0.1,148,0.5546749951200468,0.0609984984984956,0.5675675675675675,53,0.6658814291323125,-0.09716981132075583,0.4716981132075472,0.15495647332850146
london_ny,18.0,15.0,0.35,0.1,148,0.5546749951200468,0.0609984984984956,0.5675675675675675,53,0.6658814291323125,-0.09716981132075583,0.4716981132075472,0.15495647332850146
london_ny,26.0,12.0,0.35,0.15,161,0.603396447394105,0.18812974465148258,0.6273291925465838,65,0.8166470357283078,-0.1734188034188107,0.4307692307692308,0.15471015957490497
all,18.0,10.0,0.5,0.1,107,0.4010150302557095,0.2634994807891995,0.6728971962616822,39,0.5068363341004467,-0.12962962962963526,0.46153846153846156,0.1543682748425762
ny,22.0,18.0,0.4,0.15,104,0.39983980776932315,0.05042735042734704,0.5769230769230769,40,0.5055292259083728,-0.03277777777778837,0.5,0.15414958548548313
ny,26.0,18.0,0.4,0.15,104,0.39983980776932315,0.05042735042734704,0.5769230769230769,40,0.5055292259083728,-0.03277777777778837,0.5,0.15414958548548313
london_ny,26.0,18.0,0.35,0.15,218,0.8170212765957446,0.05927624872578806,0.5688073394495413,82,1.0302316450726345,-0.2063685636856393,0.4268292682926829,0.15351694520751422
all,18.0,15.0,0.35,0.1,220,0.8245168846379074,0.09388888888888769,0.5863636363636363,76,0.9361046959199384,-0.22638888888889175,0.42105263157894735,0.15322959968143432
all,15.0,15.0,0.35,0.1,220,0.8245168846379074,0.09388888888888769,0.5863636363636363,77,0.9484218629715165,-0.22546897546897898,0.4155844155844156,0.15309673912094188
ny,15.0,12.0,0.5,0.05,26,0.09996395530457768,0.1587606837606919,0.6153846153846154,13,0.1667111942292279,0.020085470085461916,0.6153846153846154,0.1530910816592041
ny,18.0,12.0,0.5,0.05,26,0.09996395530457768,0.1587606837606919,0.6153846153846154,13,0.1667111942292279,0.020085470085461916,0.6153846153846154,0.1530910816592041
ny,22.0,12.0,0.5,0.05,26,0.09996395530457768,0.1587606837606919,0.6153846153846154,13,0.1667111942292279,0.020085470085461916,0.6153846153846154,0.1530910816592041
ny,26.0,12.0,0.5,0.05,26,0.09996395530457768,0.1587606837606919,0.6153846153846154,13,0.1667111942292279,0.020085470085461916,0.6153846153846154,0.1530910816592041
all,26.0,12.0,0.35,0.1,174,0.6521178996681631,0.17499999999999993,0.632183908045977,62,0.7636643571978445,-0.1944444444444507,0.43548387096774194,0.15308116243270287
all,15.0,10.0,0.5,0.1,107,0.4010150302557095,0.2634994807891995,0.6728971962616822,40,0.5198321375389197,-0.13027777777778465,0.45,0.15292276202206284
all,22.0,10.0,0.4,0.1,142,0.5321881709935584,0.19256651017214388,0.647887323943662,44,0.5563751317175976,-0.15568181818182641,0.45454545454545453,0.15274302970304715
ny,18.0,18.0,0.4,0.15,105,0.40368442130556664,0.03952380952380617,0.5714285714285714,40,0.5055292259083728,-0.03277777777778837,0.5,0.15246307473729837
london_ny,15.0,15.0,0.45,0.05,70,0.26857439750609485,0.11214285714285599,0.5714285714285714,21,0.2693026983702912,-0.010317460317470262,0.5238095238095238,0.1524529747393095
london_ny,18.0,15.0,0.45,0.05,70,0.26857439750609485,0.11214285714285599,0.5714285714285714,21,0.2693026983702912,-0.010317460317470262,0.5238095238095238,0.1524529747393095
london_ny,22.0,15.0,0.45,0.05,70,0.26857439750609485,0.11214285714285599,0.5714285714285714,21,0.2693026983702912,-0.010317460317470262,0.5238095238095238,0.1524529747393095
london_ny,26.0,15.0,0.45,0.05,70,0.26857439750609485,0.11214285714285599,0.5714285714285714,21,0.2693026983702912,-0.010317460317470262,0.5238095238095238,0.1524529747393095
london_ny,26.0,10.0,0.35,0.15,138,0.5171969549092328,0.18848631239935598,0.6304347826086957,55,0.6913709571821396,-0.14606060606061289,0.45454545454545453,0.15238566531942221
london_ny,26.0,12.0,0.35,0.1,118,0.4422408744876049,0.16793785310734274,0.6186440677966102,44,0.552807224185316,-0.10277777777778246,0.45454545454545453,0.1521724943633634
ny,15.0,10.0,0.45,0.1,44,0.16916299559471365,0.15252525252525387,0.6136363636363636,23,0.29083245521601686,0.008695652173903784,0.5217391304347826,0.15110642432754665
ny,18.0,10.0,0.45,0.1,44,0.16916299559471365,0.15252525252525387,0.6136363636363636,23,0.29083245521601686,0.008695652173903784,0.5217391304347826,0.15110642432754665
ny,15.0,12.0,0.35,0.15,93,0.3565068082897417,0.12556750298685695,0.6129032258064516,38,0.4802527646129542,-0.05233918128655799,0.47368421052631576,0.1508758130193228
all,15.0,18.0,0.45,0.05,111,0.42588225890252185,0.13358358358358446,0.6036036036036037,34,0.4247787610619469,-0.09379084967321101,0.5,0.1496467667563415
all,18.0,18.0,0.45,0.05,111,0.42588225890252185,0.13358358358358446,0.6036036036036037,34,0.4247787610619469,-0.09379084967321101,0.5,0.1496467667563415
ny,22.0,10.0,0.4,0.1,51,0.19607529034841809,0.11971677559912763,0.6078431372549019,23,0.29083245521601686,0.008695652173903784,0.5217391304347826,0.1496375265739892
ny,26.0,10.0,0.4,0.1,51,0.19607529034841809,0.11971677559912763,0.6078431372549019,23,0.29083245521601686,0.008695652173903784,0.5217391304347826,0.1496375265739892
ny,15.0,15.0,0.4,0.05,44,0.16916977051543913,0.05643939393939481,0.5454545454545454,16,0.20518300828212663,0.04618055555554679,0.5625,0.1494258101636901
ny,18.0,15.0,0.4,0.05,44,0.16916977051543913,0.05643939393939481,0.5454545454545454,16,0.20518300828212663,0.04618055555554679,0.5625,0.1494258101636901
ny,22.0,15.0,0.4,0.05,44,0.16916977051543913,0.05643939393939481,0.5454545454545454,16,0.20518300828212663,0.04618055555554679,0.5625,0.1494258101636901
ny,26.0,15.0,0.4,0.05,44,0.16916977051543913,0.05643939393939481,0.5454545454545454,16,0.20518300828212663,0.04618055555554679,0.5625,0.1494258101636901
all,22.0,18.0,0.45,0.05,111,0.42588225890252185,0.13358358358358446,0.6036036036036037,33,0.414713967796832,-0.09343434343435289,0.5151515151515151,0.1493093874259562
all,26.0,18.0,0.45,0.05,111,0.42588225890252185,0.13358358358358446,0.6036036036036037,33,0.414713967796832,-0.09343434343435289,0.5151515151515151,0.1493093874259562
london_ny,22.0,18.0,0.35,0.1,161,0.603396447394105,0.03060731538992139,0.5527950310559007,56,0.7035728307813114,-0.11557539682539794,0.4642857142857143,0.14886014696674268
ny,22.0,12.0,0.35,0.1,66,0.25374449339207045,0.13619528619528642,0.6060606060606061,29,0.3665086887835703,-0.017432950191575626,0.4827586206896552,0.14872202070325818
ny,26.0,12.0,0.35,0.1,66,0.25374449339207045,0.13619528619528642,0.6060606060606061,29,0.3665086887835703,-0.017432950191575626,0.4827586206896552,0.14872202070325818
ny,15.0,15.0,0.45,0.05,37,0.14225639793343747,0.08033033033033057,0.5405405405405406,16,0.20518300828212663,0.04618055555554679,0.5625,0.1485756226797767
ny,18.0,15.0,0.45,0.05,37,0.14225639793343747,0.08033033033033057,0.5405405405405406,16,0.20518300828212663,0.04618055555554679,0.5625,0.1485756226797767
ny,22.0,15.0,0.45,0.05,37,0.14225639793343747,0.08033033033033057,0.5405405405405406,16,0.20518300828212663,0.04618055555554679,0.5625,0.1485756226797767
ny,26.0,15.0,0.45,0.05,37,0.14225639793343747,0.08033033033033057,0.5405405405405406,16,0.20518300828212663,0.04618055555554679,0.5625,0.1485756226797767
ny,15.0,15.0,0.35,0.15,115,0.4408417521862397,0.06028985507246151,0.5739130434782609,43,0.5434439178515008,-0.06524547803617996,0.4883720930232558,0.14839871781169792
london_ny,15.0,18.0,0.35,0.1,162,0.6071442514151864,0.023662551440326567,0.5493827160493827,56,0.7035728307813114,-0.11557539682539794,0.4642857142857143,0.14805013923071408
london_ny,18.0,18.0,0.35,0.1,162,0.6071442514151864,0.023662551440326567,0.5493827160493827,56,0.7035728307813114,-0.11557539682539794,0.4642857142857143,0.14805013923071408
ny,22.0,12.0,0.35,0.15,90,0.3460152182619143,0.12166666666666577,0.6111111111111112,38,0.4802527646129542,-0.05233918128655799,0.47368421052631576,0.14790772201495206
ny,26.0,12.0,0.35,0.15,90,0.3460152182619143,0.12166666666666577,0.6111111111111112,38,0.4802527646129542,-0.05233918128655799,0.47368421052631576,0.14790772201495206
ny,22.0,8.0,0.45,0.15,45,0.17300760913095714,0.19234567901235314,0.6444444444444445,26,0.32876712328767127,-0.016452991453002122,0.5,0.14788903369703332
ny,26.0,8.0,0.45,0.15,45,0.17300760913095714,0.19234567901235314,0.6444444444444445,26,0.32876712328767127,-0.016452991453002122,0.5,0.14788903369703332
all,26.0,15.0,0.35,0.1,215,0.8057778645325004,0.09560723514211789,0.586046511627907,73,0.8991531947652041,-0.23158295281583288,0.4246575342465753,0.14783277017385177
all,22.0,8.0,0.35,0.15,188,0.7045871559633027,0.15514184397163314,0.6276595744680851,72,0.9050674348566191,-0.219290123456795,0.4305555555555556,0.14770377871038923
london_ny,15.0,18.0,0.45,0.05,77,0.29543183725670435,0.08116883116883011,0.5584415584415584,23,0.294950574405557,-0.018599033816434206,0.5217391304347826,0.1469503068630382
london_ny,18.0,18.0,0.45,0.05,77,0.29543183725670435,0.08116883116883011,0.5584415584415584,23,0.294950574405557,-0.018599033816434206,0.5217391304347826,0.1469503068630382
london_ny,22.0,18.0,0.45,0.05,77,0.29543183725670435,0.08116883116883011,0.5584415584415584,23,0.294950574405557,-0.018599033816434206,0.5217391304347826,0.1469503068630382
london_ny,26.0,18.0,0.45,0.05,77,0.29543183725670435,0.08116883116883011,0.5584415584415584,23,0.294950574405557,-0.018599033816434206,0.5217391304347826,0.1469503068630382
all,26.0,10.0,0.45,0.1,120,0.44973648252976767,0.27560185185185326,0.6833333333333333,39,0.4931506849315069,-0.16880341880342625,0.4358974358974359,0.14686253867119264
ny,15.0,8.0,0.45,0.15,47,0.18019169329073484,0.18026004728133097,0.6382978723404256,26,0.32876712328767127,-0.016452991453002122,0.5,0.14660139557758348
london_ny,26.0,15.0,0.35,0.1,147,0.5509271910989654,0.06885865457293734,0.5714285714285714,52,0.6533176285826463,-0.11613247863247977,0.46153846153846156,0.1464228284750394
ny,18.0,12.0,0.35,0.15,91,0.34985983179815777,0.1083028083028074,0.6043956043956044,38,0.4802527646129542,-0.05233918128655799,0.47368421052631576,0.14566809771365374
ny,15.0,12.0,0.35,0.1,67,0.25758910692831394,0.11782752902155905,0.5970149253731343,29,0.3665086887835703,-0.017432950191575626,0.4827586206896552,0.14536510794138782
ny,18.0,12.0,0.35,0.1,67,0.25758910692831394,0.11782752902155905,0.5970149253731343,29,0.3665086887835703,-0.017432950191575626,0.4827586206896552,0.14536510794138782
ny,22.0,15.0,0.35,0.15,112,0.4305967160592711,0.05540674603174372,0.5714285714285714,43,0.5434439178515008,-0.06524547803617996,0.4883720930232558,0.14524886517567615
ny,26.0,15.0,0.35,0.15,112,0.4305967160592711,0.05540674603174372,0.5714285714285714,43,0.5434439178515008,-0.06524547803617996,0.4883720930232558,0.14524886517567615
ny,15.0,10.0,0.4,0.1,52,0.19991990388466158,0.09636752136752046,0.5961538461538461,23,0.29083245521601686,0.008695652173903784,0.5217391304347826,0.14515213387986367
ny,18.0,10.0,0.4,0.1,52,0.19991990388466158,0.09636752136752046,0.5961538461538461,23,0.29083245521601686,0.008695652173903784,0.5217391304347826,0.14515213387986367
all,22.0,8.0,0.45,0.15,136,0.50970134686707,0.2645833333333356,0.6838235294117647,55,0.6954689146469969,-0.19555555555556028,0.43636363636363634,0.1446844761470309
london_ny,22.0,8.0,0.45,0.1,66,0.24735506539137223,0.13611111111111332,0.6060606060606061,28,0.3540569020021075,-0.027380952380962435,0.5,0.14467483703209433
ny,22.0,15.0,0.35,0.1,84,0.32294753704445334,0.04332010582010354,0.5595238095238095,32,0.40442338072669826,-0.014930555555555322,0.5,0.14451096904910196
ny,26.0,15.0,0.35,0.1,84,0.32294753704445334,0.04332010582010354,0.5595238095238095,32,0.40442338072669826,-0.014930555555555322,0.5,0.14451096904910196
london_ny,26.0,10.0,0.35,0.1,102,0.38227601015030255,0.14754901960784206,0.6176470588235294,38,0.4776744795076601,-0.08830409356725635,0.47368421052631576,0.14447893784017163
all,15.0,8.0,0.45,0.15,138,0.5168136069282984,0.25942028985507476,0.6811594202898551,57,0.7207586933614332,-0.19327485380117468,0.42105263157894735,0.1444363293185335
all,15.0,8.0,0.35,0.15,191,0.7152162889573663,0.1565154159395016,0.6282722513089005,75,0.9427785779756449,-0.22844444444444945,0.41333333333333333,0.1442932868781497
ny,18.0,15.0,0.35,0.15,113,0.43444132959551457,0.045231071779742046,0.5663716814159292,43,0.5434439178515008,-0.06524547803617996,0.4883720930232558,0.14372980853189238
all,18.0,8.0,0.45,0.15,137,0.5134491508881515,0.25466342254663654,0.6788321167883211,56,0.708113804004215,-0.19394841269841692,0.42857142857142855,0.14314447766922891
ny,18.0,8.0,0.45,0.15,46,0.17685222266720063,0.16437198067633577,0.6304347826086957,26,0.32876712328767127,-0.016452991453002122,0.5,0.14236273364529112
ny,15.0,15.0,0.35,0.1,85,0.3267921505806968,0.02993464052287357,0.5529411764705883,32,0.40442338072669826,-0.014930555555555322,0.5,0.1422736670442436
ny,18.0,15.0,0.35,0.1,85,0.3267921505806968,0.02993464052287357,0.5529411764705883,32,0.40442338072669826,-0.014930555555555322,0.5,0.1422736670442436
london_ny,15.0,10.0,0.5,0.05,44,0.16881819271811677,0.2106060606060634,0.6363636363636364,14,0.19455703532136653,-0.05079365079366175,0.5714285714285714,0.14198874676872722
london_ny,18.0,10.0,0.5,0.05,44,0.16881819271811677,0.2106060606060634,0.6363636363636364,14,0.19455703532136653,-0.05079365079366175,0.5714285714285714,0.14198874676872722
london_ny,22.0,10.0,0.5,0.05,44,0.16881819271811677,0.2106060606060634,0.6363636363636364,14,0.19455703532136653,-0.05079365079366175,0.5714285714285714,0.14198874676872722
london_ny,26.0,10.0,0.5,0.05,44,0.16881819271811677,0.2106060606060634,0.6363636363636364,14,0.19455703532136653,-0.05079365079366175,0.5714285714285714,0.14198874676872722
london_ny,22.0,8.0,0.4,0.1,77,0.2885809096232676,0.0933621933621936,0.5974025974025974,30,0.37934668071654376,-0.032037037037046426,0.5,0.14184208380055124
all,26.0,10.0,0.5,0.1,105,0.39351942221354674,0.27100529100529064,0.6761904761904762,37,0.4808447272235007,-0.15780780780781442,0.4594594594594595,0.14164689888572074
ny,15.0,10.0,0.45,0.05,27,0.1038087228162922,0.05555555555556266,0.5555555555555556,13,0.16680032076984763,0.04529914529913605,0.6153846153846154,0.1415737103752215
ny,18.0,10.0,0.45,0.05,27,0.1038087228162922,0.05555555555556266,0.5555555555555556,13,0.16680032076984763,0.04529914529913605,0.6153846153846154,0.1415737103752215
ny,22.0,10.0,0.45,0.05,27,0.1038087228162922,0.05555555555556266,0.5555555555555556,13,0.16680032076984763,0.04529914529913605,0.6153846153846154,0.1415737103752215
ny,26.0,10.0,0.45,0.05,27,0.1038087228162922,0.05555555555556266,0.5555555555555556,13,0.16680032076984763,0.04529914529913605,0.6153846153846154,0.1415737103752215
london_ny,15.0,8.0,0.45,0.1,67,0.25110286941245363,0.11774461028192588,0.5970149253731343,28,0.3540569020021075,-0.027380952380962435,0.5,0.14129881363609953
london_ny,18.0,8.0,0.45,0.1,67,0.25110286941245363,0.11774461028192588,0.5970149253731343,28,0.3540569020021075,-0.027380952380962435,0.5,0.14129881363609953
all,18.0,8.0,0.35,0.15,189,0.7083349599843841,0.14853027630805601,0.6243386243386243,74,0.9302081969359697,-0.2294294294294338,0.4189189189189189,0.14123862712406593
all,18.0,10.0,0.4,0.1,143,0.5359359750146399,0.18356643356643343,0.6433566433566433,46,0.5816649104320337,-0.17475845410628746,0.43478260869565216,0.14090527040578268
london_ny,15.0,8.0,0.5,0.1,59,0.22112043724380245,0.1098870056497199,0.5932203389830508,27,0.3538566552901024,-0.01604938271605852,0.5185185185185185,0.14049213515748254
london_ny,18.0,8.0,0.5,0.1,59,0.22112043724380245,0.1098870056497199,0.5932203389830508,27,0.3538566552901024,-0.01604938271605852,0.5185185185185185,0.14049213515748254
london_ny,22.0,8.0,0.5,0.1,59,0.22112043724380245,0.1098870056497199,0.5932203389830508,27,0.3538566552901024,-0.01604938271605852,0.5185185185185185,0.14049213515748254
all,15.0,10.0,0.4,0.1,143,0.5359359750146399,0.18356643356643343,0.6433566433566433,47,0.5943097997892519,-0.17434988179669858,0.425531914893617,0.14016405856489417
london_ny,26.0,18.0,0.35,0.1,161,0.603396447394105,0.03060731538992139,0.5527950310559007,55,0.6910090302316451,-0.1338383838383849,0.45454545454545453,0.13966777683687256
ny,15.0,10.0,0.4,0.05,31,0.1191877928631503,0.030824372759862582,0.5483870967741935,13,0.16680032076984763,0.04529914529913605,0.6153846153846154,0.139344864886385
ny,18.0,10.0,0.4,0.05,31,0.1191877928631503,0.030824372759862582,0.5483870967741935,13,0.16680032076984763,0.04529914529913605,0.6153846153846154,0.139344864886385
ny,22.0,10.0,0.4,0.05,31,0.1191877928631503,0.030824372759862582,0.5483870967741935,13,0.16680032076984763,0.04529914529913605,0.6153846153846154,0.139344864886385
ny,26.0,10.0,0.4,0.05,31,0.1191877928631503,0.030824372759862582,0.5483870967741935,13,0.16680032076984763,0.04529914529913605,0.6153846153846154,0.139344864886385
london_ny,15.0,8.0,0.4,0.1,78,0.292328713644349,0.07813390313390337,0.5897435897435898,30,0.37934668071654376,-0.032037037037046426,0.5,0.13916303617615908
london_ny,18.0,8.0,0.4,0.1,78,0.292328713644349,0.07813390313390337,0.5897435897435898,30,0.37934668071654376,-0.032037037037046426,0.5,0.13916303617615908
all,22.0,10.0,0.35,0.1,157,0.5884052313097794,0.17031139419674476,0.6369426751592356,53,0.6662301951027891,-0.19538784067086454,0.4339622641509434,0.13906215697247193
ny,15.0,8.0,0.5,0.15,37,0.14185303514376998,0.14144144144145038,0.6216216216216216,25,0.3162471998945843,-0.003777777777787481,0.52,0.1380399763981208
all,22.0,8.0,0.4,0.15,162,0.6071442514151864,0.1807270233196176,0.6481481481481481,62,0.7839831401475238,-0.21263440860215768,0.43548387096774194,0.13784456558017144
all,26.0,10.0,0.4,0.1,138,0.5171969549092328,0.18949275362318868,0.644927536231884,43,0.5437302423603794,-0.17997416020672677,0.4418604651162791,0.13678199293667936
all,15.0,15.0,0.45,0.05,101,0.3875144878302226,0.17634763476347728,0.6237623762376238,31,0.3872982821447163,-0.1247311827957081,0.4838709677419355,0.1361753667096448
all,18.0,15.0,0.45,0.05,101,0.3875144878302226,0.17634763476347728,0.6237623762376238,31,0.3872982821447163,-0.1247311827957081,0.4838709677419355,0.1361753667096448
ny,22.0,18.0,0.35,0.1,92,0.35370444533440126,-0.011413043478262927,0.532608695652174,34,0.4296998420221169,-0.020588235294117425,0.5,0.13582400927148353
ny,26.0,18.0,0.35,0.1,92,0.35370444533440126,-0.011413043478262927,0.532608695652174,34,0.4296998420221169,-0.020588235294117425,0.5,0.13582400927148353
all,22.0,15.0,0.45,0.05,101,0.3875144878302226,0.17634763476347728,0.6237623762376238,30,0.37701269799712,-0.12537037037038073,0.5,0.13544351869732932
all,26.0,15.0,0.45,0.05,101,0.3875144878302226,0.17634763476347728,0.6237623762376238,30,0.37701269799712,-0.12537037037038073,0.5,0.13544351869732932
ny,15.0,10.0,0.35,0.15,79,0.3028391167192429,0.10998593530239223,0.6075949367088608,33,0.4172813487881981,-0.05808080808081702,0.48484848484848486,0.1352932420882509
london,15.0,12.0,0.45,0.15,77,0.28836701256144187,0.3544733044733033,0.7012987012987013,29,0.3804318119704837,-0.17068965517242082,0.4827586206896552,0.13509851571326026
ny,15.0,18.0,0.35,0.15,126,0.4830092241344887,0.0131393298059944,0.5555555555555556,46,0.5813586097946287,-0.08997584541063197,0.4782608695652174,0.13434444508761179
london_ny,22.0,8.0,0.35,0.1,86,0.3223111458130002,0.0892118863049108,0.5930232558139535,35,0.43996333638863433,-0.058253968253973554,0.4857142857142857,0.13431291207142032
ny,15.0,18.0,0.35,0.1,93,0.35754905887064475,-0.023058542413383162,0.5268817204301075,34,0.4296998420221169,-0.020588235294117425,0.5,0.13397748343060484
ny,18.0,18.0,0.35,0.1,93,0.35754905887064475,-0.023058542413383162,0.5268817204301075,34,0.4296998420221169,-0.020588235294117425,0.5,0.13397748343060484
all,26.0,8.0,0.35,0.15,182,0.6821003318368143,0.1476800976800995,0.6208791208791209,71,0.8924970538169439,-0.23489827856025527,0.4225352112676056,0.1335493377219845
all,15.0,8.0,0.4,0.15,165,0.6178570035495573,0.1818518518518535,0.6484848484848484,65,0.8219178082191781,-0.2235042735042808,0.4153846153846154,0.13332755196605978
ny,15.0,10.0,0.35,0.05,35,0.1345668629100084,-0.02476190476189701,0.5142857142857142,15,0.19246190858059342,0.05629629629629467,0.6,0.1330086106772406
ny,18.0,10.0,0.35,0.05,35,0.1345668629100084,-0.02476190476189701,0.5142857142857142,15,0.19246190858059342,0.05629629629629467,0.6,0.1330086106772406
ny,22.0,10.0,0.35,0.05,35,0.1345668629100084,-0.02476190476189701,0.5142857142857142,15,0.19246190858059342,0.05629629629629467,0.6,0.1330086106772406
ny,26.0,10.0,0.35,0.05,35,0.1345668629100084,-0.02476190476189701,0.5142857142857142,15,0.19246190858059342,0.05629629629629467,0.6,0.1330086106772406
london_ny,22.0,8.0,0.45,0.15,83,0.311067733749756,0.2071619812583707,0.6385542168674698,39,0.4931506849315069,-0.10854700854701739,0.46153846153846156,0.13288134615268718
ny,15.0,18.0,0.4,0.05,50,0.1922383755857263,-0.0006666666666658871,0.52,18,0.23083088431739246,0.02870370370369588,0.5555555555555556,0.13278656400603078
ny,18.0,18.0,0.4,0.05,50,0.1922383755857263,-0.0006666666666658871,0.52,18,0.23083088431739246,0.02870370370369588,0.5555555555555556,0.13278656400603078
ny,22.0,18.0,0.4,0.05,50,0.1922383755857263,-0.0006666666666658871,0.52,18,0.23083088431739246,0.02870370370369588,0.5555555555555556,0.13278656400603078
ny,26.0,18.0,0.4,0.05,50,0.1922383755857263,-0.0006666666666658871,0.52,18,0.23083088431739246,0.02870370370369588,0.5555555555555556,0.13278656400603078
london_ny,15.0,8.0,0.45,0.15,85,0.3183272216587345,0.20013071895425222,0.6352941176470588,39,0.4931506849315069,-0.10854700854701739,0.46153846153846156,0.13276398631263864
london,18.0,12.0,0.45,0.15,76,0.2848331056021862,0.3471491228070163,0.6973684210526315,29,0.3804318119704837,-0.17068965517242082,0.4827586206896552,0.13273038397584824
london,22.0,12.0,0.45,0.15,76,0.2848331056021862,0.3471491228070163,0.6973684210526315,29,0.3804318119704837,-0.17068965517242082,0.4827586206896552,0.13273038397584824
all,26.0,8.0,0.45,0.15,133,0.49845793480382583,0.26570593149540794,0.6842105263157895,54,0.6828240252897787,-0.21563786008230934,0.42592592592592593,0.13259885513118963
ny,18.0,8.0,0.5,0.15,36,0.13841163042172294,0.1200617283950709,0.6111111111111112,25,0.3162471998945843,-0.003777777777787481,0.52,0.13255022731890997
ny,22.0,8.0,0.5,0.15,36,0.13841163042172294,0.1200617283950709,0.6111111111111112,25,0.3162471998945843,-0.003777777777787481,0.52,0.13255022731890997
ny,26.0,8.0,0.5,0.15,36,0.13841163042172294,0.1200617283950709,0.6111111111111112,25,0.3162471998945843,-0.003777777777787481,0.52,0.13255022731890997
london_ny,15.0,8.0,0.35,0.1,87,0.32605894983408157,0.07560664112388374,0.5862068965517241,35,0.43996333638863433,-0.058253968253973554,0.4857142857142857,0.13200060587631973
london_ny,18.0,8.0,0.35,0.1,87,0.32605894983408157,0.07560664112388374,0.5862068965517241,35,0.43996333638863433,-0.058253968253973554,0.4857142857142857,0.13200060587631973
ny,22.0,10.0,0.35,0.15,76,0.2921906287545054,0.10475146198830537,0.6052631578947368,33,0.4172813487881981,-0.05808080808081702,0.48484848484848486,0.13200006089177985
ny,26.0,10.0,0.35,0.15,76,0.2921906287545054,0.10475146198830537,0.6052631578947368,33,0.4172813487881981,-0.05808080808081702,0.48484848484848486,0.13200006089177985
ny,22.0,8.0,0.45,0.1,36,0.1384060873047657,0.09382716049383462,0.5833333333333334,23,0.29083245521601686,0.008695652173903784,0.5217391304347826,0.1317002727481217
ny,26.0,8.0,0.45,0.1,36,0.1384060873047657,0.09382716049383462,0.5833333333333334,23,0.29083245521601686,0.008695652173903784,0.5217391304347826,0.1317002727481217
ny,15.0,12.0,0.4,0.05,36,0.13841163042172294,0.12808641975308943,0.5833333333333334,15,0.1923590702644937,-0.01000000000000938,0.5333333333333333,0.13129961003495827
ny,18.0,12.0,0.4,0.05,36,0.13841163042172294,0.12808641975308943,0.5833333333333334,15,0.1923590702644937,-0.01000000000000938,0.5333333333333333,0.13129961003495827
ny,22.0,12.0,0.4,0.05,36,0.13841163042172294,0.12808641975308943,0.5833333333333334,15,0.1923590702644937,-0.01000000000000938,0.5333333333333333,0.13129961003495827
ny,26.0,12.0,0.4,0.05,36,0.13841163042172294,0.12808641975308943,0.5833333333333334,15,0.1923590702644937,-0.01000000000000938,0.5333333333333333,0.13129961003495827
ny,22.0,18.0,0.35,0.15,123,0.47288746495794953,0.007542908762418842,0.5528455284552846,46,0.5813586097946287,-0.08997584541063197,0.4782608695652174,0.13106530768857527
ny,26.0,18.0,0.35,0.15,123,0.47288746495794953,0.007542908762418842,0.5528455284552846,46,0.5813586097946287,-0.08997584541063197,0.4782608695652174,0.13106530768857527
all,22.0,18.0,0.35,0.15,330,1.236775326956861,0.0656060606060593,0.5757575757575758,116,1.337015247928923,-0.23510536398467607,0.4224137931034483,0.13099799103495902
london_ny,15.0,12.0,0.5,0.05,49,0.1880020782542664,0.24183673469388003,0.6530612244897959,15,0.1923590702644937,-0.09148148148149311,0.5333333333333333,0.13078749048078053
london_ny,18.0,12.0,0.5,0.05,49,0.1880020782542664,0.24183673469388003,0.6530612244897959,15,0.1923590702644937,-0.09148148148149311,0.5333333333333333,0.13078749048078053
london_ny,22.0,12.0,0.5,0.05,49,0.1880020782542664,0.24183673469388003,0.6530612244897959,15,0.1923590702644937,-0.09148148148149311,0.5333333333333333,0.13078749048078053
london_ny,26.0,12.0,0.5,0.05,49,0.1880020782542664,0.24183673469388003,0.6530612244897959,15,0.1923590702644937,-0.09148148148149311,0.5333333333333333,0.13078749048078053
all,22.0,15.0,0.5,0.05,87,0.3337996083290036,0.1649425287356342,0.6206896551724138,28,0.35187851813064536,-0.11964285714286697,0.5357142857142857,0.13051505302868668
