Bucket,Trades,Wins,Losses,WinRate,AvgWinR,AvgLossR,ExpectancyR,ProfitFactor,MaxDD_R,MaxConsecutiveLosses
0,1298,508,790,39.13713405238829,1.4998643784352368,-1.0,-0.021624727083898315,0.9644697522089877,81.0497357075,10
1,1550,589,961,38.0,1.5000573141923594,-1.0,-0.049978220606903205,0.9193899667630591,97.4811592133,12
