Bucket,Trades,Wins,Losses,WinRate,AvgWinR,AvgLossR,ExpectancyR,ProfitFactor,MaxDD_R,MaxConsecutiveLosses
high_vol,755,297,458,39.33774834437086,1.4999073917899,-1.0,-0.016592721375364213,0.9726473697851535,58.03965644729999,15
low_vol,952,369,583,38.760504201680675,1.4999120469173437,-1.0,-0.031021486016281498,0.9493439885291592,58.482402688899995,12
normal_vol,1141,431,710,37.773882559158636,1.500057590789559,-1.0,-0.05563118174382124,0.910598340324366,79.01305093210004,11
