Bucket,Trades,Wins,Losses,WinRate,AvgWinR,AvgLossR,ExpectancyR,ProfitFactor,MaxDD_R,MaxConsecutiveLosses
high_vol,1132,437,695,38.60424028268551,1.4999484573736848,-1.0,-0.03491389057217316,0.9431330588090652,77.01644704140001,15
low_vol,649,247,402,38.058551617873654,1.4999958280449395,-1.0,-0.048537797338828965,0.9216392276793534,42.485125492899996,9
normal_vol,1067,413,654,38.706654170571696,1.4999719537651326,-1.0,-0.03234450149484538,0.9472299952675838,64.53378873650001,9
