Bucket,Trades,Wins,Losses,WinRate,AvgWinR,AvgLossR,ExpectancyR,ProfitFactor,MaxDD_R,MaxConsecutiveLosses
0,2137,820,1317,38.37154890032756,1.5000100480420717,-1.0,-0.0407074219024333,0.9339470306716012,131.0126978592,14
1,711,277,434,38.9592123769339,1.499843404006858,-1.0,-0.0260806991421941,0.9572733246771883,38.52833895549999,14
