Year,Trades,Wins,Losses,WinRate,AvgWinR,AvgLossR,ExpectancyR,ProfitFactor,MaxDD_R,MaxConsecutiveLosses
2024,1205,474,731,39.33609958506224,1.500001163102954,-1.0,-0.016597052854107886,0.97264097306539,43.0141806134,11
2025,1327,492,835,37.07611152976639,1.4999269776400421,-1.0,-0.07312428560746038,0.8837893089807195,107.06375055599995,12
2026,316,131,185,41.45569620253165,1.5000018167534346,-1.0,0.03639315821107594,1.0621634486199998,13.001343747300002,9
