Bucket,Trades,Wins,Losses,WinRate,AvgWinR,AvgLossR,ExpectancyR,ProfitFactor,MaxDD_R,MaxConsecutiveLosses
0,2009,785,1224,39.0741662518666,1.499856977267516,-1.0,-0.023201728643603762,0.9619180777410132,90.56817775449998,9
1,839,312,527,37.18712753277712,1.5002472280429495,-1.0,-0.07022987467294398,0.8881919073043648,70.9327829089,12
