Bucket,Trades,Wins,Losses,WinRate,AvgWinR,AvgLossR,ExpectancyR,ProfitFactor,MaxDD_R,MaxConsecutiveLosses
high,1071,393,678,36.69467787114846,1.4999907641486,-1.0,-0.08263644228720819,0.8694636730241885,99.50864922049999,15
low,601,220,381,36.605657237936775,1.5000165753309085,-1.0,-0.08485250154276205,0.8661513033406821,66.4901865072,14
middle,1176,484,692,41.156462585034014,1.4999273665727288,-1.0,0.028881671276530622,1.0490821465624287,24.0015471208,15
