entry_time,exit_time,strategy,symbol,direction,base_currency,quote_currency,base_strength,quote_strength,strength_diff,strength_rank_base,strength_rank_quote,pair_momentum_h1,pair_momentum_h4,strength_alignment,pair_alignment,entry_type,pullback_depth_atr,overextended_flag,room_to_1r,room_to_2r,failure_type,entry,exit,stop_loss,take_profit,risk_price,result_r,profit,commission,swap,net_profit,volume,reward_r,holding_bars,atr,spread_points,score,exit_reason,position_id
2025.01.03 20:30:00,2025.01.03 22:42:45,currency_strength_pullback_room_to_2r,USDJPY,SHORT,USD,JPY,-1.17694,0.43023,-1.60718,5,3,-0.43900,-0.83332,true,true,strength_pullback_breakdown,0.5981,false,5.3684,5.3684,pullback_failed,157.14000000,157.27400000,157.27300000,156.98000000,0.13300000,-1.0075,-23.86,0.00,0.00,-23.86,0.280,1.200,8,0.13292857,19.00,2.411,DEAL_REASON_SL,26
2025.01.03 20:15:00,2025.01.06 01:15:00,currency_strength_pullback_room_to_2r,EURUSD,LONG,EUR,USD,0.43331,-1.17694,1.61026,2,5,0.63952,0.69269,true,true,strength_pullback_recovery,0.0000,false,7.8125,7.8125,other,1.02993000,1.03045000,1.02897000,1.03108000,0.00096000,0.5417,13.00,0.00,-1.49,11.51,0.250,1.200,20,0.00096214,18.00,2.641,DEAL_REASON_EXPERT,25
2025.01.06 12:00:00,2025.01.06 12:06:52,currency_strength_pullback_room_to_2r,GBPUSD,LONG,GBP,USD,4.05474,-2.35137,6.40611,2,4,3.36168,1.65722,true,true,strength_pullback_recovery,0.0000,true,2.5446,2.5446,overextended_entry,1.24766000,1.24665000,1.24665000,1.24887000,0.00101000,-1.0000,-24.24,0.00,0.00,-24.24,0.240,1.200,0,0.00101143,20.00,7.637,DEAL_REASON_SL,30
2025.01.06 14:00:00,2025.01.06 14:02:10,currency_strength_pullback_room_to_2r,USDJPY,SHORT,USD,JPY,-4.12495,-2.46454,-1.66041,5,4,-2.16292,0.96127,true,true,strength_pullback_breakdown,0.0000,true,3.7987,3.7987,other,157.19400000,157.01400000,157.34300000,157.01500000,0.14900000,1.2081,28.66,0.00,0.00,28.66,0.250,1.200,0,0.14907143,17.00,2.239,DEAL_REASON_TP,32
2025.01.06 14:15:00,2025.01.06 14:36:06,currency_strength_pullback_room_to_2r,USDJPY,SHORT,USD,JPY,-4.12495,-3.28974,-0.83521,5,4,-2.16292,0.96127,true,true,strength_pullback_breakdown,0.0000,true,2.7870,2.7870,other,157.09900000,156.89700000,157.26800000,156.89700000,0.16900000,1.1953,28.32,0.00,0.00,28.32,0.220,1.200,1,0.16857143,16.00,1.313,DEAL_REASON_TP,34
2025.01.06 20:00:00,2025.01.06 21:01:04,currency_strength_pullback_room_to_2r,GBPUSD,LONG,GBP,USD,3.06148,-2.43838,5.49987,2,5,1.76316,2.24758,true,true,strength_pullback_recovery,0.8229,false,2.0946,2.0946,pullback_failed,1.25191000,1.25043000,1.25043000,1.25368000,0.00148000,-1.0000,-23.68,0.00,0.00,-23.68,0.160,1.200,4,0.00147643,20.00,6.519,DEAL_REASON_SL,37
2025.01.06 18:30:00,2025.01.06 23:30:00,currency_strength_pullback_room_to_2r,EURUSD,LONG,EUR,USD,4.12048,-3.44827,7.56875,1,5,2.61258,3.17726,true,true,strength_pullback_recovery,0.0986,false,2.0000,2.0000,pullback_failed,1.03960000,1.03904000,1.03760000,1.04200000,0.00200000,-0.2800,-6.72,0.00,0.00,-6.72,0.120,1.200,20,0.00199714,18.00,8.936,DEAL_REASON_EXPERT,36
2025.01.06 22:45:00,2025.01.07 01:05:34,currency_strength_pullback_room_to_2r,USDJPY,LONG,USD,JPY,-0.42842,-1.49317,1.06475,4,5,1.03713,0.55468,true,true,strength_pullback_recovery,0.1801,false,3.5699,3.5699,other,157.62300000,157.73900000,157.53000000,157.73400000,0.09300000,1.2473,30.15,0.00,1.96,32.11,0.410,1.200,9,0.09271429,16.00,1.736,DEAL_REASON_TP,40
2025.01.06 21:45:00,2025.01.07 02:28:34,currency_strength_pullback_room_to_2r,GBPUSD,LONG,GBP,USD,2.94630,-2.21745,5.16375,2,5,1.78253,2.24758,true,true,strength_pullback_recovery,0.2384,false,3.2778,3.2778,pullback_failed,1.25147000,1.25037000,1.25039000,1.25276000,0.00108000,-1.0185,-24.20,0.00,-0.25,-24.45,0.220,1.200,18,0.00107786,20.00,6.305,DEAL_REASON_SL,39
2025.01.07 10:00:00,2025.01.07 11:19:44,currency_strength_pullback_room_to_2r,USDJPY,SHORT,USD,JPY,-3.77465,-2.80529,-0.96936,5,4,-1.04577,0.32074,true,true,strength_pullback_breakdown,0.0000,false,9.9841,9.9841,pullback_failed,157.48800000,157.61400000,157.61400000,157.33700000,0.12600000,-1.0000,-23.98,0.00,0.00,-23.98,0.300,1.200,5,0.12585714,19.00,2.084,DEAL_REASON_SL,44
2025.01.07 15:00:00,2025.01.07 15:15:05,currency_strength_pullback_room_to_2r,USDJPY,SHORT,USD,JPY,-2.06947,-0.61716,-1.45231,5,4,-1.22004,-0.03266,true,true,strength_pullback_breakdown,0.6610,false,14.6214,14.6214,other,157.73600000,157.60200000,157.83900000,157.61300000,0.10300000,1.3010,31.46,0.00,0.00,31.46,0.370,1.200,1,0.10257143,17.00,3.135,DEAL_REASON_TP,46
2025.01.07 16:45:00,2025.01.07 17:00:01,currency_strength_pullback_room_to_2r,USDJPY,LONG,USD,JPY,0.44552,-1.27584,1.72136,3,5,-0.56041,2.00689,true,true,strength_pullback_recovery,0.7133,false,5.1538,5.1538,other,157.80600000,158.00700000,157.68900000,157.94600000,0.11700000,1.7179,41.98,0.00,0.00,41.98,0.330,1.200,1,0.11692857,16.00,2.577,DEAL_REASON_TP,48
2025.01.07 17:15:00,2025.01.07 17:17:49,currency_strength_pullback_room_to_2r,EURJPY,LONG,EUR,JPY,0.15729,-1.60993,1.76722,4,5,-0.20348,1.36913,true,true,strength_pullback_recovery,0.1238,false,2.1497,2.1497,pullback_failed,164.17700000,164.00800000,164.01000000,164.37800000,0.16700000,-1.0120,-24.60,0.00,0.00,-24.60,0.230,1.200,0,0.16721429,30.00,2.251,DEAL_REASON_SL,50
2025.01.07 17:15:00,2025.01.07 17:20:20,currency_strength_pullback_room_to_2r,EURUSD,SHORT,EUR,USD,0.15729,0.95409,-0.79680,4,2,-0.35857,-0.56236,true,true,strength_pullback_breakdown,0.5268,true,8.8692,8.8692,overextended_entry,1.03673000,1.03782000,1.03780000,1.03545000,0.00107000,-1.0187,-25.07,0.00,0.00,-25.07,0.230,1.200,0,0.00107071,18.00,1.874,DEAL_REASON_SL,51
2025.01.07 17:45:00,2025.01.07 18:01:06,currency_strength_pullback_room_to_2r,EURUSD,SHORT,EUR,USD,0.15729,0.95409,-0.79680,4,2,-0.35857,-0.56236,true,true,strength_pullback_breakdown,0.0000,false,7.5041,7.5041,pullback_failed,1.03632000,1.03755000,1.03753000,1.03487000,0.00121000,-1.0165,-24.60,0.00,0.00,-24.60,0.200,1.200,1,0.00120571,18.00,1.737,DEAL_REASON_SL,54
2025.01.07 18:15:00,2025.01.07 18:31:34,currency_strength_pullback_room_to_2r,USDJPY,LONG,USD,JPY,2.51545,-1.53357,4.04903,1,5,1.90596,2.00689,true,true,strength_pullback_recovery,0.1764,false,2.1771,2.1771,pullback_failed,157.99100000,157.79800000,157.79900000,158.22200000,0.19200000,-1.0052,-24.46,0.00,0.00,-24.46,0.200,1.200,1,0.19221429,18.00,5.071,DEAL_REASON_SL,56
2025.01.07 18:15:00,2025.01.07 18:31:36,currency_strength_pullback_room_to_2r,EURUSD,SHORT,EUR,USD,-0.78437,2.51545,-3.29982,4,1,-2.54509,-0.56236,true,true,strength_pullback_breakdown,0.0000,false,7.3280,7.3280,pullback_failed,1.03640000,1.03777000,1.03765000,1.03491000,0.00125000,-1.0960,-26.03,0.00,0.00,-26.03,0.190,1.200,1,0.00124571,18.00,4.633,DEAL_REASON_SL,57
2025.01.07 19:00:00,2025.01.07 20:49:00,currency_strength_pullback_room_to_2r,EURUSD,SHORT,EUR,USD,-1.39284,2.70649,-4.09934,5,1,-3.25259,-0.56236,true,true,strength_pullback_breakdown,0.5286,true,6.4394,6.4394,other,1.03677000,1.03517000,1.03809000,1.03518000,0.00132000,1.2121,28.80,0.00,0.00,28.80,0.180,1.200,7,0.00132429,18.00,5.477,DEAL_REASON_TP,61
2025.01.07 22:45:00,2025.01.07 23:00:57,currency_strength_pullback_room_to_2r,USDJPY,LONG,USD,JPY,1.87498,1.06399,0.81099,1,2,0.30030,0.41832,true,true,strength_pullback_recovery,0.4603,false,6.0700,6.0700,other,157.81100000,157.93100000,157.71100000,157.93100000,0.10000000,1.2000,28.87,0.00,0.00,28.87,0.380,1.200,1,0.10014286,20.00,1.574,DEAL_REASON_TP,66
2025.01.07 22:00:01,2025.01.07 23:09:34,currency_strength_pullback_room_to_2r,EURUSD,SHORT,EUR,USD,-2.45078,1.87498,-4.32576,5,1,-3.14061,-0.52464,true,true,strength_pullback_breakdown,0.0238,false,6.0495,6.0495,other,1.03541000,1.03420000,1.03642000,1.03420000,0.00101000,1.1980,29.04,0.00,0.00,29.04,0.240,1.200,4,0.00100714,18.00,5.635,DEAL_REASON_TP,65
2025.01.07 18:15:00,2025.01.07 23:15:00,currency_strength_pullback_room_to_2r,GBPUSD,SHORT,GBP,USD,-0.28541,2.51545,-2.80086,3,1,-2.78835,0.19410,true,true,strength_pullback_breakdown,0.0000,false,7.0329,7.0329,other,1.24939000,1.24798000,1.25091000,1.24757000,0.00152000,0.9276,22.56,0.00,0.00,22.56,0.160,1.200,20,0.00151643,20.00,3.987,DEAL_REASON_EXPERT,58
2025.01.07 20:15:00,2025.01.07 23:42:05,currency_strength_pullback_room_to_2r,GBPJPY,SHORT,GBP,JPY,-2.17717,1.05939,-3.23655,4,2,-2.30508,0.05337,true,true,strength_pullback_breakdown,0.0000,false,9.5689,9.5689,pullback_failed,197.07500000,197.30100000,197.30000000,196.80600000,0.22500000,-1.0044,-24.31,0.00,0.00,-24.31,0.170,1.200,13,0.22450000,38.00,4.605,DEAL_REASON_SL,63
2025.01.07 23:15:00,2025.01.08 01:05:11,currency_strength_pullback_room_to_2r,USDJPY,LONG,USD,JPY,1.72218,0.84820,0.87398,1,2,0.53985,0.41832,true,true,strength_pullback_recovery,0.1741,false,4.6344,4.6344,other,157.98700000,158.10600000,157.89400000,158.09900000,0.09300000,1.2796,30.86,0.00,1.96,32.82,0.410,1.200,7,0.09307143,16.00,1.538,DEAL_REASON_TP,70
2025.01.07 20:15:00,2025.01.08 01:09:34,currency_strength_pullback_room_to_2r,EURJPY,SHORT,EUR,JPY,-2.46230,1.05939,-3.52168,5,2,-2.57076,-0.06464,true,true,strength_pullback_breakdown,0.0000,false,9.4293,9.4293,pullback_failed,163.41500000,163.60600000,163.60600000,163.18600000,0.19100000,-1.0000,-24.16,0.00,-1.29,-25.45,0.200,1.200,19,0.19064286,30.00,4.952,DEAL_REASON_SL,62
2025.01.08 12:00:00,2025.01.08 12:31:10,currency_strength_pullback_room_to_2r,GBPJPY,SHORT,GBP,JPY,-3.93497,1.05627,-4.99123,4,2,-1.52290,-1.38647,true,true,strength_pullback_breakdown,0.0000,false,5.5707,5.5707,pullback_failed,196.90000000,197.09200000,197.09100000,196.67000000,0.19100000,-1.0052,-24.26,0.00,0.00,-24.26,0.200,1.200,2,0.19135714,38.00,6.134,DEAL_REASON_SL,76
2025.01.08 11:30:00,2025.01.08 12:31:23,currency_strength_pullback_room_to_2r,USDJPY,LONG,USD,JPY,3.07169,0.98495,2.08674,1,2,0.65249,0.60302,true,true,strength_pullback_recovery,0.4827,false,2.3036,2.3036,other,158.16000000,158.29500000,158.04800000,158.29500000,0.11200000,1.2054,29.00,0.00,0.00,29.00,0.340,1.200,4,0.11228571,17.00,2.582,DEAL_REASON_TP,74
2025.01.08 12:00:00,2025.01.08 12:52:53,currency_strength_pullback_room_to_2r,EURJPY,SHORT,EUR,JPY,-4.33264,1.05627,-5.38891,5,2,-1.96964,-1.64775,true,true,strength_pullback_breakdown,0.0000,false,4.0390,4.0390,pullback_failed,163.20500000,163.35900000,163.35900000,163.02000000,0.15400000,-1.0000,-24.32,0.00,0.00,-24.32,0.250,1.200,3,0.15400000,30.00,6.518,DEAL_REASON_SL,75
2025.01.08 15:00:00,2025.01.08 15:29:50,currency_strength_pullback_room_to_2r,EURJPY,SHORT,EUR,JPY,-5.48886,2.51340,-8.00226,4,2,-3.54520,-1.64775,true,true,strength_pullback_breakdown,0.4318,true,2.6026,2.6026,overextended_entry,162.97600000,163.12800000,163.12700000,162.79500000,0.15100000,-1.0066,-24.00,0.00,0.00,-24.00,0.250,1.200,1,0.15100000,30.00,9.285,DEAL_REASON_SL,80
2025.01.08 15:45:00,2025.01.08 16:19:08,currency_strength_pullback_room_to_2r,EURJPY,SHORT,EUR,JPY,-5.48886,2.51340,-8.00226,4,2,-3.54520,-1.64775,true,true,strength_pullback_breakdown,0.4180,true,2.2548,2.2548,overextended_entry,162.93700000,163.09500000,163.09400000,162.74800000,0.15700000,-1.0064,-23.95,0.00,0.00,-23.95,0.240,1.200,2,0.15742857,30.00,9.250,DEAL_REASON_SL,82
2025.01.08 17:00:00,2025.01.08 17:06:52,currency_strength_pullback_room_to_2r,EURJPY,SHORT,EUR,JPY,-4.22759,2.64960,-6.87719,4,2,-2.97239,-1.26274,true,true,strength_pullback_breakdown,0.7943,false,2.2012,2.2012,pullback_failed,162.95500000,163.12600000,163.12400000,162.75200000,0.16900000,-1.0118,-23.76,0.00,0.00,-23.76,0.220,1.200,0,0.16921429,30.00,7.929,DEAL_REASON_SL,84
2025.01.08 20:00:00,2025.01.08 20:12:00,currency_strength_pullback_room_to_2r,GBPJPY,SHORT,GBP,JPY,-4.83178,0.73427,-5.56604,5,2,-3.34251,-1.77894,true,true,strength_pullback_breakdown,0.2473,true,2.0950,2.0950,overextended_entry,195.53000000,195.73200000,195.73000000,195.29000000,0.20000000,-1.0100,-24.24,0.00,0.00,-24.24,0.190,1.200,0,0.19978571,38.00,6.788,DEAL_REASON_SL,86
2025.01.08 22:15:00,2025.01.08 22:44:43,currency_strength_pullback_room_to_2r,GBPUSD,SHORT,GBP,USD,-2.68152,2.09485,-4.77637,5,1,-0.78231,-3.30165,true,true,strength_pullback_breakdown,0.0615,false,2.5280,2.5280,pullback_failed,1.23515000,1.23641000,1.23640000,1.23365000,0.00125000,-1.0080,-23.94,0.00,0.00,-23.94,0.190,1.200,1,0.00125143,20.00,5.894,DEAL_REASON_SL,88
2025.01.09 05:15:00,2025.01.09 06:03:12,currency_strength_pullback_room_to_2r,USDJPY,SHORT,USD,JPY,1.10873,2.11303,-1.00430,2,1,-1.75433,0.50612,true,true,strength_pullback_breakdown,0.0000,false,6.1959,6.1959,other,157.96900000,157.84800000,158.06600000,157.85300000,0.09700000,1.2474,29.90,0.00,0.00,29.90,0.390,1.200,3,0.09685714,16.00,1.833,DEAL_REASON_TP,90
2025.01.09 06:30:00,2025.01.09 06:43:21,currency_strength_pullback_room_to_2r,USDJPY,SHORT,USD,JPY,1.16193,2.90812,-1.74618,2,1,-2.64704,0.50612,true,true,strength_pullback_breakdown,0.0000,false,4.8242,4.8242,pullback_failed,157.80700000,157.89900000,157.89800000,157.69800000,0.09100000,-1.0110,-24.47,0.00,0.00,-24.47,0.420,1.200,0,0.09050000,16.00,2.606,DEAL_REASON_SL,92
2025.01.09 12:30:04,2025.01.09 12:42:16,currency_strength_pullback_room_to_2r,GBPUSD,SHORT,GBP,USD,-6.44154,2.56297,-9.00451,5,1,-4.43912,-3.79199,true,true,strength_pullback_breakdown,0.2651,true,2.1640,2.1640,other,1.22783000,1.22536000,1.22972000,1.22557000,0.00189000,1.3069,29.64,0.00,0.00,29.64,0.120,1.200,0,0.00188643,20.00,10.893,DEAL_REASON_TP,94
2025.01.09 14:30:00,2025.01.09 15:00:34,currency_strength_pullback_room_to_2r,GBPUSD,SHORT,GBP,USD,-5.34829,2.02657,-7.37486,5,2,-2.76800,-3.79199,true,true,strength_pullback_breakdown,0.6671,false,2.4970,2.4970,pullback_failed,1.22791000,1.22959000,1.22958000,1.22590000,0.00167000,-1.0060,-23.52,0.00,0.00,-23.52,0.140,1.200,2,0.00167143,20.00,8.974,DEAL_REASON_SL,97
2025.01.09 12:45:00,2025.01.09 15:22:56,currency_strength_pullback_room_to_2r,EURUSD,SHORT,EUR,USD,-1.03400,2.56297,-3.59697,3,1,-1.04630,-0.36845,true,true,strength_pullback_breakdown,0.6765,false,3.1978,3.1978,pullback_failed,1.03015000,1.03107000,1.03106000,1.02905000,0.00091000,-1.0110,-23.92,0.00,0.00,-23.92,0.260,1.200,10,0.00091357,18.00,4.193,DEAL_REASON_SL,96
2025.01.09 18:30:00,2025.01.09 18:57:43,currency_strength_pullback_room_to_2r,GBPJPY,SHORT,GBP,JPY,-0.67206,1.38424,-2.05630,3,1,0.67117,-2.05661,true,true,strength_pullback_breakdown,0.6980,false,3.6212,3.6212,pullback_failed,194.18300000,194.38400000,194.38100000,193.94600000,0.19800000,-1.0152,-24.19,0.00,0.00,-24.19,0.190,1.200,1,0.19757143,38.00,2.740,DEAL_REASON_SL,100
2025.01.10 05:00:00,2025.01.10 07:26:24,currency_strength_pullback_room_to_2r,USDJPY,LONG,USD,JPY,1.09316,-0.30575,1.39891,1,4,1.22445,0.20056,true,true,strength_pullback_recovery,0.0000,false,2.3684,2.3684,other,158.27400000,158.41100000,158.16000000,158.41100000,0.11400000,1.2018,28.54,0.00,0.00,28.54,0.330,1.200,9,0.11385714,18.00,1.917,DEAL_REASON_TP,102
2025.01.10 12:15:00,2025.01.10 12:47:26,currency_strength_pullback_room_to_2r,USDJPY,SHORT,USD,JPY,-0.16456,1.28242,-1.44698,2,1,-1.01265,-0.28095,true,true,strength_pullback_breakdown,0.0000,false,2.3448,2.3448,pullback_failed,157.90700000,158.05300000,158.05200000,157.73300000,0.14500000,-1.0069,-24.02,0.00,0.00,-24.02,0.260,1.200,2,0.14514286,16.00,1.924,DEAL_REASON_SL,104
2025.01.10 12:15:00,2025.01.10 12:51:15,currency_strength_pullback_room_to_2r,GBPJPY,SHORT,GBP,JPY,-0.26588,1.28242,-1.54830,3,1,-0.74249,0.00880,true,true,strength_pullback_breakdown,0.2823,false,2.9150,2.9150,pullback_failed,194.18600000,194.43800000,194.43300000,193.89000000,0.24700000,-1.0202,-23.92,0.00,0.00,-23.92,0.150,1.200,2,0.24692857,38.00,1.988,DEAL_REASON_SL,105
2025.01.10 17:00:00,2025.01.10 17:21:02,currency_strength_pullback_room_to_2r,GBPUSD,SHORT,GBP,USD,-1.88938,2.16896,-4.05833,3,1,-1.02183,-1.59015,true,true,strength_pullback_breakdown,0.0000,false,2.3426,2.3426,pullback_failed,1.22416000,1.22632000,1.22632000,1.22157000,0.00216000,-1.0000,-23.76,0.00,0.00,-23.76,0.110,1.200,1,0.00216000,20.00,4.844,DEAL_REASON_SL,108
2025.01.10 17:45:00,2025.01.10 18:21:23,currency_strength_pullback_room_to_2r,EURUSD,SHORT,EUR,USD,-2.38849,2.14801,-4.53649,4,1,-1.82264,-1.90705,true,true,strength_pullback_breakdown,0.7524,false,2.0585,2.0585,other,1.02547000,1.02298000,1.02752000,1.02301000,0.00205000,1.2146,27.39,0.00,0.00,27.39,0.110,1.200,2,0.00205214,18.00,5.505,DEAL_REASON_TP,110
2025.01.10 21:15:00,2025.01.10 21:43:48,currency_strength_pullback_room_to_2r,EURUSD,SHORT,EUR,USD,-4.40042,2.26365,-6.66407,4,2,-2.99307,-2.00522,true,true,strength_pullback_breakdown,0.1311,false,2.5960,2.5960,pullback_failed,1.02382000,1.02481000,1.02481000,1.02263000,0.00099000,-1.0000,-23.76,0.00,0.00,-23.76,0.240,1.200,1,0.00099143,18.00,7.935,DEAL_REASON_SL,113
2025.01.10 19:30:00,2025.01.13 00:30:00,currency_strength_pullback_room_to_2r,USDJPY,LONG,USD,JPY,3.15403,1.55163,1.60240,1,2,-0.34346,2.27402,true,true,strength_pullback_recovery,0.0739,false,3.7959,3.7959,strength_reversed,157.75500000,157.72200000,157.46100000,158.10800000,0.29400000,-0.1122,-2.51,0.00,0.57,-1.94,0.120,1.200,20,0.29378571,16.00,2.412,DEAL_REASON_EXPERT,112
2025.01.13 05:00:00,2025.01.13 05:28:10,currency_strength_pullback_room_to_2r,USDJPY,SHORT,USD,JPY,1.52489,3.66823,-2.14334,2,1,-1.07964,-1.25921,true,true,strength_pullback_breakdown,0.2978,false,2.1832,2.1832,pullback_failed,157.50800000,157.64000000,157.63900000,157.35000000,0.13100000,-1.0076,-23.45,0.00,0.00,-23.45,0.280,1.200,1,0.13128571,22.00,2.832,DEAL_REASON_SL,116
2025.01.13 07:15:00,2025.01.13 07:32:59,currency_strength_pullback_room_to_2r,USDJPY,SHORT,USD,JPY,2.69469,4.57012,-1.87542,2,1,-1.17384,-1.25921,true,true,strength_pullback_breakdown,0.4298,false,2.3590,2.3590,other,157.49800000,157.35800000,157.61500000,157.35800000,0.11700000,1.1966,28.47,0.00,0.00,28.47,0.320,1.200,1,0.11678571,19.00,2.604,DEAL_REASON_TP,118
2025.01.13 17:15:01,2025.01.13 18:30:28,currency_strength_pullback_room_to_2r,EURUSD,SHORT,EUR,USD,-3.42335,0.69451,-4.11786,5,2,-0.89861,-1.92745,true,true,strength_pullback_breakdown,0.3538,false,2.5699,2.5699,pullback_failed,1.02010000,1.02104000,1.02103000,1.01898000,0.00093000,-1.0108,-23.50,0.00,0.00,-23.50,0.250,1.200,5,0.00093000,18.00,4.996,DEAL_REASON_SL,120
2025.01.13 19:15:00,2025.01.13 21:27:57,currency_strength_pullback_room_to_2r,USDJPY,SHORT,USD,JPY,0.60774,3.09010,-2.48236,2,1,-0.42263,-2.49564,true,true,strength_pullback_breakdown,0.4695,false,3.3097,3.3097,pullback_failed,157.41700000,157.58200000,157.57200000,157.23100000,0.15500000,-1.0645,-25.13,0.00,0.00,-25.13,0.240,1.200,8,0.15507143,19.00,3.433,DEAL_REASON_SL,122
