entry_time,exit_time,strategy,symbol,direction,server_time,server_hour,utc_hour,jst_hour,session_label,session_start_utc,minutes_from_session_start,trade_window_label,is_within_first_60min,is_within_first_120min,broker_utc_offset_used,selected_symbol_for_session,selected_reason,entry_pattern,entry_trigger,neckline_level,htf_nearest_resistance,htf_nearest_support,nearest_obstacle_price,nearest_obstacle_type,nearest_obstacle_distance_r,clean_path_to_target,hard_obstacle_present_before_target,soft_obstacle_present_before_target,obstacle_blocked,target_reward_multiple,target_price,entry,exit,stop_loss,take_profit,risk_price,result_r,profit,commission,swap,net_profit,volume,reward_r,holding_bars,atr,spread_points,score,failure_type,session_invalidated,invalidation_reason,exit_reason,position_id
2025.02.26 03:15:00,2025.02.26 03:46:44,tokyo_first120_reference,USDJPY,SHORT,2025.02.26 03:00:00,3,0,9,tokyo,2025.02.26 00:00,0,first_120min,true,true,3,USDJPY,highest_score_in_session_bar,head_and_shoulders,right_shoulder_entry,148.84300000,148.82650000,148.72600000,148.72600000,session_low,0.0279,false,true,true,false,1.50,148.03900000,148.73900000,149.20500000,149.20500000,148.03900000,0.46600000,-1.0000,-24.99,0.00,0.00,-24.99,0.080,1.502,2,0.15821429,20.00,4.700,no_followthrough_after_retest,false,not_invalidated,DEAL_REASON_SL,40
2025.02.27 03:15:00,2025.02.27 09:15:00,tokyo_first120_reference,USDJPY,LONG,2025.02.27 03:00:00,3,0,9,tokyo,2025.02.27 00:00,0,first_120min,true,true,3,USDJPY,highest_score_in_session_bar,double_bottom,neckline_break_retest,149.06700000,149.17000000,149.06700000,149.17000000,pre_session_high,0.2508,false,true,true,false,1.50,149.57400000,149.08900000,149.26500000,148.76600000,149.57400000,0.32300000,0.5449,12.97,0.00,0.00,12.97,0.110,1.502,24,0.12971429,16.00,4.400,target_not_reached_before_session_end,false,not_invalidated,DEAL_REASON_EXPERT,42
2025.02.28 03:15:00,2025.02.28 09:15:00,tokyo_first120_reference,GBPJPY,SHORT,2025.02.28 03:00:00,3,0,9,tokyo,2025.02.28 00:00,0,first_120min,true,true,3,GBPJPY,highest_score_in_session_bar,head_and_shoulders,right_shoulder_entry,188.38200000,188.38200000,188.34900000,188.34900000,session_high,0.0015,false,true,true,false,1.50,187.32600000,188.35000000,188.69300000,189.03300000,187.32600000,0.68300000,-0.5022,-11.49,0.00,0.00,-11.49,0.050,1.499,24,0.22764286,38.00,4.700,no_followthrough_after_retest,false,not_invalidated,DEAL_REASON_EXPERT,44
2025.03.03 03:15:00,2025.03.03 05:04:05,tokyo_first120_reference,GBPJPY,LONG,2025.03.03 03:00:00,3,0,9,tokyo,2025.03.03 00:00,0,first_120min,true,true,3,GBPJPY,highest_score_in_session_bar,inverse_head_and_shoulders,right_shoulder_entry,189.70200000,190.02800000,189.92450000,190.02800000,session_high,0.0459,false,true,true,false,1.50,190.82100000,190.00300000,189.44900000,189.45800000,190.82100000,0.54500000,-1.0165,-22.27,0.00,0.00,-22.27,0.060,1.501,7,0.22900000,38.00,4.700,no_followthrough_after_retest,false,not_invalidated,DEAL_REASON_SL,46
2025.03.04 03:15:00,2025.03.04 08:48:50,tokyo_first120_reference,USDJPY,SHORT,2025.03.04 03:00:00,3,0,9,tokyo,2025.03.04 00:00,0,first_120min,true,true,3,USDJPY,highest_score_in_session_bar,head_and_shoulders,right_shoulder_entry,149.13800000,148.97700000,148.81200000,148.81200000,current_day_low,0.0123,false,true,true,false,1.50,147.84200000,148.82000000,149.47200000,149.47200000,147.84200000,0.65200000,-1.0000,-21.81,0.00,0.00,-21.81,0.050,1.500,22,0.21735714,20.00,4.700,no_followthrough_after_retest,false,not_invalidated,DEAL_REASON_SL,48
2025.03.05 03:15:00,2025.03.05 03:24:33,tokyo_first120_reference,GBPJPY,LONG,2025.03.05 03:00:00,3,0,9,tokyo,2025.03.05 00:00,0,first_120min,true,true,3,GBPJPY,highest_score_in_session_bar,double_bottom,neckline_break_retest,191.56500000,191.60875000,191.56500000,191.60875000,recent_equal_highs,0.1048,false,true,true,false,1.50,191.88500000,191.58800000,191.88600000,191.39000000,191.88500000,0.19800000,1.5051,35.89,0.00,0.00,35.89,0.180,1.500,0,0.24950000,38.00,4.400,other,false,not_invalidated,DEAL_REASON_TP,50
2025.03.06 03:15:00,2025.03.06 08:00:41,tokyo_first120_reference,USDJPY,LONG,2025.03.06 03:00:00,3,0,9,tokyo,2025.03.06 00:00,0,first_120min,true,true,3,USDJPY,highest_score_in_session_bar,inverse_head_and_shoulders,right_shoulder_entry,149.13600000,149.28500000,149.26600000,149.28500000,failed_breakout_level,0.0227,false,true,true,false,1.50,149.87000000,149.27600000,148.87500000,148.88000000,149.87000000,0.39600000,-1.0126,-24.24,0.00,0.00,-24.24,0.090,1.500,19,0.13207143,19.00,4.700,no_followthrough_after_retest,false,not_invalidated,DEAL_REASON_SL,52
2025.03.07 03:15:00,2025.03.07 04:24:09,tokyo_first120_reference,USDJPY,LONG,2025.03.07 03:00:00,3,0,9,tokyo,2025.03.07 00:00,0,first_120min,true,true,3,USDJPY,highest_score_in_session_bar,double_bottom,neckline_break_retest,147.87100000,147.96266667,147.87100000,147.96266667,recent_equal_highs,0.2070,false,true,true,false,1.50,148.19700000,147.92500000,147.74200000,147.74300000,148.19700000,0.18200000,-1.0055,-24.77,0.00,0.00,-24.77,0.200,1.495,4,0.17585714,22.00,4.400,neckline_retest_failed,false,not_invalidated,DEAL_REASON_SL,54
2025.03.10 03:15:00,2025.03.10 09:15:00,tokyo_first120_reference,USDJPY,SHORT,2025.03.10 03:00:00,3,0,9,tokyo,2025.03.10 00:00,0,first_120min,true,true,3,USDJPY,highest_score_in_session_bar,head_and_shoulders,right_shoulder_entry,147.47100000,147.47100000,147.39500000,147.39500000,failed_breakout_level,0.1463,false,true,true,false,1.50,146.83100000,147.45600000,147.66600000,147.87300000,146.83100000,0.41700000,-0.5036,-11.38,0.00,0.00,-11.38,0.080,1.499,24,0.15914286,18.00,4.700,no_followthrough_after_retest,false,not_invalidated,DEAL_REASON_EXPERT,56
2025.03.11 03:15:00,2025.03.11 05:20:08,tokyo_first120_reference,USDJPY,SHORT,2025.03.11 03:00:00,3,0,9,tokyo,2025.03.11 00:00,0,first_120min,true,true,3,USDJPY,highest_score_in_session_bar,head_and_shoulders,right_shoulder_entry,146.96800000,146.91450000,146.80666667,146.80666667,recent_equal_lows,0.0274,false,true,true,false,1.50,146.25200000,146.81700000,147.19600000,147.19400000,146.25200000,0.37700000,-1.0053,-23.17,0.00,0.00,-23.17,0.090,1.499,8,0.13307143,19.00,4.700,no_followthrough_after_retest,false,not_invalidated,DEAL_REASON_SL,58
2025.03.24 03:15:00,2025.03.24 03:26:05,tokyo_first120_reference,USDJPY,SHORT,2025.03.24 03:00:00,3,0,9,tokyo,2025.03.24 00:00,0,first_120min,true,true,3,USDJPY,highest_score_in_session_bar,double_top,neckline_break_retest,149.51400000,149.51400000,149.49300000,149.49300000,pre_session_low,0.0252,false,true,false,false,1.50,149.31700000,149.49600000,149.61600000,149.61500000,149.31700000,0.11900000,-1.0084,-24.06,0.00,0.00,-24.06,0.300,1.504,0,0.09557143,18.00,4.400,neckline_retest_failed,false,not_invalidated,DEAL_REASON_SL,60
2025.03.25 03:15:00,2025.03.25 04:47:02,tokyo_first120_reference,USDJPY,LONG,2025.03.25 03:00:00,3,0,9,tokyo,2025.03.25 00:00,0,first_120min,true,true,3,USDJPY,highest_score_in_session_bar,inverse_head_and_shoulders,right_shoulder_entry,150.75700000,150.90000000,150.85600000,150.90000000,current_day_high,0.0558,false,true,true,false,1.50,151.26300000,150.88600000,150.63500000,150.63500000,151.26300000,0.25100000,-1.0000,-23.33,0.00,0.00,-23.33,0.140,1.502,6,0.08371429,16.00,4.700,no_followthrough_after_retest,false,not_invalidated,DEAL_REASON_SL,62
2025.03.31 03:15:00,2025.03.31 09:15:00,tokyo_first120_reference,USDJPY,SHORT,2025.03.31 03:00:00,3,0,9,tokyo,2025.03.31 00:00,0,first_120min,true,true,3,USDJPY,highest_score_in_session_bar,head_and_shoulders,right_shoulder_entry,149.54300000,149.29500000,149.20900000,149.20900000,current_day_low,0.0021,false,true,true,false,1.50,148.48700000,149.21000000,148.95100000,149.69200000,148.48700000,0.48200000,0.5373,12.17,0.00,0.00,12.17,0.070,1.500,24,0.16057143,21.00,4.700,target_not_reached_before_session_end,false,not_invalidated,DEAL_REASON_EXPERT,64
2025.04.03 03:15:00,2025.04.03 09:15:00,tokyo_first120_reference,EURJPY,LONG,2025.04.03 03:00:00,3,0,9,tokyo,2025.04.03 00:00,0,first_120min,true,true,3,EURJPY,highest_score_in_session_bar,inverse_head_and_shoulders,right_shoulder_entry,161.12500000,161.31500000,161.12500000,161.31500000,pre_session_high,0.0731,false,true,true,false,1.50,162.33000000,161.26300000,160.94900000,160.55200000,162.33000000,0.71100000,-0.4416,-10.54,0.00,0.00,-10.54,0.050,1.501,24,0.45814286,30.00,4.700,no_followthrough_after_retest,false,not_invalidated,DEAL_REASON_EXPERT,66
2025.04.04 03:15:00,2025.04.04 03:45:06,tokyo_first120_reference,USDJPY,LONG,2025.04.04 03:00:00,3,0,9,tokyo,2025.04.04 00:00,0,first_120min,true,true,3,USDJPY,highest_score_in_session_bar,inverse_head_and_shoulders,right_shoulder_entry,146.12300000,146.40000000,146.25500000,146.40000000,current_day_high,0.0333,false,true,true,false,1.50,147.10500000,146.38400000,145.90400000,145.90400000,147.10500000,0.48000000,-1.0000,-23.03,0.00,0.00,-23.03,0.070,1.502,2,0.16014286,22.00,4.700,no_followthrough_after_retest,false,not_invalidated,DEAL_REASON_SL,68
2025.04.07 03:15:00,2025.04.07 09:15:00,tokyo_first120_reference,GBPJPY,LONG,2025.04.07 03:00:00,3,0,9,tokyo,2025.04.07 00:00,0,first_120min,true,true,3,GBPJPY,highest_score_in_session_bar,inverse_head_and_shoulders,right_shoulder_entry,187.56600000,187.88700000,187.56600000,187.88700000,pre_session_high,0.0854,false,true,true,false,1.50,190.42100000,187.73400000,188.24400000,185.94300000,190.42100000,1.79100000,0.2848,6.99,0.00,0.00,6.99,0.020,1.500,24,0.67392857,38.00,4.700,target_not_reached_before_session_end,false,not_invalidated,DEAL_REASON_EXPERT,70
2025.04.08 03:15:00,2025.04.08 09:15:00,tokyo_first120_reference,EURJPY,LONG,2025.04.08 03:00:00,3,0,9,tokyo,2025.04.08 00:00,0,first_120min,true,true,3,EURJPY,highest_score_in_session_bar,inverse_head_and_shoulders,right_shoulder_entry,161.39600000,161.57800000,161.54460000,161.57800000,current_day_high,0.0643,false,true,true,false,1.50,162.27000000,161.54700000,161.81100000,161.06500000,162.27000000,0.48200000,0.5477,12.67,0.00,0.00,12.67,0.070,1.500,24,0.19285714,30.00,4.700,target_not_reached_before_session_end,false,not_invalidated,DEAL_REASON_EXPERT,72
2025.04.09 03:15:00,2025.04.09 07:21:50,tokyo_first120_reference,USDJPY,SHORT,2025.04.09 03:00:00,3,0,9,tokyo,2025.04.09 00:00,0,first_120min,true,true,3,USDJPY,highest_score_in_session_bar,head_and_shoulders,right_shoulder_entry,145.89200000,145.89200000,145.62300000,145.62300000,recent_equal_lows,0.1185,false,true,true,false,1.50,144.85400000,145.68900000,144.84400000,146.24600000,144.85400000,0.55700000,1.5171,35.00,0.00,0.00,35.00,0.060,1.499,16,0.18557143,21.00,4.700,other,false,not_invalidated,DEAL_REASON_TP,74
2025.04.10 03:15:00,2025.04.10 09:15:00,tokyo_first120_reference,USDJPY,SHORT,2025.04.10 03:00:00,3,0,9,tokyo,2025.04.10 00:00,0,first_120min,true,true,3,USDJPY,highest_score_in_session_bar,head_and_shoulders,right_shoulder_entry,147.47800000,147.35500000,147.21300000,147.21300000,current_day_low,0.1794,false,true,true,false,1.50,146.45500000,147.31600000,146.91800000,147.89000000,146.45500000,0.57400000,0.6934,16.25,0.00,0.00,16.25,0.060,1.500,24,0.20678571,22.00,4.700,target_not_reached_before_session_end,false,not_invalidated,DEAL_REASON_EXPERT,76
2025.04.11 03:15:00,2025.04.11 03:32:37,tokyo_first120_reference,EURJPY,SHORT,2025.04.11 03:00:00,3,0,9,tokyo,2025.04.11 00:00,0,first_120min,true,true,3,EURJPY,highest_score_in_session_bar,head_and_shoulders,right_shoulder_entry,161.49800000,161.49800000,161.39700000,161.39700000,current_day_low,0.0632,false,true,true,false,1.50,160.46400000,161.43800000,162.08900000,162.08700000,160.46400000,0.64900000,-1.0031,-22.16,0.00,0.00,-22.16,0.050,1.501,1,0.27928571,30.00,4.700,no_followthrough_after_retest,false,not_invalidated,DEAL_REASON_SL,78
2025.04.14 03:15:00,2025.04.14 04:21:42,tokyo_first120_reference,USDJPY,SHORT,2025.04.14 03:00:00,3,0,9,tokyo,2025.04.14 00:00,0,first_120min,true,true,3,USDJPY,highest_score_in_session_bar,head_and_shoulders,right_shoulder_entry,143.50200000,143.47700000,143.30300000,143.30300000,current_day_low,0.2393,false,true,true,false,1.50,142.53900000,143.44800000,142.53300000,144.05400000,142.53900000,0.60600000,1.5099,38.52,0.00,0.00,38.52,0.060,1.500,4,0.25942857,21.00,4.700,other,false,not_invalidated,DEAL_REASON_TP,80
2025.04.15 03:15:00,2025.04.15 07:40:36,tokyo_first120_reference,USDJPY,LONG,2025.04.15 03:00:00,3,0,9,tokyo,2025.04.15 00:00,0,first_120min,true,true,3,USDJPY,highest_score_in_session_bar,inverse_head_and_shoulders,right_shoulder_entry,143.32400000,143.50000000,143.35700000,143.50000000,round_number,0.3784,false,false,true,false,1.50,143.91400000,143.36000000,142.98400000,142.99000000,143.91400000,0.37000000,-1.0162,-23.67,0.00,0.00,-23.67,0.090,1.497,17,0.12321429,17.00,4.700,no_followthrough_after_retest,false,not_invalidated,DEAL_REASON_SL,82
2025.04.16 03:15:00,2025.04.16 08:32:20,tokyo_first120_reference,USDJPY,SHORT,2025.04.16 03:00:00,3,0,9,tokyo,2025.04.16 00:00,0,first_120min,true,true,3,USDJPY,highest_score_in_session_bar,head_and_shoulders,right_shoulder_entry,142.91300000,142.91300000,142.84700000,142.84700000,current_day_low,0.0431,false,true,true,false,1.50,142.30700000,142.86300000,142.30600000,143.23400000,142.30700000,0.37100000,1.5013,35.23,0.00,0.00,35.23,0.090,1.499,21,0.13678571,16.00,4.700,other,false,not_invalidated,DEAL_REASON_TP,84
2025.04.17 03:15:00,2025.04.17 09:15:00,tokyo_first120_reference,USDJPY,LONG,2025.04.17 03:00:00,3,0,9,tokyo,2025.04.17 00:00,0,first_120min,true,true,3,USDJPY,highest_score_in_session_bar,inverse_head_and_shoulders,right_shoulder_entry,141.95000000,142.50000000,142.05600000,142.50000000,round_number,0.5120,false,true,true,false,1.50,143.03600000,142.22200000,142.82200000,141.67900000,143.03600000,0.54300000,1.1050,25.21,0.00,0.00,25.21,0.060,1.499,24,0.18092857,16.00,4.700,other,false,not_invalidated,DEAL_REASON_EXPERT,86
2025.04.21 03:15:00,2025.04.21 09:15:00,tokyo_first120_reference,USDJPY,SHORT,2025.04.21 03:00:00,3,0,9,tokyo,2025.04.21 00:00,0,first_120min,true,true,3,USDJPY,highest_score_in_session_bar,head_and_shoulders,right_shoulder_entry,141.50000000,141.48700000,141.31700000,141.31700000,current_day_low,0.1444,false,true,true,false,1.50,140.58500000,141.39500000,140.76100000,141.93500000,140.58500000,0.54000000,1.1741,27.02,0.00,0.00,27.02,0.060,1.500,24,0.19035714,24.00,4.700,other,false,not_invalidated,DEAL_REASON_EXPERT,88
