entry_time,exit_time,strategy,symbol,direction,server_time,server_hour,utc_hour,jst_hour,session_label,session_start_utc,minutes_from_session_start,trade_window_label,is_within_first_60min,is_within_first_120min,broker_utc_offset_used,selected_symbol_for_session,selected_reason,entry_pattern,entry_trigger,neckline_level,htf_nearest_resistance,htf_nearest_support,nearest_obstacle_price,nearest_obstacle_type,nearest_obstacle_distance_r,clean_path_to_target,hard_obstacle_present_before_target,soft_obstacle_present_before_target,obstacle_blocked,target_reward_multiple,target_price,entry,exit,stop_loss,take_profit,risk_price,result_r,profit,commission,swap,net_profit,volume,reward_r,holding_bars,atr,spread_points,score,failure_type,session_invalidated,invalidation_reason,exit_reason,position_id
2025.01.06 16:15:00,2025.01.06 18:34:11,overlap_first120_reference,GBPJPY,SHORT,2025.01.06 16:00:00,16,13,22,london_newyork_overlap,2025.01.06 13:00,0,first_120min,true,true,3,GBPJPY,highest_score_in_session_bar,head_and_shoulders,right_shoulder_entry,196.45600000,196.42400000,196.34400000,196.34400000,wick_cluster_zone,0.0506,false,true,true,false,1.50,195.05400000,196.38900000,197.28600000,197.27900000,195.05400000,0.89000000,-1.0079,-22.79,0.00,0.00,-22.79,0.040,1.500,9,0.32850000,38.00,4.700,no_followthrough_after_retest,false,not_invalidated,DEAL_REASON_SL,2
2025.01.07 16:15:00,2025.01.07 16:45:14,overlap_first120_reference,USDJPY,SHORT,2025.01.07 16:00:00,16,13,22,london_newyork_overlap,2025.01.07 13:00,0,first_120min,true,true,3,USDJPY,highest_score_in_session_bar,head_and_shoulders,right_shoulder_entry,157.67800000,157.67800000,157.63833333,157.63833333,recent_equal_lows,0.0750,false,true,true,false,1.50,157.39800000,157.65100000,157.82200000,157.82000000,157.39800000,0.16900000,-1.0118,-24.92,0.00,0.00,-24.92,0.230,1.497,2,0.11057143,17.00,4.700,no_followthrough_after_retest,false,not_invalidated,DEAL_REASON_SL,4
2025.01.08 16:15:00,2025.01.08 22:15:00,overlap_first120_reference,USDJPY,SHORT,2025.01.08 16:00:00,16,13,22,london_newyork_overlap,2025.01.08 13:00,0,first_120min,true,true,3,USDJPY,highest_score_in_session_bar,head_and_shoulders,right_shoulder_entry,158.26700000,158.26700000,158.23700000,158.23700000,h1_confirmed_swing_high,0.0450,false,true,true,false,1.50,157.78500000,158.25100000,158.44000000,158.56200000,157.78500000,0.31100000,-0.6077,-14.31,0.00,0.00,-14.31,0.120,1.498,24,0.12535714,17.00,4.700,no_followthrough_after_retest,false,not_invalidated,DEAL_REASON_EXPERT,6
2025.01.13 16:15:00,2025.01.13 17:33:53,overlap_first120_reference,USDJPY,SHORT,2025.01.13 16:00:00,16,13,22,london_newyork_overlap,2025.01.13 13:00,0,first_120min,true,true,3,USDJPY,highest_score_in_session_bar,head_and_shoulders,right_shoulder_entry,157.21400000,157.13716667,157.10000000,157.10000000,session_low,0.0452,false,true,true,false,1.50,156.55300000,157.11700000,157.49300000,157.49300000,156.55300000,0.37600000,-1.0000,-23.87,0.00,0.00,-23.87,0.100,1.500,5,0.17114286,18.00,4.700,no_followthrough_after_retest,false,not_invalidated,DEAL_REASON_SL,8
2025.01.16 16:15:00,2025.01.16 17:09:53,overlap_first120_reference,USDJPY,LONG,2025.01.16 16:00:00,16,13,22,london_newyork_overlap,2025.01.16 13:00,0,first_120min,true,true,3,USDJPY,highest_score_in_session_bar,inverse_head_and_shoulders,right_shoulder_entry,155.95200000,156.14800000,155.96957143,156.14800000,session_high,0.1455,false,true,true,false,1.50,156.67000000,156.09200000,155.70500000,155.70700000,156.67000000,0.38500000,-1.0052,-24.85,0.00,0.00,-24.85,0.100,1.501,3,0.15571429,18.00,4.700,no_followthrough_after_retest,false,not_invalidated,DEAL_REASON_SL,10
2025.01.29 16:15:00,2025.01.29 16:54:18,overlap_first120_reference,USDJPY,LONG,2025.01.29 16:00:00,16,13,22,london_newyork_overlap,2025.01.29 13:00,0,first_120min,true,true,3,USDJPY,highest_score_in_session_bar,double_bottom,neckline_break_retest,155.40500000,155.45700000,155.43100000,155.45700000,pre_session_high,0.2119,false,true,true,false,1.50,155.60800000,155.43200000,155.31300000,155.31400000,155.60800000,0.11800000,-1.0085,-24.52,0.00,0.00,-24.52,0.320,1.492,2,0.10300000,19.00,4.400,neckline_retest_failed,false,not_invalidated,DEAL_REASON_SL,12
2025.01.30 16:15:00,2025.01.30 17:17:42,overlap_first120_reference,USDJPY,LONG,2025.01.30 16:00:00,16,13,22,london_newyork_overlap,2025.01.30 13:00,0,first_120min,true,true,3,USDJPY,highest_score_in_session_bar,sweep_low_reclaim,sweep_reclaim_retest,153.95300000,154.13900000,153.95450000,154.13900000,session_high,0.2163,false,true,true,false,1.50,154.50100000,154.07800000,153.79300000,153.79600000,154.50100000,0.28200000,-1.0106,-24.09,0.00,0.00,-24.09,0.130,1.500,4,0.17392857,17.00,3.600,sweep_reclaim_failed,false,not_invalidated,DEAL_REASON_SL,14
2025.01.31 16:15:00,2025.01.31 16:53:51,overlap_first120_reference,USDJPY,LONG,2025.01.31 16:00:00,16,13,22,london_newyork_overlap,2025.01.31 13:00,0,first_120min,true,true,3,USDJPY,highest_score_in_session_bar,inverse_head_and_shoulders,right_shoulder_entry,154.86200000,154.96000000,154.90100000,154.96000000,session_high,0.1196,false,true,true,false,1.50,155.37500000,154.92400000,154.62200000,154.62300000,155.37500000,0.30100000,-1.0033,-23.44,0.00,0.00,-23.44,0.120,1.498,2,0.12078571,19.00,4.700,no_followthrough_after_retest,false,not_invalidated,DEAL_REASON_SL,16
2025.02.04 16:15:00,2025.02.04 17:00:23,overlap_first120_reference,USDJPY,SHORT,2025.02.04 16:00:00,16,13,22,london_newyork_overlap,2025.02.04 13:00,0,first_120min,true,true,3,USDJPY,highest_score_in_session_bar,head_and_shoulders,right_shoulder_entry,155.23100000,155.23100000,155.13300000,155.13300000,session_low,0.1667,false,true,true,false,1.50,154.82000000,155.17200000,154.82000000,155.40600000,154.82000000,0.23400000,1.5043,36.38,0.00,0.00,36.38,0.160,1.504,3,0.09157143,18.00,4.700,other,false,not_invalidated,DEAL_REASON_TP,18
2025.02.05 16:15:00,2025.02.05 17:00:00,overlap_first120_reference,USDJPY,LONG,2025.02.05 16:00:00,16,13,22,london_newyork_overlap,2025.02.05 13:00,0,first_120min,true,true,3,USDJPY,highest_score_in_session_bar,inverse_head_and_shoulders,right_shoulder_entry,153.06800000,153.19900000,153.10300000,153.19900000,session_high,0.1387,false,true,true,false,1.50,153.71800000,153.14600000,152.73500000,152.76400000,153.71800000,0.38200000,-1.0759,-24.22,0.00,0.00,-24.22,0.090,1.497,3,0.14807143,17.00,4.700,no_followthrough_after_retest,false,not_invalidated,DEAL_REASON_SL,20
