period_id,variant,near_miss_group,m15_wave2_completion_quality_bucket,m15_wave2_depth_bucket,trades,wins,win_rate,net_profit,gross_profit,gross_loss,profit_factor,sum_r,avg_r,r_profit_factor,max_dd_profit,max_dd_pct,recovery_factor,full_sl_exits,full_sl_rate,tp_exits,tp_exit_rate,time_exits,time_exit_rate,avg_mfe_r,avg_mae_r,reached_0_5r_rate,reached_0_8r_rate,reached_1_0r_rate,reached_1_3r_rate,reached_1_5r_rate
full2025_validation,base,E_reject_not_near_miss,none,none,318,77,0.24213836477987422,-1144.89,1647.43,-2792.3199999999993,0.5899861047444421,-50.320699999999974,-0.15824119496855338,0.5936911578994966,1179.96,11.7996,-0.9702786535136785,33,0.10377358490566038,49,0.1540880503144654,236,0.7421383647798742,0.5970767295597484,0.5698836477987422,0.4968553459119497,0.31761006289308175,0.24528301886792453,0.12578616352201258,0.0031446540880503146
full2025_validation,best_single,A_required_light_pass,good,deep_618_786,5,0,0.0,-79.46000000000001,0,-79.46000000000001,0.0,-3.2081,-0.64162,0.0,79.46000000000001,0.7946,-1.0,2,0.4,0,0.0,3,0.6,0.2217,0.7276800000000001,0.0,0.0,0.0,0.0,0.0
full2025_validation,best_single,A_required_light_pass,good,shallow_236_382,6,3,0.5,47.72,94.65,-46.93,2.016833581930535,2.0255,0.33758333333333335,2.062139486103828,31.82,0.3182,1.4996857322438717,1,0.16666666666666666,3,0.5,2,0.3333333333333333,0.8011499999999999,0.5496666666666666,0.6666666666666666,0.5,0.5,0.5,0.0
full2025_validation,best_single,A_required_light_pass,strong,preferred_382_618,32,14,0.4375,133.04000000000002,366.8900000000001,-233.85,1.568911695531324,5.4171000000000005,0.16928437500000001,1.5616194080141,68.39,0.6839000000000001,1.9453136423453725,4,0.125,10,0.3125,18,0.5625,0.855475,0.4960812499999999,0.71875,0.53125,0.4375,0.21875,0.0
full2025_validation,best_single,A_required_light_pass,strong,shallow_236_382,7,2,0.2857142857142857,32.989999999999995,66.82,-33.83,1.9751699674844811,1.2591,0.1798714285714286,1.9191181838090372,33.83,0.3383,0.9751699674844811,0,0.0,2,0.2857142857142857,5,0.7142857142857143,0.8194,0.33945714285714285,0.7142857142857143,0.5714285714285714,0.42857142857142855,0.2857142857142857,0.0
full2025_validation,best_two,A_required_light_pass,good,deep_618_786,4,0,0.0,-51.5,0,-51.5,0.0,-2.2081,-0.552025,0.0,51.5,0.515,-1.0,1,0.25,0,0.0,3,0.75,0.25727500000000003,0.6596000000000001,0.0,0.0,0.0,0.0,0.0
full2025_validation,best_two,A_required_light_pass,good,shallow_236_382,3,2,0.6666666666666666,49.599999999999994,64.15,-14.55,4.40893470790378,2.0365,0.6788333333333334,4.436550793115086,14.55,0.14550000000000002,3.4089347079037795,0,0.0,2,0.6666666666666666,1,0.3333333333333333,1.0961333333333334,0.6326999999999999,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.0
full2025_validation,best_two,A_required_light_pass,strong,preferred_382_618,21,12,0.5714285714285714,199.12999999999997,319.03,-119.90000000000002,2.6608006672226847,8.505299999999998,0.40501428571428566,2.6843845925339145,55.52000000000001,0.5552000000000001,3.586635446685878,3,0.14285714285714285,9,0.42857142857142855,9,0.42857142857142855,0.9511380952380951,0.4610142857142857,0.8095238095238095,0.6666666666666666,0.5714285714285714,0.3333333333333333,0.0
full2025_validation,best_two,A_required_light_pass,strong,shallow_236_382,2,1,0.5,24.27,31.32,-7.05,4.4425531914893615,0.9945999999999999,0.49729999999999996,4.251389342922524,7.050000000000001,0.07050000000000001,3.4425531914893615,0,0.0,1,0.5,1,0.5,0.71105,0.1999,0.5,0.5,0.5,0.5,0.0
full2025_validation,best_two,B_reject_mfe1_winner,good,shallow_236_382,3,3,1.0,41.02,41.02,0,inf,1.7167,0.5722333333333333,inf,0.0,0.0,inf,0,0.0,1,0.3333333333333333,2,0.6666666666666666,1.2041,0.3292,1.0,1.0,1.0,0.0,0.0
