period_id,variant,near_miss_group,post_break_hold_bucket,no_immediate_failure_pass,trades,wins,win_rate,net_profit,gross_profit,gross_loss,profit_factor,sum_r,avg_r,r_profit_factor,max_dd_profit,max_dd_pct,recovery_factor,full_sl_exits,full_sl_rate,tp_exits,tp_exit_rate,time_exits,time_exit_rate,avg_mfe_r,avg_mae_r,reached_0_5r_rate,reached_0_8r_rate,reached_1_0r_rate,reached_1_3r_rate,reached_1_5r_rate
full2025_validation,base,E_reject_not_near_miss,none,false,318,77,0.24213836477987422,-1144.89,1647.43,-2792.3199999999993,0.5899861047444421,-50.320699999999974,-0.15824119496855338,0.5936911578994966,1179.96,11.7996,-0.9702786535136785,33,0.10377358490566038,49,0.1540880503144654,236,0.7421383647798742,0.5970767295597484,0.5698836477987422,0.4968553459119497,0.31761006289308175,0.24528301886792453,0.12578616352201258,0.0031446540880503146
full2025_validation,best_single,A_required_light_pass,failed_1bar,false,3,1,0.3333333333333333,8.469999999999999,31.41,-22.94,1.36922406277245,0.36150000000000004,0.12050000000000001,1.3837579617834395,18.26,0.1826,0.46385542168674687,0,0.0,1,0.3333333333333333,2,0.6666666666666666,0.6390666666666668,0.5033333333333334,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0
full2025_validation,best_single,A_required_light_pass,failed_2bars,false,3,2,0.6666666666666666,56.08,66.02,-9.94,6.641851106639839,2.2275,0.7425,6.56875,9.939999999999998,0.09939999999999999,5.64185110663984,0,0.0,2,0.6666666666666666,1,0.3333333333333333,1.0899666666666665,0.46943333333333337,1.0,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.0
full2025_validation,best_single,A_required_light_pass,held_clean,true,8,3,0.375,30.719999999999995,75.52,-44.8,1.6857142857142857,1.2539,0.1567375,1.685041520979021,28.63,0.2863,1.0730003492839677,0,0.0,2,0.25,6,0.75,0.821975,0.3868,0.75,0.5,0.375,0.25,0.0
full2025_validation,best_single,A_required_light_pass,held_no_close_back,false,1,0,0.0,-5.91,0,-5.91,0.0,-0.2521,-0.2521,0.0,5.91,0.05910000000000001,-1.0,0,0.0,0,0.0,1,1.0,0.4145,0.2521,0.0,0.0,0.0,0.0,0.0
full2025_validation,best_single,A_required_light_pass,no_following_closed_bar,false,1,0,0.0,-23.7,0,-23.7,0.0,-1.0,-1.0,0.0,23.7,0.23700000000000002,-1.0,1,1.0,0,0.0,0,0.0,0.1097,1.0,0.0,0.0,0.0,0.0,0.0
full2025_validation,best_single,A_required_light_pass,none,false,34,13,0.38235294117647056,68.63000000000001,355.41,-286.78000000000003,1.2393123648790012,2.9028,0.08537647058823529,1.2479753972321888,134.01,1.3401,0.5121259607491979,6,0.17647058823529413,10,0.29411764705882354,18,0.5294117647058824,0.78645,0.5271294117647057,0.6470588235294118,0.5,0.4117647058823529,0.23529411764705882,0.0
full2025_validation,best_two,A_required_light_pass,failed_1bar,false,1,1,1.0,31.41,31.41,0,inf,1.3035,1.3035,inf,0.0,0.0,inf,0,0.0,1,1.0,0,0.0,1.3035,0.4903,1.0,1.0,1.0,1.0,0.0
full2025_validation,best_two,A_required_light_pass,failed_2bars,false,1,1,1.0,30.56,30.56,0,inf,1.299,1.299,inf,0.0,0.0,inf,0,0.0,1,1.0,0,0.0,1.299,0.4755,1.0,1.0,1.0,0.0,0.0
full2025_validation,best_two,A_required_light_pass,held_clean,true,4,3,0.75,66.83,73.88,-7.05,10.479432624113475,2.7784,0.6946,10.082706766917292,7.049999999999997,0.07049999999999997,9.479432624113478,0,0.0,2,0.5,2,0.5,0.8584499999999999,0.24295,0.75,0.5,0.5,0.5,0.0
full2025_validation,best_two,A_required_light_pass,no_following_closed_bar,false,1,0,0.0,-23.7,0,-23.7,0.0,-1.0,-1.0,0.0,23.7,0.23700000000000002,-1.0,1,1.0,0,0.0,0,0.0,0.1097,1.0,0.0,0.0,0.0,0.0,0.0
full2025_validation,best_two,A_required_light_pass,none,false,23,10,0.43478260869565216,116.39999999999998,278.65,-162.25,1.7174114021571647,4.947400000000001,0.215104347826087,1.7222270882601964,74.26,0.7426,1.5674656611904116,3,0.13043478260869565,8,0.34782608695652173,12,0.5217391304347826,0.8507608695652173,0.5078260869565218,0.6956521739130435,0.5652173913043478,0.4782608695652174,0.30434782608695654,0.0
full2025_validation,best_two,B_reject_mfe1_winner,held_clean,true,3,3,1.0,47.42,47.42,0,inf,2.0832,0.6944,inf,0.0,0.0,inf,0,0.0,1,0.3333333333333333,2,0.6666666666666666,1.1749333333333334,0.5368666666666667,1.0,1.0,1.0,0.0,0.0
full2025_validation,best_two,B_reject_mfe1_winner,none,false,8,8,1.0,132.26999999999998,132.26999999999998,0,inf,5.499499999999999,0.6874374999999999,inf,0.0,0.0,inf,0,0.0,3,0.375,5,0.625,1.220925,0.32696250000000004,1.0,1.0,1.0,0.0,0.0
full2025_validation,best_two,C_reject_loser_or_no_mfe1,failed_1bar,false,6,0,0.0,-56.82000000000001,0,-56.82000000000001,0.0,-2.3832,-0.3972,0.0,56.82000000000001,0.5682,-1.0,0,0.0,0,0.0,6,1.0,0.6993666666666666,0.5296,0.8333333333333334,0.3333333333333333,0.3333333333333333,0.0,0.0
full2025_validation,best_two,C_reject_loser_or_no_mfe1,failed_2bars,false,3,0,0.0,-42.69,0,-42.69,0.0,-1.8397999999999999,-0.6132666666666666,0.0,42.69,0.42689999999999995,-1.0,1,0.3333333333333333,0,0.0,2,0.6666666666666666,0.27796666666666664,0.7548666666666666,0.0,0.0,0.0,0.0,0.0
full2025_validation,best_two,C_reject_loser_or_no_mfe1,held_clean,true,26,1,0.038461538461538464,-210.53000000000003,17.55,-228.07999999999998,0.07694668537355315,-9.0141,-0.3466961538461538,0.0788309233048899,210.53000000000003,2.1053,-1.0,0,0.0,0,0.0,26,1.0,0.3968846153846154,0.46156538461538454,0.34615384615384615,0.11538461538461539,0.038461538461538464,0.0,0.0
full2025_validation,best_two,C_reject_loser_or_no_mfe1,held_no_close_back,false,1,0,0.0,-27.58,0,-27.58,0.0,-1.1286,-1.1286,0.0,27.58,0.2758,-1.0,1,1.0,0,0.0,0,0.0,3.8929,1.1286,1.0,1.0,1.0,1.0,1.0
