period_id,variant,near_miss_group,sma75_granville_quality_bucket,trades,wins,win_rate,net_profit,gross_profit,gross_loss,profit_factor,sum_r,avg_r,r_profit_factor,max_dd_profit,max_dd_pct,recovery_factor,full_sl_exits,full_sl_rate,tp_exits,tp_exit_rate,time_exits,time_exit_rate,avg_mfe_r,avg_mae_r,reached_0_5r_rate,reached_0_8r_rate,reached_1_0r_rate,reached_1_3r_rate,reached_1_5r_rate
full2025_validation,base,E_reject_not_near_miss,none,318,77,0.24213836477987422,-1144.89,1647.43,-2792.3199999999993,0.5899861047444421,-50.320699999999974,-0.15824119496855338,0.5936911578994966,1179.96,11.7996,-0.9702786535136785,33,0.10377358490566038,49,0.1540880503144654,236,0.7421383647798742,0.5970767295597484,0.5698836477987422,0.4968553459119497,0.31761006289308175,0.24528301886792453,0.12578616352201258,0.0031446540880503146
full2025_validation,best_single,A_required_light_pass,expansion,13,5,0.38461538461538464,74.74,159.89,-85.15,1.8777451556077507,3.0634,0.23564615384615387,1.8758326900534636,39.41,0.3941,1.8964729764019286,1,0.07692307692307693,5,0.38461538461538464,7,0.5384615384615384,0.9248076923076923,0.4303,0.8461538461538461,0.5384615384615384,0.5384615384615384,0.3076923076923077,0.0
full2025_validation,best_single,A_required_light_pass,none,10,2,0.2,-79.69000000000001,43.36,-123.05000000000001,0.35237708248679395,-3.2486,-0.32486000000000004,0.35206829151541746,110.37,1.1037,-0.7220259128386337,3,0.3,1,0.1,6,0.6,0.39946000000000004,0.6552100000000001,0.3,0.1,0.1,0.0,0.0
full2025_validation,best_single,A_required_light_pass,reclaim_only,26,11,0.4230769230769231,106.55999999999997,292.43,-185.87000000000003,1.5733039220960885,4.3758,0.1683,1.5743273395458717,99.30000000000001,0.9930000000000001,1.073111782477341,3,0.11538461538461539,8,0.3076923076923077,15,0.5769230769230769,0.8348576923076924,0.4803153846153846,0.6538461538461539,0.5769230769230769,0.4230769230769231,0.2692307692307692,0.0
full2025_validation,best_single,A_required_light_pass,strong_expansion,1,1,1.0,32.68,32.68,0,inf,1.303,1.303,inf,0.0,0.0,inf,0,0.0,1,1.0,0,0.0,1.303,0.553,1.0,1.0,1.0,1.0,0.0
full2025_validation,best_two,A_required_light_pass,expansion,5,3,0.6,64.19,94.18,-29.990000000000002,3.140380126708903,2.7114,0.54228,3.226473969453112,29.99000000000001,0.29990000000000006,2.1403801267089024,1,0.2,3,0.6,1,0.2,1.02142,0.4106599999999999,1.0,0.6,0.6,0.4,0.0
full2025_validation,best_two,A_required_light_pass,none,9,2,0.2222222222222222,-52.77,41.76,-94.53,0.44176451920025384,-2.2486,-0.24984444444444445,0.43978274951417606,82.35000000000001,0.8235000000000001,-0.6408014571948998,2,0.2222222222222222,1,0.1111111111111111,6,0.6666666666666666,0.4350222222222222,0.6169,0.3333333333333333,0.1111111111111111,0.1111111111111111,0.0,0.0
full2025_validation,best_two,A_required_light_pass,reclaim_only,15,9,0.6,179.11999999999998,247.59999999999997,-68.48,3.615654205607476,7.562500000000001,0.5041666666666668,3.5859121217302103,56.34,0.5634,3.1792687255946035,1,0.06666666666666667,7,0.4666666666666667,7,0.4666666666666667,1.0258800000000001,0.43061333333333346,0.8,0.8,0.6666666666666666,0.4666666666666667,0.0
full2025_validation,best_two,A_required_light_pass,strong_expansion,1,1,1.0,30.96,30.96,0,inf,1.303,1.303,inf,0.0,0.0,inf,0,0.0,1,1.0,0,0.0,1.303,0.553,1.0,1.0,1.0,1.0,0.0
full2025_validation,best_two,B_reject_mfe1_winner,expansion,4,4,1.0,78.16,78.16,0,inf,3.3598999999999997,0.8399749999999999,inf,0.0,0.0,inf,0,0.0,2,0.5,2,0.5,1.19265,0.398975,1.0,1.0,1.0,0.0,0.0
full2025_validation,best_two,B_reject_mfe1_winner,none,2,2,1.0,43.63,43.63,0,inf,1.7979,0.89895,inf,0.0,0.0,inf,0,0.0,1,0.5,1,0.5,1.233,0.34440000000000004,1.0,1.0,1.0,0.0,0.0
full2025_validation,best_two,B_reject_mfe1_winner,reclaim_only,5,5,1.0,57.9,57.9,0,inf,2.4249,0.48498,inf,0.0,0.0,inf,0,0.0,1,0.2,4,0.8,1.21112,0.38832,1.0,1.0,1.0,0.0,0.0
full2025_validation,best_two,C_reject_loser_or_no_mfe1,expansion,48,2,0.041666666666666664,-555.4700000000001,8.290000000000001,-563.7600000000002,0.01470483893855541,-23.4394,-0.4883208333333333,0.014956735153580748,562.8400000000001,5.628400000000002,-0.9869056925591643,6,0.125,0,0.0,42,0.875,0.4981625000000001,0.5887604166666667,0.3958333333333333,0.16666666666666666,0.10416666666666667,0.020833333333333332,0.020833333333333332
full2025_validation,best_two,C_reject_loser_or_no_mfe1,none,29,1,0.034482758620689655,-322.78999999999996,17.55,-340.34,0.05156608097784569,-13.451999999999998,-0.4638620689655172,0.05423457119957254,322.78999999999996,3.2278999999999995,-1.0,5,0.1724137931034483,0,0.0,24,0.8275862068965517,0.5648482758620689,0.630248275862069,0.5172413793103449,0.3448275862068966,0.13793103448275862,0.0,0.0
full2025_validation,best_two,C_reject_loser_or_no_mfe1,reclaim_only,21,2,0.09523809523809523,-184.13000000000005,14.240000000000002,-198.37,0.07178504814236024,-7.843199999999999,-0.3734857142857142,0.07184360318568572,184.13000000000005,1.8413000000000006,-1.0,1,0.047619047619047616,0,0.0,20,0.9523809523809523,0.36591904761904764,0.5037809523809523,0.2857142857142857,0.047619047619047616,0.0,0.0,0.0
full2025_validation,best_two,C_reject_loser_or_no_mfe1,strong_expansion,3,0,0.0,-29.550000000000004,0,-29.550000000000004,0.0,-1.2488,-0.4162666666666666,0.0,29.550000000000004,0.29550000000000004,-1.0,0,0.0,0,0.0,3,1.0,0.37093333333333334,0.5438333333333333,0.0,0.0,0.0,0.0,0.0
full2025_validation,best_two,D_reject_strong_mfe13_winner,expansion,10,10,1.0,309.9,309.9,0,inf,13.0787,1.3078699999999999,inf,0.0,0.0,inf,0,0.0,10,1.0,0,0.0,1.31229,0.34204,1.0,1.0,1.0,1.0,0.0
full2025_validation,best_two,D_reject_strong_mfe13_winner,none,9,9,1.0,252.55,252.55,0,inf,10.5823,1.1758111111111111,inf,0.0,0.0,inf,0,0.0,8,0.8888888888888888,1,0.1111111111111111,1.3286555555555555,0.3792222222222221,1.0,1.0,1.0,1.0,0.0
full2025_validation,best_two,D_reject_strong_mfe13_winner,reclaim_only,2,2,1.0,59.99,59.99,0,inf,2.6308,1.3154,inf,0.0,0.0,inf,0,0.0,2,1.0,0,0.0,1.3154,0.45955,1.0,1.0,1.0,1.0,0.0
full2025_validation,best_two,D_reject_strong_mfe13_winner,strong_expansion,1,1,1.0,31.66,31.66,0,inf,1.3007,1.3007,inf,0.0,0.0,inf,0,0.0,1,1.0,0,0.0,1.3595,0.3725,1.0,1.0,1.0,1.0,0.0
full2025_validation,best_two,E_reject_not_near_miss,expansion,29,4,0.13793103448275862,-155.23,96.03999999999999,-251.26999999999998,0.382218330879134,-6.542600000000001,-0.22560689655172417,0.38225491214321455,218.76999999999998,2.1876999999999995,-0.709557983270101,1,0.034482758620689655,3,0.10344827586206896,25,0.8620689655172413,0.5171965517241379,0.4862172413793104,0.3793103448275862,0.20689655172413793,0.13793103448275862,0.10344827586206896,0.0
full2025_validation,best_two,E_reject_not_near_miss,none,12,4,0.3333333333333333,-37.11,78.91,-116.01999999999998,0.6801413549388037,-1.4906000000000001,-0.12421666666666668,0.6943612876768506,53.96,0.5396,-0.6877316530763529,3,0.25,2,0.16666666666666666,7,0.5833333333333334,0.6662416666666665,0.6721416666666666,0.5,0.4166666666666667,0.3333333333333333,0.08333333333333333,0.0
full2025_validation,best_two,E_reject_not_near_miss,reclaim_only,38,12,0.3157894736842105,-101.96000000000001,256.09,-358.05,0.7152353023320764,-4.1233,-0.10850789473684212,0.7270151279420042,135.31,1.3531,-0.7535289335599734,7,0.18421052631578946,7,0.18421052631578946,24,0.631578947368421,0.6041157894736843,0.6025736842105262,0.4473684210526316,0.3684210526315789,0.2631578947368421,0.15789473684210525,0.0
full2025_validation,best_two,E_reject_not_near_miss,strong_expansion,1,1,1.0,6.71,6.71,0,inf,0.2783,0.2783,inf,0.0,0.0,inf,0,0.0,0,0.0,1,1.0,0.7003,0.3242,1.0,0.0,0.0,0.0,0.0
full2025_validation,exhaustion,A_required_light_pass,expansion,5,3,0.6,64.19,94.18,-29.990000000000002,3.140380126708903,2.7114,0.54228,3.226473969453112,29.99000000000001,0.29990000000000006,2.1403801267089024,1,0.2,3,0.6,1,0.2,1.02142,0.4106599999999999,1.0,0.6,0.6,0.4,0.0
full2025_validation,exhaustion,A_required_light_pass,none,9,2,0.2222222222222222,-52.77,41.76,-94.53,0.44176451920025384,-2.2486,-0.24984444444444445,0.43978274951417606,82.35000000000001,0.8235000000000001,-0.6408014571948998,2,0.2222222222222222,1,0.1111111111111111,6,0.6666666666666666,0.4350222222222222,0.6169,0.3333333333333333,0.1111111111111111,0.1111111111111111,0.0,0.0
full2025_validation,exhaustion,A_required_light_pass,reclaim_only,15,9,0.6,179.11999999999998,247.59999999999997,-68.48,3.615654205607476,7.562500000000001,0.5041666666666668,3.5859121217302103,56.34,0.5634,3.1792687255946035,1,0.06666666666666667,7,0.4666666666666667,7,0.4666666666666667,1.0258800000000001,0.43061333333333346,0.8,0.8,0.6666666666666666,0.4666666666666667,0.0
full2025_validation,exhaustion,A_required_light_pass,strong_expansion,1,1,1.0,30.96,30.96,0,inf,1.303,1.303,inf,0.0,0.0,inf,0,0.0,1,1.0,0,0.0,1.303,0.553,1.0,1.0,1.0,1.0,0.0
full2025_validation,exhaustion,B_reject_mfe1_winner,expansion,4,4,1.0,78.16,78.16,0,inf,3.3598999999999997,0.8399749999999999,inf,0.0,0.0,inf,0,0.0,2,0.5,2,0.5,1.19265,0.398975,1.0,1.0,1.0,0.0,0.0
full2025_validation,exhaustion,B_reject_mfe1_winner,none,2,2,1.0,43.63,43.63,0,inf,1.7979,0.89895,inf,0.0,0.0,inf,0,0.0,1,0.5,1,0.5,1.233,0.34440000000000004,1.0,1.0,1.0,0.0,0.0
full2025_validation,exhaustion,B_reject_mfe1_winner,reclaim_only,5,5,1.0,57.9,57.9,0,inf,2.4249,0.48498,inf,0.0,0.0,inf,0,0.0,1,0.2,4,0.8,1.21112,0.38832,1.0,1.0,1.0,0.0,0.0
full2025_validation,exhaustion,C_reject_loser_or_no_mfe1,expansion,48,2,0.041666666666666664,-555.4700000000001,8.290000000000001,-563.7600000000002,0.01470483893855541,-23.4394,-0.4883208333333333,0.014956735153580748,562.8400000000001,5.628400000000002,-0.9869056925591643,6,0.125,0,0.0,42,0.875,0.4981625000000001,0.5887604166666667,0.3958333333333333,0.16666666666666666,0.10416666666666667,0.020833333333333332,0.020833333333333332
full2025_validation,exhaustion,C_reject_loser_or_no_mfe1,none,29,1,0.034482758620689655,-322.78999999999996,17.55,-340.34,0.05156608097784569,-13.451999999999998,-0.4638620689655172,0.05423457119957254,322.78999999999996,3.2278999999999995,-1.0,5,0.1724137931034483,0,0.0,24,0.8275862068965517,0.5648482758620689,0.630248275862069,0.5172413793103449,0.3448275862068966,0.13793103448275862,0.0,0.0
full2025_validation,exhaustion,C_reject_loser_or_no_mfe1,reclaim_only,21,2,0.09523809523809523,-184.13000000000005,14.240000000000002,-198.37,0.07178504814236024,-7.843199999999999,-0.3734857142857142,0.07184360318568572,184.13000000000005,1.8413000000000006,-1.0,1,0.047619047619047616,0,0.0,20,0.9523809523809523,0.36591904761904764,0.5037809523809523,0.2857142857142857,0.047619047619047616,0.0,0.0,0.0
full2025_validation,exhaustion,C_reject_loser_or_no_mfe1,strong_expansion,3,0,0.0,-29.550000000000004,0,-29.550000000000004,0.0,-1.2488,-0.4162666666666666,0.0,29.550000000000004,0.29550000000000004,-1.0,0,0.0,0,0.0,3,1.0,0.37093333333333334,0.5438333333333333,0.0,0.0,0.0,0.0,0.0
full2025_validation,exhaustion,D_reject_strong_mfe13_winner,expansion,10,10,1.0,309.9,309.9,0,inf,13.0787,1.3078699999999999,inf,0.0,0.0,inf,0,0.0,10,1.0,0,0.0,1.31229,0.34204,1.0,1.0,1.0,1.0,0.0
full2025_validation,exhaustion,D_reject_strong_mfe13_winner,none,9,9,1.0,252.55,252.55,0,inf,10.5823,1.1758111111111111,inf,0.0,0.0,inf,0,0.0,8,0.8888888888888888,1,0.1111111111111111,1.3286555555555555,0.3792222222222221,1.0,1.0,1.0,1.0,0.0
full2025_validation,exhaustion,D_reject_strong_mfe13_winner,reclaim_only,2,2,1.0,59.99,59.99,0,inf,2.6308,1.3154,inf,0.0,0.0,inf,0,0.0,2,1.0,0,0.0,1.3154,0.45955,1.0,1.0,1.0,1.0,0.0
full2025_validation,exhaustion,D_reject_strong_mfe13_winner,strong_expansion,1,1,1.0,31.66,31.66,0,inf,1.3007,1.3007,inf,0.0,0.0,inf,0,0.0,1,1.0,0,0.0,1.3595,0.3725,1.0,1.0,1.0,1.0,0.0
full2025_validation,exhaustion,E_reject_not_near_miss,expansion,29,4,0.13793103448275862,-155.23,96.03999999999999,-251.26999999999998,0.382218330879134,-6.542600000000001,-0.22560689655172417,0.38225491214321455,218.76999999999998,2.1876999999999995,-0.709557983270101,1,0.034482758620689655,3,0.10344827586206896,25,0.8620689655172413,0.5171965517241379,0.4862172413793104,0.3793103448275862,0.20689655172413793,0.13793103448275862,0.10344827586206896,0.0
full2025_validation,exhaustion,E_reject_not_near_miss,none,12,4,0.3333333333333333,-37.11,78.91,-116.01999999999998,0.6801413549388037,-1.4906000000000001,-0.12421666666666668,0.6943612876768506,53.96,0.5396,-0.6877316530763529,3,0.25,2,0.16666666666666666,7,0.5833333333333334,0.6662416666666665,0.6721416666666666,0.5,0.4166666666666667,0.3333333333333333,0.08333333333333333,0.0
full2025_validation,exhaustion,E_reject_not_near_miss,reclaim_only,38,12,0.3157894736842105,-101.96000000000001,256.09,-358.05,0.7152353023320764,-4.1233,-0.10850789473684212,0.7270151279420042,135.31,1.3531,-0.7535289335599734,7,0.18421052631578946,7,0.18421052631578946,24,0.631578947368421,0.6041157894736843,0.6025736842105262,0.4473684210526316,0.3684210526315789,0.2631578947368421,0.15789473684210525,0.0
full2025_validation,exhaustion,E_reject_not_near_miss,strong_expansion,1,1,1.0,6.71,6.71,0,inf,0.2783,0.2783,inf,0.0,0.0,inf,0,0.0,0,0.0,1,1.0,0.7003,0.3242,1.0,0.0,0.0,0.0,0.0
full2025_validation,granville,A_required_light_pass,expansion,3,2,0.6666666666666666,38.349999999999994,58.599999999999994,-20.25,2.893827160493827,1.7611,0.5870333333333334,3.0223932016536517,20.25,0.20249999999999999,1.8938271604938268,0,0.0,2,0.6666666666666666,1,0.3333333333333333,1.0663333333333334,0.40386666666666665,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.0
full2025_validation,granville,A_required_light_pass,none,8,2,0.25,-42.730000000000004,39.96,-82.69,0.48325069536824283,-1.9296000000000002,-0.24120000000000003,0.4777525170509906,77.91,0.7790999999999999,-0.5484533436015917,2,0.25,1,0.125,5,0.625,0.4360625,0.6482125000000001,0.375,0.125,0.125,0.0,0.0
