period_id,variant,near_miss_group,target_room_bucket,clean_path_to_1r,clean_path_to_1_3r,trades,wins,win_rate,net_profit,gross_profit,gross_loss,profit_factor,sum_r,avg_r,r_profit_factor,max_dd_profit,max_dd_pct,recovery_factor,full_sl_exits,full_sl_rate,tp_exits,tp_exit_rate,time_exits,time_exit_rate,avg_mfe_r,avg_mae_r,reached_0_5r_rate,reached_0_8r_rate,reached_1_0r_rate,reached_1_3r_rate,reached_1_5r_rate
full2025_validation,base,E_reject_not_near_miss,none,false,false,318,77,0.24213836477987422,-1144.89,1647.43,-2792.3199999999993,0.5899861047444421,-50.320699999999974,-0.15824119496855338,0.5936911578994966,1179.96,11.7996,-0.9702786535136785,33,0.10377358490566038,49,0.1540880503144654,236,0.7421383647798742,0.5970767295597484,0.5698836477987422,0.4968553459119497,0.31761006289308175,0.24528301886792453,0.12578616352201258,0.0031446540880503146
full2025_validation,best_single,A_required_light_pass,lt_1_0r,false,false,50,19,0.38,134.29000000000002,528.3600000000001,-394.06999999999994,1.3407770193112905,5.493600000000001,0.10987200000000001,1.340572207929079,123.71,1.2371,1.085522593161426,7,0.14,15,0.3,28,0.56,0.780528,0.5037440000000001,0.64,0.48,0.4,0.24,0.0
full2025_validation,best_two,A_required_light_pass,lt_1_0r,false,false,30,15,0.5,221.49999999999991,414.5,-193.0,2.1476683937823835,9.328299999999997,0.31094333333333324,2.143720650801241,63.06,0.6306,3.512527751347921,4,0.13333333333333333,12,0.4,14,0.4666666666666667,0.8571166666666665,0.48725333333333326,0.7,0.5666666666666667,0.5,0.3333333333333333,0.0
full2025_validation,best_two,B_reject_mfe1_winner,lt_1_0r,false,false,11,11,1.0,179.68999999999997,179.68999999999997,0,inf,7.5827,0.6893363636363636,inf,0.0,0.0,inf,0,0.0,4,0.36363636363636365,7,0.6363636363636364,1.2083818181818182,0.38420909090909083,1.0,1.0,1.0,0.0,0.0
full2025_validation,best_two,C_reject_loser_or_no_mfe1,lt_1_0r,false,false,101,5,0.04950495049504951,-1091.9399999999996,40.08,-1132.0199999999995,0.035405734881009183,-45.98340000000002,-0.4552811881188121,0.036347023542577385,1099.3099999999995,10.993099999999995,-0.9932957946348164,12,0.1188118811881188,0,0.0,89,0.8811881188118812,0.4860346534653465,0.5816693069306931,0.39603960396039606,0.18811881188118812,0.0891089108910891,0.009900990099009901,0.009900990099009901
full2025_validation,best_two,D_reject_strong_mfe13_winner,lt_1_0r,false,false,22,22,1.0,654.1,654.1,0,inf,27.592500000000005,1.2542045454545456,inf,0.0,0.0,inf,0,0.0,21,0.9545454545454546,1,0.045454545454545456,1.3214136363636366,0.3693181818181818,1.0,1.0,1.0,1.0,0.0
full2025_validation,best_two,E_reject_not_near_miss,lt_1_0r,false,false,80,21,0.2625,-287.59000000000003,437.75,-725.34,0.603510078032371,-11.878200000000001,-0.1484775,0.6114756350457602,292.58000000000004,2.9258,-0.9829448356005195,11,0.1375,12,0.15,57,0.7125,0.58312875,0.56735,0.4375,0.3125,0.225,0.125,0.0
full2025_validation,exhaustion,A_required_light_pass,lt_1_0r,false,false,30,15,0.5,221.49999999999991,414.5,-193.0,2.1476683937823835,9.328299999999997,0.31094333333333324,2.143720650801241,63.06,0.6306,3.512527751347921,4,0.13333333333333333,12,0.4,14,0.4666666666666667,0.8571166666666665,0.48725333333333326,0.7,0.5666666666666667,0.5,0.3333333333333333,0.0
full2025_validation,exhaustion,B_reject_mfe1_winner,lt_1_0r,false,false,11,11,1.0,179.68999999999997,179.68999999999997,0,inf,7.5827,0.6893363636363636,inf,0.0,0.0,inf,0,0.0,4,0.36363636363636365,7,0.6363636363636364,1.2083818181818182,0.38420909090909083,1.0,1.0,1.0,0.0,0.0
full2025_validation,exhaustion,C_reject_loser_or_no_mfe1,lt_1_0r,false,false,101,5,0.04950495049504951,-1091.9399999999996,40.08,-1132.0199999999995,0.035405734881009183,-45.98340000000002,-0.4552811881188121,0.036347023542577385,1099.3099999999995,10.993099999999995,-0.9932957946348164,12,0.1188118811881188,0,0.0,89,0.8811881188118812,0.4860346534653465,0.5816693069306931,0.39603960396039606,0.18811881188118812,0.0891089108910891,0.009900990099009901,0.009900990099009901
full2025_validation,exhaustion,D_reject_strong_mfe13_winner,lt_1_0r,false,false,22,22,1.0,654.1,654.1,0,inf,27.592500000000005,1.2542045454545456,inf,0.0,0.0,inf,0,0.0,21,0.9545454545454546,1,0.045454545454545456,1.3214136363636366,0.3693181818181818,1.0,1.0,1.0,1.0,0.0
full2025_validation,exhaustion,E_reject_not_near_miss,lt_1_0r,false,false,80,21,0.2625,-287.59000000000003,437.75,-725.34,0.603510078032371,-11.878200000000001,-0.1484775,0.6114756350457602,292.58000000000004,2.9258,-0.9829448356005195,11,0.1375,12,0.15,57,0.7125,0.58312875,0.56735,0.4375,0.3125,0.225,0.125,0.0
full2025_validation,granville,A_required_light_pass,lt_1_0r,false,false,33,14,0.42424242424242425,102.31,359.2799999999999,-256.96999999999997,1.3981398606841264,4.3978,0.13326666666666667,1.3892202849809716,125.21000000000001,1.2521,0.81710725980353,5,0.15151515151515152,11,0.3333333333333333,17,0.5151515151515151,0.7633636363636364,0.5284151515151516,0.6060606060606061,0.48484848484848486,0.3939393939393939,0.2727272727272727,0.0
full2025_validation,granville,B_reject_mfe1_winner,lt_1_0r,false,false,8,8,1.0,178.92000000000002,178.92000000000002,0,inf,7.8782,0.984775,inf,0.0,0.0,inf,0,0.0,5,0.625,3,0.375,1.2042499999999998,0.6763750000000001,1.0,1.0,1.0,0.0,0.0
full2025_validation,granville,C_reject_loser_or_no_mfe1,1_0_1_3r,true,false,1,0,0.0,-3.63,0,-3.63,0.0,-0.166,-0.166,0.0,3.63,0.0363,-1.0,0,0.0,0,0.0,1,1.0,0.2713,0.3846,0.0,0.0,0.0,0.0,0.0
full2025_validation,granville,C_reject_loser_or_no_mfe1,lt_1_0r,false,false,101,5,0.04950495049504951,-1110.8700000000003,34.410000000000004,-1145.2800000000002,0.030045054484492874,-48.61849999999998,-0.4813712871287127,0.030917129098099252,1117.6800000000003,11.176800000000004,-0.9939070216877819,14,0.13861386138613863,0,0.0,87,0.8613861386138614,0.46952970297029717,0.5977861386138613,0.4158415841584158,0.18811881188118812,0.09900990099009901,0.0,0.0
full2025_validation,granville,D_reject_strong_mfe13_winner,lt_1_0r,false,false,19,19,1.0,552.3100000000001,552.3100000000001,0,inf,24.954700000000003,1.313405263157895,inf,0.0,0.0,inf,0,0.0,19,1.0,0,0.0,1.3280578947368422,0.44913684210526306,1.0,1.0,1.0,1.0,0.05263157894736842
