period_id,variant,near_miss_group,retest_quality_bucket,trades,wins,win_rate,net_profit,gross_profit,gross_loss,profit_factor,sum_r,avg_r,r_profit_factor,max_dd_profit,max_dd_pct,recovery_factor,full_sl_exits,full_sl_rate,tp_exits,tp_exit_rate,time_exits,time_exit_rate,avg_mfe_r,avg_mae_r,reached_0_5r_rate,reached_0_8r_rate,reached_1_0r_rate,reached_1_3r_rate,reached_1_5r_rate
full2025_validation,base,E_reject_not_near_miss,none,318,77,0.24213836477987422,-1144.89,1647.43,-2792.3199999999993,0.5899861047444421,-50.320699999999974,-0.15824119496855338,0.5936911578994966,1179.96,11.7996,-0.9702786535136785,33,0.10377358490566038,49,0.1540880503144654,236,0.7421383647798742,0.5970767295597484,0.5698836477987422,0.4968553459119497,0.31761006289308175,0.24528301886792453,0.12578616352201258,0.0031446540880503146
full2025_validation,best_single,A_required_light_pass,clean_retest,10,3,0.3,35.78,96.42999999999999,-60.64999999999999,1.5899422918384172,1.4671000000000003,0.14671000000000003,1.5909768378650557,28.63,0.2863,1.2497380370241007,0,0.0,3,0.3,7,0.7,0.8329000000000001,0.42743000000000003,0.7,0.5,0.4,0.3,0.0
full2025_validation,best_single,A_required_light_pass,no_retest,1,0,0.0,-23.7,0,-23.7,0.0,-1.0,-1.0,0.0,23.7,0.23700000000000002,-1.0,1,1.0,0,0.0,0,0.0,0.1097,1.0,0.0,0.0,0.0,0.0,0.0
full2025_validation,best_single,A_required_light_pass,none,34,13,0.38235294117647056,68.63000000000001,355.41,-286.78000000000003,1.2393123648790012,2.9028,0.08537647058823529,1.2479753972321888,134.01,1.3401,0.5121259607491979,6,0.17647058823529413,10,0.29411764705882354,18,0.5294117647058824,0.78645,0.5271294117647057,0.6470588235294118,0.5,0.4117647058823529,0.23529411764705882,0.0
full2025_validation,best_single,A_required_light_pass,strong_retest,1,1,1.0,11.0,11.0,0,inf,0.4662,0.4662,inf,0.0,0.0,inf,0,0.0,0,0.0,1,1.0,0.6352,0.4014,1.0,0.0,0.0,0.0,0.0
full2025_validation,best_single,A_required_light_pass,weak_retest,4,2,0.5,42.57999999999999,65.52,-22.94,2.8561464690496945,1.6574999999999998,0.41437499999999994,2.7595541401273884,18.26,0.1826,2.331872946330777,0,0.0,2,0.5,2,0.5,0.8033,0.39727500000000004,0.5,0.5,0.5,0.25,0.0
full2025_validation,best_two,A_required_light_pass,clean_retest,3,2,0.6666666666666666,55.72,62.769999999999996,-7.05,8.90354609929078,2.3152,0.7717333333333333,8.568486433474993,7.050000000000001,0.07050000000000001,7.90354609929078,0,0.0,2,0.6666666666666666,1,0.3333333333333333,0.9338666666666667,0.3222666666666667,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.0
full2025_validation,best_two,A_required_light_pass,no_retest,1,0,0.0,-23.7,0,-23.7,0.0,-1.0,-1.0,0.0,23.7,0.23700000000000002,-1.0,1,1.0,0,0.0,0,0.0,0.1097,1.0,0.0,0.0,0.0,0.0,0.0
full2025_validation,best_two,A_required_light_pass,none,23,10,0.43478260869565216,116.39999999999998,278.65,-162.25,1.7174114021571647,4.947400000000001,0.215104347826087,1.7222270882601964,74.26,0.7426,1.5674656611904116,3,0.13043478260869565,8,0.34782608695652173,12,0.5217391304347826,0.8507608695652173,0.5078260869565218,0.6956521739130435,0.5652173913043478,0.4782608695652174,0.30434782608695654,0.0
full2025_validation,best_two,A_required_light_pass,strong_retest,1,1,1.0,11.2,11.2,0,inf,0.4662,0.4662,inf,0.0,0.0,inf,0,0.0,0,0.0,1,1.0,0.6352,0.4014,1.0,0.0,0.0,0.0,0.0
full2025_validation,best_two,A_required_light_pass,weak_retest,2,2,1.0,61.879999999999995,61.879999999999995,0,inf,2.5995,1.29975,inf,0.0,0.0,inf,0,0.0,2,1.0,0,0.0,1.29975,0.2847,1.0,1.0,1.0,0.5,0.0
full2025_validation,best_two,B_reject_mfe1_winner,clean_retest,2,2,1.0,17.79,17.79,0,inf,0.7837,0.39185,inf,0.0,0.0,inf,0,0.0,0,0.0,2,1.0,1.11265,0.6048,1.0,1.0,1.0,0.0,0.0
full2025_validation,best_two,B_reject_mfe1_winner,no_retest,1,1,1.0,29.63,29.63,0,inf,1.2995,1.2995,inf,0.0,0.0,inf,0,0.0,1,1.0,0,0.0,1.2995,0.401,1.0,1.0,1.0,0.0,0.0
full2025_validation,best_two,B_reject_mfe1_winner,none,8,8,1.0,132.26999999999998,132.26999999999998,0,inf,5.499499999999999,0.6874374999999999,inf,0.0,0.0,inf,0,0.0,3,0.375,5,0.625,1.220925,0.32696250000000004,1.0,1.0,1.0,0.0,0.0
full2025_validation,best_two,C_reject_loser_or_no_mfe1,clean_retest,19,1,0.05263157894736842,-169.65999999999997,17.55,-187.20999999999998,0.09374499225468727,-7.2738000000000005,-0.38283157894736847,0.09588325958335406,169.65999999999997,1.6965999999999999,-1.0,1,0.05263157894736842,0,0.0,18,0.9473684210526315,0.4516210526315789,0.5627894736842104,0.42105263157894735,0.15789473684210525,0.05263157894736842,0.0,0.0
full2025_validation,best_two,C_reject_loser_or_no_mfe1,no_retest,11,1,0.09090909090909091,-106.96000000000001,0.92,-107.88000000000002,0.008527994067482387,-4.5203,-0.4109363636363636,0.008836556593430689,106.96000000000001,1.0696,-1.0,0,0.0,0,0.0,11,1.0,0.3093454545454546,0.4817636363636364,0.18181818181818182,0.09090909090909091,0.09090909090909091,0.0,0.0
full2025_validation,best_two,C_reject_loser_or_no_mfe1,none,59,3,0.05084745762711865,-676.1599999999999,21.610000000000003,-697.7699999999999,0.030970090430944303,-28.352400000000003,-0.4805491525423729,0.031518252713056485,683.5299999999999,6.835299999999998,-0.9892177373341331,10,0.1694915254237288,0,0.0,49,0.8305084745762712,0.4852847457627121,0.6172118644067797,0.4067796610169492,0.22033898305084745,0.0847457627118644,0.0,0.0
full2025_validation,best_two,C_reject_loser_or_no_mfe1,strong_retest,6,0,0.0,-55.56999999999999,0,-55.56999999999999,0.0,-2.3626,-0.39376666666666665,0.0,55.56999999999999,0.5557,-1.0,0,0.0,0,0.0,6,1.0,0.23396666666666666,0.4035,0.16666666666666666,0.0,0.0,0.0,0.0
full2025_validation,best_two,C_reject_loser_or_no_mfe1,weak_retest,6,0,0.0,-83.59,0,-83.59,0.0,-3.4742999999999995,-0.57905,0.0,83.59,0.8359,-1.0,1,0.16666666666666666,0,0.0,5,0.8333333333333334,1.1783833333333333,0.6532833333333333,0.8333333333333334,0.3333333333333333,0.3333333333333333,0.16666666666666666,0.16666666666666666
full2025_validation,best_two,D_reject_strong_mfe13_winner,clean_retest,3,3,1.0,95.47,95.47,0,inf,3.9443,1.3147666666666666,inf,0.0,0.0,inf,0,0.0,3,1.0,0,0.0,1.3147666666666666,0.509,1.0,1.0,1.0,1.0,0.0
full2025_validation,best_two,D_reject_strong_mfe13_winner,no_retest,2,2,1.0,60.63,60.63,0,inf,2.6349,1.31745,inf,0.0,0.0,inf,0,0.0,2,1.0,0,0.0,1.31895,0.2831,1.0,1.0,1.0,1.0,0.0
